GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AIUXE001,AIUXE002,AIUXE003,AIUXE004,AIUXE005,AIUXE006,AIUXE007,AIUXE008,AIUXE009,AIUXE010,NAME_M,AIUXM001,AIUXM002,AIUXM003,AIUXM004,AIUXM005,AIUXM006,AIUXM007,AIUXM008,AIUXM009,AIUXM010
"G2400090","2018","MD",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,"05000US24009","Calvert County, Maryland",92003,74058,11823,0,2346,0,1062,2714,0,2714,"Calvert County, Maryland",0,934,1322,206,208,206,766,1283,206,1283
"G2400130","2018","MD",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,"05000US24013","Carroll County, Maryland",168429,153478,5767,186,3359,27,1415,4197,0,4197,"Carroll County, Maryland",0,1013,730,172,501,45,815,1242,206,1242
"G2400150","2018","MD",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,"05000US24015","Cecil County, Maryland",102826,90629,7325,33,1403,0,556,2880,329,2551,"Cecil County, Maryland",0,838,985,57,500,206,525,1179,302,1177
"G2400170","2018","MD",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,"05000US24017","Charles County, Maryland",161503,68969,77394,1079,5200,0,1162,7699,290,7409,"Charles County, Maryland",0,1543,2075,641,797,206,847,2458,359,2425
"G2400210","2018","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,"05000US24021","Frederick County, Maryland",255648,207110,26200,304,10441,260,2655,8678,804,7874,"Frederick County, Maryland",0,1345,1241,351,1012,360,1166,1330,386,1275
"G2400250","2018","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,"05000US24025","Harford County, Maryland",253956,198408,35479,490,6519,180,3419,9461,731,8730,"Harford County, Maryland",0,1851,1493,352,1004,276,1854,1961,506,1911
"G2400270","2018","MD",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,"05000US24027","Howard County, Maryland",323196,181707,64624,657,59189,130,4615,12274,1352,10922,"Howard County, Maryland",0,2403,2403,507,2141,167,2276,2482,742,2248
"G2400310","2018","MD",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,"05000US24031","Montgomery County, Maryland",1052567,542829,196316,2818,152890,391,103255,54068,12845,41223,"Montgomery County, Maryland",0,9555,3611,929,3652,348,10469,6143,4552,4517
"G2400330","2018","MD",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,"05000US24033","Prince George's County, Maryland",909308,142297,566790,2331,37029,187,131686,28988,3988,25000,"Prince George's County, Maryland",0,5218,4300,1031,1793,198,6035,4347,1374,4149
"G2400370","2018","MD",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,"05000US24037","St. Mary's County, Maryland",112664,86881,17155,89,2693,0,1804,4042,115,3927,"St. Mary's County, Maryland",0,1331,1131,136,493,206,1332,1255,193,1247
"G2400430","2018","MD",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,"05000US24043","Washington County, Maryland",150926,124032,16959,184,2931,843,921,5056,351,4705,"Washington County, Maryland",0,1112,1887,189,633,757,843,1870,345,1844
"G2400450","2018","MD",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,"05000US24045","Wicomico County, Maryland",103195,67846,27727,195,3277,0,1302,2848,221,2627,"Wicomico County, Maryland",0,1362,1337,349,336,206,1192,1320,228,1311
"G2405100","2018","MD",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,,"05000US24510","Baltimore city, Maryland",602495,183276,371664,1600,15490,61,13343,17061,2339,14722,"Baltimore city, Maryland",0,3494,3517,538,791,116,3922,3369,1426,2986
"G2500010","2018","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,"05000US25001","Barnstable County, Massachusetts",213413,195181,8036,1538,3229,95,2363,2971,346,2625,"Barnstable County, Massachusetts",0,1828,711,509,450,131,1642,1043,299,986
"G2500030","2018","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,"05000US25003","Berkshire County, Massachusetts",126348,113854,3940,374,2133,189,2232,3626,528,3098,"Berkshire County, Massachusetts",0,1003,862,303,479,200,929,1077,353,1010
"G2500050","2018","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",564022,473728,25062,753,13053,127,35227,16072,4475,11597,"Bristol County, Massachusetts",0,4422,2691,560,1588,216,4317,2621,1517,2145
"G2500090","2018","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",790638,612629,35405,1188,28928,0,90522,21966,4268,17698,"Essex County, Massachusetts",0,6901,3660,943,1296,211,6989,3805,1546,3436
"G2500110","2018","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",70963,65352,1107,276,1143,0,1639,1446,33,1413,"Franklin County, Massachusetts",0,740,362,178,466,211,765,601,44,591
"G2500130","2018","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",470406,382653,44607,1082,11656,0,18041,12367,1795,10572,"Hampden County, Massachusetts",0,4840,3079,528,1221,211,3952,2616,864,2804
"G2500150","2018","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",161355,140335,4378,417,9251,57,1559,5358,1049,4309,"Hampshire County, Massachusetts",0,1121,731,360,899,94,1046,1386,730,1355
"G2500170","2018","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",1614714,1226390,87875,4164,198986,1448,42028,53823,7895,45928,"Middlesex County, Massachusetts",0,7066,4099,2456,2963,515,6139,5256,2220,4956
"G2500210","2018","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",705388,539996,53112,1209,83337,75,11827,15832,1968,13864,"Norfolk County, Massachusetts",0,3388,1845,492,1993,91,4089,2719,955,2505
"G2500230","2018","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",518132,428704,51695,1136,7949,58,15087,13503,3836,9667,"Plymouth County, Massachusetts",0,3456,2531,1328,843,104,3834,2359,2369,2049
"G2500250","2018","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",807252,443247,175761,2498,71303,165,57053,57225,8251,48974,"Suffolk County, Massachusetts",0,8913,4845,888,2570,201,6707,6484,2475,6303
"G2500270","2018","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",830839,689588,44256,1371,41100,561,25388,28575,5819,22756,"Worcester County, Massachusetts",0,5077,3423,573,2303,713,4782,4236,2153,4257
"G2600050","2018","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",117327,108456,2355,404,993,0,3334,1785,30,1755,"Allegan County, Michigan",0,1452,391,363,235,172,1548,699,61,696
"G2600170","2018","MI",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,"05000US26017","Bay County, Michigan",103923,98807,1851,353,473,0,119,2320,39,2281,"Bay County, Michigan",0,180,512,257,477,172,132,426,72,421
"G2600210","2018","MI",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,"05000US26021","Berrien County, Michigan",154141,121712,21589,862,2842,0,1431,5705,624,5081,"Berrien County, Michigan",0,1087,1276,369,395,172,910,1545,390,1397
"G2600250","2018","MI",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,"05000US26025","Calhoun County, Michigan",134487,109046,13948,789,3634,0,1013,6057,222,5835,"Calhoun County, Michigan",0,724,1653,474,590,172,539,1858,269,1840
"G2600370","2018","MI",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,"05000US26037","Clinton County, Michigan",79332,74461,1975,152,1161,0,130,1453,0,1453,"Clinton County, Michigan",0,202,546,209,213,172,125,543,172,543
"G2600450","2018","MI",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,"05000US26045","Eaton County, Michigan",109826,95241,7054,509,2826,0,1347,2849,91,2758,"Eaton County, Michigan",0,672,877,325,251,172,620,988,151,989
"G2600490","2018","MI",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,"05000US26049","Genesee County, Michigan",406892,304719,80771,1523,4031,66,1899,13883,1085,12798,"Genesee County, Michigan",0,1384,3150,685,750,83,766,3128,565,3097
"G2600550","2018","MI",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,,"05000US26055","Grand Traverse County, Michigan",92573,87687,740,802,508,118,547,2171,34,2137,"Grand Traverse County, Michigan",0,680,286,611,322,187,424,867,60,866
"G2600650","2018","MI",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,,"05000US26065","Ingham County, Michigan",292735,216991,34341,837,20591,30,3593,16352,2119,14233,"Ingham County, Michigan",0,2001,2230,346,1097,51,1144,2343,1172,2308
"G2600730","2018","MI",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,,"05000US26073","Isabella County, Michigan",70562,61141,1787,3172,1333,36,1332,1761,93,1668,"Isabella County, Michigan",0,523,394,600,272,54,641,581,112,567
"G2600750","2018","MI",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,,"05000US26075","Jackson County, Michigan",158823,138207,12464,418,1421,86,1226,5001,206,4795,"Jackson County, Michigan",0,778,1234,297,430,118,800,1325,138,1345
"G2600770","2018","MI",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,,"05000US26077","Kalamazoo County, Michigan",264870,212930,27655,928,6269,534,1252,15302,1789,13513,"Kalamazoo County, Michigan",0,1958,2003,536,704,525,700,2309,901,2309
"G2600810","2018","MI",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,,"05000US26081","Kent County, Michigan",653786,519959,62932,2449,21059,614,19537,27236,3274,23962,"Kent County, Michigan",0,3659,3003,1389,1081,434,3416,3578,1348,3296
"G2600870","2018","MI",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,,"05000US26087","Lapeer County, Michigan",88028,84667,649,351,589,52,101,1619,79,1540,"Lapeer County, Michigan",0,239,295,163,227,79,127,456,107,403
"G2600910","2018","MI",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,,"05000US26091","Lenawee County, Michigan",98266,92099,2261,525,479,0,192,2710,101,2609,"Lenawee County, Michigan",0,440,678,452,258,172,167,897,162,924
"G2600930","2018","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",191224,184138,1511,836,1872,116,494,2257,130,2127,"Livingston County, Michigan",0,385,318,307,451,190,347,564,138,566
"G2600990","2018","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",874759,703955,105713,2932,36776,351,5115,19917,1321,18596,"Macomb County, Michigan",0,1979,2548,968,2167,389,2090,3359,695,3279
"G2601030","2018","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",66516,61832,949,812,707,67,58,2091,377,1714,"Marquette County, Michigan",0,334,267,404,103,82,64,605,334,522
"G2601110","2018","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,"05000US26111","Midland County, Michigan",83209,77869,1229,250,2101,34,430,1296,0,1296,"Midland County, Michigan",0,359,461,248,442,64,335,717,172,717
"G2601150","2018","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,"05000US26115","Monroe County, Michigan",150439,141477,3117,85,645,0,1065,4050,0,4050,"Monroe County, Michigan",0,1061,1014,120,526,172,1065,1213,172,1213
"G2601210","2018","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",173588,140769,23350,1822,1270,0,782,5595,231,5364,"Muskegon County, Michigan",0,740,1278,419,291,172,417,1246,259,1225
"G2601250","2018","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",1259201,940933,175057,2940,98366,379,10045,31481,2644,28837,"Oakland County, Michigan",0,3102,2603,1039,2582,263,2652,3607,885,3644
"G2601390","2018","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",290494,256742,5460,992,8189,0,10352,8759,1649,7110,"Ottawa County, Michigan",0,2945,816,692,854,172,3223,1707,1192,1503
"G2601450","2018","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",190800,143716,36459,590,2519,0,2198,5318,824,4494,"Saginaw County, Michigan",0,1678,1115,425,653,172,1527,1225,486,1210
"G2601470","2018","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",159337,149149,4086,358,780,57,456,4451,437,4014,"St. Clair County, Michigan",0,587,683,269,326,105,261,916,324,866
"G2601550","2018","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,"05000US26155","Shiawassee County, Michigan",68192,65441,644,60,119,0,500,1428,119,1309,"Shiawassee County, Michigan",0,424,252,66,109,172,341,320,156,277
"G2601590","2018","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,"05000US26159","Van Buren County, Michigan",75448,64726,3063,216,333,39,4175,2896,395,2501,"Van Buren County, Michigan",0,1316,651,201,327,68,1438,985,244,927
"G2601610","2018","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,"05000US26161","Washtenaw County, Michigan",370963,272448,42546,555,36404,230,3867,14913,665,14248,"Washtenaw County, Michigan",0,1637,2075,353,947,241,1710,2324,434,2258
"G2601630","2018","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,"05000US26163","Wayne County, Michigan",1753893,932034,675924,5808,59619,749,34835,44924,4441,40483,"Wayne County, Michigan",0,5755,3597,1368,2472,96,5446,5014,1591,4645
"G2700030","2018","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,"05000US27003","Anoka County, Minnesota",353813,294882,23174,2712,15764,144,5315,11822,823,10999,"Anoka County, Minnesota",0,1989,1782,739,1325,237,1989,2489,789,2421
"G2700130","2018","MN",,,"Minnesota","27","Blue Earth County","013",,,,,,,,,,,,,,,,,,"05000US27013","Blue Earth County, Minnesota",67427,60716,2602,132,1696,146,439,1696,198,1498,"Blue Earth County, Minnesota",0,552,609,154,273,269,337,742,247,722
"G2700190","2018","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,"05000US27019","Carver County, Minnesota",103551,95336,1993,25,3132,30,443,2592,110,2482,"Carver County, Minnesota",0,774,609,53,439,51,476,933,198,922
"G2700370","2018","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,"05000US27037","Dakota County, Minnesota",425423,349067,28112,1080,20517,66,9646,16935,1046,15889,"Dakota County, Minnesota",0,2879,2081,720,1238,118,2514,3079,843,2939
"G2700530","2018","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,"05000US27053","Hennepin County, Minnesota",1259428,903643,169349,9894,90522,235,37300,48485,4436,44049,"Hennepin County, Minnesota",0,4830,4175,2197,2416,241,5097,5251,1247,4905
"G2701090","2018","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,"05000US27109","Olmsted County, Minnesota",156277,130262,10024,200,9542,64,1901,4284,169,4115,"Olmsted County, Minnesota",0,1339,886,215,877,107,1377,1278,165,1273
"G2701230","2018","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",550210,360289,65928,3830,81169,95,12468,26431,2034,24397,"Ramsey County, Minnesota",0,2852,2490,801,2127,102,2998,3369,1206,2975
"G2701310","2018","MN",,,"Minnesota","27","Rice County","131",,,,,,,,,,,,,,,,,,"05000US27131","Rice County, Minnesota",66523,57152,3893,256,1653,172,2417,980,0,980,"Rice County, Minnesota",0,1182,219,112,238,221,1167,404,147,404
"G2701370","2018","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,"05000US27137","St. Louis County, Minnesota",199754,183984,2661,3763,1573,184,483,7106,204,6902,"St. Louis County, Minnesota",0,603,602,713,324,177,454,993,202,971
"G2701390","2018","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,"05000US27139","Scott County, Minnesota",147381,125083,7189,954,9629,0,1522,3004,124,2880,"Scott County, Minnesota",0,1068,496,415,562,147,1015,921,186,912
"G2701410","2018","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,"05000US27141","Sherburne County, Minnesota",96036,88556,2625,916,1675,0,368,1896,365,1531,"Sherburne County, Minnesota",0,817,751,715,209,147,312,897,584,627
"G2701450","2018","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,"05000US27145","Stearns County, Minnesota",159256,138505,11438,158,2985,0,3157,3013,270,2743,"Stearns County, Minnesota",0,954,952,168,723,147,1123,1009,293,913
"G2701630","2018","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,"05000US27163","Washington County, Minnesota",259201,220135,13137,923,15443,60,1868,7635,591,7044,"Washington County, Minnesota",0,1441,1170,427,1212,74,1230,1772,603,1661
"G2701710","2018","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,"05000US27171","Wright County, Minnesota",136349,128071,1279,137,1783,33,1528,3518,0,3518,"Wright County, Minnesota",0,1054,911,125,437,65,1160,1029,147,1029
"G2800330","2018","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,"05000US28033","DeSoto County, Mississippi",182001,119484,51441,295,1954,61,3784,4982,813,4169,"DeSoto County, Mississippi",0,1664,1455,297,881,103,1613,1844,598,1693
"G2800350","2018","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,"05000US28035","Forrest County, Mississippi",75036,44362,27788,245,770,193,324,1354,40,1314,"Forrest County, Mississippi",0,549,1160,354,234,164,485,1126,96,1126
"G2800470","2018","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,"05000US28047","Harrison County, Mississippi",206650,140305,52714,440,5047,401,1265,6478,136,6342,"Harrison County, Mississippi",0,1238,2034,323,690,685,826,2111,161,2106
"G2800490","2018","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,"05000US28049","Hinds County, Mississippi",237085,59615,173435,146,1449,27,664,1749,165,1584,"Hinds County, Mississippi",0,1133,1586,172,724,47,692,1042,209,965
"G2800590","2018","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,"05000US28059","Jackson County, Mississippi",143277,100036,28428,62,3722,0,5573,5456,332,5124,"Jackson County, Mississippi",0,1711,1848,154,235,218,1797,1975,389,1926
"G2800670","2018","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,"05000US28067","Jones County, Mississippi",,,,,,,,,,,"Jones County, Mississippi",,,,,,,,,,
"G2800750","2018","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,"05000US28075","Lauderdale County, Mississippi",,,,,,,,,,,"Lauderdale County, Mississippi",,,,,,,,,,
"G2800810","2018","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,"05000US28081","Lee County, Mississippi",85202,57076,24351,399,455,0,1916,1005,0,1005,"Lee County, Mississippi",0,1064,1834,512,431,218,2017,739,218,739
"G2800890","2018","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",105630,61009,40002,32,3021,0,349,1217,0,1217,"Madison County, Mississippi",0,548,972,58,218,218,391,1020,218,1020
"G2801210","2018","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,"05000US28121","Rankin County, Mississippi",153902,115335,32841,602,1886,0,2059,1179,0,1179,"Rankin County, Mississippi",0,1136,880,558,605,218,1257,923,218,923
"G2900190","2018","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,"05000US29019","Boone County, Missouri",180005,146365,16375,827,8521,0,359,7558,444,7114,"Boone County, Missouri",0,698,2032,438,1159,190,320,2499,509,2451
"G2900210","2018","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,"05000US29021","Buchanan County, Missouri",88571,77057,4681,233,756,0,1712,4132,189,3943,"Buchanan County, Missouri",0,1556,1101,266,392,190,1342,1181,259,1119
"G2900310","2018","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,"05000US29031","Cape Girardeau County, Missouri",78753,69161,4869,120,1682,0,143,2778,53,2725,"Cape Girardeau County, Missouri",0,421,833,156,190,190,185,800,131,805
