GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,LJCE001,LJCE002,LJCE003,LJCE004,LJCE005,LJCE006,LJCE007,LJCE008,LJCE009,LJCE010,NAME_M,LJCM001,LJCM002,LJCM003,LJCM004,LJCM005,LJCM006,LJCM007,LJCM008,LJCM009,LJCM010
"G4500130","2011","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",164684,121030,30630,43,2190,80,6761,3950,283,3667,"Beaufort County, South Carolina",0,4330,2350,58,1194,174,4319,2436,525,2482
"G4500150","2011","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",183525,124307,45832,1374,4336,252,3367,4057,60,3997,"Berkeley County, South Carolina",0,2190,1121,724,657,439,2101,1515,100,1505
"G4500190","2011","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",357704,238156,106903,1195,5287,152,2180,3831,303,3528,"Charleston County, South Carolina",0,1755,1671,511,497,265,1354,1586,352,1457
"G4500310","2011","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",,,,,,,,,,,"Darlington County, South Carolina",,,,,,,,,,
"G4500350","2011","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",140892,95950,35673,549,1614,566,2310,4230,56,4174,"Dorchester County, South Carolina",0,1717,1736,430,1027,929,1515,1767,98,1769
"G4500410","2011","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",137862,77086,56962,133,1341,0,1,2339,34,2305,"Florence County, South Carolina",0,516,645,165,591,217,3,791,64,784
"G4500450","2011","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",461299,350715,84529,896,9553,0,6073,9533,2322,7211,"Greenville County, South Carolina",0,3073,1294,631,631,217,2602,2340,1551,1632
"G4500470","2011","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",,,,,,,,,,,"Greenwood County, South Carolina",,,,,,,,,,
"G4500510","2011","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",276340,218385,38043,0,3646,0,11075,5191,414,4777,"Horry County, South Carolina",0,3309,3166,217,295,217,3596,3423,461,3279
"G4500570","2011","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",,,,,,,,,,,"Lancaster County, South Carolina",,,,,,,,,,
"G4500590","2011","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",,,,,,,,,,,"Laurens County, South Carolina",,,,,,,,,,
"G4500630","2011","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",267129,213215,41089,213,3787,126,3748,4951,1234,3717,"Lexington County, South Carolina",0,2237,1042,346,617,44,1955,1870,1247,1181
"G4500730","2011","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",74418,66911,5162,258,273,0,266,1548,28,1520,"Oconee County, South Carolina",0,346,820,241,287,217,347,790,46,790
"G4500750","2011","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",91910,31506,57429,215,887,0,426,1447,209,1238,"Orangeburg County, South Carolina",0,424,278,237,217,217,313,497,276,431
"G4500770","2011","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",119574,105424,8394,226,1473,0,1465,2592,581,2011,"Pickens County, South Carolina",0,852,582,233,446,217,925,940,650,760
"G4500790","2011","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",389116,184590,176621,1104,9574,149,8414,8664,520,8144,"Richland County, South Carolina",0,2382,2586,367,577,161,2245,2742,631,2673
"G4500830","2011","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",286868,210365,60306,1300,5789,0,3866,5242,426,4816,"Spartanburg County, South Carolina",0,2259,2558,682,529,217,1546,1971,622,1922
"G4500850","2011","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",107460,52500,50696,107,1453,0,1719,985,0,985,"Sumter County, South Carolina",0,1116,654,153,134,217,1116,650,217,650
"G4500910","2011","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",230528,173720,44160,1822,4075,0,2602,4149,719,3430,"York County, South Carolina",0,2327,1047,660,126,217,1320,1418,1091,1025
"G4600990","2011","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",171752,150878,6909,3779,2881,9,3950,3346,326,3020,"Minnehaha County, South Dakota",0,1619,590,1277,287,15,1601,1582,440,1511
"G4601030","2011","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",102815,85537,807,9000,1160,46,324,5941,357,5584,"Pennington County, South Dakota",0,784,684,1144,438,69,230,1630,437,1563
"G4700010","2011","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",,,,,,,,,,,"Anderson County, Tennessee",,,,,,,,,,
"G4700090","2011","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",123901,116837,4049,519,580,0,359,1557,0,1557,"Blount County, Tennessee",0,384,894,425,503,208,341,949,208,949
"G4700110","2011","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",100055,91593,3890,233,496,0,794,3049,212,2837,"Bradley County, Tennessee",0,999,1238,195,525,208,789,1389,307,1354
"G4700370","2011","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",635475,389807,175681,1947,18144,310,35390,14196,1687,12509,"Davidson County, Tennessee",0,4845,1606,794,1894,338,4954,2757,985,2714
"G4700590","2011","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",,,,,,,,,,,"Greene County, Tennessee",,,,,,,,,,
"G4700650","2011","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",340855,254099,68277,1260,6326,86,5353,5454,1275,4179,"Hamilton County, Tennessee",0,2293,1235,1013,474,143,1892,1683,997,1363
"G4700930","2011","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",436929,375275,41458,696,8973,41,4440,6046,426,5620,"Knox County, Tennessee",0,2681,1171,543,887,73,2359,1481,261,1413
"G4701130","2011","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",98255,59266,35420,307,1182,76,72,1932,384,1548,"Madison County, Tennessee",0,954,1159,312,208,131,135,1040,313,968
"G4701190","2011","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",81509,68622,10213,336,353,0,460,1525,279,1246,"Maury County, Tennessee",0,640,804,400,268,208,449,878,460,753
"G4701250","2011","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",176619,127713,32748,2000,3049,667,2488,7954,356,7598,"Montgomery County, Tennessee",0,2130,2021,1650,906,103,1421,2459,443,2439
"G4701410","2011","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",,,,,,,,,,,"Putnam County, Tennessee",,,,,,,,,,
"G4701470","2011","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",67106,58245,5186,201,81,0,2296,1097,338,759,"Robertson County, Tennessee",0,1012,761,202,174,208,1038,650,555,513
"G4701490","2011","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",268921,216701,35803,373,8402,0,2320,5322,977,4345,"Rutherford County, Tennessee",0,1726,1206,456,935,208,1327,1751,859,1570
"G4701550","2011","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",,,,,,,,,,,"Sevier County, Tennessee",,,,,,,,,,
"G4701570","2011","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",935088,380902,485623,1180,22731,0,29183,15469,2643,12826,"Shelby County, Tennessee",0,3650,2276,833,871,208,4080,3003,1612,2470
"G4701630","2011","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",157419,149027,2681,668,1029,145,1434,2435,31,2404,"Sullivan County, Tennessee",0,592,441,243,187,210,582,491,53,491
"G4701650","2011","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",163686,147483,11538,870,2166,0,237,1392,118,1274,"Sumner County, Tennessee",0,915,453,509,208,208,211,847,225,826
"G4701790","2011","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",124353,115225,5135,499,901,0,448,2145,0,2145,"Washington County, Tennessee",0,492,1096,286,642,208,492,877,208,877
"G4701870","2011","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",188560,169564,8410,277,5501,0,1483,3325,268,3057,"Williamson County, Tennessee",0,1450,1356,419,664,208,1561,1390,335,1415
"G4701890","2011","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",116617,103834,7984,600,1404,77,1598,1120,288,832,"Wilson County, Tennessee",0,1110,979,785,190,134,1150,632,463,489
"G4800050","2011","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",87669,70813,13597,213,841,0,1240,965,0,965,"Angelina County, Texas",0,1075,1000,292,85,218,809,768,218,768
"G4800210","2011","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",75115,65389,5101,637,807,0,1682,1499,0,1499,"Bastrop County, Texas",0,1845,1703,486,258,218,1270,1247,218,1247
"G4800270","2011","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",315196,208880,64772,2753,10793,893,9657,17448,1341,16107,"Bell County, Texas",0,4234,4147,1047,1701,830,2980,3856,1103,3730
"G4800290","2011","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",1756153,1319975,123859,11238,40987,1501,199650,58943,17757,41186,"Bexar County, Texas",0,14149,4862,3287,3378,588,13461,7423,3542,6278
"G4800370","2011","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",92793,65134,22468,882,663,284,1845,1517,134,1383,"Bowie County, Texas",0,788,657,493,266,494,626,546,159,515
"G4800390","2011","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",319973,247428,40146,1659,16386,0,9678,4676,2206,2470,"Brazoria County, Texas",0,3215,421,628,2094,218,3133,2041,1980,1086
"G4800410","2011","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",197632,147552,21141,455,10816,0,13202,4466,1142,3324,"Brazos County, Texas",0,3869,1046,377,598,218,3740,1589,759,1452
"G4800610","2011","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",414123,374759,1709,981,2603,0,29212,4859,3304,1555,"Cameron County, Texas",0,5684,396,573,314,218,5665,1499,1217,718
"G4800850","2011","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",812226,597594,67714,3698,92811,653,26072,23684,2855,20829,"Collin County, Texas",0,6400,3008,1180,2359,583,6249,4576,1271,4297
"G4800910","2011","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",111963,102328,1617,654,507,0,1754,5103,627,4476,"Comal County, Texas",0,2406,1219,739,383,218,912,2384,651,2261
"G4800990","2011","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",76508,54711,13955,121,2013,1257,1553,2898,51,2847,"Coryell County, Texas",0,2396,2867,149,316,1542,831,1124,91,1133
"G4801130","2011","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",2416014,1388591,520970,7683,124262,1309,310750,62449,17298,45151,"Dallas County, Texas",0,15484,5130,1778,2505,320,15589,6749,3792,5381
"G4801210","2011","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",686406,537396,58113,3983,45881,441,19492,21100,3297,17803,"Denton County, Texas",0,7227,2721,1932,2176,684,6553,4977,2253,4199
"G4801350","2011","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",140111,122050,6200,578,561,48,6800,3874,829,3045,"Ector County, Texas",0,2267,370,307,690,81,1969,1306,504,1164
"G4801390","2011","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",152753,130110,13617,965,690,45,3772,3554,609,2945,"Ellis County, Texas",0,2153,755,833,353,83,1489,1014,589,785
"G4801410","2011","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",820790,655484,27469,3711,8949,1262,104445,19470,8091,11379,"El Paso County, Texas",0,13908,2135,1180,1073,1259,14226,4696,2386,3899
"G4801570","2011","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",606953,332659,128025,1247,105822,26,27105,12069,3224,8845,"Fort Bend County, Texas",0,6768,1440,666,1960,53,5828,3356,1705,2762
"G4801670","2011","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",295747,233822,41173,1031,9446,144,5151,4980,1220,3760,"Galveston County, Texas",0,2291,666,723,525,239,1691,1610,795,1496
"G4801810","2011","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",121419,105382,6710,1955,1234,212,1886,4040,807,3233,"Grayson County, Texas",0,1565,849,811,262,284,1379,1290,653,1091
"G4801830","2011","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",123081,91331,26239,249,1688,0,2149,1425,496,929,"Gregg County, Texas",0,1592,973,372,218,218,1182,781,585,452
"G4801870","2011","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",135757,114610,9910,82,2596,70,5564,2925,791,2134,"Guadalupe County, Texas",0,2843,910,105,216,85,2777,1282,723,1038
"G4802010","2011","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",4180894,2595185,783773,16522,258336,2445,435638,88995,27823,61172,"Harris County, Texas",0,23987,5827,3611,4884,1716,24335,10210,4636,8799
"G4802030","2011","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",,,,,,,,,,,"Harrison County, Texas",,,,,,,,,,
"G4802090","2011","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",164050,123187,4795,435,3130,434,29416,2653,190,2463,"Hays County, Texas",0,5699,1197,499,836,624,5683,811,374,625
"G4802130","2011","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",78826,69969,4767,0,320,57,1727,1986,172,1814,"Henderson County, Texas",0,1232,893,218,126,109,1023,690,227,671
"G4802150","2011","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",797810,742687,3368,1634,8578,0,35053,6490,3023,3467,"Hidalgo County, Texas",0,7639,1645,1011,486,218,7387,1520,1144,1143
"G4802310","2011","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",86531,67335,7893,427,746,0,8220,1910,167,1743,"Hunt County, Texas",0,1388,106,382,315,218,1600,984,223,962
"G4802450","2011","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",252802,142023,84726,488,8655,111,13231,3568,1050,2518,"Jefferson County, Texas",0,3459,1738,392,551,153,3686,1261,756,1045
"G4802510","2011","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",152734,141632,4756,1122,1382,0,1472,2370,618,1752,"Johnson County, Texas",0,937,754,679,170,218,642,1141,534,958
"G4802570","2011","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",105358,86678,8853,824,605,1325,3169,3904,570,3334,"Kaufman County, Texas",0,1923,1484,925,263,1701,1778,1141,553,1043
"G4802910","2011","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",76206,61162,9349,349,0,0,4434,912,409,503,"Liberty County, Texas",0,1994,394,313,218,218,1724,728,650,385
"G4803030","2011","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",283910,224984,19817,1833,6076,293,20402,10505,5350,5155,"Lubbock County, Texas",0,5626,1652,861,576,341,4369,2688,2090,1644
"G4803090","2011","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",238564,190621,34967,413,3394,107,5095,3967,911,3056,"McLennan County, Texas",0,1614,919,266,546,138,1596,1207,516,1092
"G4803290","2011","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",140308,117933,9996,354,2555,10,7361,2099,640,1459,"Midland County, Texas",0,2944,1124,293,786,19,2728,837,469,686
"G4803390","2011","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",471734,413015,20134,2798,10422,0,11996,13369,1317,12052,"Montgomery County, Texas",0,5516,2395,2218,1176,218,3954,3186,930,2927
"G4803470","2011","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",65466,50490,12209,523,912,0,1099,233,103,130,"Nacogdoches County, Texas",0,1126,707,513,102,218,1028,262,171,191
"G4803550","2011","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",343281,298163,13953,1821,5485,377,14491,8991,2731,6260,"Nueces County, Texas",0,4584,1601,1173,974,482,3274,2160,1230,1949
"G4803610","2011","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",82487,70416,7395,682,1055,0,2491,448,70,378,"Orange County, Texas",0,1354,237,111,218,218,1472,383,137,294
"G4803670","2011","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",118376,111460,2578,935,769,0,1102,1532,311,1221,"Parker County, Texas",0,815,261,584,196,218,760,663,247,615
"G4803750","2011","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",122285,96011,12062,1448,4897,229,3412,4226,1097,3129,"Potter County, Texas",0,1827,708,771,495,185,1190,1297,701,1009
"G4803810","2011","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",123351,110234,2850,468,1717,81,3396,4605,776,3829,"Randall County, Texas",0,1745,650,297,610,119,1572,1360,552,1399
"G4803970","2011","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",81290,70092,3294,680,2031,495,2207,2491,561,1930,"Rockwall County, Texas",0,1784,1490,866,468,828,1672,1304,609,1126
"G4804090","2011","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",64726,59988,1800,0,586,37,1597,718,356,362,"San Patricio County, Texas",0,1035,395,218,177,68,859,471,387,275
"G4804230","2011","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",213381,162025,38808,712,2913,196,5808,2919,810,2109,"Smith County, Texas",0,2978,936,580,336,264,2860,1132,650,902
"G4804390","2011","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",1849815,1340989,276898,13792,85569,2827,82842,46898,11558,35340,"Tarrant County, Texas",0,13101,3921,8099,3552,1345,12103,6866,3414,5377
"G4804410","2011","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",132755,112860,9990,293,2425,0,3433,3754,1363,2391,"Taylor County, Texas",0,1566,1117,168,273,218,1126,1422,1045,1016
"G4804510","2011","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",111823,96683,5379,723,1089,0,5607,2342,766,1576,"Tom Green County, Texas",0,2368,1339,466,662,218,2025,1157,562,948
"G4804530","2011","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",1063130,769310,89552,7385,58837,243,111334,26469,6035,20434,"Travis County, Texas",0,12683,2608,2360,2177,230,12571,3448,1599,3220
"G4804690","2011","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",87545,71959,4199,542,1048,0,4056,5741,406,5335,"Victoria County, Texas",0,2344,1087,633,218,218,1701,2272,365,2149
"G4804710","2011","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",,,,,,,,,,,"Walker County, Texas",,,,,,,,,,
"G4804790","2011","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",256496,238781,316,1623,2344,0,11716,1716,1021,695,"Webb County, Texas",0,4463,268,1953,106,218,3804,1380,1106,772
"G4804850","2011","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",130698,107230,13405,856,2696,70,1873,4568,1087,3481,"Wichita County, Texas",0,1286,1353,418,692,110,838,1710,936,1376
"G4804910","2011","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",442782,366423,29290,1594,21888,44,11897,11646,2105,9541,"Williamson County, Texas",0,4089,1748,1011,1511,80,3598,2256,1138,2253
"G4900050","2011","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",114699,105009,935,766,2228,284,2632,2845,694,2151,"Cache County, Utah",0,2121,363,638,574,181,1985,1054,620,812
"G4900110","2011","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",311811,279345,4365,926,5388,1932,11033,8822,1382,7440,"Davis County, Utah",0,2658,1532,615,969,593,2742,1932,803,1746
"G4900350","2011","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",1048985,887034,17388,8860,34794,15871,55051,29987,5735,24252,"Salt Lake County, Utah",0,8426,2785,1762,1992,1603,8014,3607,2047,3062
"G4900490","2011","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",530499,486592,3823,3160,8586,5330,11727,11281,2077,9204,"Utah County, Utah",0,3914,596,1219,1233,842,3624,2667,1286,2086
"G4900530","2011","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",141666,133144,236,2402,523,1222,1177,2962,184,2778,"Washington County, Utah",0,1333,292,705,259,477,966,1133,273,1058
"G4900570","2011","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",234420,198783,2844,1501,2409,511,22075,6297,814,5483,"Weber County, Utah",0,3510,689,512,715,261,3365,1440,676,1387
"G5000070","2011","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",157491,145321,2709,324,3786,15,444,4892,309,4583,"Chittenden County, Vermont",0,693,718,301,740,32,526,1084,392,1020
"G5100030","2011","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",100553,82863,10141,217,4746,0,190,2396,119,2277,"Albemarle County, Virginia",0,971,1154,312,505,210,233,1007,267,984
"G5100130","2011","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",216004,152764,18017,1443,20711,237,16422,6410,998,5412,"Arlington County, Virginia",0,3746,1130,1029,1447,299,3565,1844,753,1659
"G5100150","2011","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",74897,68646,3226,184,405,121,1506,809,140,669,"Augusta County, Virginia",1824,1854,711,196,313,161,363,486,166,441
"G5100190","2011","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",,,,,,,,,,,"Bedford County, Virginia",,,,,,,,,,
"G5100410","2011","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",320277,225361,71352,555,11090,772,3058,8089,1016,7073,"Chesterfield County, Virginia",0,1903,2279,426,1003,1094,1109,2288,1143,2058
"G5100590","2011","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",1100692,693211,104886,3966,192315,842,49895,55577,11779,43798,"Fairfax County, Virginia",0,8508,3606,1964,5208,326,7855,7841,4624,6853
"G5100610","2011","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",,,,,,,,,,,"Fauquier County, Virginia",,,,,,,,,,
"G5100690","2011","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",79666,72587,3162,15,767,0,695,2440,415,2025,"Frederick County, Virginia",0,910,1457,32,562,210,852,1359,487,1259
