GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AE2CE001,AE2CE002,AE2CE003,AE2CE004,AE2CE005,AE2CE006,AE2CE007,AE2CE008,AE2CE009,AE2CE010,NAME_M,AE2CM001,AE2CM002,AE2CM003,AE2CM004,AE2CM005,AE2CM006,AE2CM007,AE2CM008,AE2CM009,AE2CM010
"G4201110","2016","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,"05000US42111","Somerset County, Pennsylvania",75061,71676,2031,69,380,0,163,742,53,689,"Somerset County, Pennsylvania",0,425,556,70,414,174,126,246,115,229
"G4201250","2016","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,"05000US42125","Washington County, Pennsylvania",207981,194397,6242,271,1981,0,1153,3937,21,3916,"Washington County, Pennsylvania",0,1099,958,318,497,174,1073,1022,36,1024
"G4201290","2016","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,"05000US42129","Westmoreland County, Pennsylvania",355458,336698,9544,75,3691,34,797,4619,202,4417,"Westmoreland County, Pennsylvania",0,631,1265,108,268,66,458,1164,201,1102
"G4201330","2016","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,"05000US42133","York County, Pennsylvania",443744,391834,25561,943,6918,231,7853,10404,737,9667,"York County, Pennsylvania",0,2860,2355,475,424,303,2749,2081,428,2137
"G4400030","2016","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,"05000US44003","Kent County, Rhode Island",164614,151589,2738,196,3675,128,1900,4388,135,4253,"Kent County, Rhode Island",0,1171,588,271,1206,203,1029,1449,157,1437
"G4400050","2016","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,"05000US44005","Newport County, Rhode Island",82784,74333,3077,130,1864,310,1106,1964,318,1646,"Newport County, Rhode Island",0,962,884,221,282,481,935,1061,412,890
"G4400070","2016","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,"05000US44007","Providence County, Rhode Island",633673,460377,58806,4643,26713,572,57811,24751,6326,18425,"Providence County, Rhode Island",0,6033,4016,1674,1790,432,5959,4175,2142,3266
"G4400090","2016","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,"05000US44009","Washington County, Rhode Island",126288,117411,2307,293,3352,427,1202,1296,28,1268,"Washington County, Rhode Island",0,783,344,276,755,652,625,519,55,516
"G4500030","2016","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,"05000US45003","Aiken County, South Carolina",167458,119571,41026,477,1938,125,1057,3264,101,3163,"Aiken County, South Carolina",0,976,1785,497,235,146,820,1696,139,1696
"G4500070","2016","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,"05000US45007","Anderson County, South Carolina",196569,156660,32543,309,1935,0,1944,3178,52,3126,"Anderson County, South Carolina",0,1797,1582,215,355,207,1655,1071,96,1064
"G4500130","2016","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",183149,138177,33588,659,2367,106,4005,4247,538,3709,"Beaufort County, South Carolina",0,2323,1567,964,548,81,2108,1463,483,1301
"G4500150","2016","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",210898,141762,51487,644,5728,0,5460,5817,51,5766,"Berkeley County, South Carolina",0,1575,1224,511,734,207,1815,1429,98,1426
"G4500190","2016","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",396484,271106,109189,626,6001,0,2356,7206,217,6989,"Charleston County, South Carolina",0,1352,2188,365,788,207,1121,2292,224,2254
"G4500310","2016","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",,,,,,,,,,,"Darlington County, South Carolina",,,,,,,,,,
"G4500350","2016","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",153773,103108,37763,1078,2803,0,3173,5848,139,5709,"Dorchester County, South Carolina",0,2655,2089,656,602,207,2716,2415,163,2391
"G4500410","2016","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",138742,75530,59522,113,1751,0,282,1544,30,1514,"Florence County, South Carolina",0,455,600,135,366,207,258,881,47,881
"G4500450","2016","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",498766,372089,91056,1844,11379,439,11693,10266,1205,9061,"Greenville County, South Carolina",0,3759,1634,1265,821,364,3407,2497,538,2381
"G4500470","2016","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",70133,45687,21328,0,918,0,1265,935,96,839,"Greenwood County, South Carolina",0,385,1364,207,207,207,1363,1098,69,1098
"G4500510","2016","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",322342,260680,44012,1727,4425,192,6660,4646,1213,3433,"Horry County, South Carolina",0,2735,1220,569,728,305,2714,1732,786,1445
"G4500570","2016","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",89594,64846,20723,0,412,0,3039,574,0,574,"Lancaster County, South Carolina",0,1610,798,207,410,207,1617,560,207,560
"G4500590","2016","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",66777,47288,14837,128,981,471,1017,2055,348,1707,"Laurens County, South Carolina",0,788,1370,124,714,609,644,988,356,845
"G4500630","2016","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",286196,227447,41478,627,4965,111,3819,7749,400,7349,"Lexington County, South Carolina",0,1743,1660,354,917,143,1715,1894,320,1842
"G4500730","2016","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",76355,67461,5645,61,404,0,952,1832,158,1674,"Oconee County, South Carolina",0,950,648,105,232,207,965,672,191,670
"G4500750","2016","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",87903,29564,55797,606,529,0,23,1384,0,1384,"Orangeburg County, South Carolina",0,226,741,260,418,207,40,900,207,900
"G4500770","2016","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",122863,108555,8542,0,3013,109,841,1803,342,1461,"Pickens County, South Carolina",0,883,781,207,449,175,690,839,227,805
"G4500790","2016","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",409549,186850,190887,695,10198,545,8467,11907,937,10970,"Richland County, South Carolina",0,1912,3099,571,1052,671,2257,2577,445,2551
"G4500830","2016","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",301463,221226,61262,197,6514,30,4830,7404,695,6709,"Spartanburg County, South Carolina",0,2103,1634,215,747,54,2092,2001,492,1856
"G4500850","2016","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",107396,51345,51510,104,1659,142,400,2236,258,1978,"Sumter County, South Carolina",0,1072,999,121,286,255,426,1546,370,1302
"G4500910","2016","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",258526,191332,48293,2027,4854,115,5796,6109,603,5506,"York County, South Carolina",0,2391,1551,397,1062,143,2301,2041,590,1977
"G4600990","2016","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",187318,161240,9385,3948,4477,67,2887,5314,549,4765,"Minnehaha County, South Dakota",0,1477,1098,1032,340,88,1487,1452,409,1453
"G4601030","2016","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",109372,90775,1426,10308,1444,14,254,5151,712,4439,"Pennington County, South Dakota",0,1003,272,1843,239,28,239,1604,733,1448
"G4700010","2016","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",75936,69275,3191,0,1208,87,762,1413,0,1413,"Anderson County, Tennessee",0,684,686,204,164,137,680,764,204,764
"G4700090","2016","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",128670,120416,3897,113,914,81,242,3007,160,2847,"Blount County, Tennessee",0,829,1135,181,332,144,343,1113,223,1091
"G4700110","2016","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",104490,95746,5734,629,243,46,759,1333,0,1333,"Bradley County, Tennessee",0,475,985,546,222,77,499,853,204,853
"G4700370","2016","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",684410,442201,187329,1398,25891,605,10795,16191,1099,15092,"Davidson County, Tennessee",0,3305,2628,752,908,204,3237,3144,808,3040
"G4700590","2016","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",68615,64883,1404,168,208,0,349,1603,300,1303,"Greene County, Tennessee",0,485,840,170,179,204,314,852,466,901
"G4700650","2016","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",357738,271063,70591,499,6865,0,924,7796,1073,6723,"Hamilton County, Tennessee",0,2680,3106,334,857,204,566,1923,865,1930
"G4700930","2016","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",456132,390124,40267,1780,10650,261,4973,8077,359,7718,"Knox County, Tennessee",0,2142,1455,788,682,310,2154,1772,360,1734
"G4701130","2016","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",97663,58095,37031,53,1017,0,381,1086,115,971,"Madison County, Tennessee",0,317,683,91,253,204,469,524,169,504
"G4701190","2016","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",89981,75419,10898,122,70,0,1046,2426,305,2121,"Maury County, Tennessee",0,1081,1143,202,127,204,783,1208,338,1128
"G4701250","2016","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",195734,140854,37819,1383,5439,1446,2057,6736,648,6088,"Montgomery County, Tennessee",0,1290,2300,427,711,1851,1392,1537,531,1457
"G4701410","2016","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",75931,71824,661,0,1664,0,14,1768,0,1768,"Putnam County, Tennessee",0,196,505,204,1111,204,15,1018,204,1018
"G4701470","2016","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",69165,62171,4986,125,429,0,200,1254,0,1254,"Robertson County, Tennessee",0,410,737,104,428,204,263,623,204,623
"G4701490","2016","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",308251,239190,43917,755,10482,0,3974,9933,793,9140,"Rutherford County, Tennessee",0,2389,1476,613,1122,204,1937,2159,815,2021
"G4701550","2016","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",96673,91955,561,374,500,0,614,2669,59,2610,"Sevier County, Tennessee",0,687,433,346,658,204,536,820,79,818
"G4701570","2016","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",934603,360410,499045,2855,22771,165,31109,18248,1624,16624,"Shelby County, Tennessee",0,4333,3905,1548,1104,114,4269,3972,689,3860
"G4701630","2016","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",156667,147950,2912,184,664,418,1169,3370,229,3141,"Sullivan County, Tennessee",0,831,785,216,342,502,890,954,236,956
"G4701650","2016","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",180063,160406,13146,336,2300,60,412,3403,359,3044,"Sumner County, Tennessee",0,754,876,256,611,99,589,1365,429,1212
"G4701790","2016","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",127440,116552,5480,813,2028,64,292,2211,0,2211,"Washington County, Tennessee",0,745,938,711,348,117,302,1038,204,1038
"G4701870","2016","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",219107,194634,9008,251,9027,515,1127,4545,907,3638,"Williamson County, Tennessee",0,1391,1242,305,573,745,938,1408,828,1057
"G4701890","2016","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",132781,117941,9745,507,2438,0,671,1479,28,1451,"Wilson County, Tennessee",0,735,580,361,177,204,585,771,45,769
"G4800050","2016","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",87791,67968,13621,1342,1007,47,3217,589,70,519,"Angelina County, Texas",0,2438,564,1626,220,93,1511,537,117,513
"G4800210","2016","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",82733,58948,5621,431,1293,0,14508,1932,935,997,"Bastrop County, Texas",0,4129,1621,691,1358,220,4146,1390,852,1116
"G4800270","2016","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",340411,217524,82612,1945,9696,2515,6984,19135,1038,18097,"Bell County, Texas",0,4802,4037,1225,1262,293,2138,2838,522,2907
"G4800290","2016","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",1928680,1520769,151997,14260,56054,1282,129637,54681,13391,41290,"Bexar County, Texas",0,13616,4568,5086,1778,601,12641,4931,2523,4075
"G4800370","2016","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",93860,65905,22872,298,1265,314,680,2526,195,2331,"Bowie County, Texas",0,772,1071,369,165,458,337,1143,156,1136
"G4800390","2016","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",354195,264794,45897,3592,23012,13,9487,7400,606,6794,"Brazoria County, Texas",0,3611,2150,2770,924,22,2503,2243,455,2232
"G4800410","2016","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",220417,167258,22640,1067,14050,107,7067,8228,402,7826,"Brazos County, Texas",0,3770,1447,1272,445,163,2614,3241,287,3270
"G4800610","2016","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",422135,401139,2142,341,3497,120,12137,2759,1599,1160,"Cameron County, Texas",0,3168,419,375,836,155,3110,1105,879,727
"G4800850","2016","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",939585,661559,87766,3583,132486,822,23075,30294,4394,25900,"Collin County, Texas",0,5280,2215,939,2859,85,5145,4275,2054,4207
"G4800910","2016","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",134788,120507,3101,119,1532,89,7470,1970,318,1652,"Comal County, Texas",0,2708,242,142,293,134,2624,601,394,442
"G4800990","2016","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",74686,53879,7911,960,1656,558,788,8934,231,8703,"Coryell County, Texas",0,1166,1416,764,586,233,438,1915,243,1876
"G4801130","2016","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",2574984,1591187,582365,6506,157592,1393,159620,76321,20262,56059,"Dallas County, Texas",0,15440,4751,1662,2632,469,13528,7298,3848,6057
"G4801210","2016","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",806180,599270,74199,3992,63864,602,32029,32224,5108,27116,"Denton County, Texas",0,5987,3167,953,2609,236,6229,4448,2562,3692
"G4801350","2016","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",157462,134245,7643,1069,1809,0,8735,3961,545,3416,"Ector County, Texas",0,3370,1162,1011,220,220,3466,1361,368,1452
"G4801390","2016","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",168499,141134,16525,1104,1390,83,2379,5884,740,5144,"Ellis County, Texas",0,1972,1239,770,236,146,1014,1711,521,1715
"G4801410","2016","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",837918,674348,30034,5360,11107,299,95668,21102,6144,14958,"El Paso County, Texas",0,10651,2357,1452,1119,316,9462,5236,2322,4742
"G4801570","2016","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",741237,388931,152115,3077,146796,93,34405,15820,4015,11805,"Fort Bend County, Texas",0,7227,3095,1494,3211,131,6482,4863,3409,3378
"G4801670","2016","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",329431,258194,43453,2556,11418,87,7317,6406,244,6162,"Galveston County, Texas",0,3423,1946,1127,740,141,2514,2260,221,2226
"G4801810","2016","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",128235,111018,5527,1352,1826,16,3119,5377,128,5249,"Grayson County, Texas",0,2382,1109,464,375,30,2395,1299,164,1297
"G4801830","2016","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",123745,92247,25793,534,1883,0,1037,2251,183,2068,"Gregg County, Texas",0,1359,1208,297,207,220,749,1076,229,1030
"G4801870","2016","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",155265,106494,11011,187,3061,1657,28146,4709,819,3890,"Guadalupe County, Texas",0,4381,1388,173,575,1436,4746,1158,504,1087
"G4802010","2016","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",4589928,2880994,874306,15178,317740,3839,392701,105170,23519,81651,"Harris County, Texas",0,23599,8261,3030,4730,1074,22542,10536,4102,8741
"G4802030","2016","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",,,,,,,,,,,"Harrison County, Texas",,,,,,,,,,
"G4802090","2016","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",204470,184248,8627,315,3314,0,3753,4213,560,3653,"Hays County, Texas",0,2137,838,202,583,220,1709,1420,481,1288
"G4802130","2016","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",79901,71904,4775,928,53,223,402,1616,9,1607,"Henderson County, Texas",0,609,736,618,104,360,353,841,16,842
"G4802150","2016","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",849843,717201,2922,1953,9403,93,105943,12328,9556,2772,"Hidalgo County, Texas",0,14786,1854,1274,1857,118,13629,3690,3574,1403
"G4802310","2016","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",92073,71701,7680,1185,1488,0,9273,746,49,697,"Hunt County, Texas",0,1597,332,142,217,220,1614,412,62,402
"G4802450","2016","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",254679,150261,86060,816,10050,198,4262,3032,888,2144,"Jefferson County, Texas",0,1442,794,427,231,212,1328,1075,491,900
"G4802510","2016","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",163274,149251,5440,1179,1305,751,1997,3351,701,2650,"Johnson County, Texas",0,1881,814,1014,244,220,1590,1243,760,932
"G4802570","2016","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",118350,98799,12733,324,1429,0,2852,2213,428,1785,"Kaufman County, Texas",0,1629,611,264,209,220,1529,622,345,484
"G4802910","2016","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",81704,69437,8414,403,476,0,2508,466,57,409,"Liberty County, Texas",0,1827,775,241,694,220,1865,341,113,329
"G4803030","2016","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",303137,248032,21502,3901,5857,1000,15506,7339,2176,5163,"Lubbock County, Texas",0,3755,1511,1962,929,1067,3488,1843,643,1555
"G4803090","2016","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",247934,191192,36482,1100,3858,149,9396,5757,1377,4380,"McLennan County, Texas",0,2521,772,532,673,256,2141,1522,679,1142
"G4803290","2016","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",162565,139118,11490,341,3386,88,4628,3514,1406,2108,"Midland County, Texas",0,2524,1801,544,443,132,1858,1533,991,1165
"G4803390","2016","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",556203,480382,30394,3642,15327,358,12616,13484,1354,12130,"Montgomery County, Texas",0,5025,3729,2748,1425,430,3249,4233,930,4138
"G4803470","2016","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",,,,,,,,,,,"Nacogdoches County, Texas",,,,,,,,,,
"G4803550","2016","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",361350,326313,14774,1487,6628,211,5624,6313,2697,3616,"Nueces County, Texas",0,2058,1112,1140,796,250,1646,1780,1016,1243
"G4803610","2016","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",84964,75017,7525,406,1198,0,0,818,41,777,"Orange County, Texas",0,303,259,364,339,220,220,438,75,442
"G4803670","2016","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",129441,121518,1965,984,731,72,2346,1825,389,1436,"Parker County, Texas",0,1122,514,386,293,139,999,981,438,787
"G4803750","2016","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",120832,94819,12161,302,5672,202,2918,4758,670,4088,"Potter County, Texas",0,1507,1328,216,1149,248,1113,1859,480,1824
"G4803810","2016","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",132501,118130,3530,998,2313,188,4183,3159,580,2579,"Randall County, Texas",0,1934,817,463,228,204,1708,1234,426,1193
"G4803970","2016","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",93978,80801,5936,54,2560,0,1569,3058,97,2961,"Rockwall County, Texas",0,1785,523,82,278,220,980,1441,160,1439
"G4804090","2016","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",67655,63487,1049,257,598,27,845,1392,190,1202,"San Patricio County, Texas",0,922,241,226,213,49,570,628,221,584
"G4804230","2016","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",225290,170784,39062,1092,3832,159,6557,3804,715,3089,"Smith County, Texas",0,2599,1120,347,314,242,2415,1413,614,1265
"G4804390","2016","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",2016872,1367728,320375,9482,109096,2648,141326,66217,9397,56820,"Tarrant County, Texas",0,13789,5137,2044,2407,913,14334,6193,2418,5903
"G4804410","2016","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",136535,105853,10686,1134,3333,8,11670,3851,1036,2815,"Taylor County, Texas",0,2416,1066,288,595,15,2489,1472,821,1310
"G4804510","2016","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",118386,105757,5937,506,1289,0,2978,1919,277,1642,"Tom Green County, Texas",0,1725,766,333,343,220,1410,432,216,408
"G4804530","2016","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",1199323,892987,99449,5241,76749,1443,81863,41591,6673,34918,"Travis County, Texas",0,9767,2843,2143,3081,986,9152,5783,1855,5523
"G4804690","2016","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",92467,80797,6235,347,1396,164,2674,854,355,499,"Victoria County, Texas",0,1750,848,443,220,275,1466,513,347,388
"G4804710","2016","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",,,,,,,,,,,"Walker County, Texas",,,,,,,,,,
"G4804790","2016","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",271193,258612,1181,358,832,0,8188,2022,394,1628,"Webb County, Texas",0,3594,298,340,769,220,3362,1417,258,1402
"G4804850","2016","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",131838,104044,12709,1428,3735,151,3835,5936,1605,4331,"Wichita County, Texas",0,1943,1212,884,546,188,1712,1956,1332,1414
"G4804910","2016","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",528718,421797,31597,1678,35179,143,15041,23283,3781,19502,"Williamson County, Texas",0,4574,2127,830,1421,233,3731,4275,1630,3798
"G4900050","2016","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",122753,110095,968,373,3234,473,5253,2357,174,2183,"Cache County, Utah",0,1665,137,317,625,113,1608,982,212,951
"G4900110","2016","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",342281,304284,4795,1841,6019,2845,11341,11156,2826,8330,"Davis County, Utah",0,3444,699,1105,1025,707,3202,2355,1549,1801
"G4900350","2016","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",1121354,882231,19235,6570,44706,16997,114439,37176,6520,30656,"Salt Lake County, Utah",0,8341,1844,1762,1943,1703,7849,4335,1664,3785
