GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ACK3E001,ACK3E002,ACK3E003,ACK3E004,ACK3E005,ACK3E006,ACK3E007,ACK3E008,ACK3E009,ACK3E010,NAME_M,ACK3M001,ACK3M002,ACK3M003,ACK3M004,ACK3M005,ACK3M006,ACK3M007,ACK3M008,ACK3M009,ACK3M010
"G4200890","2015","PA",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,,"05000US42089","Monroe County, Pennsylvania",166397,126199,24086,607,4008,0,5533,5964,1398,4566,"Monroe County, Pennsylvania",0,2319,1766,674,551,168,2255,1904,1323,1789
"G4200910","2015","PA",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,,"05000US42091","Montgomery County, Pennsylvania",819264,649239,73055,864,62774,235,14588,18509,1454,17055,"Montgomery County, Pennsylvania",0,3044,2264,530,1104,237,2954,2575,610,2558
"G4200950","2015","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,"05000US42095","Northampton County, Pennsylvania",300813,259696,13105,854,8840,90,6408,11820,1624,10196,"Northampton County, Pennsylvania",0,2749,2091,765,457,136,1783,3205,844,3116
"G4200970","2015","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,"05000US42097","Northumberland County, Pennsylvania",93246,88658,2823,426,485,0,213,641,346,295,"Northumberland County, Pennsylvania",0,588,373,451,94,168,202,527,344,277
"G4201010","2015","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,"05000US42101","Philadelphia County, Pennsylvania",1567442,657151,664062,5701,113162,1403,83392,42571,7825,34746,"Philadelphia County, Pennsylvania",0,8097,5994,1574,2378,980,7273,6027,3378,4990
"G4201070","2015","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,"05000US42107","Schuylkill County, Pennsylvania",144590,135259,5118,90,246,0,2174,1703,269,1434,"Schuylkill County, Pennsylvania",0,1104,654,95,169,168,1166,674,147,653
"G4201110","2015","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,"05000US42111","Somerset County, Pennsylvania",75522,71988,1762,0,102,0,575,1095,80,1015,"Somerset County, Pennsylvania",0,241,331,168,78,168,242,346,89,368
"G4201250","2015","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,"05000US42125","Washington County, Pennsylvania",208261,195323,5153,342,2134,151,434,4724,78,4646,"Washington County, Pennsylvania",0,514,1179,298,246,180,380,1129,97,1152
"G4201290","2015","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,"05000US42129","Westmoreland County, Pennsylvania",357956,338957,7632,131,2093,0,958,8185,1981,6204,"Westmoreland County, Pennsylvania",0,660,1071,130,1416,168,615,1826,1658,1163
"G4201330","2015","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,"05000US42133","York County, Pennsylvania",442867,394840,26555,701,6407,0,4251,10113,1194,8919,"York County, Pennsylvania",0,2521,1832,426,888,168,2250,1893,612,1672
"G4400030","2015","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,"05000US44003","Kent County, Rhode Island",164801,150545,2817,101,4357,0,2514,4467,792,3675,"Kent County, Rhode Island",0,1268,464,186,832,206,1466,1363,761,1171
"G4400050","2015","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,"05000US44005","Newport County, Rhode Island",82423,74816,2877,40,1693,0,446,2551,173,2378,"Newport County, Rhode Island",0,532,567,71,443,206,470,689,198,631
"G4400070","2015","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,"05000US44007","Providence County, Rhode Island",633473,459841,57131,3444,26394,211,60571,25881,5703,20178,"Providence County, Rhode Island",0,6094,3882,1099,1500,268,6381,4226,1987,3553
"G4400090","2015","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,"05000US44009","Washington County, Rhode Island",126517,117011,1965,978,1943,0,1553,3067,797,2270,"Washington County, Rhode Island",0,872,315,437,976,206,985,1355,829,1121
"G4500030","2015","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,"05000US45003","Aiken County, South Carolina",165829,114681,41555,248,1698,248,3115,4284,1253,3031,"Aiken County, South Carolina",0,2219,1246,238,396,397,2134,1569,1134,1116
"G4500070","2015","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,"05000US45007","Anderson County, South Carolina",194692,156403,32072,259,636,91,1488,3743,0,3743,"Anderson County, South Carolina",0,1005,1741,199,708,179,1066,1370,203,1370
"G4500130","2015","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",179589,134230,33296,169,2294,0,5860,3740,552,3188,"Beaufort County, South Carolina",0,2304,1450,223,410,203,2228,1513,686,1443
"G4500150","2015","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",202786,135041,49660,1196,4291,752,5967,5879,258,5621,"Berkeley County, South Carolina",0,1828,1407,442,658,1057,1770,1159,206,1152
"G4500190","2015","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",389262,264216,109027,641,4779,208,3111,7280,391,6889,"Charleston County, South Carolina",0,1522,1786,477,1022,158,1443,1852,388,1822
"G4500310","2015","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",,,,,,,,,,,"Darlington County, South Carolina",,,,,,,,,,
"G4500350","2015","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",152478,103079,40661,407,3539,0,2270,2522,293,2229,"Dorchester County, South Carolina",0,1610,1509,333,315,203,1379,1159,462,1068
"G4500410","2015","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",138900,75914,58525,139,1804,345,9,2164,0,2164,"Florence County, South Carolina",0,559,1082,149,274,562,18,1048,203,1048
"G4500450","2015","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",491863,369011,88999,866,11248,953,8663,12123,2193,9930,"Greenville County, South Carolina",0,2899,2731,410,830,1015,2505,2971,1340,2479
"G4500470","2015","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",,,,,,,,,,,"Greenwood County, South Carolina",,,,,,,,,,
"G4500510","2015","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",309199,248966,40868,1630,3396,140,7223,6976,822,6154,"Horry County, South Carolina",0,2676,2245,829,739,222,2566,2293,803,2220
"G4500570","2015","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",85842,61140,22302,0,727,0,450,1223,88,1135,"Lancaster County, South Carolina",0,1116,1486,203,370,203,516,923,128,884
"G4500590","2015","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",66623,46372,16527,139,253,0,1652,1680,62,1618,"Laurens County, South Carolina",0,906,755,156,281,203,841,777,99,755
"G4500630","2015","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",281833,224186,42919,594,5216,0,3028,5890,741,5149,"Lexington County, South Carolina",0,1817,1525,369,430,203,1475,1277,503,1261
"G4500730","2015","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",75713,66804,4931,337,399,0,1270,1972,0,1972,"Oconee County, South Carolina",0,1018,870,400,178,203,1018,690,203,690
"G4500750","2015","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",89208,30978,55352,6,368,0,445,2059,263,1796,"Orangeburg County, South Carolina",0,704,979,9,360,203,411,1049,328,987
"G4500770","2015","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",121691,108430,7782,239,2241,0,221,2778,290,2488,"Pickens County, South Carolina",0,528,1105,261,286,203,193,1266,506,1136
"G4500790","2015","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",407051,190429,185404,487,11032,491,4330,14878,2222,12656,"Richland County, South Carolina",0,1986,3205,424,874,67,1909,3424,1254,3242
"G4500830","2015","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",297302,218859,60907,443,7227,0,4179,5687,319,5368,"Spartanburg County, South Carolina",0,1772,1705,351,397,203,1643,1713,301,1693
"G4500850","2015","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",107480,52636,50282,312,1369,0,957,1924,0,1924,"Sumter County, South Carolina",0,584,658,346,385,203,583,746,203,746
"G4500910","2015","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",251195,187780,49189,1681,5115,0,3016,4414,945,3469,"York County, South Carolina",0,1489,1144,447,279,203,1256,1586,744,1322
"G4600990","2015","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",185197,159165,8943,4080,3183,11,4713,5102,460,4642,"Minnehaha County, South Dakota",0,1957,996,1325,853,20,1969,1862,521,1796
"G4601030","2015","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",108702,89994,732,7603,1815,316,1046,7196,388,6808,"Pennington County, South Dakota",0,907,411,1593,151,403,851,1502,513,1511
"G4700010","2015","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",75749,68737,2848,464,844,2,1050,1804,39,1765,"Anderson County, Tennessee",0,978,880,457,303,4,1036,793,66,798
"G4700090","2015","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",127253,119270,3820,383,874,0,392,2514,151,2363,"Blount County, Tennessee",0,635,734,382,492,200,501,996,177,975
"G4700110","2015","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",104091,95214,5519,78,1186,0,567,1527,109,1418,"Bradley County, Tennessee",0,821,834,101,344,200,694,912,131,904
"G4700370","2015","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",678889,433961,182939,2769,21202,76,19047,18895,1365,17530,"Davidson County, Tennessee",0,4369,3292,921,1900,129,4611,3536,715,3494
"G4700590","2015","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",,,,,,,,,,,"Greene County, Tennessee",,,,,,,,,,
"G4700650","2015","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",354098,267764,68286,692,7550,63,2782,6961,179,6782,"Hamilton County, Tennessee",0,1629,2077,520,671,107,1507,2315,222,2282
"G4700930","2015","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",451324,385921,39109,614,8744,677,4677,11582,739,10843,"Knox County, Tennessee",0,1890,1979,276,1070,645,1901,2351,523,2336
"G4701130","2015","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",97610,58162,35388,0,953,0,699,2408,0,2408,"Madison County, Tennessee",0,939,970,200,267,200,939,1009,200,1009
"G4701190","2015","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",87757,73683,10742,98,614,0,1098,1522,402,1120,"Maury County, Tennessee",0,731,975,170,475,200,607,893,557,642
"G4701250","2015","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",193479,138443,39336,1406,4337,659,1852,7446,560,6886,"Montgomery County, Tennessee",0,1667,2148,461,976,393,889,1776,599,1710
"G4701410","2015","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",74553,69372,1887,89,1062,0,427,1716,701,1015,"Putnam County, Tennessee",0,758,581,150,152,200,342,934,629,654
"G4701470","2015","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",68570,60810,5365,0,364,0,1115,916,9,907,"Robertson County, Tennessee",0,1111,585,200,301,200,1121,510,19,515
"G4701490","2015","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",298612,232642,41011,531,9592,40,5069,9727,707,9020,"Rutherford County, Tennessee",0,2419,2355,421,795,69,2418,2288,675,2264
"G4701550","2015","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",95946,90270,709,822,910,0,1949,1286,154,1132,"Sevier County, Tennessee",0,1059,463,802,700,200,1059,704,280,668
"G4701570","2015","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",938069,371647,498328,593,24355,621,25011,17514,3086,14428,"Shelby County, Tennessee",0,4241,4189,423,1355,818,4587,4070,1698,3631
"G4701630","2015","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",156791,148311,4325,186,471,119,768,2611,118,2493,"Sullivan County, Tennessee",0,1054,826,185,344,148,820,963,213,912
"G4701650","2015","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",175989,153447,11293,710,2087,122,3436,4894,391,4503,"Sumner County, Tennessee",0,1875,1174,277,692,145,1898,1847,417,1859
"G4701790","2015","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",126302,115931,4618,342,1822,0,610,2979,58,2921,"Washington County, Tennessee",0,569,867,275,303,200,508,1012,109,984
"G4701870","2015","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",211672,189788,10365,0,8467,48,600,2404,515,1889,"Williamson County, Tennessee",0,653,590,200,503,76,499,977,459,800
"G4701890","2015","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",128911,113459,9093,669,1716,0,2155,1819,23,1796,"Wilson County, Tennessee",0,1414,916,338,465,200,1422,1108,49,1108
"G4800050","2015","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",88255,69381,12504,63,923,0,3131,2253,184,2069,"Angelina County, Texas",0,1768,1501,78,168,214,1782,1517,232,1478
"G4800210","2015","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",80527,55426,5498,852,833,0,15223,2695,865,1830,"Bastrop County, Texas",0,4433,1475,804,314,214,4557,1644,965,1332
"G4800270","2015","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",334941,217790,72623,1889,9371,2467,11341,19460,1837,17623,"Bell County, Texas",0,4162,3092,1263,1918,224,3155,3652,806,3505
"G4800290","2015","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",1897753,1539435,145788,14546,53560,1799,87384,55241,12589,42652,"Bexar County, Texas",0,12886,3880,4991,2525,930,9114,6319,2822,5461
"G4800370","2015","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",93389,63002,23335,1026,105,0,2619,3302,1227,2075,"Bowie County, Texas",0,1360,1198,109,133,214,1264,1578,1126,1149
"G4800390","2015","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",346312,257656,44984,1278,21197,0,13081,8116,610,7506,"Brazoria County, Texas",0,4478,1838,804,1256,214,4284,2302,492,2175
"G4800410","2015","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",215037,160827,22886,476,12750,54,11712,6332,226,6106,"Brazos County, Texas",0,3224,979,638,614,72,3190,1773,212,1728
"G4800610","2015","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",422156,396469,1795,1549,2664,35,15180,4464,2476,1988,"Cameron County, Texas",0,3532,956,863,1208,58,3215,1593,1357,931
"G4800850","2015","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",914127,650608,85968,6308,125839,741,20137,24526,4996,19530,"Collin County, Texas",0,4718,2197,1590,2140,211,3840,3134,1651,2790
"G4800910","2015","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",129048,114135,2869,503,1233,0,7746,2562,600,1962,"Comal County, Texas",0,2809,281,471,424,214,2803,934,538,777
"G4800990","2015","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",75503,53964,9534,330,1602,2513,1268,6292,124,6168,"Coryell County, Texas",0,1155,1745,258,457,1987,681,1493,133,1489
"G4801130","2015","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",2553385,1590220,569901,10453,151742,1328,165959,63782,13060,50722,"Dallas County, Texas",0,14719,4867,2455,2530,325,13804,6545,2633,5957
"G4801210","2015","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",780612,587476,75611,2625,62543,0,28322,24035,4482,19553,"Denton County, Texas",0,6425,1844,1032,1663,214,6063,3327,1883,2720
"G4801350","2015","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",159436,140664,6503,335,1531,0,6036,4367,725,3642,"Ector County, Texas",0,2695,941,379,326,214,2294,1693,460,1563
"G4801390","2015","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",163632,130956,16441,1333,1061,0,7561,6280,932,5348,"Ellis County, Texas",0,3581,1717,931,418,214,2960,2275,635,2167
"G4801410","2015","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",835593,703725,31617,5874,10663,75,67877,15762,5490,10272,"El Paso County, Texas",0,9894,2268,1889,1000,125,7980,3536,2297,2448
"G4801570","2015","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",716087,367207,150245,2395,139855,548,38123,17714,5341,12373,"Fort Bend County, Texas",0,9310,6091,1462,1531,677,7974,3852,2039,3128
"G4801670","2015","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",322225,249430,41377,1376,8666,126,9581,11669,4127,7542,"Galveston County, Texas",0,3566,1992,824,2598,139,2997,3391,3321,2466
"G4801810","2015","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",125467,109315,7462,2230,1495,0,1942,3023,515,2508,"Grayson County, Texas",0,1267,906,370,368,214,1165,996,488,992
"G4801830","2015","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",124108,93018,25971,123,1703,0,599,2694,216,2478,"Gregg County, Texas",0,1094,977,228,553,214,345,1068,278,1036
"G4801870","2015","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",151249,99389,11383,526,2465,0,32703,4783,694,4089,"Guadalupe County, Texas",0,3904,1008,481,711,214,4010,1237,482,1067
"G4802010","2015","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",4538028,2899194,856485,16777,314955,1146,346921,102550,29289,73261,"Harris County, Texas",0,22688,4932,3547,4282,705,20623,7915,5211,6491
"G4802030","2015","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",,,,,,,,,,,"Harrison County, Texas",,,,,,,,,,
"G4802090","2015","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",194739,167830,9387,701,3498,0,10118,3205,1592,1613,"Hays County, Texas",0,3531,1465,698,228,214,3105,1371,973,1052
"G4802130","2015","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",79545,70751,6265,391,593,49,569,927,103,824,"Henderson County, Texas",0,1042,822,308,214,86,620,524,172,399
"G4802150","2015","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",842304,744591,5649,1622,9113,200,71935,9194,6212,2982,"Hidalgo County, Texas",0,9263,924,1463,1103,211,8631,2879,2527,1477
"G4802310","2015","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",89844,70887,7244,695,1080,0,8084,1854,46,1808,"Hunt County, Texas",0,2051,509,386,499,214,2054,979,59,971
"G4802450","2015","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",254308,148271,86891,1053,8316,142,5224,4411,2228,2183,"Jefferson County, Texas",0,2404,1723,618,955,217,1826,1333,1083,771
"G4802510","2015","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",159990,145296,6050,1073,591,662,3759,2559,767,1792,"Johnson County, Texas",0,1765,616,560,408,93,1571,785,508,613
"G4802570","2015","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",114690,93222,12424,392,1368,50,5124,2110,843,1267,"Kaufman County, Texas",0,2662,347,254,155,92,2510,801,555,462
"G4802910","2015","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",79654,64932,8717,307,174,23,4456,1045,0,1045,"Liberty County, Texas",0,2067,532,322,301,48,2049,514,214,514
"G4803030","2015","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",299453,246712,19424,4282,6589,40,12641,9765,2031,7734,"Lubbock County, Texas",0,4145,2585,2529,643,69,2476,2845,1255,2565
"G4803090","2015","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",245671,193979,36219,888,4675,0,4713,5197,954,4243,"McLennan County, Texas",0,2506,1424,803,674,214,1599,1325,557,1154
"G4803290","2015","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",161077,138827,9055,485,2763,58,5343,4546,383,4163,"Midland County, Texas",0,2567,1238,415,304,97,2214,1571,309,1582
"G4803390","2015","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",537559,456558,23220,2050,14434,0,20088,21209,2462,18747,"Montgomery County, Texas",0,6518,3332,1023,1083,214,6425,5672,1709,5808
"G4803470","2015","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",65664,50721,12096,248,1209,0,894,496,51,445,"Nacogdoches County, Texas",0,808,509,261,214,214,729,389,88,382
"G4803550","2015","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",359715,322549,13846,2065,7662,84,8207,5302,1616,3686,"Nueces County, Texas",0,2384,829,1136,694,114,1878,1619,626,1448
"G4803610","2015","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",84260,73959,7597,148,959,0,334,1263,0,1263,"Orange County, Texas",0,319,603,155,372,214,224,715,214,715
"G4803670","2015","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",126042,114007,1628,2067,627,66,4935,2712,33,2679,"Parker County, Texas",0,2350,632,1419,335,115,1965,763,39,761
"G4803750","2015","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",121802,97793,10046,568,6346,200,1770,5079,657,4422,"Potter County, Texas",0,1152,1416,311,233,320,711,1565,307,1526
"G4803810","2015","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",130269,116771,3598,529,2210,300,2542,4319,918,3401,"Randall County, Texas",0,1387,1080,361,406,382,867,1388,592,1176
"G4803970","2015","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",90861,77876,4533,554,2381,0,2562,2955,281,2674,"Rockwall County, Texas",0,1961,1741,550,409,214,1928,1810,353,1744
"G4804090","2015","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",67357,62295,628,179,1805,35,1457,958,367,591,"San Patricio County, Texas",0,1224,674,185,600,75,838,608,303,482
"G4804230","2015","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",222936,171437,38848,615,3427,5,3541,5063,1037,4026,"Smith County, Texas",0,2217,2426,430,482,11,1839,2582,686,2422
"G4804390","2015","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",1982498,1380960,316980,8210,103361,3772,111709,57506,13284,44222,"Tarrant County, Texas",0,13517,5416,1577,2749,571,13014,5587,3684,5020
"G4804410","2015","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",136051,104669,10296,759,2100,0,13626,4601,1255,3346,"Taylor County, Texas",0,3207,890,492,617,214,3425,1170,774,965
"G4804510","2015","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",118105,100919,5831,275,2000,242,6770,2068,1140,928,"Tom Green County, Texas",0,3156,799,177,136,251,3006,1154,1043,384
"G4804530","2015","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",1176558,872255,100301,4785,75784,354,87534,35545,5318,30227,"Travis County, Texas",0,10269,4128,2263,2054,255,9382,4753,1943,4057
"G4804690","2015","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",92382,78909,5515,40,1102,0,4424,2392,141,2251,"Victoria County, Texas",0,2526,662,67,360,214,2237,1326,171,1305
