GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AKSME001,AKSME002,AKSME003,AKSME004,AKSME005,AKSME006,AKSME007,AKSME008,AKSME009,AKSME010,NAME_M,AKSMM001,AKSMM002,AKSMM003,AKSMM004,AKSMM005,AKSMM006,AKSMM007,AKSMM008,AKSMM009,AKSMM010
"G4200810","2019","PA",,,"Pennsylvania","42","Lycoming County","081",,,,,,,,,,,,,,,,,,"05000US42081","Lycoming County, Pennsylvania",113299,104295,6032,523,807,0,41,1601,66,1535,"Lycoming County, Pennsylvania",0,452,755,85,173,182,46,795,72,791
"G4200850","2019","PA",,,"Pennsylvania","42","Mercer County","085",,,,,,,,,,,,,,,,,,"05000US42085","Mercer County, Pennsylvania",109424,99721,6412,0,680,0,277,2334,0,2334,"Mercer County, Pennsylvania",0,368,804,182,332,182,259,904,182,904
"G4200890","2019","PA",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,,"05000US42089","Monroe County, Pennsylvania",170271,132835,24687,1042,4151,0,2878,4678,778,3900,"Monroe County, Pennsylvania",0,2523,1685,824,744,182,1775,1757,612,1650
"G4200910","2019","PA",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,,"05000US42091","Montgomery County, Pennsylvania",830915,654804,79874,982,63850,334,8887,22184,1513,20671,"Montgomery County, Pennsylvania",0,3335,2921,669,1757,251,2837,3407,1026,3286
"G4200950","2019","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,"05000US42095","Northampton County, Pennsylvania",305285,254300,18289,604,8541,0,13264,10287,2755,7532,"Northampton County, Pennsylvania",0,3465,1888,517,844,182,3855,2491,1632,1750
"G4200970","2019","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,"05000US42097","Northumberland County, Pennsylvania",90843,86161,2759,174,494,65,104,1086,8,1078,"Northumberland County, Pennsylvania",0,895,893,243,184,120,169,324,20,324
"G4201010","2019","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,"05000US42101","Philadelphia County, Pennsylvania",1584064,617726,657343,7211,119641,897,128826,52420,6015,46405,"Philadelphia County, Pennsylvania",0,9464,7112,2247,2594,411,11284,7664,2067,7408
"G4201070","2019","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,"05000US42107","Schuylkill County, Pennsylvania",141359,133171,4857,254,563,81,531,1902,155,1747,"Schuylkill County, Pennsylvania",0,651,634,232,427,95,367,720,174,721
"G4201110","2019","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,"05000US42111","Somerset County, Pennsylvania",73447,69857,1568,245,323,0,116,1338,129,1209,"Somerset County, Pennsylvania",0,261,537,301,224,182,127,613,165,584
"G4201250","2019","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,"05000US42125","Washington County, Pennsylvania",206865,192989,6473,0,2254,193,178,4778,91,4687,"Washington County, Pennsylvania",0,482,981,182,453,190,185,1120,136,1102
"G4201290","2019","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,"05000US42129","Westmoreland County, Pennsylvania",348899,329199,7969,82,3258,0,1288,7103,316,6787,"Westmoreland County, Pennsylvania",0,743,801,96,666,182,587,996,294,958
"G4201330","2019","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,"05000US42133","York County, Pennsylvania",449058,391737,25356,1022,6511,99,8718,15615,2017,13598,"York County, Pennsylvania",0,3066,2049,618,879,127,2653,2959,1233,2656
"G4400030","2019","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,"05000US44003","Kent County, Rhode Island",164292,146603,4038,702,5246,0,4373,3330,109,3221,"Kent County, Rhode Island",0,1840,1377,388,527,222,2109,1098,147,1108
"G4400050","2019","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,"05000US44005","Newport County, Rhode Island",82082,73665,2415,415,1180,0,1388,3019,96,2923,"Newport County, Rhode Island",0,754,735,316,383,222,1095,961,172,880
"G4400070","2019","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,"05000US44007","Providence County, Rhode Island",638931,451856,70002,2138,26326,222,55311,33076,8890,24186,"Providence County, Rhode Island",0,8331,6020,748,1835,204,8023,5204,2600,4573
"G4400090","2019","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,"05000US44009","Washington County, Rhode Island",125577,116554,1377,74,3434,28,482,3628,749,2879,"Washington County, Rhode Island",0,1028,1063,165,1345,55,383,1453,722,1489
"G4500030","2019","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,"05000US45003","Aiken County, South Carolina",170872,120057,45514,102,1445,0,8,3746,324,3422,"Aiken County, South Carolina",0,1764,2140,175,440,218,18,1255,488,1211
"G4500070","2019","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,"05000US45007","Anderson County, South Carolina",202558,160961,29851,395,2396,0,3269,5686,118,5568,"Anderson County, South Carolina",0,1512,1526,302,151,218,1477,1734,176,1716
"G4500130","2019","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",192122,140697,32583,358,2524,0,10127,5833,932,4901,"Beaufort County, South Carolina",0,3320,1586,299,794,218,3554,2137,699,2239
"G4500150","2019","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",227907,147216,54804,1890,5306,48,9771,8872,170,8702,"Berkeley County, South Carolina",0,2193,1770,1658,976,77,2636,1961,163,1959
"G4500190","2019","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",411406,276787,102968,223,7354,1607,12228,10239,480,9759,"Charleston County, South Carolina",0,1968,3216,559,843,2237,2403,2865,473,2824
"G4500310","2019","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",,,,,,,,,,,"Darlington County, South Carolina",,,,,,,,,,
"G4500350","2019","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",162809,109288,38509,653,3077,2973,3601,4708,127,4581,"Dorchester County, South Carolina",0,2309,3907,586,1068,3818,2275,2344,241,2385
"G4500410","2019","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",138293,73122,60727,247,1900,0,1454,843,0,843,"Florence County, South Carolina",0,1591,709,447,372,218,1581,524,218,524
"G4500450","2019","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",523542,379349,89741,2381,13347,1637,21470,15617,3651,11966,"Greenville County, South Carolina",0,3839,2716,971,987,1630,3934,3371,1673,2775
"G4500470","2019","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",,,,,,,,,,,"Greenwood County, South Carolina",,,,,,,,,,
"G4500510","2019","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",354081,288077,44829,765,5426,0,7122,7862,826,7036,"Horry County, South Carolina",0,3650,1880,675,504,218,3504,2226,988,2211
"G4500550","2019","SC",,,"South Carolina","45","Kershaw County","055",,,,,,,,,,,,,,,,,,"05000US45055","Kershaw County, South Carolina",,,,,,,,,,,"Kershaw County, South Carolina",,,,,,,,,,
"G4500570","2019","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",,,,,,,,,,,"Lancaster County, South Carolina",,,,,,,,,,
"G4500590","2019","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",67493,46670,14814,69,338,0,2409,3193,175,3018,"Laurens County, South Carolina",0,929,1473,118,156,218,1031,1421,284,1476
"G4500630","2019","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",298750,234519,44299,1515,6184,368,4775,7090,577,6513,"Lexington County, South Carolina",0,2435,1519,744,902,599,2495,2006,607,1845
"G4500730","2019","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",79546,69379,5323,156,729,0,1515,2444,610,1834,"Oconee County, South Carolina",0,1003,409,263,244,218,1082,891,723,521
"G4500750","2019","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",,,,,,,,,,,"Orangeburg County, South Carolina",,,,,,,,,,
"G4500770","2019","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",126884,110768,9462,290,2518,0,2286,1560,43,1517,"Pickens County, South Carolina",0,846,468,280,355,218,911,634,73,632
"G4500790","2019","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",415759,182477,199181,1018,12764,163,9016,11140,798,10342,"Richland County, South Carolina",0,2310,2120,485,990,163,2172,2423,598,2266
"G4500830","2019","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",319785,233071,65752,724,8364,48,5103,6723,1237,5486,"Spartanburg County, South Carolina",0,2420,1449,459,459,94,2260,1719,915,1437
"G4500850","2019","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",106721,49388,49975,140,1605,35,1475,4103,1090,3013,"Sumter County, South Carolina",0,927,1741,187,299,58,1040,1968,962,1695
"G4500910","2019","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",280979,207964,53790,2530,7068,0,4016,5611,801,4810,"York County, South Carolina",0,2381,1368,479,997,218,2831,2087,831,1906
"G4600990","2019","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",193134,166942,12057,2822,3658,83,1116,6456,0,6456,"Minnehaha County, South Dakota",0,779,1076,1086,775,140,773,1697,167,1697
"G4601030","2019","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",113775,95247,2071,10132,1270,62,233,4760,165,4595,"Pennington County, South Dakota",0,850,415,1667,331,112,284,1748,270,1716
"G4700010","2019","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",76978,69711,3315,440,1245,329,529,1409,430,979,"Anderson County, Tennessee",0,615,663,257,245,506,483,791,527,580
"G4700090","2019","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",133088,124866,3879,135,1114,0,946,2148,43,2105,"Blount County, Tennessee",0,460,1081,223,489,216,777,1080,74,1062
"G4700110","2019","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",108110,94926,6983,178,870,0,3219,1934,216,1718,"Bradley County, Tennessee",0,1512,1762,236,564,216,1747,1041,168,1038
"G4700370","2019","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",694144,439010,185846,2053,26193,787,23724,16531,1487,15044,"Davidson County, Tennessee",0,4512,3030,749,1317,754,4563,2784,1001,2877
"G4700590","2019","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",,,,,,,,,,,"Greene County, Tennessee",,,,,,,,,,
"G4700650","2019","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",367804,274851,67998,771,7453,338,7240,9153,526,8627,"Hamilton County, Tennessee",0,2351,3254,755,1073,369,2472,2654,433,2557
"G4700930","2019","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",470313,402137,38615,2471,10101,114,3628,13247,877,12370,"Knox County, Tennessee",0,1698,2038,746,1068,141,1712,2346,667,2387
"G4701130","2019","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",97984,54678,36415,446,1124,0,3298,2023,175,1848,"Madison County, Tennessee",0,2161,909,396,225,216,2149,884,236,872
"G4701190","2019","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",,,,,,,,,,,"Maury County, Tennessee",,,,,,,,,,
"G4701250","2019","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",208993,143019,42405,1038,4234,683,4331,13283,740,12543,"Montgomery County, Tennessee",0,2099,2914,822,912,235,1678,3242,442,3168
"G4701410","2019","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",80245,74631,2007,0,1022,0,375,2210,0,2210,"Putnam County, Tennessee",0,1075,700,216,418,216,402,1355,216,1355
"G4701470","2019","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",71813,61655,5412,239,384,14,2788,1321,62,1259,"Robertson County, Tennessee",0,1048,329,217,253,23,1074,454,80,448
"G4701490","2019","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",332285,250555,50241,306,13065,262,5412,12444,1103,11341,"Rutherford County, Tennessee",0,3105,3312,371,821,430,2976,3339,864,3158
"G4701550","2019","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",98250,92589,1884,262,484,0,813,2218,201,2017,"Sevier County, Tennessee",0,1272,1330,334,493,216,689,1482,343,1439
"G4701570","2019","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",937166,365798,504715,1129,26200,140,23656,15528,977,14551,"Shelby County, Tennessee",0,5701,3195,727,1560,190,5951,3312,510,3189
"G4701630","2019","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",158348,149208,3241,326,1167,0,992,3414,134,3280,"Sullivan County, Tennessee",0,750,793,282,288,216,749,926,202,930
"G4701650","2019","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",191283,163488,15485,431,3487,172,5258,2962,86,2876,"Sumner County, Tennessee",0,1999,907,283,247,196,2049,927,103,911
"G4701790","2019","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",129375,118437,5193,1656,2198,0,63,1828,64,1764,"Washington County, Tennessee",0,424,1458,1733,387,216,119,1053,104,1044
"G4701870","2019","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",238412,210037,8940,255,10989,0,1171,7020,69,6951,"Williamson County, Tennessee",0,1168,1520,315,2034,216,1070,2896,137,2893
"G4701890","2019","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",144657,124756,9670,891,2692,0,2997,3651,620,3031,"Wilson County, Tennessee",0,2433,1022,363,372,216,2502,1240,502,1145
"G4800050","2019","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",,,,,,,,,,,"Angelina County, Texas",,,,,,,,,,
"G4800210","2019","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",88723,57372,5334,857,219,0,21487,3454,303,3151,"Bastrop County, Texas",0,4076,1955,898,291,234,4298,1881,343,1869
"G4800270","2019","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",362924,225437,91889,1995,10661,2667,10719,19556,1565,17991,"Bell County, Texas",0,4412,5063,1012,1266,402,2778,3732,683,3780
"G4800290","2019","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",2003554,1552899,155244,17785,59703,4298,136246,77379,17100,60279,"Bexar County, Texas",0,15358,6514,4369,3058,2862,13426,7595,3129,6787
"G4800370","2019","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",93245,64552,22743,922,742,31,1259,2996,278,2718,"Bowie County, Texas",0,1083,1488,173,491,54,1010,1639,262,1586
"G4800390","2019","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",374264,272750,55573,1864,26790,0,10410,6877,2119,4758,"Brazoria County, Texas",0,4355,1908,959,874,234,4042,2662,1188,2523
"G4800410","2019","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",229211,180721,25253,118,13165,373,3037,6544,1255,5289,"Brazos County, Texas",0,2285,1301,148,1062,524,1524,1796,809,1609
"G4800610","2019","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",423163,396658,3910,902,2927,63,14677,4026,2472,1554,"Cameron County, Texas",0,5510,2380,376,427,114,4305,2060,1420,1035
"G4800850","2019","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",1034730,701667,106861,3469,168405,1290,21020,32018,3633,28385,"Collin County, Texas",0,4972,2853,979,2526,1034,4245,4804,1258,4500
"G4800910","2019","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",156209,143192,4951,354,2416,109,3006,2181,741,1440,"Comal County, Texas",0,1687,763,309,418,190,1478,891,555,822
"G4800990","2019","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",75951,56184,9863,205,1571,561,89,7478,84,7394,"Coryell County, Texas",0,593,1295,216,352,352,71,1444,125,1428
"G4801130","2019","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",2635516,1580364,596492,12686,172315,1581,203034,69044,11985,57059,"Dallas County, Texas",0,17245,5028,2350,2478,600,15763,6745,2061,6409
"G4801210","2019","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",887207,656088,89107,4054,84816,775,17831,34536,6709,27827,"Denton County, Texas",0,5929,3379,1246,2229,179,4127,5473,2104,4847
"G4801350","2019","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",166223,130632,10143,1671,1990,23,17654,4110,1816,2294,"Ector County, Texas",0,6440,1060,1727,202,46,5811,2211,1371,1487
"G4801390","2019","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",184826,149989,20038,1372,844,51,7497,5035,1128,3907,"Ellis County, Texas",0,2743,1689,441,507,88,2670,1978,658,1847
"G4801410","2019","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",839238,674496,29118,5234,9965,174,97775,22476,8761,13715,"El Paso County, Texas",0,14850,2386,1508,907,279,13934,3654,2116,2771
"G4801570","2019","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",811688,412802,164866,3432,164074,986,32718,32810,4224,28586,"Fort Bend County, Texas",0,9224,4712,1415,3746,1556,7737,7212,2092,6993
"G4801670","2019","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",342139,271933,42827,740,11653,101,5419,9466,1528,7938,"Galveston County, Texas",0,2887,2691,675,995,177,2112,3468,989,3274
"G4801810","2019","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",136212,118372,8407,747,2341,0,2041,4304,263,4041,"Grayson County, Texas",0,1374,1051,328,295,234,1185,1161,223,1104
"G4801830","2019","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",123945,91844,22820,86,1625,0,1950,5620,159,5461,"Gregg County, Texas",0,1479,2215,98,519,234,1346,2276,203,2257
"G4801870","2019","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",166847,137989,14668,552,2211,0,4803,6624,1267,5357,"Guadalupe County, Texas",0,2668,1169,412,870,234,1750,1766,876,1488
"G4802010","2019","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",4713325,2895713,901998,20316,331518,2396,436847,124537,24690,99847,"Harris County, Texas",0,23497,10575,4006,4537,910,23140,12518,4974,11646
"G4802030","2019","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",66553,49759,11930,739,810,0,687,2628,98,2530,"Harrison County, Texas",0,1286,1808,705,798,234,919,1577,139,1572
"G4802090","2019","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",230191,204010,9776,1422,3279,106,6320,5278,511,4767,"Hays County, Texas",0,2442,1449,723,635,198,2147,1501,435,1467
"G4802130","2019","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",82737,74570,3910,959,1748,0,327,1223,181,1042,"Henderson County, Texas",0,553,1418,338,1760,234,353,958,281,902
"G4802150","2019","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",868707,737925,5029,971,8592,0,98514,17676,13121,4555,"Hidalgo County, Texas",0,12667,1101,527,856,234,11150,5312,4539,2387
"G4802310","2019","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",98594,80915,7805,987,1082,0,5108,2697,395,2302,"Hunt County, Texas",0,2496,799,493,439,234,2383,1251,512,1131
"G4802450","2019","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",251565,147563,84307,1063,9984,853,4596,3199,268,2931,"Jefferson County, Texas",0,3147,2019,280,255,1102,2570,1646,311,1585
"G4802510","2019","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",175817,157804,8127,1243,1893,48,3297,3405,692,2713,"Johnson County, Texas",0,2048,747,906,299,94,1733,1406,705,1072
"G4802570","2019","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",136154,107948,19213,336,871,0,3513,4273,949,3324,"Kaufman County, Texas",0,2031,1169,378,859,234,1640,1787,752,1472
"G4802910","2019","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",,,,,,,,,,,"Liberty County, Texas",,,,,,,,,,
"G4803030","2019","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",310569,251138,21485,1855,6830,760,18773,9728,1740,7988,"Lubbock County, Texas",0,4855,1820,843,1362,1014,4551,2434,858,2347
"G4803090","2019","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",256623,204884,35197,2052,3471,97,3430,7492,1217,6275,"McLennan County, Texas",0,2006,1483,1389,754,117,1144,2144,937,1919
"G4803290","2019","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",176832,125450,11443,1378,2881,95,28953,6632,1694,4938,"Midland County, Texas",0,6623,1790,1813,972,167,6878,2692,1155,2296
"G4803390","2019","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",607391,525854,31579,1790,18788,22,11927,17431,3134,14297,"Montgomery County, Texas",0,4732,2202,1024,1211,39,3565,4011,1810,3839
"G4803470","2019","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",65204,50606,12592,860,736,0,195,215,0,215,"Nacogdoches County, Texas",0,827,770,759,663,234,182,227,234,227
"G4803550","2019","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",362294,325539,14365,892,7663,0,7911,5924,1177,4747,"Nueces County, Texas",0,2974,662,546,844,234,2436,1321,637,1371
"G4803610","2019","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",,,,,,,,,,,"Orange County, Texas",,,,,,,,,,
"G4803670","2019","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",142878,133000,1587,984,1020,101,2702,3484,160,3324,"Parker County, Texas",0,1805,963,825,310,196,1844,1210,202,1209
"G4803750","2019","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",117415,91183,12496,897,6737,29,3578,2495,535,1960,"Potter County, Texas",0,2147,747,160,206,54,2108,901,353,854
"G4803810","2019","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",137713,121664,4259,723,3991,481,2399,4196,1080,3116,"Randall County, Texas",0,2252,1057,646,1728,339,1320,1870,1371,1286
"G4803970","2019","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",104915,87030,7616,444,3745,171,2586,3323,1940,1383,"Rockwall County, Texas",0,2036,1289,639,695,227,1386,1564,1252,914
"G4804090","2019","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",66730,60698,1728,92,671,0,1887,1654,458,1196,"San Patricio County, Texas",0,1675,840,103,296,234,1327,877,361,798
"G4804230","2019","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",232751,178470,41309,845,4298,336,4398,3095,512,2583,"Smith County, Texas",0,2040,719,626,523,402,1723,910,350,867
"G4804390","2019","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",2102515,1378142,359898,10257,118494,5003,165948,64773,13219,51554,"Tarrant County, Texas",0,16372,5884,2365,2890,288,16550,6818,2873,6041
"G4804410","2019","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",138034,112157,12413,127,2955,0,8287,2095,72,2023,"Taylor County, Texas",0,2778,822,127,505,234,2769,853,95,851
"G4804510","2019","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",119200,105763,4847,568,1461,145,4227,2189,234,1955,"Tom Green County, Texas",0,2073,908,598,341,246,1948,834,187,819
