GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAA6E001,AAA6E002,AAA6E003,AAA6E004,AAA6E005,AAA6E006,AAA6E007,AAA6E008,AAA6E009,AAA6E010,NAME_M,AAA6M001,AAA6M002,AAA6M003,AAA6M004,AAA6M005,AAA6M006,AAA6M007,AAA6M008,AAA6M009,AAA6M010
"G4200810","2014","PA",,,"Pennsylvania","42","Lycoming County","081",,,,,,,,,,,,,,,,,,"05000US42081","Lycoming County, Pennsylvania",116508,106037,5210,221,845,0,1830,2365,75,2290,"Lycoming County, Pennsylvania",0,1184,685,164,174,168,1211,747,128,724
"G4200850","2014","PA",,,"Pennsylvania","42","Mercer County","085",,,,,,,,,,,,,,,,,,"05000US42085","Mercer County, Pennsylvania",114884,104691,6301,82,710,0,357,2743,431,2312,"Mercer County, Pennsylvania",0,644,794,76,224,168,462,937,422,774
"G4200890","2014","PA",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,,"05000US42089","Monroe County, Pennsylvania",166314,131762,22823,609,3460,0,3923,3737,707,3030,"Monroe County, Pennsylvania",0,2274,1126,254,857,168,1784,1448,565,1177
"G4200910","2014","PA",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,,"05000US42091","Montgomery County, Pennsylvania",816857,655005,73442,763,57955,0,10059,19633,1582,18051,"Montgomery County, Pennsylvania",0,2245,2351,307,1566,168,2273,2977,847,2831
"G4200950","2014","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,"05000US42095","Northampton County, Pennsylvania",300654,259243,16215,1151,8214,60,6119,9652,1721,7931,"Northampton County, Pennsylvania",0,2398,1476,695,672,110,2020,1886,768,1791
"G4200970","2014","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,"05000US42097","Northumberland County, Pennsylvania",,,,,,,,,,,"Northumberland County, Pennsylvania",,,,,,,,,,
"G4201010","2014","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,"05000US42101","Philadelphia County, Pennsylvania",1560297,664708,660704,7367,109068,897,74053,43500,5637,37863,"Philadelphia County, Pennsylvania",0,8493,6477,2603,1840,520,8899,5793,1690,5473
"G4201070","2014","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,"05000US42107","Schuylkill County, Pennsylvania",145797,136964,4067,158,876,70,1771,1891,118,1773,"Schuylkill County, Pennsylvania",0,755,921,123,188,92,722,915,113,912
"G4201110","2014","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,"05000US42111","Somerset County, Pennsylvania",76218,72693,1934,97,251,22,464,757,46,711,"Somerset County, Pennsylvania",0,202,470,117,136,57,166,446,58,436
"G4201250","2014","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,"05000US42125","Washington County, Pennsylvania",208187,194476,6945,310,2608,0,405,3443,204,3239,"Washington County, Pennsylvania",0,1081,1052,284,1019,168,318,1040,228,1034
"G4201290","2014","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,"05000US42129","Westmoreland County, Pennsylvania",359320,341629,8477,552,3462,34,179,4987,215,4772,"Westmoreland County, Pennsylvania",0,503,1011,396,285,68,167,1166,365,1141
"G4201330","2014","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,"05000US42133","York County, Pennsylvania",440755,391891,25115,125,6369,248,6471,10536,806,9730,"York County, Pennsylvania",0,2303,1961,140,666,310,2062,1879,504,1809
"G4400030","2014","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,"05000US44003","Kent County, Rhode Island",165128,152595,2612,402,3911,0,2321,3287,243,3044,"Kent County, Rhode Island",0,1343,550,348,503,203,1266,882,210,817
"G4400050","2014","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,"05000US44005","Newport County, Rhode Island",82358,73411,3027,177,1264,0,1465,3014,47,2967,"Newport County, Rhode Island",0,816,949,124,439,203,805,1053,83,1063
"G4400070","2014","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,"05000US44007","Providence County, Rhode Island",631974,467227,62137,3698,26728,385,52440,19359,7123,12236,"Providence County, Rhode Island",0,5182,3695,1003,1492,421,5058,3243,2261,2210
"G4400090","2014","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,"05000US44009","Washington County, Rhode Island",126653,118505,2117,1302,2708,0,870,1151,103,1048,"Washington County, Rhode Island",0,517,326,146,486,203,480,553,120,552
"G4500030","2014","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,"05000US45003","Aiken County, South Carolina",164753,114814,41016,696,1685,0,3716,2826,93,2733,"Aiken County, South Carolina",0,1559,1212,373,215,200,1634,1075,160,1065
"G4500070","2014","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,"05000US45007","Anderson County, South Carolina",192810,154255,30166,447,806,124,1298,5714,234,5480,"Anderson County, South Carolina",0,1206,2039,378,865,145,1035,2107,437,2091
"G4500130","2014","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",175852,133018,32060,103,2486,166,3334,4685,1099,3586,"Beaufort County, South Carolina",0,1928,1320,138,572,196,1514,1852,1217,1493
"G4500150","2014","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",198205,133568,46459,874,5331,141,5698,6134,159,5975,"Berkeley County, South Carolina",0,1994,2190,485,612,147,2381,1724,169,1681
"G4500190","2014","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",381015,257190,107604,293,5833,91,3411,6593,0,6593,"Charleston County, South Carolina",0,1821,1114,192,846,145,1840,1463,200,1463
"G4500310","2014","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",67799,38392,26882,549,483,0,193,1300,157,1143,"Darlington County, South Carolina",0,312,1086,752,113,200,157,825,265,780
"G4500350","2014","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",148469,101671,37525,596,2881,0,422,5374,343,5031,"Dorchester County, South Carolina",0,953,1758,365,525,200,375,2179,557,2075
"G4500410","2014","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",139231,75745,58956,491,2072,0,683,1284,78,1206,"Florence County, South Carolina",0,752,585,251,265,200,708,632,108,610
"G4500450","2014","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",482752,368633,87874,579,9474,93,5464,10635,1314,9321,"Greenville County, South Carolina",0,2599,1728,375,1085,97,2378,1797,690,1774
"G4500470","2014","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",69520,43720,21723,59,383,0,1422,2213,226,1987,"Greenwood County, South Carolina",0,968,1767,99,246,200,931,1380,277,1411
"G4500510","2014","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",298832,238968,42651,1317,3433,64,8523,3876,398,3478,"Horry County, South Carolina",0,2687,1272,575,592,108,2843,1210,398,1212
"G4500570","2014","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",83160,61309,18463,360,645,0,528,1855,134,1721,"Lancaster County, South Carolina",0,1093,710,123,158,200,830,1324,156,1195
"G4500590","2014","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",66533,46196,17370,0,249,0,1709,1009,50,959,"Laurens County, South Carolina",0,679,1079,200,81,200,865,896,84,888
"G4500630","2014","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",277888,221203,38123,897,4611,755,5044,7255,110,7145,"Lexington County, South Carolina",0,2185,1786,475,530,888,2175,1901,118,1888
"G4500730","2014","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",75192,65788,5660,104,853,0,1565,1222,74,1148,"Oconee County, South Carolina",0,755,935,130,813,200,737,573,93,568
"G4500750","2014","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",90090,30740,55685,742,1083,0,1376,464,0,464,"Orangeburg County, South Carolina",0,771,563,45,135,200,938,481,200,481
"G4500770","2014","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",120368,106316,8366,465,2125,156,1605,1335,76,1259,"Pickens County, South Carolina",0,826,467,126,400,237,811,581,119,580
"G4500790","2014","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",401566,191096,184937,299,10618,103,3738,10775,813,9962,"Richland County, South Carolina",0,2107,2366,200,1013,130,1898,2449,570,2455
"G4500830","2014","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",293542,216043,61527,812,6511,38,4254,4357,407,3950,"Spartanburg County, South Carolina",0,1980,1079,314,660,65,1835,1370,357,1312
"G4500850","2014","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",107919,53497,50701,344,1335,0,104,1938,434,1504,"Sumter County, South Carolina",0,729,675,372,324,200,121,1025,712,628
"G4500910","2014","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",245346,183403,44189,1070,3802,99,4214,8569,63,8506,"York County, South Carolina",0,2178,2247,525,770,166,2142,2470,97,2471
"G4600990","2014","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",182882,159684,7954,5324,3394,58,2246,4222,644,3578,"Minnehaha County, South Dakota",0,1498,1224,353,329,111,1394,1380,531,1310
"G4601030","2014","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",108242,89708,1653,8536,1237,77,1208,5823,86,5737,"Pennington County, South Dakota",0,1020,720,1289,373,116,901,1159,116,1163
"G4700010","2014","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",75528,69678,2591,100,1203,0,94,1862,32,1830,"Anderson County, Tennessee",0,141,511,172,198,198,116,484,62,483
"G4700090","2014","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",126339,119155,3674,847,999,43,224,1397,0,1397,"Blount County, Tennessee",0,285,556,270,379,81,285,708,198,708
"G4700110","2014","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",102975,93444,5385,0,998,0,927,2221,755,1466,"Bradley County, Tennessee",0,956,741,198,331,198,635,1126,621,801
"G4700370","2014","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",668347,419527,184190,2042,21490,380,25483,15235,2977,12258,"Davidson County, Tennessee",0,4866,2231,735,1252,138,5034,2758,1504,2161
"G4700590","2014","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",,,,,,,,,,,"Greene County, Tennessee",,,,,,,,,,
"G4700650","2014","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",351220,264840,69728,444,6457,408,1408,7935,745,7190,"Hamilton County, Tennessee",0,2143,2306,349,874,443,942,1698,814,1591
"G4700930","2014","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",448644,382702,40438,1998,9499,0,4958,9049,611,8438,"Knox County, Tennessee",0,1610,1562,1005,716,198,1563,1790,488,1681
"G4701130","2014","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",98178,58493,36592,320,1016,0,501,1256,0,1256,"Madison County, Tennessee",0,858,659,277,282,198,644,708,198,708
"G4701190","2014","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",85515,72706,10193,219,763,0,60,1574,21,1553,"Maury County, Tennessee",0,185,708,255,195,198,76,759,46,753
"G4701250","2014","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",189961,134923,38173,755,3714,0,3054,9342,686,8656,"Montgomery County, Tennessee",0,1537,1650,363,916,198,1341,2097,486,2103
"G4701410","2014","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",74165,69863,2001,24,739,77,350,1111,234,877,"Putnam County, Tennessee",0,439,504,47,378,100,286,739,299,601
"G4701470","2014","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",68079,59162,4704,454,266,68,1645,1780,655,1125,"Robertson County, Tennessee",0,1020,716,20,285,112,975,910,619,602
"G4701490","2014","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",288906,228688,38585,311,8680,145,4070,8427,303,8124,"Rutherford County, Tennessee",0,2090,2100,239,931,232,1996,2283,275,2259
"G4701550","2014","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",95110,89563,438,193,1045,0,1625,2246,229,2017,"Sevier County, Tennessee",0,1233,400,276,701,198,1252,966,359,837
"G4701570","2014","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",938803,374933,494192,1239,23187,413,26498,18341,1717,16624,"Shelby County, Tennessee",0,4331,3154,744,1809,399,4418,4278,1381,4284
"G4701630","2014","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",157047,148894,3178,577,782,83,838,2695,36,2659,"Sullivan County, Tennessee",0,638,863,258,517,127,663,965,70,964
"G4701650","2014","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",172706,150874,12079,694,2163,394,3775,2727,303,2424,"Sumner County, Tennessee",0,1324,831,564,670,607,1485,1106,331,1056
"G4701790","2014","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",126242,116798,5470,167,1300,0,73,2434,57,2377,"Washington County, Tennessee",0,153,669,214,602,198,130,862,100,862
"G4701870","2014","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",205226,184824,9285,569,8064,0,398,2086,48,2038,"Williamson County, Tennessee",0,534,700,293,340,198,472,731,85,729
"G4701890","2014","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",125376,108951,9245,281,1737,317,3032,1813,324,1489,"Wilson County, Tennessee",0,964,791,220,360,400,1159,762,284,701
"G4800050","2014","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",87750,69696,14311,157,246,0,2618,722,152,570,"Angelina County, Texas",0,1295,549,184,295,211,1256,468,260,391
"G4800210","2014","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",78069,63929,6602,471,481,0,4736,1850,887,963,"Bastrop County, Texas",0,2816,627,227,605,211,2253,1454,960,1060
"G4800270","2014","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",329140,206796,70194,3642,9720,2484,19645,16659,2594,14065,"Bell County, Texas",0,3744,2479,1538,1083,437,4671,2678,895,2560
"G4800290","2014","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",1855866,1477194,140585,11412,49732,868,118444,57631,14348,43283,"Bexar County, Texas",0,11955,3809,2877,2045,585,10925,5355,3034,4767
"G4800370","2014","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",93275,64720,22654,848,534,0,1845,2674,60,2614,"Bowie County, Texas",0,1157,1323,206,303,211,829,1225,95,1222
"G4800390","2014","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",338124,258809,44786,686,20887,28,5697,7231,946,6285,"Brazoria County, Texas",0,2014,1251,488,1067,35,1707,1923,588,1733
"G4800410","2014","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",209152,153798,22704,327,11745,0,14343,6235,1084,5151,"Brazos County, Texas",0,3621,857,297,667,211,3809,1716,613,1597
"G4800610","2014","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",420392,397731,2343,1262,3074,0,11787,4195,1411,2784,"Cameron County, Texas",0,3714,572,725,256,211,2883,1419,717,1270
"G4800850","2014","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",885241,636677,82209,3316,110625,665,23302,28447,4419,24028,"Collin County, Texas",0,5078,2108,905,3000,291,4535,3378,1570,3126
"G4800910","2014","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",123694,110627,2743,78,968,135,6764,2379,587,1792,"Comal County, Texas",0,2813,652,135,501,230,2850,1081,500,913
"G4800990","2014","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",75562,53553,11640,456,1825,193,2201,5694,648,5046,"Coryell County, Texas",0,947,1266,314,366,246,790,1330,481,1260
"G4801130","2014","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",2518638,1571544,558524,7912,144095,1404,168604,66555,13017,53538,"Dallas County, Texas",0,15272,5539,1754,3052,244,15090,6283,2411,6105
"G4801210","2014","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",753363,577638,66872,3149,55311,619,23417,26357,3086,23271,"Denton County, Texas",0,6131,2496,1205,1859,147,5417,3376,1031,3300
"G4801350","2014","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",153904,122662,7199,851,1450,0,16083,5659,1258,4401,"Ector County, Texas",0,4664,1143,429,216,211,4241,2189,1235,1764
"G4801390","2014","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",159317,125347,13728,3525,774,0,9373,6570,1666,4904,"Ellis County, Texas",0,3416,1286,2519,424,211,2809,1929,1322,1671
"G4801410","2014","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",833487,696502,32166,5153,9121,726,72929,16890,4267,12623,"El Paso County, Texas",0,8711,2385,1071,970,450,7866,3369,1317,3031
"G4801570","2014","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",685345,360816,141432,1976,129390,171,36897,14663,3078,11585,"Fort Bend County, Texas",0,7330,2644,358,1803,212,6630,3434,1382,2868
"G4801670","2014","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",314198,243822,41029,799,10791,0,7951,9806,2125,7681,"Galveston County, Texas",0,4252,1473,629,613,211,4070,2730,929,2692
"G4801810","2014","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",123534,107812,7051,1493,1293,270,1749,3866,257,3609,"Grayson County, Texas",0,1264,900,596,503,229,1060,1239,225,1218
"G4801830","2014","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",123204,92417,25230,684,1804,0,897,2172,625,1547,"Gregg County, Texas",0,1261,730,186,114,211,529,1040,751,911
"G4801870","2014","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",147250,108020,11375,932,2497,0,20712,3714,606,3108,"Guadalupe County, Texas",0,3716,1373,333,539,211,3869,1538,615,1286
"G4802010","2014","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",4441370,2802876,847404,20502,294735,3118,380101,92634,22680,69954,"Harris County, Texas",0,21199,6219,4339,5615,566,20194,8492,4089,6866
"G4802030","2014","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",67336,45729,15660,542,248,0,4399,758,297,461,"Harrison County, Texas",0,1394,421,603,281,211,1353,502,359,338
"G4802090","2014","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",185025,161581,6573,325,2052,323,8813,5358,1394,3964,"Hays County, Texas",0,3429,827,358,515,481,3003,1490,1166,891
"G4802130","2014","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",79290,70415,5526,190,517,115,1512,1015,67,948,"Henderson County, Texas",0,1017,606,211,67,205,965,582,109,571
"G4802150","2014","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",831073,769631,4896,1722,8153,364,40191,6116,3809,2307,"Hidalgo County, Texas",0,6362,846,1067,1552,415,5934,2055,1525,1293
"G4802310","2014","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",88493,69391,8405,832,316,0,8380,1169,68,1101,"Hunt County, Texas",0,1620,577,386,353,211,1633,579,79,562
"G4802450","2014","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",252235,148039,85219,463,9281,0,5357,3876,1183,2693,"Jefferson County, Texas",0,1748,584,526,714,211,1703,1192,953,759
"G4802510","2014","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",157456,141845,3984,987,1678,81,3400,5481,727,4754,"Johnson County, Texas",0,2562,649,496,200,124,1423,2641,482,2618
"G4802570","2014","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",111236,92253,10918,740,961,29,3582,2753,708,2045,"Kaufman County, Texas",0,1925,872,396,288,50,1726,955,612,796
"G4802910","2014","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",78117,63588,6805,109,1364,0,4259,1992,272,1720,"Liberty County, Texas",0,2267,1770,130,1159,211,2262,1281,309,1250
"G4803030","2014","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",293974,227167,22069,2210,5865,28,27341,9294,2335,6959,"Lubbock County, Texas",0,4870,1863,1373,840,50,4861,1972,1183,1686
"G4803090","2014","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",243441,186676,35255,1325,3131,0,10820,6234,1238,4996,"McLennan County, Texas",0,3631,1109,815,796,211,3580,1707,1008,1448
"G4803290","2014","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",155830,128798,9765,831,2947,160,9947,3382,745,2637,"Midland County, Texas",0,3763,1419,418,475,240,3572,1474,660,1346
"G4803390","2014","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",518947,451577,23313,719,13918,641,17535,11244,1003,10241,"Montgomery County, Texas",0,6100,1526,572,959,684,5839,2655,885,2598
"G4803470","2014","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",65301,49954,12297,280,1148,0,866,756,75,681,"Nacogdoches County, Texas",0,749,479,293,211,211,706,316,102,298
"G4803550","2014","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",356221,317515,14703,1292,6878,131,10229,5473,2122,3351,"Nueces County, Texas",0,2931,735,717,516,209,2373,1824,1147,1214
"G4803610","2014","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",83433,72672,7058,176,800,0,462,2265,367,1898,"Orange County, Texas",0,771,459,162,236,211,471,791,458,641
"G4803670","2014","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",123164,114438,1729,177,447,54,3415,2904,155,2749,"Parker County, Texas",0,2239,765,218,282,100,2190,815,190,801
"G4803750","2014","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",121627,95884,11069,586,5839,594,3384,4271,912,3359,"Potter County, Texas",0,1606,1298,260,126,756,1206,1455,628,1349
"G4803810","2014","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",128220,116505,3512,478,1908,0,1888,3929,1050,2879,"Randall County, Texas",0,1319,413,336,523,211,1055,1015,639,884
"G4803970","2014","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",87809,74580,4658,44,2194,0,3545,2788,356,2432,"Rockwall County, Texas",0,2208,1050,81,541,211,2207,1236,486,1248
"G4804090","2014","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",66915,60329,1292,198,716,0,1868,2512,118,2394,"San Patricio County, Texas",0,1523,518,169,164,211,860,1423,174,1461
"G4804230","2014","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",218842,168792,38957,733,3343,941,3704,2372,298,2074,"Smith County, Texas",0,1923,1818,275,478,1268,1727,1005,329,887
"G4804390","2014","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",1945360,1368855,304720,8776,96238,3871,103618,59282,9577,49705,"Tarrant County, Texas",0,11644,4070,2712,2643,557,11244,5862,2500,5115
"G4804410","2014","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",135143,105238,10110,1248,2419,107,12043,3978,1205,2773,"Taylor County, Texas",0,2289,830,441,497,189,2243,1232,599,1057
"G4804510","2014","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",116608,97279,4324,264,1174,0,10751,2816,265,2551,"Tom Green County, Texas",0,3479,1032,290,469,211,3388,1179,311,1125
