GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AGXGE001,AGXGE002,AGXGE003,AGXGE004,AGXGE005,AGXGE006,AGXGE007,AGXGE008,AGXGE009,AGXGE010,NAME_M,AGXGM001,AGXGM002,AGXGM003,AGXGM004,AGXGM005,AGXGM006,AGXGM007,AGXGM008,AGXGM009,AGXGM010
"G4200950","2017","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,"05000US42095","Northampton County, Pennsylvania",303405,260162,19464,732,8693,0,5141,9213,1193,8020,"Northampton County, Pennsylvania",0,3042,2082,521,711,179,2518,2211,707,2107
"G4200970","2017","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,"05000US42097","Northumberland County, Pennsylvania",92029,86841,3002,121,351,58,651,1005,0,1005,"Northumberland County, Pennsylvania",0,736,772,204,199,106,444,400,179,400
"G4201010","2017","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,"05000US42101","Philadelphia County, Pennsylvania",1580863,665060,663708,5742,115279,406,87287,43381,6241,37140,"Philadelphia County, Pennsylvania",0,9772,7721,1743,2837,254,10917,6340,2702,5595
"G4201070","2017","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,"05000US42107","Schuylkill County, Pennsylvania",142569,133712,3933,211,581,0,1131,3001,381,2620,"Schuylkill County, Pennsylvania",0,840,441,143,266,179,624,724,265,684
"G4201110","2017","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,"05000US42111","Somerset County, Pennsylvania",74501,70900,2003,15,91,25,238,1229,118,1111,"Somerset County, Pennsylvania",0,285,409,19,186,45,172,426,138,401
"G4201250","2017","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,"05000US42125","Washington County, Pennsylvania",207298,193401,7776,164,1906,0,713,3338,183,3155,"Washington County, Pennsylvania",0,779,787,179,382,179,588,795,211,771
"G4201290","2017","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,"05000US42129","Westmoreland County, Pennsylvania",352627,334051,8262,137,3242,0,399,6536,284,6252,"Westmoreland County, Pennsylvania",0,488,1119,177,466,179,263,1226,239,1245
"G4201330","2017","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,"05000US42133","York County, Pennsylvania",446078,397989,25570,641,6951,302,2999,11626,732,10894,"York County, Pennsylvania",0,2128,2019,404,419,482,1184,2235,495,2154
"G4400030","2017","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,"05000US44003","Kent County, Rhode Island",163760,151122,2255,97,5324,0,1541,3421,866,2555,"Kent County, Rhode Island",0,1491,827,108,639,217,979,1169,721,918
"G4400050","2017","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,"05000US44005","Newport County, Rhode Island",83460,74578,3902,482,1726,0,615,2157,157,2000,"Newport County, Rhode Island",0,1020,1344,739,449,217,537,1105,303,1073
"G4400070","2017","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,"05000US44007","Providence County, Rhode Island",637357,477587,58493,3701,26696,1128,43526,26226,7218,19008,"Providence County, Rhode Island",0,6648,4686,1923,1517,1171,6805,4771,3048,3557
"G4400090","2017","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,"05000US44009","Washington County, Rhode Island",126150,117358,1675,1271,2898,0,1523,1425,60,1365,"Washington County, Rhode Island",0,915,602,265,615,217,1001,864,61,860
"G4500030","2017","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,"05000US45003","Aiken County, South Carolina",168179,119316,41838,899,1853,0,1109,3164,92,3072,"Aiken County, South Carolina",0,974,1180,486,341,211,873,1558,125,1546
"G4500070","2017","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,"05000US45007","Anderson County, South Carolina",198759,159254,32700,526,1912,85,844,3438,585,2853,"Anderson County, South Carolina",0,1227,1024,328,329,139,670,1302,742,1023
"G4500130","2017","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",186844,141002,36478,138,2757,205,4066,2198,23,2175,"Beaufort County, South Carolina",0,2190,1295,239,572,346,1846,983,44,983
"G4500150","2017","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",217937,146907,52162,1067,4789,0,5232,7780,1015,6765,"Berkeley County, South Carolina",0,1615,1681,634,960,211,2043,1708,751,1777
"G4500190","2017","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",401438,276815,107685,535,4841,0,1396,10166,1199,8967,"Charleston County, South Carolina",0,1578,1822,400,1701,211,914,2768,1344,2459
"G4500310","2017","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",,,,,,,,,,,"Darlington County, South Carolina",,,,,,,,,,
"G4500350","2017","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",156456,105803,41428,588,2665,0,2393,3579,76,3503,"Dorchester County, South Carolina",0,1353,1163,495,845,211,1222,1125,101,1111
"G4500410","2017","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",138566,74254,59114,224,2275,51,1111,1537,8,1529,"Florence County, South Carolina",0,754,853,193,132,85,774,862,12,862
"G4500450","2017","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",506837,373696,86658,1291,12035,4294,15052,13811,2921,10890,"Greenville County, South Carolina",0,3856,4932,771,1478,4578,3723,3221,1630,2730
"G4500470","2017","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",,,,,,,,,,,"Greenwood County, South Carolina",,,,,,,,,,
"G4500510","2017","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",333268,270297,44562,948,4361,344,7472,5284,162,5122,"Horry County, South Carolina",0,2589,1028,501,1030,502,2597,1729,182,1721
"G4500550","2017","SC",,,"South Carolina","45","Kershaw County","055",,,,,,,,,,,,,,,,,,"05000US45055","Kershaw County, South Carolina",,,,,,,,,,,"Kershaw County, South Carolina",,,,,,,,,,
"G4500570","2017","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",,,,,,,,,,,"Lancaster County, South Carolina",,,,,,,,,,
"G4500590","2017","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",66848,46491,16270,0,145,0,1792,2150,226,1924,"Laurens County, South Carolina",0,951,1226,211,210,211,969,1174,287,1137
"G4500630","2017","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",290642,230485,44493,1052,5338,0,4373,4901,144,4757,"Lexington County, South Carolina",0,1502,1037,458,793,211,1523,1415,151,1409
"G4500730","2017","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",77270,67196,5481,1735,686,0,834,1338,61,1277,"Oconee County, South Carolina",0,1304,864,1556,123,211,1056,704,121,684
"G4500750","2017","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",87476,30211,54133,145,938,0,584,1465,0,1465,"Orangeburg County, South Carolina",0,727,882,197,211,211,711,829,211,829
"G4500770","2017","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",123479,108449,8761,195,2165,0,1789,2120,162,1958,"Pickens County, South Carolina",0,1186,730,346,504,211,1270,892,169,859
"G4500790","2017","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",411592,183910,195838,537,12145,518,9515,9129,648,8481,"Richland County, South Carolina",0,2738,2118,364,831,211,2534,1984,466,1886
"G4500830","2017","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",306854,223257,60280,252,7405,306,5970,9384,438,8946,"Spartanburg County, South Carolina",0,2082,2013,209,697,352,2270,2029,324,2061
"G4500850","2017","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",106847,50529,50835,310,1382,212,1199,2380,0,2380,"Sumter County, South Carolina",0,1186,628,260,296,247,1057,849,211,849
"G4500910","2017","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",266439,197776,52691,1959,5516,273,3250,4974,931,4043,"York County, South Carolina",0,1835,1256,422,890,387,1548,1773,740,1574
"G4600990","2017","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",188616,162607,10001,3212,3762,104,1562,7368,36,7332,"Minnehaha County, South Dakota",0,1167,1469,982,562,186,814,1676,55,1691
"G4601030","2017","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",110141,91568,1199,9485,1556,542,989,4802,820,3982,"Pennington County, South Dakota",0,1652,464,1197,264,518,963,1643,1026,1384
"G4700010","2017","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",76257,69020,1773,71,1207,0,1168,3018,0,3018,"Anderson County, Tennessee",0,670,729,129,220,208,740,764,208,764
"G4700090","2017","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",129929,122346,2981,419,1137,398,0,2648,83,2565,"Blount County, Tennessee",0,285,740,345,242,480,208,686,150,695
"G4700110","2017","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",105560,93614,5503,118,1407,93,3303,1522,0,1522,"Bradley County, Tennessee",0,1251,755,276,208,171,1315,656,208,656
"G4700370","2017","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",691243,447669,185187,1507,24546,598,10086,21650,1577,20073,"Davidson County, Tennessee",0,2927,3147,648,1992,577,2675,3881,882,3639
"G4700590","2017","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",,,,,,,,,,,"Greene County, Tennessee",,,,,,,,,,
"G4700650","2017","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",361613,273702,68670,647,8498,0,4832,5264,84,5180,"Hamilton County, Tennessee",0,1953,2336,297,152,208,2640,1659,130,1651
"G4700930","2017","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",461860,393661,41214,951,11527,0,6654,7853,304,7549,"Knox County, Tennessee",0,2190,1708,500,640,208,2323,1817,228,1816
"G4701130","2017","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",,,,,,,,,,,"Madison County, Tennessee",,,,,,,,,,
"G4701190","2017","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",92163,77627,10249,0,1048,148,1081,2010,0,2010,"Maury County, Tennessee",0,1127,1257,208,208,192,1205,1162,208,1162
"G4701250","2017","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",200182,141330,39184,792,3663,871,3115,11227,1290,9937,"Montgomery County, Tennessee",0,1991,2792,272,708,173,1271,2454,946,2309
"G4701410","2017","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",77674,72346,1939,322,1177,0,919,971,86,885,"Putnam County, Tennessee",0,889,381,285,111,208,847,618,169,586
"G4701470","2017","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",70177,60959,4538,608,337,258,1653,1824,645,1179,"Robertson County, Tennessee",0,920,792,463,205,372,1193,771,532,576
"G4701490","2017","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",317157,247022,47146,818,10840,0,1804,9527,593,8934,"Rutherford County, Tennessee",0,1347,2489,562,989,208,1005,2737,626,2710
"G4701550","2017","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",,,,,,,,,,,"Sevier County, Tennessee",,,,,,,,,,
"G4701570","2017","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",936961,366230,501621,1514,23830,1917,26413,15436,1005,14431,"Shelby County, Tennessee",0,4580,3873,780,1606,2513,4448,3574,627,3441
"G4701630","2017","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",157158,147979,2926,241,839,93,1321,3759,423,3336,"Sullivan County, Tennessee",0,1037,703,297,300,151,976,898,460,793
"G4701650","2017","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",183545,161227,13745,880,2497,89,1838,3269,0,3269,"Sumner County, Tennessee",0,1157,1057,313,494,156,938,1363,208,1363
"G4701790","2017","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",127806,116058,5985,206,2386,0,792,2379,276,2103,"Washington County, Tennessee",0,1078,1061,293,278,208,863,828,388,670
"G4701870","2017","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",226257,201922,9027,277,9301,0,844,4886,166,4720,"Williamson County, Tennessee",0,569,1034,380,1427,208,759,1758,226,1731
"G4701890","2017","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",136442,119705,9937,178,2776,107,2040,1699,154,1545,"Wilson County, Tennessee",0,1611,662,167,177,196,1602,647,214,615
"G4800050","2017","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",87805,70197,13998,225,1050,0,1852,483,253,230,"Angelina County, Texas",0,1304,319,276,225,225,1152,440,336,244
"G4800210","2017","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",84761,60565,7170,295,648,0,14870,1213,199,1014,"Bastrop County, Texas",0,4566,964,231,227,225,4638,460,188,406
"G4800270","2017","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",347833,221697,81137,2453,11321,2678,10864,17683,2856,14827,"Bell County, Texas",0,5244,3281,1578,1258,526,3631,3003,1289,2596
"G4800290","2017","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",1958578,1544827,152183,8639,51987,2543,130730,67669,15514,52155,"Bexar County, Texas",0,11888,5828,1877,3638,685,10886,7433,2586,7149
"G4800370","2017","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",94012,65602,23468,1095,711,0,740,2396,397,1999,"Bowie County, Texas",0,696,883,211,437,225,432,1172,556,1062
"G4800390","2017","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",362457,257337,51676,3208,23253,46,16343,10594,843,9751,"Brazoria County, Texas",0,5562,3055,1743,2049,85,4002,3774,569,3762
"G4800410","2017","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",222830,172921,23788,598,13105,33,5820,6565,1191,5374,"Brazos County, Texas",0,2436,1004,529,977,60,2072,1438,764,1362
"G4800610","2017","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",423725,397815,1564,1128,3190,0,16706,3322,2547,775,"Cameron County, Texas",0,4645,483,375,166,225,3237,2918,2880,485
"G4800850","2017","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",969603,670746,94354,4280,142921,598,23959,32745,6033,26712,"Collin County, Texas",0,6077,2008,1009,2600,202,4960,4784,2419,4441
"G4800910","2017","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",141009,130852,2610,459,1791,0,2138,3159,721,2438,"Comal County, Texas",0,1418,485,349,255,225,1022,907,562,620
"G4800990","2017","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",74913,54389,10851,1258,1750,627,985,5053,423,4630,"Coryell County, Texas",0,929,1208,821,300,225,613,1109,430,1065
"G4801130","2017","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",2618148,1618292,591052,9294,167282,1107,163582,67539,16507,51032,"Dallas County, Texas",0,14779,6412,2147,2734,695,13879,6368,3939,4494
"G4801210","2017","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",836210,626105,81973,4401,73861,566,20383,28921,6193,22728,"Denton County, Texas",0,5693,3109,1362,2220,355,5101,4280,1902,3771
"G4801350","2017","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",157087,117040,6779,764,1942,277,24966,5319,1243,4076,"Ector County, Texas",0,4662,990,714,492,434,4552,1845,724,1739
"G4801390","2017","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",173620,142527,15404,897,1333,216,4623,8620,363,8257,"Ellis County, Texas",0,2709,1819,462,387,266,1493,3125,303,3099
"G4801410","2017","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",840410,628407,27504,4740,10834,812,146806,21307,5843,15464,"El Paso County, Texas",0,14249,1903,928,1271,696,13687,3859,1955,3615
"G4801570","2017","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",764828,400091,156794,964,158051,0,32140,16788,5626,11162,"Fort Bend County, Texas",0,8688,2036,869,1891,225,8732,4054,2185,3180
"G4801670","2017","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",335036,264334,42382,1461,12444,261,4424,9730,1062,8668,"Galveston County, Texas",0,3147,2452,808,559,353,2114,2379,698,2162
"G4801810","2017","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",131140,115225,7174,1626,2122,33,971,3989,154,3835,"Grayson County, Texas",0,693,994,531,265,61,527,1252,159,1257
"G4801830","2017","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",123367,92085,24601,182,1408,375,1717,2999,140,2859,"Gregg County, Texas",0,1157,1164,219,682,620,1139,1265,218,1238
"G4801870","2017","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",159659,112143,14081,293,2585,224,24722,5611,1791,3820,"Guadalupe County, Texas",0,4282,1196,310,618,358,4186,1442,1026,1049
"G4802010","2017","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",4652980,2969448,880266,18632,329588,2930,340142,111974,20269,91705,"Harris County, Texas",0,24817,8498,3159,4438,866,24537,12225,3620,11890
"G4802030","2017","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",66661,48035,13979,232,564,0,1978,1873,1201,672,"Harrison County, Texas",0,1956,437,250,225,225,1948,1684,1545,516
"G4802090","2017","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",214485,187859,9325,1137,3218,123,6495,6328,1920,4408,"Hays County, Texas",0,2742,1266,987,781,214,2105,2312,1373,1837
"G4802130","2017","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",81064,71898,5190,662,995,0,1620,699,245,454,"Henderson County, Texas",0,1180,1286,286,1289,225,1101,477,350,295
"G4802150","2017","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",860661,746379,4816,1726,9017,427,81211,17085,13286,3799,"Hidalgo County, Texas",0,12201,640,1138,419,449,10415,5951,6050,1816
"G4802310","2017","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",93872,75429,6257,1145,1189,113,6732,3007,290,2717,"Hunt County, Texas",0,1996,1196,319,358,137,2011,1225,291,1270
"G4802450","2017","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",256299,148171,86581,624,9954,225,5154,5590,2040,3550,"Jefferson County, Texas",0,3344,1203,522,504,276,1891,3480,2511,2391
"G4802510","2017","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",167301,154239,6910,312,1446,152,1292,2950,85,2865,"Johnson County, Texas",0,1267,555,269,493,246,678,1074,108,1065
"G4802570","2017","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",122883,100421,13642,601,1340,249,3432,3198,485,2713,"Kaufman County, Texas",0,1968,782,584,581,366,1610,1439,578,1283
"G4802910","2017","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",83658,64996,8749,356,334,22,8692,509,56,453,"Liberty County, Texas",0,3036,514,433,257,40,3026,397,83,384
"G4803030","2017","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",305225,254691,22805,3202,7070,259,10804,6394,1564,4830,"Lubbock County, Texas",0,4415,1230,1463,828,300,3476,1445,771,1257
"G4803090","2017","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",251259,195426,36205,1849,4383,44,9531,3821,715,3106,"McLennan County, Texas",0,2505,1302,1533,421,79,2345,969,419,916
"G4803290","2017","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",165049,139975,11334,652,3560,0,8106,1422,390,1032,"Midland County, Texas",0,3064,946,633,535,225,2740,633,373,595
"G4803390","2017","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",570934,494271,29571,1670,18574,73,15963,10812,2354,8458,"Montgomery County, Texas",0,5173,1207,1012,860,126,4820,2240,1300,1780
"G4803470","2017","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",65580,48180,11812,1424,803,0,1246,2115,0,2115,"Nacogdoches County, Texas",0,2114,1861,1407,340,225,1013,1172,225,1172
"G4803550","2017","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",361221,328098,12992,1959,7659,137,4944,5432,2209,3223,"Nueces County, Texas",0,2113,864,593,485,229,1605,1383,1053,1061
"G4803610","2017","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",85047,74132,7734,0,977,0,979,1225,61,1164,"Orange County, Texas",0,831,925,225,245,225,837,960,84,966
"G4803670","2017","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",133463,125928,1391,756,394,290,1160,3544,209,3335,"Parker County, Texas",0,979,878,483,267,468,611,1041,229,984
"G4803750","2017","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",120458,94792,11990,619,6351,144,2936,3626,811,2815,"Potter County, Texas",0,1702,667,261,883,229,1509,1525,506,1367
"G4803810","2017","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",134442,117074,4015,236,1539,87,4716,6775,1190,5585,"Randall County, Texas",0,2382,639,227,973,154,1925,2301,615,2178
"G4803970","2017","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",96788,80338,6455,425,2158,0,4795,2617,813,1804,"Rockwall County, Texas",0,2464,363,226,741,225,2417,1339,814,907
"G4804090","2017","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",67215,61367,2326,17,319,84,1233,1869,557,1312,"San Patricio County, Texas",0,1169,506,34,365,141,653,1136,551,999
"G4804230","2017","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",227727,176821,39238,591,4101,0,2969,4007,557,3450,"Smith County, Texas",0,1649,1460,274,294,225,1518,1468,495,1414
"G4804390","2017","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",2054475,1365771,339056,8583,110399,3761,165880,61025,9455,51570,"Tarrant County, Texas",0,14012,5347,2621,4099,568,14447,6663,2404,6040
"G4804410","2017","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",136290,99197,11176,1033,3133,253,18933,2565,745,1820,"Taylor County, Texas",0,2635,996,791,335,433,2972,1012,505,858
"G4804510","2017","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",118019,95656,5472,514,1308,108,12863,2098,175,1923,"Tom Green County, Texas",0,3181,763,455,536,174,3229,989,189,977
"G4804530","2017","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",1226698,866322,101281,7940,82866,244,124347,43698,7643,36055,"Travis County, Texas",0,12189,4395,2557,2716,286,12654,5932,2941,4870
"G4804690","2017","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",92084,80491,6252,519,415,0,2353,2054,151,1903,"Victoria County, Texas",0,1567,710,819,533,225,1082,973,156,954
"G4804710","2017","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",72245,52949,16575,922,464,0,366,969,322,647,"Walker County, Texas",0,485,1186,1070,451,225,313,646,380,540
"G4804790","2017","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",274794,263746,659,569,1562,93,7249,916,314,602,"Webb County, Texas",0,1912,446,492,473,159,1898,467,329,322
