GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFR5E001,AFR5E002,AFR5E003,NAME_M,AFR5M001,AFR5M002,AFR5M003
"G3400390","2016","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",201961,187922,14039,"Union County, New Jersey",716,1953,1857
"G3400410","2016","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",45445,40512,4933,"Warren County, New Jersey",305,1219,1208
"G3500010","2016","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",289854,262328,27526,"Bernalillo County, New Mexico",530,2956,2955
"G3500050","2016","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",26717,22516,4201,"Chaves County, New Mexico",385,1187,1094
"G3500130","2016","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",85228,75759,9469,"Doña Ana County, New Mexico",412,2038,1991
"G3500250","2016","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",25981,20793,5188,"Lea County, New Mexico",364,1247,1176
"G3500310","2016","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",25722,20061,5661,"McKinley County, New Mexico",103,676,675
"G3500350","2016","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",30916,22384,8532,"Otero County, New Mexico",578,1623,1485
"G3500430","2016","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",55241,49821,5420,"Sandoval County, New Mexico",327,1240,1184
"G3500450","2016","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",49665,43093,6572,"San Juan County, New Mexico",428,976,975
"G3500490","2016","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",71875,60096,11779,"Santa Fe County, New Mexico",540,1582,1544
"G3500610","2016","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",30284,26575,3709,"Valencia County, New Mexico",201,1081,1067
"G3600010","2016","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",139522,125329,14193,"Albany County, New York",785,2110,2018
"G3600050","2016","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",525788,498539,27249,"Bronx County, New York",1211,3078,2828
"G3600070","2016","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",89618,76957,12661,"Broome County, New York",872,2045,1837
"G3600090","2016","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",40931,31409,9522,"Cattaraugus County, New York",298,1137,1120
"G3600110","2016","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",36463,30966,5497,"Cayuga County, New York",486,1110,983
"G3600130","2016","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",66566,51705,14861,"Chautauqua County, New York",402,1835,1750
"G3600150","2016","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",38323,34418,3905,"Chemung County, New York",591,1411,1228
"G3600190","2016","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",36025,30624,5401,"Clinton County, New York",432,1203,1124
"G3600270","2016","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",119291,108200,11091,"Dutchess County, New York",1405,2382,1845
"G3600290","2016","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",422428,380473,41955,"Erie County, New York",1272,3446,3354
"G3600450","2016","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",59116,41415,17701,"Jefferson County, New York",367,1556,1566
"G3600470","2016","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",1031125,941871,89254,"Kings County, New York",1844,4738,4618
"G3600510","2016","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",27361,23904,3457,"Livingston County, New York",521,915,891
"G3600530","2016","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",31804,25612,6192,"Madison County, New York",323,1346,1353
"G3600550","2016","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",326652,299224,27428,"Monroe County, New York",1288,3017,2663
"G3600590","2016","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",466987,440785,26202,"Nassau County, New York",1031,2860,2588
"G3600610","2016","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",875990,748293,127697,"New York County, New York",2129,8650,8284
"G3600630","2016","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",99122,86786,12336,"Niagara County, New York",453,2310,2221
"G3600650","2016","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",103763,87929,15834,"Oneida County, New York",625,2138,1917
"G3600670","2016","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",205492,182984,22508,"Onondaga County, New York",1077,3063,2673
"G3600690","2016","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",50328,45187,5141,"Ontario County, New York",341,1314,1240
"G3600710","2016","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",141147,124365,16782,"Orange County, New York",805,2193,2094
"G3600750","2016","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",53673,44633,9040,"Oswego County, New York",403,1313,1273
"G3600790","2016","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",38328,34762,3566,"Putnam County, New York",450,1247,1154
"G3600810","2016","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",851576,761819,89757,"Queens County, New York",1116,5689,5245
"G3600830","2016","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",71946,62816,9130,"Rensselaer County, New York",518,1588,1444
"G3600850","2016","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",179391,164289,15102,"Richmond County, New York",474,2449,2367
"G3600870","2016","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",105171,99257,5914,"Rockland County, New York",374,1652,1587
"G3600890","2016","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",52386,40479,11907,"St. Lawrence County, New York",741,1519,1334
"G3600910","2016","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",104117,93703,10414,"Saratoga County, New York",413,1741,1703
"G3600930","2016","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",68492,48720,19772,"Schenectady County, New York",418,1926,1944
"G3601010","2016","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",48703,38458,10245,"Steuben County, New York",280,1164,1164
"G3601030","2016","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",570952,474311,96641,"Suffolk County, New York",777,4927,4892
"G3601050","2016","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",49896,25031,24865,"Sullivan County, New York",363,1701,1749
"G3601090","2016","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",42445,37683,4762,"Tompkins County, New York",780,1516,1277
"G3601110","2016","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",83934,68298,15636,"Ulster County, New York",686,2281,2033
"G3601130","2016","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",39384,28841,10543,"Warren County, New York",141,1133,1139
"G3601170","2016","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",41545,37496,4049,"Wayne County, New York",311,901,861
"G3601190","2016","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",369652,342216,27436,"Westchester County, New York",996,2884,2910
"G3700010","2016","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",69164,64369,4795,"Alamance County, North Carolina",287,1213,1228
"G3700190","2016","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",85172,54331,30841,"Brunswick County, North Carolina",389,2247,2172
"G3700210","2016","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",117686,103127,14559,"Buncombe County, North Carolina",625,2304,2272
"G3700230","2016","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",40654,35211,5443,"Burke County, North Carolina",591,1403,1332
"G3700250","2016","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",77421,70438,6983,"Cabarrus County, North Carolina",289,1600,1611
"G3700270","2016","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",37750,32911,4839,"Caldwell County, North Carolina",218,1167,1151
"G3700310","2016","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",49368,27506,21862,"Carteret County, North Carolina",136,1324,1328
"G3700350","2016","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",68334,61618,6716,"Catawba County, North Carolina",295,1514,1470
"G3700370","2016","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",31111,28568,2543,"Chatham County, North Carolina",150,986,976
"G3700450","2016","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",43178,36405,6773,"Cleveland County, North Carolina",159,1576,1565
"G3700490","2016","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",46407,40297,6110,"Craven County, North Carolina",431,1433,1329
"G3700510","2016","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",145299,124014,21285,"Cumberland County, North Carolina",689,2304,2173
"G3700570","2016","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",73639,62695,10944,"Davidson County, North Carolina",213,2000,2009
"G3700630","2016","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",133491,123697,9794,"Durham County, North Carolina",695,1908,1935
"G3700670","2016","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",163285,146219,17066,"Forsyth County, North Carolina",748,2576,2475
"G3700710","2016","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",91553,82982,8571,"Gaston County, North Carolina",301,1245,1191
"G3700810","2016","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",226748,201520,25228,"Guilford County, North Carolina",887,3172,3149
"G3700850","2016","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",50611,43960,6651,"Harnett County, North Carolina",225,1230,1236
"G3700890","2016","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",56647,47791,8856,"Henderson County, North Carolina",212,1641,1657
"G3700970","2016","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",72167,65037,7130,"Iredell County, North Carolina",138,1312,1317
"G3701010","2016","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",72426,66254,6172,"Johnston County, North Carolina",209,1768,1752
"G3701090","2016","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",34624,31588,3036,"Lincoln County, North Carolina",214,1071,1079
"G3701190","2016","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",435023,399504,35519,"Mecklenburg County, North Carolina",720,3382,3274
"G3701250","2016","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",46292,38786,7506,"Moore County, North Carolina",211,1543,1554
"G3701270","2016","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",42566,35409,7157,"Nash County, North Carolina",217,1755,1712
"G3701290","2016","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",108874,92808,16066,"New Hanover County, North Carolina",507,2055,1993
"G3701330","2016","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",77793,61766,16027,"Onslow County, North Carolina",434,2212,2181
"G3701350","2016","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",56964,50203,6761,"Orange County, North Carolina",696,1789,1635
"G3701470","2016","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",77909,70019,7890,"Pitt County, North Carolina",529,1853,1810
"G3701510","2016","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",61545,56793,4752,"Randolph County, North Carolina",229,1278,1225
"G3701550","2016","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",52157,45123,7034,"Robeson County, North Carolina",285,984,941
"G3701570","2016","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",43710,38163,5547,"Rockingham County, North Carolina",211,1477,1469
"G3701590","2016","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",60797,50138,10659,"Rowan County, North Carolina",395,2034,1952
"G3701610","2016","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",34100,26982,7118,"Rutherford County, North Carolina",267,1319,1293
"G3701710","2016","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",33710,28261,5449,"Surry County, North Carolina",182,1086,1078
"G3701790","2016","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",79391,74763,4628,"Union County, North Carolina",252,1121,1087
"G3701830","2016","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",420486,387771,32715,"Wake County, North Carolina",948,4888,4816
"G3701910","2016","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",53400,47240,6160,"Wayne County, North Carolina",284,1353,1339
"G3701930","2016","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",33112,28771,4341,"Wilkes County, North Carolina",171,1344,1312
"G3701950","2016","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",35881,30897,4984,"Wilson County, North Carolina",298,1331,1212
"G3800150","2016","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",41977,39075,2902,"Burleigh County, North Dakota",308,1081,1017
"G3800170","2016","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",80252,76206,4046,"Cass County, North Dakota",393,1441,1337
"G3800350","2016","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",32630,30045,2585,"Grand Forks County, North Dakota",456,1069,899
"G3801010","2016","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",32812,27803,5009,"Ward County, North Dakota",294,1490,1505
"G3900030","2016","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",44804,39982,4822,"Allen County, Ohio",386,1213,1172
"G3900070","2016","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",45790,38728,7062,"Ashtabula County, Ohio",329,1250,1249
"G3900090","2016","OH",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,"05000US39009","Athens County, Ohio",26339,21732,4607,"Athens County, Ohio",451,1142,977
"G3900130","2016","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",31999,27240,4759,"Belmont County, Ohio",381,929,851
"G3900170","2016","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",150649,137314,13335,"Butler County, Ohio",527,2256,2170
"G3900230","2016","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",61032,54548,6484,"Clark County, Ohio",455,1391,1243
"G3900250","2016","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",82193,77925,4268,"Clermont County, Ohio",511,1403,1265
"G3900290","2016","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",46407,41469,4938,"Columbiana County, Ohio",389,1478,1473
"G3900350","2016","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",617533,534355,83178,"Cuyahoga County, Ohio",955,4530,4419
"G3900410","2016","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",71420,68617,2803,"Delaware County, Ohio",323,1091,1006
"G3900430","2016","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",37671,30682,6989,"Erie County, Ohio",248,1432,1386
"G3900450","2016","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",60273,55614,4659,"Fairfield County, Ohio",415,1284,1271
"G3900490","2016","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",549417,502932,46485,"Franklin County, Ohio",1312,4081,3640
"G3900550","2016","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",36904,35519,1385,"Geauga County, Ohio",144,658,648
"G3900570","2016","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",69568,63908,5660,"Greene County, Ohio",604,1457,1344
"G3900610","2016","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",377743,335907,41836,"Hamilton County, Ohio",818,3583,3536
"G3900630","2016","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",33767,31693,2074,"Hancock County, Ohio",258,936,889
"G3900810","2016","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",32326,26971,5355,"Jefferson County, Ohio",304,1186,1129
"G3900850","2016","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",102463,96325,6138,"Lake County, Ohio",363,1424,1434
"G3900890","2016","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",70224,62898,7326,"Licking County, Ohio",441,1554,1541
"G3900930","2016","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",129900,117871,12029,"Lorain County, Ohio",628,2165,2128
"G3900950","2016","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",202434,180217,22217,"Lucas County, Ohio",778,2346,2322
"G3900990","2016","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",111124,96998,14126,"Mahoning County, Ohio",774,2259,2029
"G3901010","2016","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",27762,25114,2648,"Marion County, Ohio",1484,1713,857
"G3901030","2016","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",71706,67812,3894,"Medina County, Ohio",218,1365,1377
"G3901090","2016","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",44165,41313,2852,"Miami County, Ohio",160,1173,1144
"G3901130","2016","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",254265,223131,31134,"Montgomery County, Ohio",1021,3179,2889
"G3901190","2016","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",37651,34169,3482,"Muskingum County, Ohio",294,1315,1310
"G3901330","2016","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",68457,62468,5989,"Portage County, Ohio",555,1678,1491
"G3901390","2016","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",54001,48437,5564,"Richland County, Ohio",522,1420,1288
"G3901410","2016","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",31675,28710,2965,"Ross County, Ohio",415,1156,1068
"G3901450","2016","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",34126,29904,4222,"Scioto County, Ohio",428,1206,1157
"G3901510","2016","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",165966,152129,13837,"Stark County, Ohio",612,1952,1836
"G3901530","2016","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",245176,222202,22974,"Summit County, Ohio",705,2934,2903
"G3901550","2016","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",95215,85799,9416,"Trumbull County, Ohio",350,1744,1695
"G3901570","2016","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",39856,34968,4888,"Tuscarawas County, Ohio",130,1304,1305
"G3901650","2016","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",85634,82404,3230,"Warren County, Ohio",399,1178,1079
"G3901690","2016","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",46173,43277,2896,"Wayne County, Ohio",273,1009,995
"G3901730","2016","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",53431,50175,3256,"Wood County, Ohio",618,1221,1055
"G4000170","2016","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",48039,44235,3804,"Canadian County, Oklahoma",311,1000,928
"G4000270","2016","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",113531,105102,8429,"Cleveland County, Oklahoma",877,2170,1799
"G4000310","2016","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",51740,42986,8754,"Comanche County, Oklahoma",650,1636,1454
"G4000370","2016","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",30272,25658,4614,"Creek County, Oklahoma",150,635,619
"G4001010","2016","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",30928,26000,4928,"Muskogee County, Oklahoma",365,853,758
"G4001090","2016","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",337587,300690,36897,"Oklahoma County, Oklahoma",1406,3262,3255
"G4001190","2016","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",35931,30657,5274,"Payne County, Oklahoma",455,1115,1127
"G4001250","2016","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",29735,25547,4188,"Pottawatomie County, Oklahoma",406,769,655
"G4001310","2016","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",37318,34130,3188,"Rogers County, Oklahoma",288,645,556
"G4001430","2016","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",281921,254473,27448,"Tulsa County, Oklahoma",551,1476,1448
"G4001450","2016","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",31535,28289,3246,"Wagoner County, Oklahoma",73,618,598
"G4100030","2016","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",37792,34543,3249,"Benton County, Oregon",565,1077,982
