GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RP8E001,RP8E002,RP8E003,NAME_M,RP8M001,RP8M002,RP8M003
"G0400190","2005-2009","AZ",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04019","Pima County, Arizona",419647,370264,49383,"Pima County, Arizona",797,1722,1622
"G0400210","2005-2009","AZ",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04021","Pinal County, Arizona",133597,108345,25252,"Pinal County, Arizona",789,1442,1370
"G0400230","2005-2009","AZ",,,"Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04023","Santa Cruz County, Arizona",16727,11075,5652,"Santa Cruz County, Arizona",77,515,516
"G0400250","2005-2009","AZ",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04025","Yavapai County, Arizona",103628,85707,17921,"Yavapai County, Arizona",594,1179,978
"G0400270","2005-2009","AZ",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04027","Yuma County, Arizona",86878,70289,16589,"Yuma County, Arizona",300,1042,947
"G0500010","2005-2009","AR",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05001","Arkansas County, Arkansas",9932,8388,1544,"Arkansas County, Arkansas",165,272,248
"G0500030","2005-2009","AR",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05003","Ashley County, Arkansas",11076,9444,1632,"Ashley County, Arkansas",379,501,303
"G0500050","2005-2009","AR",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05005","Baxter County, Arkansas",21276,18016,3260,"Baxter County, Arkansas",163,416,382
"G0500070","2005-2009","AR",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05007","Benton County, Arkansas",83084,73877,9207,"Benton County, Arkansas",235,882,876
"G0500090","2005-2009","AR",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05009","Boone County, Arkansas",16213,13846,2367,"Boone County, Arkansas",146,365,338
"G0500110","2005-2009","AR",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05011","Bradley County, Arkansas",5998,4922,1076,"Bradley County, Arkansas",803,857,203
"G0500130","2005-2009","AR",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05013","Calhoun County, Arkansas",3158,2284,874,"Calhoun County, Arkansas",17,156,158
"G0500150","2005-2009","AR",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05015","Carroll County, Arkansas",12542,10780,1762,"Carroll County, Arkansas",154,323,292
"G0500170","2005-2009","AR",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05017","Chicot County, Arkansas",6188,5156,1032,"Chicot County, Arkansas",128,271,212
"G0500190","2005-2009","AR",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05019","Clark County, Arkansas",10765,8691,2074,"Clark County, Arkansas",1080,1125,255
"G0500210","2005-2009","AR",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05021","Clay County, Arkansas",8735,7163,1572,"Clay County, Arkansas",26,245,251
"G0500230","2005-2009","AR",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05023","Cleburne County, Arkansas",14708,10145,4563,"Cleburne County, Arkansas",464,555,339
"G0500250","2005-2009","AR",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05025","Cleveland County, Arkansas",4031,3370,661,"Cleveland County, Arkansas",19,136,136
"G0500270","2005-2009","AR",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05027","Columbia County, Arkansas",11983,10266,1717,"Columbia County, Arkansas",208,354,290
"G0500290","2005-2009","AR",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05029","Conway County, Arkansas",9401,8185,1216,"Conway County, Arkansas",62,210,195
"G0500310","2005-2009","AR",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05031","Craighead County, Arkansas",38971,35159,3812,"Craighead County, Arkansas",318,572,525
"G0500330","2005-2009","AR",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05033","Crawford County, Arkansas",23343,21350,1993,"Crawford County, Arkansas",121,388,362
"G0500350","2005-2009","AR",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05035","Crittenden County, Arkansas",22722,20004,2718,"Crittenden County, Arkansas",132,373,360
"G0500370","2005-2009","AR",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05037","Cross County, Arkansas",8523,7169,1354,"Cross County, Arkansas",90,295,255
"G0500390","2005-2009","AR",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05039","Dallas County, Arkansas",4533,3297,1236,"Dallas County, Arkansas",166,278,210
"G0500410","2005-2009","AR",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05041","Desha County, Arkansas",6907,5769,1138,"Desha County, Arkansas",23,187,188
"G0500430","2005-2009","AR",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05043","Drew County, Arkansas",8860,7704,1156,"Drew County, Arkansas",237,302,240
"G0500450","2005-2009","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05045","Faulkner County, Arkansas",41895,38552,3343,"Faulkner County, Arkansas",327,484,393
"G0500470","2005-2009","AR",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05047","Franklin County, Arkansas",8008,6800,1208,"Franklin County, Arkansas",79,281,262
"G0500490","2005-2009","AR",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05049","Fulton County, Arkansas",6272,4461,1811,"Fulton County, Arkansas",129,289,264
"G0500510","2005-2009","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05051","Garland County, Arkansas",47052,38680,8372,"Garland County, Arkansas",379,778,671
"G0500530","2005-2009","AR",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05053","Grant County, Arkansas",7527,6558,969,"Grant County, Arkansas",94,246,216
"G0500550","2005-2009","AR",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05055","Greene County, Arkansas",17800,16392,1408,"Greene County, Arkansas",208,352,285
"G0500570","2005-2009","AR",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05057","Hempstead County, Arkansas",10687,8949,1738,"Hempstead County, Arkansas",555,658,317
"G0500590","2005-2009","AR",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05059","Hot Spring County, Arkansas",13950,11660,2290,"Hot Spring County, Arkansas",89,327,309
"G0500610","2005-2009","AR",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05061","Howard County, Arkansas",6581,5463,1118,"Howard County, Arkansas",169,238,192
"G0500630","2005-2009","AR",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05063","Independence County, Arkansas",15588,14431,1157,"Independence County, Arkansas",152,327,274
"G0500650","2005-2009","AR",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05065","Izard County, Arkansas",6936,5715,1221,"Izard County, Arkansas",183,227,213
"G0500670","2005-2009","AR",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05067","Jackson County, Arkansas",8169,6862,1307,"Jackson County, Arkansas",146,281,263
"G0500690","2005-2009","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05069","Jefferson County, Arkansas",35755,30168,5587,"Jefferson County, Arkansas",401,741,584
"G0500710","2005-2009","AR",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05071","Johnson County, Arkansas",10561,8911,1650,"Johnson County, Arkansas",175,319,241
"G0500730","2005-2009","AR",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05073","Lafayette County, Arkansas",4801,3130,1671,"Lafayette County, Arkansas",31,199,194
"G0500750","2005-2009","AR",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05075","Lawrence County, Arkansas",8325,7069,1256,"Lawrence County, Arkansas",310,404,226
"G0500770","2005-2009","AR",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05077","Lee County, Arkansas",5039,4204,835,"Lee County, Arkansas",99,217,203
"G0500790","2005-2009","AR",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05079","Lincoln County, Arkansas",5212,4314,898,"Lincoln County, Arkansas",122,215,175
"G0500810","2005-2009","AR",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05081","Little River County, Arkansas",6711,5513,1198,"Little River County, Arkansas",90,278,261
"G0500830","2005-2009","AR",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05083","Logan County, Arkansas",10307,8821,1486,"Logan County, Arkansas",38,293,286
"G0500850","2005-2009","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05085","Lonoke County, Arkansas",25244,23003,2241,"Lonoke County, Arkansas",202,349,326
"G0500870","2005-2009","AR",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05087","Madison County, Arkansas",6931,5440,1491,"Madison County, Arkansas",64,273,254
"G0500890","2005-2009","AR",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05089","Marion County, Arkansas",8878,6750,2128,"Marion County, Arkansas",86,312,284
"G0500910","2005-2009","AR",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05091","Miller County, Arkansas",19148,16600,2548,"Miller County, Arkansas",170,371,349
"G0500930","2005-2009","AR",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05093","Mississippi County, Arkansas",22804,18639,4165,"Mississippi County, Arkansas",147,463,416
"G0500950","2005-2009","AR",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05095","Monroe County, Arkansas",5271,3739,1532,"Monroe County, Arkansas",84,204,189
"G0500970","2005-2009","AR",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05097","Montgomery County, Arkansas",5338,3596,1742,"Montgomery County, Arkansas",25,217,220
"G0500990","2005-2009","AR",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05099","Nevada County, Arkansas",5762,4595,1167,"Nevada County, Arkansas",306,227,281
"G0501010","2005-2009","AR",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05101","Newton County, Arkansas",4521,3527,994,"Newton County, Arkansas",35,146,159
"G0501030","2005-2009","AR",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05103","Ouachita County, Arkansas",13730,11019,2711,"Ouachita County, Arkansas",180,425,356
"G0501050","2005-2009","AR",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05105","Perry County, Arkansas",4955,4060,895,"Perry County, Arkansas",20,144,144
"G0501070","2005-2009","AR",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05107","Phillips County, Arkansas",10969,8905,2064,"Phillips County, Arkansas",199,368,312
"G0501090","2005-2009","AR",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05109","Pike County, Arkansas",5822,4345,1477,"Pike County, Arkansas",55,210,205
"G0501110","2005-2009","AR",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05111","Poinsett County, Arkansas",11556,10163,1393,"Poinsett County, Arkansas",131,308,285
"G0501130","2005-2009","AR",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05113","Polk County, Arkansas",9678,7879,1799,"Polk County, Arkansas",162,291,253
"G0501150","2005-2009","AR",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05115","Pope County, Arkansas",24673,22207,2466,"Pope County, Arkansas",199,438,391
"G0501170","2005-2009","AR",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05117","Prairie County, Arkansas",4988,3868,1120,"Prairie County, Arkansas",110,206,172
"G0501190","2005-2009","AR",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05119","Pulaski County, Arkansas",174286,155631,18655,"Pulaski County, Arkansas",545,1118,900
"G0501210","2005-2009","AR",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05121","Randolph County, Arkansas",8797,7490,1307,"Randolph County, Arkansas",140,296,283
"G0501230","2005-2009","AR",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05123","St. Francis County, Arkansas",11714,9729,1985,"St. Francis County, Arkansas",171,354,301
"G0501250","2005-2009","AR",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05125","Saline County, Arkansas",40025,36828,3197,"Saline County, Arkansas",787,902,464
"G0501270","2005-2009","AR",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05127","Scott County, Arkansas",5156,4375,781,"Scott County, Arkansas",86,200,188
"G0501290","2005-2009","AR",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05129","Searcy County, Arkansas",4473,3344,1129,"Searcy County, Arkansas",77,173,169
"G0501310","2005-2009","AR",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05131","Sebastian County, Arkansas",52905,47336,5569,"Sebastian County, Arkansas",468,778,657
"G0501330","2005-2009","AR",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05133","Sevier County, Arkansas",6692,5774,918,"Sevier County, Arkansas",59,225,211
"G0501350","2005-2009","AR",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05135","Sharp County, Arkansas",9641,7049,2592,"Sharp County, Arkansas",148,304,300
"G0501370","2005-2009","AR",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05137","Stone County, Arkansas",6063,4578,1485,"Stone County, Arkansas",76,256,254
"G0501390","2005-2009","AR",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05139","Union County, Arkansas",21274,18098,3176,"Union County, Arkansas",242,478,416
"G0501410","2005-2009","AR",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05141","Van Buren County, Arkansas",9685,6750,2935,"Van Buren County, Arkansas",68,303,296
"G0501430","2005-2009","AR",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05143","Washington County, Arkansas",81599,73521,8078,"Washington County, Arkansas",427,883,718
"G0501450","2005-2009","AR",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05145","White County, Arkansas",30154,27758,2396,"White County, Arkansas",284,478,379
"G0501470","2005-2009","AR",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05147","Woodruff County, Arkansas",4215,3643,572,"Woodruff County, Arkansas",18,144,141
"G0501490","2005-2009","AR",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05149","Yell County, Arkansas",9664,7758,1906,"Yell County, Arkansas",111,278,239
"G0600010","2005-2009","CA",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06001","Alameda County, California",563011,520096,42915,"Alameda County, California",1265,2417,1849
"G0600030","2005-2009","CA",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06003","Alpine County, California",1752,444,1308,"Alpine County, California",54,76,63
"G0600050","2005-2009","CA",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06005","Amador County, California",17238,14364,2874,"Amador County, California",193,433,385
"G0600070","2005-2009","CA",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06007","Butte County, California",94743,85207,9536,"Butte County, California",385,974,876
"G0600090","2005-2009","CA",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06009","Calaveras County, California",26905,18153,8752,"Calaveras County, California",99,623,600
"G0600110","2005-2009","CA",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06011","Colusa County, California",7443,6690,753,"Colusa County, California",506,532,167
"G0600130","2005-2009","CA",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06013","Contra Costa County, California",391260,364336,26924,"Contra Costa County, California",788,1811,1427
"G0600150","2005-2009","CA",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06015","Del Norte County, California",11053,9750,1303,"Del Norte County, California",79,243,232
"G0600170","2005-2009","CA",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06017","El Dorado County, California",82227,65379,16848,"El Dorado County, California",171,773,760
"G0600190","2005-2009","CA",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06019","Fresno County, California",302935,278525,24410,"Fresno County, California",900,1502,1214
"G0600210","2005-2009","CA",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06021","Glenn County, California",10677,9558,1119,"Glenn County, California",31,297,288
"G0600230","2005-2009","CA",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06023","Humboldt County, California",58962,52520,6442,"Humboldt County, California",342,585,517
"G0600250","2005-2009","CA",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06025","Imperial County, California",52889,46405,6484,"Imperial County, California",170,591,570
"G0600270","2005-2009","CA",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06027","Inyo County, California",9131,7801,1330,"Inyo County, California",25,211,213
"G0600290","2005-2009","CA",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06029","Kern County, California",266880,239277,27603,"Kern County, California",848,1545,1326
"G0600310","2005-2009","CA",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06031","Kings County, California",41547,39263,2284,"Kings County, California",635,721,385
"G0600330","2005-2009","CA",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06033","Lake County, California",35070,25160,9910,"Lake County, California",148,655,653
"G0600350","2005-2009","CA",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06035","Lassen County, California",12809,10288,2521,"Lassen County, California",520,580,282
"G0600370","2005-2009","CA",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06037","Los Angeles County, California",3370108,3178266,191842,"Los Angeles County, California",2348,5803,5095
"G0600390","2005-2009","CA",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06039","Madera County, California",48192,41972,6220,"Madera County, California",444,811,641
"G0600410","2005-2009","CA",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06041","Marin County, California",108205,101086,7119,"Marin County, California",626,770,610
"G0600430","2005-2009","CA",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06043","Mariposa County, California",9797,7683,2114,"Mariposa County, California",177,412,358
"G0600450","2005-2009","CA",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06045","Mendocino County, California",38933,33967,4966,"Mendocino County, California",209,564,498
"G0600470","2005-2009","CA",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06047","Merced County, California",82040,73128,8912,"Merced County, California",274,783,695
"G0600490","2005-2009","CA",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06049","Modoc County, California",4874,3773,1101,"Modoc County, California",96,217,200
"G0600510","2005-2009","CA",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06051","Mono County, California",13381,5014,8367,"Mono County, California",79,478,484
"G0600530","2005-2009","CA",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06053","Monterey County, California",139331,125360,13971,"Monterey County, California",366,988,932
"G0600550","2005-2009","CA",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06055","Napa County, California",53041,48094,4947,"Napa County, California",751,852,589
"G0600570","2005-2009","CA",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06057","Nevada County, California",49626,39542,10084,"Nevada County, California",165,607,563
"G0600590","2005-2009","CA",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06059","Orange County, California",1028490,974001,54489,"Orange County, California",1140,2680,2269
"G0600610","2005-2009","CA",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06061","Placer County, California",143928,125046,18882,"Placer County, California",346,848,775
"G0600630","2005-2009","CA",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06063","Plumas County, California",14875,10050,4825,"Plumas County, California",150,518,502
"G0600650","2005-2009","CA",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06065","Riverside County, California",749255,645185,104070,"Riverside County, California",683,2792,2514
"G0600670","2005-2009","CA",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06067","Sacramento County, California",545330,503437,41893,"Sacramento County, California",907,2139,1817
"G0600690","2005-2009","CA",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06069","San Benito County, California",17814,16671,1143,"San Benito County, California",874,930,254
"G0600710","2005-2009","CA",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06071","San Bernardino County, California",676158,588796,87362,"San Bernardino County, California",771,2100,2025
"G0600730","2005-2009","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06073","San Diego County, California",1131045,1045259,85786,"San Diego County, California",1927,3277,2793
"G0600750","2005-2009","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06075","San Francisco County, California",358380,324185,34195,"San Francisco County, California",782,1671,1651
"G0600770","2005-2009","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County, California",225025,207667,17358,"San Joaquin County, California",1787,2161,1133
"G0600790","2005-2009","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County, California",115366,102663,12703,"San Luis Obispo County, California",764,1153,783
"G0600810","2005-2009","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06081","San Mateo County, California",266819,252860,13959,"San Mateo County, California",736,1160,963
"G0600830","2005-2009","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",151309,140502,10807,"Santa Barbara County, California",693,1051,857
"G0600850","2005-2009","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",613681,585424,28257,"Santa Clara County, California",1515,2236,1397
