GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,S25E001,S25E002,S25E003,NAME_M,S25M001,S25M002,S25M003
"G3400390","2013","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",200769,186951,13818,"Union County, New Jersey",422,1987,1952
"G3400410","2013","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",45161,41870,3291,"Warren County, New Jersey",231,1078,1076
"G3500010","2013","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",286121,258707,27414,"Bernalillo County, New Mexico",1650,3564,2792
"G3500050","2013","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",26571,23806,2765,"Chaves County, New Mexico",281,1086,1066
"G3500130","2013","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",83132,74898,8234,"Doña Ana County, New Mexico",416,2133,2083
"G3500250","2013","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",24898,22418,2480,"Lea County, New Mexico",343,792,708
"G3500310","2013","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",25646,18046,7600,"McKinley County, New Mexico",105,991,1000
"G3500350","2013","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",30775,23176,7599,"Otero County, New Mexico",506,1625,1510
"G3500430","2013","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",53485,47593,5892,"Sandoval County, New Mexico",221,1394,1378
"G3500450","2013","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",49245,37847,11398,"San Juan County, New Mexico",170,1570,1587
"G3500490","2013","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",71357,60405,10952,"Santa Fe County, New Mexico",518,1818,1770
"G3500610","2013","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",29963,25003,4960,"Valencia County, New Mexico",236,1346,1354
"G3600010","2013","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",137598,123251,14347,"Albany County, New York",861,2036,1856
"G3600050","2013","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",516474,481143,35331,"Bronx County, New York",1350,3463,2996
"G3600070","2013","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",89698,76714,12984,"Broome County, New York",547,1873,1762
"G3600090","2013","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",40799,32271,8528,"Cattaraugus County, New York",345,1035,988
"G3600110","2013","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",36243,30784,5459,"Cayuga County, New York",457,1123,944
"G3600130","2013","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",66496,54551,11945,"Chautauqua County, New York",462,1839,1763
"G3600150","2013","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",38264,35838,2426,"Chemung County, New York",441,983,873
"G3600190","2013","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",35745,31862,3883,"Clinton County, New York",418,914,827
"G3600270","2013","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",118648,107752,10896,"Dutchess County, New York",933,2132,1695
"G3600290","2013","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",419328,381927,37401,"Erie County, New York",1262,3915,3638
"G3600450","2013","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",58148,42466,15682,"Jefferson County, New York",344,1692,1665
"G3600470","2013","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",1006081,925489,80592,"Kings County, New York",1586,4942,4457
"G3600510","2013","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",27060,23853,3207,"Livingston County, New York",325,849,825
"G3600530","2013","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",31627,26518,5109,"Madison County, New York",363,1170,1130
"G3600550","2013","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",320960,298314,22646,"Monroe County, New York",1089,3558,3114
"G3600590","2013","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",466109,438588,27521,"Nassau County, New York",738,2909,2801
"G3600610","2013","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",852642,726357,126285,"New York County, New York",1821,8266,8087
"G3600630","2013","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",98879,87970,10909,"Niagara County, New York",474,1709,1674
"G3600650","2013","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",103566,89648,13918,"Oneida County, New York",1073,2072,1794
"G3600670","2013","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",203694,184316,19378,"Onondaga County, New York",1075,2473,2069
"G3600690","2013","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",48676,43028,5648,"Ontario County, New York",351,1307,1196
"G3600710","2013","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",138871,123977,14894,"Orange County, New York",696,2276,2220
"G3600750","2013","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",53445,45327,8118,"Oswego County, New York",370,1415,1355
"G3600790","2013","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",38215,32251,5964,"Putnam County, New York",316,1474,1490
"G3600810","2013","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",841254,784243,57011,"Queens County, New York",938,4427,4221
"G3600830","2013","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",71517,63981,7536,"Rensselaer County, New York",535,1648,1536
"G3600850","2013","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",178035,167629,10406,"Richmond County, New York",546,1823,1759
"G3600870","2013","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",104167,98294,5873,"Rockland County, New York",384,1337,1317
"G3600890","2013","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",51980,41299,10681,"St. Lawrence County, New York",724,1218,1152
"G3600910","2013","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",100683,90397,10286,"Saratoga County, New York",442,1708,1635
"G3600930","2013","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",68039,57526,10513,"Schenectady County, New York",384,1434,1396
"G3601010","2013","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",48626,41241,7385,"Steuben County, New York",235,1203,1174
"G3601030","2013","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",568986,496958,72028,"Suffolk County, New York",1016,4027,4049
"G3601050","2013","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",49309,27508,21801,"Sullivan County, New York",398,1768,1724
"G3601090","2013","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",41800,37524,4276,"Tompkins County, New York",716,1550,1392
"G3601110","2013","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",83477,68650,14827,"Ulster County, New York",711,2203,2006
"G3601130","2013","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",38807,27228,11579,"Warren County, New York",146,1265,1255
"G3601170","2013","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",40864,35349,5515,"Wayne County, New York",322,1397,1327
"G3601190","2013","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",369230,341755,27475,"Westchester County, New York",904,3400,3151
"G3700010","2013","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",67466,59200,8266,"Alamance County, North Carolina",260,1593,1594
"G3700190","2013","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",79382,48444,30938,"Brunswick County, North Carolina",235,2235,2214
"G3700210","2013","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",114567,100980,13587,"Buncombe County, North Carolina",633,2378,2286
"G3700230","2013","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",40423,34484,5939,"Burke County, North Carolina",487,1377,1339
"G3700250","2013","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",74017,65725,8292,"Cabarrus County, North Carolina",248,1727,1736
"G3700270","2013","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",37418,29255,8163,"Caldwell County, North Carolina",169,1556,1535
"G3700310","2013","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",48508,29961,18547,"Carteret County, North Carolina",145,1405,1389
"G3700350","2013","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",67469,58835,8634,"Catawba County, North Carolina",261,2003,1956
"G3700370","2013","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",29406,26593,2813,"Chatham County, North Carolina",168,1137,1129
"G3700450","2013","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",43067,38409,4658,"Cleveland County, North Carolina",194,1389,1371
"G3700490","2013","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",45541,39570,5971,"Craven County, North Carolina",401,1354,1300
"G3700510","2013","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",142352,125889,16463,"Cumberland County, North Carolina",700,1848,1767
"G3700570","2013","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",72461,63398,9063,"Davidson County, North Carolina",269,1824,1840
"G3700630","2013","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",125001,114946,10055,"Durham County, North Carolina",820,2105,1886
"G3700670","2013","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",159240,142991,16249,"Forsyth County, North Carolina",630,2416,2215
"G3700710","2013","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",89344,80175,9169,"Gaston County, North Carolina",400,1635,1525
"G3700810","2013","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",221356,199607,21749,"Guilford County, North Carolina",949,2868,2645
"G3700850","2013","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",48360,42464,5896,"Harnett County, North Carolina",204,977,999
"G3700890","2013","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",54920,47447,7473,"Henderson County, North Carolina",246,1688,1697
"G3700970","2013","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",69351,58106,11245,"Iredell County, North Carolina",161,1934,1917
"G3701010","2013","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",68783,61412,7371,"Johnston County, North Carolina",213,1845,1840
"G3701090","2013","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",33575,30124,3451,"Lincoln County, North Carolina",284,1086,1166
"G3701190","2013","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",410613,377213,33400,"Mecklenburg County, North Carolina",670,3399,3345
"G3701250","2013","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",44613,36502,8111,"Moore County, North Carolina",207,1507,1463
"G3701270","2013","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",42161,37913,4248,"Nash County, North Carolina",293,1272,1188
"G3701290","2013","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",103610,87148,16462,"New Hanover County, North Carolina",609,2299,2199
"G3701330","2013","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",74233,60764,13469,"Onslow County, North Carolina",417,2160,2147
"G3701350","2013","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",56097,51867,4230,"Orange County, North Carolina",757,1745,1446
"G3701470","2013","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",75943,67573,8370,"Pitt County, North Carolina",499,1633,1637
"G3701510","2013","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",60927,52337,8590,"Randolph County, North Carolina",226,1736,1732
"G3701550","2013","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",51970,45641,6329,"Robeson County, North Carolina",306,835,778
"G3701570","2013","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",43380,37261,6119,"Rockingham County, North Carolina",204,1362,1364
"G3701590","2013","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",59775,50249,9526,"Rowan County, North Carolina",313,1799,1763
"G3701610","2013","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",33651,26213,7438,"Rutherford County, North Carolina",224,1467,1510
"G3701710","2013","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",33326,30156,3170,"Surry County, North Carolina",176,850,858
"G3701790","2013","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",74686,69841,4845,"Union County, North Carolina",223,1506,1517
"G3701830","2013","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",392041,364717,27324,"Wake County, North Carolina",1248,4318,4057
"G3701910","2013","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",52786,46834,5952,"Wayne County, North Carolina",320,1317,1288
"G3701930","2013","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",32788,27557,5231,"Wilkes County, North Carolina",178,1356,1365
"G3701950","2013","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",35514,31657,3857,"Wilson County, North Carolina",231,962,972
"G3800150","2013","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",38484,36812,1672,"Burleigh County, North Dakota",301,930,855
"G3800170","2013","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",72503,68282,4221,"Cass County, North Dakota",356,1477,1376
"G3800350","2013","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",30272,28233,2039,"Grand Forks County, North Dakota",436,839,679
"G3801010","2013","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",30251,26680,3571,"Ward County, North Dakota",301,1152,1168
"G3900030","2013","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",44755,40359,4396,"Allen County, Ohio",418,1076,1005
"G3900070","2013","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",45751,39393,6358,"Ashtabula County, Ohio",359,1452,1395
"G3900130","2013","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",32104,28002,4102,"Belmont County, Ohio",306,876,785
"G3900170","2013","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",148575,134073,14502,"Butler County, Ohio",482,2641,2579
"G3900230","2013","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",61078,54372,6706,"Clark County, Ohio",343,1565,1572
"G3900250","2013","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",81394,73238,8156,"Clermont County, Ohio",323,1671,1658
"G3900290","2013","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",46552,40274,6278,"Columbiana County, Ohio",739,1726,1431
"G3900350","2013","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",617545,535088,82457,"Cuyahoga County, Ohio",941,4450,4210
"G3900410","2013","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",68408,65807,2601,"Delaware County, Ohio",335,864,867
"G3900430","2013","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",37604,33168,4436,"Erie County, Ohio",261,906,908
"G3900450","2013","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",59246,54886,4360,"Fairfield County, Ohio",305,1201,1146
"G3900490","2013","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",535139,476532,58607,"Franklin County, Ohio",1114,5090,4846
"G3900550","2013","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",36593,34280,2313,"Geauga County, Ohio",142,880,876
"G3900570","2013","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",68921,62236,6685,"Greene County, Ohio",594,1718,1506
"G3900610","2013","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",375993,334957,41036,"Hamilton County, Ohio",828,3317,3185
"G3900630","2013","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",33132,31732,1400,"Hancock County, Ohio",255,710,696
"G3900810","2013","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",32477,27814,4663,"Jefferson County, Ohio",397,1074,1019
"G3900850","2013","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",101383,92428,8955,"Lake County, Ohio",322,1568,1532
"G3900890","2013","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",69586,63267,6319,"Licking County, Ohio",395,1518,1457
"G3900930","2013","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",127944,116671,11273,"Lorain County, Ohio",427,2134,2043
"G3900950","2013","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",201597,177064,24533,"Lucas County, Ohio",782,2947,2828
"G3900990","2013","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",111168,97861,13307,"Mahoning County, Ohio",779,2217,1891
"G3901010","2013","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",27699,24084,3615,"Marion County, Ohio",344,1148,1163
"G3901030","2013","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",70058,65961,4097,"Medina County, Ohio",181,1276,1223
"G3901090","2013","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",44161,40970,3191,"Miami County, Ohio",155,1146,1132
"G3901130","2013","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",253873,220684,33189,"Montgomery County, Ohio",850,2852,2756
"G3901190","2013","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",37682,34207,3475,"Muskingum County, Ohio",263,1160,1138
"G3901330","2013","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",67727,61623,6104,"Portage County, Ohio",472,1390,1312
"G3901390","2013","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",54173,47847,6326,"Richland County, Ohio",587,1460,1357
"G3901410","2013","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",31705,28189,3516,"Ross County, Ohio",400,1195,1077
"G3901450","2013","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",33901,29356,4545,"Scioto County, Ohio",332,1176,1140
"G3901510","2013","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",164907,149919,14988,"Stark County, Ohio",541,2235,2187
"G3901530","2013","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",244655,219701,24954,"Summit County, Ohio",644,2671,2713
"G3901550","2013","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",95333,85623,9710,"Trumbull County, Ohio",325,1532,1522
"G3901570","2013","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",39862,34949,4913,"Tuscarawas County, Ohio",119,1325,1331
"G3901650","2013","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",82490,77173,5317,"Warren County, Ohio",771,1826,1662
"G3901690","2013","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",45727,43848,1879,"Wayne County, Ohio",297,710,731
"G3901730","2013","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",53575,49396,4179,"Wood County, Ohio",634,1434,1177
"G4000170","2013","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",46518,41819,4699,"Canadian County, Oklahoma",295,1210,1166
"G4000270","2013","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",108412,100126,8286,"Cleveland County, Oklahoma",695,1921,1700
"G4000310","2013","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",51420,43506,7914,"Comanche County, Oklahoma",475,1583,1522
"G4000370","2013","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",29744,25430,4314,"Creek County, Oklahoma",208,657,625
"G4001010","2013","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",30797,26529,4268,"Muskogee County, Oklahoma",326,824,779
"G4001090","2013","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",325357,290073,35284,"Oklahoma County, Oklahoma",1323,3460,3042
"G4001190","2013","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",34374,30026,4348,"Payne County, Oklahoma",481,1454,1313
"G4001250","2013","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",29426,25894,3532,"Pottawatomie County, Oklahoma",692,910,555
"G4001310","2013","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",35828,33316,2512,"Rogers County, Oklahoma",279,547,462
"G4001430","2013","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",274279,244173,30106,"Tulsa County, Oklahoma",585,2039,2021
"G4001450","2013","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",30307,27553,2754,"Wagoner County, Oklahoma",80,553,528
"G4100030","2013","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",36832,33609,3223,"Benton County, Oregon",405,1062,1031
"G4100050","2013","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",159153,150382,8771,"Clackamas County, Oregon",331,1976,2014
