GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ACK3E001,ACK3E002,ACK3E003,ACK3E004,ACK3E005,ACK3E006,ACK3E007,ACK3E008,ACK3E009,ACK3E010,NAME_M,ACK3M001,ACK3M002,ACK3M003,ACK3M004,ACK3M005,ACK3M006,ACK3M007,ACK3M008,ACK3M009,ACK3M010
"G34074630","2015","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",69149,48162,3594,0,3671,0,11434,2288,908,1380,"Union City city, New Jersey",38,2943,1366,197,1289,197,2631,1068,597,898
"G35002000","2015","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",559131,392079,20159,24876,13909,391,79019,28698,13388,15310,"Albuquerque city, New Mexico",54,8504,1981,2078,2169,336,8391,4511,3682,3033
"G35039380","2015","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",101644,89030,2923,1428,1954,0,3366,2943,561,2382,"Las Cruces city, New Mexico",29,2155,711,727,709,193,1774,1430,496,1329
"G35063460","2015","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",94155,69900,3129,2902,1162,250,12526,4286,1330,2956,"Rio Rancho city, New Mexico",37,3819,956,1178,512,388,3441,1426,828,1018
"G35070500","2015","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",84112,73333,931,1307,997,38,4539,2967,963,2004,"Santa Fe city, New Mexico",47,2103,248,487,472,63,1610,1270,952,870
"G36001000","2015","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",98452,55009,27825,597,7187,79,3340,4415,223,4192,"Albany city, New York",63,3429,2679,308,2197,128,1321,1505,212,1489
"G36008026","2015","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",63792,42265,7846,554,1211,0,7316,4600,443,4157,"Brentwood CDP, New York",7108,6353,2608,905,711,190,2868,3620,412,3592
"G36011000","2015","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",258066,122319,96162,1077,12822,123,15892,9671,1710,7961,"Buffalo city, New York",40,4210,3711,742,2459,145,2995,2428,1061,2469
"G36015000","2015","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",76075,62417,9498,88,1290,0,1451,1331,132,1199,"Cheektowaga CDP, New York",1778,2903,2378,147,750,190,1676,745,156,697
"G36049121","2015","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",68621,12498,48882,293,1497,0,4305,1146,673,473,"Mount Vernon city, New York",35,2051,3119,331,726,190,2203,881,607,554
"G36050617","2015","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",79838,42145,16317,5,3887,91,14673,2720,863,1857,"New Rochelle city, New York",41,3378,3305,10,1603,149,3768,1269,892,928
"G36051000","2015","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",8550405,3639914,2055137,35617,1205321,1864,1328369,284183,85121,199062,"New York city, New York",0,20829,14629,4412,8343,1094,23474,15637,8672,13007
"G36063000","2015","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",209808,99825,86974,2497,8132,0,4134,8246,1489,6757,"Rochester city, New York",35,4835,4185,977,1708,190,1281,2231,852,2103
"G36065508","2015","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",65299,37775,13310,145,3720,0,5846,4503,1684,2819,"Schenectady city, New York",26,2702,2219,172,1594,190,2223,1775,1273,1253
"G36073000","2015","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",144152,83779,40762,1018,8440,109,2842,7202,840,6362,"Syracuse city, New York",45,3526,2966,504,1678,124,1162,2059,434,2092
"G36084000","2015","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",201118,122998,34238,292,12932,82,23661,6915,1339,5576,"Yonkers city, New York",33,6434,4492,260,3224,138,4727,1838,882,1758
"G37002140","2015","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",88507,76861,8182,253,1517,0,321,1373,14,1359,"Asheville city, North Carolina",33,2451,2131,226,815,200,322,870,29,868
"G37010740","2015","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",160514,115843,13474,528,23885,0,2484,4300,200,4100,"Cary town, North Carolina",839,4502,3639,372,3616,200,1204,1749,173,1714
"G37012000","2015","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",827121,430362,285758,2749,50389,119,35860,21884,2433,19451,"Charlotte city, North Carolina",90,7592,6602,1020,1940,145,5858,3583,922,3449
"G37014100","2015","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",87693,59548,17128,86,3121,0,5444,2366,1410,956,"Concord city, North Carolina",26,4172,3369,116,1267,200,2073,1719,1636,638
"G37019000","2015","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",257598,120911,102819,974,13919,0,10428,8547,1813,6734,"Durham city, North Carolina",37,4833,3840,446,924,200,3253,2320,1548,1699
"G37022920","2015","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",201965,92468,82656,2036,5154,500,6031,13120,722,12398,"Fayetteville city, North Carolina",40,4041,3390,809,1144,378,1872,2300,525,2170
"G37025580","2015","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",74550,45292,21303,369,2279,0,4004,1303,0,1303,"Gastonia city, North Carolina",33,3288,2739,285,536,200,1966,935,200,935
"G37028000","2015","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",285344,137388,118163,685,11353,27,8996,8732,680,8052,"Greensboro city, North Carolina",42,5274,4659,396,2676,48,3568,2162,576,2176
"G37028080","2015","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",90588,48267,36364,274,2248,0,1276,2159,123,2036,"Greenville city, North Carolina",37,2929,2963,215,1132,200,1318,1008,200,953
"G37031400","2015","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",109828,54501,37090,218,9730,248,3558,4483,1033,3450,"High Point city, North Carolina",1528,3599,3811,181,2388,415,1631,1824,720,1726
"G37034200","2015","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",67363,46591,9854,414,2849,33,1857,5765,634,5131,"Jacksonville city, North Carolina",29,3257,2140,269,1744,50,1373,2056,827,1861
"G37055000","2015","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",451949,264843,133153,1681,20151,348,20227,11546,857,10689,"Raleigh city, North Carolina",682,8387,8580,710,3656,560,5149,3772,594,3767
"G37074440","2015","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",115947,87929,23226,182,2518,108,556,1428,15,1413,"Wilmington city, North Carolina",54,2712,2694,261,861,137,501,646,26,648
"G37075000","2015","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",241232,135068,84731,152,5272,276,10558,5175,648,4527,"Winston-Salem city, North Carolina",64,3739,3272,153,1180,463,3572,1320,499,1269
"G38007200","2015","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",70240,63521,1617,3038,769,0,73,1222,0,1222,"Bismarck city, North Dakota",2645,2636,159,952,184,151,127,713,151,713
"G38025700","2015","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",119250,104053,5480,1517,3853,0,970,3377,70,3307,"Fargo city, North Dakota",2406,3054,1373,682,1166,151,881,1306,123,1300
"G39001000","2015","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",197553,120353,59364,505,8006,0,210,9115,196,8919,"Akron city, Ohio",48,4168,4215,339,2641,187,207,2000,219,2044
"G39012000","2015","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",,,,,,,,,,,"Canton city, Ohio",,,,,,,,,,
"G39015000","2015","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",298537,154285,125995,521,6259,0,2179,9298,129,9169,"Cincinnati city, Ohio",49,5734,5980,339,1192,187,896,2578,118,2593
"G39016000","2015","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",388059,156443,196619,2652,8089,197,11263,12796,1775,11021,"Cleveland city, Ohio",59,6390,6318,1634,1742,252,2284,2740,679,2466
"G39018000","2015","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",849067,522370,235671,1490,42933,145,13819,32639,2518,30121,"Columbus city, Ohio",2488,8255,6828,542,3543,143,4027,4345,1160,4015
"G39021000","2015","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",140597,80076,51935,265,1548,15,319,6439,217,6222,"Dayton city, Ohio",40,3647,3432,274,676,26,246,1796,210,1731
"G39044856","2015","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",63651,42890,13001,277,308,52,3110,4013,383,3630,"Lorain city, Ohio",30,2968,2420,347,266,95,1684,1702,313,1633
"G39061000","2015","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",79943,74751,1559,303,889,38,685,1718,228,1490,"Parma city, Ohio",32,1955,942,351,426,66,742,1312,277,1293
"G39077000","2015","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",279778,174466,76791,740,5918,205,6817,14841,3080,11761,"Toledo city, Ohio",59,2882,2746,367,1537,213,1715,2768,1404,2488
"G39088000","2015","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",64609,30886,29899,428,200,0,683,2513,598,1915,"Youngstown city, Ohio",40,1788,1703,386,155,187,464,919,363,887
"G40009050","2015","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",107595,83866,4665,3529,3145,0,1128,11262,602,10660,"Broken Arrow city, Oklahoma",1758,2816,1253,863,1150,155,627,1613,435,1650
"G40023200","2015","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",90090,71800,3631,2273,3317,37,1134,7898,0,7898,"Edmond city, Oklahoma",35,3009,1995,936,1288,71,900,1857,155,1857
"G40041850","2015","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",96659,55870,20690,4510,3013,405,1815,10356,758,9598,"Lawton city, Oklahoma",25,2150,1619,1310,528,424,1401,2432,747,2302
"G40052500","2015","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",120297,96299,3687,3303,5341,65,1293,10309,186,10123,"Norman city, Oklahoma",51,2347,1232,1232,1435,88,805,1728,243,1705
"G40055000","2015","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",631263,426018,92592,18320,29486,545,22254,42048,3287,38761,"Oklahoma City city, Oklahoma",92,6469,5611,2160,2759,421,4315,5231,1229,5261
"G40075000","2015","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",403091,252987,61420,18979,14180,21,24063,31441,1755,29686,"Tulsa city, Oklahoma",968,4306,2354,2081,1369,36,2594,2431,713,2279
"G41005350","2015","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",96577,77453,1735,657,8321,151,4324,3936,276,3660,"Beaverton city, Oregon",33,3381,690,566,1942,184,3178,1547,456,1364
"G41005800","2015","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",87017,80551,334,378,1120,0,1108,3526,737,2789,"Bend city, Oregon",25,2087,391,448,561,197,766,1636,601,1465
"G41023850","2015","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",163448,136891,3589,1463,5931,264,4872,10438,192,10246,"Eugene city, Oregon",52,3109,1405,804,1242,230,2161,2175,321,2227
"G41031250","2015","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",110582,89318,5837,555,3794,904,4079,6095,577,5518,"Gresham city, Oregon",100,3962,2294,467,1398,768,2361,1686,478,1644
"G41034100","2015","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",102360,73977,2064,1835,11233,62,5667,7522,625,6897,"Hillsboro city, Oregon",53,3740,976,1153,1824,107,2483,1975,535,1796
"G41047000","2015","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",79795,72460,302,335,1027,351,1976,3344,473,2871,"Medford city, Oregon",43,1672,179,255,512,361,1351,970,334,925
"G41059000","2015","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",632187,491427,36199,4554,50253,3483,11417,34854,3636,31218,"Portland city, Oregon",1698,5089,2906,1628,3124,1232,2479,4274,1096,4034
"G41064900","2015","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",164543,139523,2969,2239,3566,2240,4180,9826,1637,8189,"Salem city, Oregon",44,3735,1176,1339,1258,1080,1468,2620,966,2424
"G42002000","2015","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",120207,70022,18843,384,2326,491,23301,4840,1285,3555,"Allentown city, Pennsylvania",24,4401,2716,382,1216,785,4258,1268,583,1036
"G42006088","2015","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",74367,59387,3449,84,3025,0,2885,5537,751,4786,"Bethlehem city, Pennsylvania",2546,4038,1363,139,1697,168,1143,2288,487,2265
"G42024000","2015","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",99470,73732,17115,233,2497,41,780,5072,476,4596,"Erie city, Pennsylvania",27,2019,2031,185,787,70,654,1203,372,1139
"G42060000","2015","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",1567442,657151,664062,5701,113162,1403,83392,42571,7825,34746,"Philadelphia city, Pennsylvania",0,8097,5994,1574,2378,980,7273,6027,3378,4990
"G42061000","2015","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",304385,198438,73962,145,18101,79,1466,12194,980,11214,"Pittsburgh city, Pennsylvania",52,5051,5183,122,2432,97,668,2326,593,2178
"G42063624","2015","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",87873,51294,9447,4149,861,76,8264,13782,686,13096,"Reading city, Pennsylvania",33,4565,2421,2000,661,125,2398,3225,856,3235
"G42069000","2015","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",77112,64728,4746,14,3855,0,1287,2482,219,2263,"Scranton city, Pennsylvania",29,2021,1496,28,868,168,919,1015,317,982
"G44019180","2015","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",81077,62309,5698,364,5187,0,3540,3979,1774,2205,"Cranston city, Rhode Island",30,3136,2298,505,2173,206,1210,1803,1454,1071
"G44054640","2015","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",71583,45449,13656,474,1554,0,7453,2997,539,2458,"Pawtucket city, Rhode Island",44,3423,2744,552,1212,206,2178,1085,359,980
"G44059000","2015","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",179204,92348,25498,1646,10922,211,39957,8622,1916,6706,"Providence city, Rhode Island",37,5805,3323,850,1992,268,5425,2478,917,2196
"G44074300","2015","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",81698,74943,746,0,1868,0,2085,2056,597,1459,"Warwick city, Rhode Island",19,1570,577,206,809,206,1484,1030,724,701
"G45013330","2015","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",135524,102039,29186,81,1721,0,390,2107,0,2107,"Charleston city, South Carolina",1954,3818,3082,116,680,203,377,875,203,875
"G45016000","2015","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",133393,70223,55213,0,2482,368,1605,3502,396,3106,"Columbia city, South Carolina",144,3790,3698,203,843,226,1064,973,352,833
"G45048535","2015","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",,,,,,,,,,,"Mount Pleasant town, South Carolina",,,,,,,,,,
"G45050875","2015","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",111864,47275,55160,330,3624,166,2900,2409,334,2075,"North Charleston city, South Carolina",3893,4486,4417,414,1124,140,1287,1119,469,1008
"G45061405","2015","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",71567,40447,27622,0,1029,0,1264,1205,23,1182,"Rock Hill city, South Carolina",64,3307,3087,203,738,203,878,702,41,702
"G46052980","2015","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",73568,60421,456,5974,1792,0,415,4510,78,4432,"Rapid City city, South Dakota",24,1447,263,1465,45,151,692,1253,140,1236
"G46059020","2015","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",171530,145668,9251,3808,3347,11,5460,3985,491,3494,"Sioux Falls city, South Dakota",52,2409,1031,1261,904,20,1953,1370,530,1203
"G47014000","2015","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",176597,109636,56353,534,4027,63,1337,4647,83,4564,"Chattanooga city, Tennessee",46,3927,3546,480,1526,107,1000,2136,100,2131
"G47015160","2015","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",149190,98827,36178,1101,4150,659,1654,6621,560,6061,"Clarksville city, Tennessee",52,2255,2535,441,910,393,901,1675,599,1639
"G47027740","2015","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",72635,60352,7446,0,3344,0,168,1325,310,1015,"Franklin city, Tennessee",26,1483,1331,200,1037,200,209,770,363,666
"G47037640","2015","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",66980,34538,29411,0,833,0,699,1499,0,1499,"Jackson city, Tennessee",28,1873,1642,200,289,200,939,854,200,854
"G47038320","2015","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",65369,56679,4064,73,1557,0,528,2468,58,2410,"Johnson City city, Tennessee",395,988,975,105,474,200,504,1029,109,1004
"G47040000","2015","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",185312,140724,31513,306,3214,538,2981,6036,501,5535,"Knoxville city, Tennessee",78,3235,2645,194,1059,627,1558,1566,459,1528
"G47048000","2015","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",655760,194557,415300,317,13630,492,20012,11452,2998,8454,"Memphis city, Tennessee",59,7357,6742,299,2067,794,4388,3060,1691,2253
"G47051560","2015","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",126121,91738,18962,128,5814,0,3569,5910,131,5779,"Murfreesboro city, Tennessee",34,3858,2989,207,1648,200,2168,2134,214,2113
"G47052006","2015","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",654596,415672,178975,2694,20631,76,17917,18631,1365,17266,"Nashville-Davidson metropolitan government (balance), Tennessee",49,5255,3684,910,1990,129,4296,3434,715,3394
"G48001000","2015","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",125876,91254,12829,959,1695,0,14448,4691,1378,3313,"Abilene city, Texas",3118,3873,1012,539,593,214,3511,1228,792,971
"G48001924","2015","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",98138,67438,12163,190,14781,0,974,2592,759,1833,"Allen city, Texas",30,4809,4141,172,3753,214,832,1182,678,1057
"G48003000","2015","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",199651,167592,10781,1051,8037,500,4108,7582,1505,6077,"Amarillo city, Texas",2153,2591,1804,451,738,503,1136,2098,693,1849
"G48004000","2015","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",388122,242968,88887,1499,28200,523,16659,9386,1393,7993,"Arlington city, Texas",57,8781,7313,579,5858,569,5645,2094,745,2058
"G48004462","2015","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",78240,49107,20990,378,1976,0,3995,1794,630,1164,"Atascocita CDP, Texas",9872,7676,6359,495,964,214,2634,806,516,554
"G48005000","2015","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",931840,683349,70992,2832,69994,296,77277,27100,3160,23940,"Austin city, Texas",74,10857,4652,1167,3894,237,9212,3693,1137,3513
"G48006128","2015","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",75485,45964,15622,422,2425,0,7629,3423,803,2620,"Baytown city, Texas",1700,3968,3319,573,1160,214,2904,1505,586,1406
"G48007000","2015","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",118110,52665,57553,586,3474,0,2422,1410,523,887,"Beaumont city, Texas",67,3671,3317,500,1056,214,1488,760,623,548
"G48010768","2015","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",183888,173090,1018,991,593,35,6227,1934,897,1037,"Brownsville city, Texas",35,2687,796,919,438,58,2166,1145,675,987
"G48010912","2015","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",82106,56109,10411,439,2388,27,8460,4272,51,4221,"Bryan city, Texas",46,3541,2088,644,1062,47,2808,1624,86,1621
"G48013024","2015","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",133146,99984,9634,157,17309,0,2698,3364,413,2951,"Carrollton city, Texas",79,4115,2631,167,3622,214,1369,1306,343,1284
"G48013552","2015","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"16000US4813552","Cedar Park city, Texas",64837,54292,2767,124,4196,0,759,2699,246,2453,"Cedar Park city, Texas",1137,2738,1378,126,1709,214,524,1358,254,1277
"G48015976","2015","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",107899,83071,10730,37,9948,27,2144,1942,116,1826,"College Station city, Texas",37,2300,2253,75,1252,54,842,896,153,861
"G48016432","2015","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",68592,56980,6471,535,2099,0,1679,828,539,289,"Conroe city, Texas",38,3182,2446,513,1419,214,1035,656,555,376
"G48017000","2015","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",324082,288216,13773,1665,7270,84,7903,5171,1566,3605,"Corpus Christi city, Texas",33,2389,844,1141,725,114,1854,1599,633,1449
"G48019000","2015","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",1300082,813829,308787,3756,40626,141,100573,32370,6192,26178,"Dallas city, Texas",68,13863,10497,1754,4543,153,9147,5247,1851,4813
"G48019972","2015","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",131047,103643,15181,470,6013,0,2885,2855,174,2681,"Denton city, Texas",39,3457,2946,420,1847,214,1395,1118,133,1096
"G48022660","2015","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",,,,,,,,,,,"Edinburg city, Texas",,,,,,,,,,
