GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AGXGE001,AGXGE002,AGXGE003,AGXGE004,AGXGE005,AGXGE006,AGXGE007,AGXGE008,AGXGE009,AGXGE010,NAME_M,AGXGM001,AGXGM002,AGXGM003,AGXGM004,AGXGM005,AGXGM006,AGXGM007,AGXGM008,AGXGM009,AGXGM010
"G48001000","2017","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",123304,83534,13074,1155,2945,0,19188,3408,1050,2358,"Abilene city, Texas",3247,3874,1552,793,429,225,2924,1065,556,853
"G48001924","2017","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",100679,70552,6575,231,17968,0,1212,4141,116,4025,"Allen city, Texas",34,5254,2660,240,3871,225,792,2899,188,2909
"G48003000","2017","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",200558,164362,12974,763,7261,231,6599,8368,1583,6785,"Amarillo city, Texas",2070,3645,1176,318,1426,276,2160,2715,792,2523
"G48004000","2017","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",396407,235389,99168,1188,22775,404,25820,11663,1479,10184,"Arlington city, Texas",71,10125,8575,864,4590,507,7301,2970,870,2704
"G48004462","2017","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",84443,58675,14677,433,3068,0,2005,5585,744,4841,"Atascocita CDP, Texas",8869,8029,4946,650,1514,225,1321,3674,881,3560
"G48005000","2017","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",950714,680312,73472,7793,71831,208,80926,36172,5646,30526,"Austin city, Texas",58,11045,5861,2555,4235,257,10935,4795,2607,4245
"G48006128","2017","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",77862,60862,11978,242,525,133,2421,1701,55,1646,"Baytown city, Texas",2173,4785,3878,242,521,163,1839,1626,92,1625
"G48007000","2017","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",119126,54560,55796,0,3269,155,2619,2727,199,2528,"Beaumont city, Texas",48,3942,3087,225,1334,249,1456,2333,265,2294
"G48010768","2017","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",183292,177940,364,367,441,0,3851,329,256,73,"Brownsville city, Texas",42,1661,300,385,352,225,1451,341,314,134
"G48010912","2017","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",84029,61756,14189,95,1590,33,4109,2257,455,1802,"Bryan city, Texas",38,2676,1915,173,741,60,1957,926,484,963
"G48013024","2017","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",135709,97380,13698,1307,18079,0,2953,2292,873,1419,"Carrollton city, Texas",43,4192,2835,1180,2959,225,1738,1054,704,817
"G48013552","2017","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"16000US4813552","Cedar Park city, Texas",75238,59069,2046,209,6511,40,2945,4418,286,4132,"Cedar Park city, Texas",2812,4303,1156,273,1924,69,2189,2077,314,2028
"G48015976","2017","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",113563,88010,8571,503,11197,0,1292,3990,736,3254,"College Station city, Texas",28,2235,1886,490,1071,225,816,1232,594,1109
"G48016432","2017","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",84379,70336,8748,136,1624,73,2069,1393,282,1111,"Conroe city, Texas",28,3352,2954,179,1304,126,1229,695,243,670
"G48017000","2017","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",325600,294497,12879,1462,7659,137,4347,4619,1396,3223,"Corpus Christi city, Texas",31,1936,853,804,485,229,1520,1321,717,1061
"G48019000","2017","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",1341103,843610,328114,4245,49720,959,82593,31862,8687,23175,"Dallas city, Texas",156,15763,11889,1579,4831,640,10585,4668,3269,3384
"G48019972","2017","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",136266,104612,13388,443,6396,280,5663,5484,2709,2775,"Denton city, Texas",28,3821,2742,323,2188,333,2461,1677,1454,1200
"G48022660","2017","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",90271,80715,2184,355,2828,0,4042,147,69,78,"Edinburg city, Texas",36,3170,1543,294,1907,225,2074,169,115,129
"G48024000","2017","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",683583,519553,25511,3424,10178,812,106503,17602,4575,13027,"El Paso city, Texas",40,13067,1885,779,1287,696,12597,3600,1622,3391
"G48026232","2017","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",76592,58946,5153,204,8547,83,948,2711,312,2399,"Flower Mound town, Texas",262,3303,2662,170,1868,137,698,1100,373,1021
"G48027000","2017","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",876060,556658,155053,2323,38469,404,97780,25373,3567,21806,"Fort Worth city, Texas",3155,14755,8744,1116,6687,426,11350,4421,1383,4297
"G48027684","2017","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",177281,116863,11427,889,36615,33,2909,8545,1827,6718,"Frisco city, Texas",45,5972,3054,554,5155,69,1218,2350,1118,2047
"G48029000","2017","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",237607,156964,34742,884,25466,0,10820,8731,1227,7504,"Garland city, Texas",144,7618,6648,597,4771,225,4114,3006,835,2912
"G48029336","2017","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"16000US4829336","Georgetown city, Texas",70696,60049,3831,108,321,63,676,5648,110,5538,"Georgetown city, Texas",39,4760,2260,102,292,110,560,4782,188,4791
"G48030464","2017","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",193812,116834,43092,879,15401,144,11010,6452,1954,4498,"Grand Prairie city, Texas",49,8030,6942,1007,4668,239,3583,2438,1279,1800
"G48032372","2017","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",65462,59188,540,424,1656,0,3061,593,45,548,"Harlingen city, Texas",29,1610,323,455,916,225,1245,501,70,498
"G48035000","2017","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",2313230,1371725,530579,6985,150310,1118,202851,49662,9454,40208,"Houston city, Texas",3285,22792,16969,2121,10365,813,16883,5945,1634,5711
"G48037000","2017","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",240369,113887,35875,1663,45151,72,37581,6140,1790,4350,"Irving city, Texas",41,7559,5233,908,4501,125,6024,1902,1220,1450
"G48039148","2017","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",145484,63583,54588,1489,7910,2070,5782,10062,1303,8759,"Killeen city, Texas",36,4958,3815,1510,1804,904,2896,2543,969,2293
"G48041464","2017","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",261935,251077,581,569,1562,93,7137,916,314,602,"Laredo city, Texas",3305,3757,427,492,473,159,1884,467,329,322
"G48041980","2017","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",105105,85771,9045,178,7695,0,648,1768,171,1597,"League City city, Texas",1015,4260,3880,299,2185,225,712,949,292,999
"G48042508","2017","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",106656,66848,18207,757,12924,149,3926,3845,642,3203,"Lewisville city, Texas",1585,5565,3978,659,3820,256,2331,1261,425,1162
"G48043888","2017","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",83081,59453,19200,21,1314,375,1417,1301,140,1161,"Longview city, Texas",1264,2654,2268,39,754,620,1017,986,218,947
"G48045000","2017","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",253887,207562,21585,2135,7070,259,9543,5733,984,4749,"Lubbock city, Texas",29,3859,1406,1190,828,300,3126,1444,724,1249
"G48045384","2017","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",142699,108627,1066,700,3478,372,27523,933,616,317,"McAllen city, Texas",30,6852,1454,1021,1968,439,6653,654,602,263
"G48045744","2017","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",181330,135273,22531,901,15911,0,2780,3934,213,3721,"McKinney city, Texas",40,5429,4423,559,3468,225,1535,1471,346,1483
"G48046452","2017","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"16000US4846452","Mansfield city, Texas",69007,49900,12609,77,1898,0,1762,2761,718,2043,"Mansfield city, Texas",1136,3895,3510,129,1252,225,960,1445,557,1287
"G48047892","2017","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",143822,96586,32704,418,4165,0,4557,5392,981,4411,"Mesquite city, Texas",36,6506,5656,425,1887,225,1685,1631,646,1427
"G48048072","2017","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",136090,112372,11290,419,3339,0,7406,1264,232,1032,"Midland city, Texas",23,2903,958,509,708,225,2581,589,304,595
"G48048768","2017","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",,,,,,,,,,,"Mission city, Texas",,,,,,,,,,
"G48048804","2017","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",72519,21966,26821,0,19363,0,3068,1301,756,545,"Missouri City city, Texas",2803,4175,4864,225,4451,225,2834,827,661,498
"G48050820","2017","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",82306,76133,1059,438,1077,0,1699,1900,680,1220,"New Braunfels city, Texas",3431,3362,748,340,519,225,861,910,546,656
"G48052356","2017","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",70446,58051,3588,1430,3385,77,2855,1060,54,1006,"North Richland Hills city, Texas",30,3409,1731,1621,2229,145,1596,645,87,663
"G48053388","2017","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",117105,85447,6580,432,2163,277,17418,4788,1132,3656,"Odessa city, Texas",1422,4129,1060,392,659,434,4026,1825,687,1724
"G48056000","2017","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",153533,136392,5541,364,2801,45,4262,4128,891,3237,"Pasadena city, Texas",52,3928,2335,355,1060,75,1811,2223,599,2070
"G48056348","2017","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",125198,79573,23842,1025,14143,0,3127,3488,281,3207,"Pearland city, Texas",4759,7170,5064,774,3379,225,2105,1957,360,1980
"G48057200","2017","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",,,,,,,,,,,"Pharr city, Texas",,,,,,,,,,
"G48058016","2017","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",285312,188118,26049,1173,56201,277,4353,9141,1857,7284,"Plano city, Texas",948,7134,5164,625,5169,205,1446,1982,1048,1898
"G48061796","2017","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",116783,79246,12610,208,17220,236,3890,3373,482,2891,"Richardson city, Texas",41,5358,3975,156,3355,271,3670,1278,533,1130
"G48063500","2017","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",123560,88008,15202,164,9943,0,5501,4742,526,4216,"Round Rock city, Texas",1128,5384,4635,273,2517,225,2733,1782,508,1773
"G48064472","2017","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",94940,73296,5202,389,1308,108,12676,1961,175,1786,"San Angelo city, Texas",3556,4322,880,405,536,174,3205,967,189,954
"G48065000","2017","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",1511913,1206751,105602,6373,39920,1619,105368,46280,11693,34587,"San Antonio city, Texas",67,12593,6600,1550,4059,639,10306,6345,2402,6102
"G48070808","2017","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",88488,44629,2781,169,38239,0,1225,1445,145,1300,"Sugar Land city, Texas",32,5191,1737,207,5356,225,827,960,245,928
"G48072176","2017","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",74494,60080,10471,210,770,0,2066,897,128,769,"Temple city, Texas",40,3503,3035,213,539,225,1259,583,165,562
"G48072656","2017","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",115097,94997,4943,244,9770,223,3211,1709,346,1363,"The Woodlands CDP, Texas",9666,9623,2683,291,3222,379,1797,985,352,911
"G48074144","2017","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",104998,71821,27141,254,2052,0,1996,1734,34,1700,"Tyler city, Texas",38,3382,3063,161,1162,225,1327,1109,61,1109
"G48075428","2017","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",67102,57456,5467,519,386,0,1780,1494,52,1442,"Victoria city, Texas",24,1805,1035,819,527,225,918,720,90,712
"G48076000","2017","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",136437,93572,28535,1349,3527,0,6503,2951,380,2571,"Waco city, Texas",36,3098,2050,1477,679,225,2126,936,297,874
"G48079000","2017","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",104745,74665,13096,1306,2130,88,9339,4121,541,3580,"Wichita Falls city, Texas",23,2541,1195,629,612,122,2410,1114,295,1103
"G49043660","2017","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",76694,67966,925,642,2061,832,579,3689,10,3679,"Layton city, Utah",29,2196,604,397,904,686,436,1837,21,1838
"G49055980","2017","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",87037,69580,2241,1226,512,193,9189,4096,480,3616,"Ogden city, Utah",32,2995,1264,864,463,238,2922,1557,415,1498
"G49057300","2017","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",97840,87802,482,786,2972,1905,1957,1936,271,1665,"Orem city, Utah",29,2537,496,537,1497,1462,1220,870,456,785
"G49062470","2017","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",117331,103720,1254,330,3520,530,3999,3978,238,3740,"Provo city, Utah",31,2145,1056,242,1024,397,1269,1330,218,1308
"G49065330","2017","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",84390,75083,931,87,2591,1237,2826,1635,298,1337,"St. George city, Utah",52,2144,722,116,1243,686,2050,1074,408,991
"G49067000","2017","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",200538,146460,3419,3342,10910,3906,25843,6658,1065,5593,"Salt Lake City city, Utah",36,6307,1568,1806,2065,2213,6538,1664,702,1517
"G49067440","2017","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",96146,88188,508,314,2539,282,2832,1483,450,1033,"Sandy city, Utah",34,2608,464,517,1078,414,1730,853,563,660
"G49070850","2017","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"16000US4970850","South Jordan city, Utah",70953,62795,322,201,3180,1142,1444,1869,344,1525,"South Jordan city, Utah",30,2485,294,278,1643,1348,1444,1230,408,1123
"G49082950","2017","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",113921,83353,1483,748,3783,445,20363,3746,490,3256,"West Jordan city, Utah",68,8207,992,780,1801,562,8561,1343,463,1196
"G49083470","2017","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",136166,75672,4128,955,6997,3721,35960,8733,3352,5381,"West Valley City city, Utah",41,6439,2185,649,1968,2189,6202,3054,1705,2479
"G51001000","2017","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",160035,98509,37374,595,9296,60,7913,6288,1371,4917,"Alexandria city, Virginia",0,3079,957,656,1266,97,2771,1769,1215,1475
"G51003000","2017","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",234965,166594,22603,648,24948,0,12476,7696,513,7183,"Arlington CDP, Virginia",0,3391,1153,548,1297,204,3329,1642,500,1546
"G51014440","2017","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",78355,37288,8720,247,25068,58,4102,2872,370,2502,"Centreville CDP, Virginia",7110,4210,3482,338,5307,99,2977,1258,416,1087
"G51016000","2017","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",240397,146245,73562,580,7690,71,2064,10185,1018,9167,"Chesapeake city, Virginia",0,1563,2232,326,1012,116,1011,2412,893,2156
"G51021088","2017","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",70223,32753,18163,184,5259,118,8358,5388,1737,3651,"Dale City CDP, Virginia",8424,5356,4021,185,1784,193,3868,2068,994,1772
"G51035000","2017","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",134669,54485,66723,436,3334,159,3311,6221,639,5582,"Hampton city, Virginia",0,1135,1557,280,642,219,1488,1643,519,1542
"G51047672","2017","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",80995,52171,22349,555,2168,31,903,2818,920,1898,"Lynchburg city, Virginia",0,740,913,486,262,51,659,944,509,854
"G51056000","2017","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",179388,87810,72769,928,5799,159,2646,9277,578,8699,"Newport News city, Virginia",0,1662,2148,627,791,233,1153,2246,471,2241
"G51057000","2017","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",244703,113412,101382,1095,8664,137,8186,11827,1141,10686,"Norfolk city, Virginia",0,1544,2019,654,977,185,1912,2078,609,2011
"G51064000","2017","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",94572,37326,50430,494,1294,70,1165,3793,135,3658,"Portsmouth city, Virginia",0,1128,1457,375,290,119,855,1345,226,1350
"G51067000","2017","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",227032,103616,107022,90,4645,0,3375,8284,621,7663,"Richmond city, Virginia",0,1928,1783,103,624,204,1324,2360,401,2346
"G51068000","2017","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",99837,61187,28160,337,3141,0,2192,4820,117,4703,"Roanoke city, Virginia",0,1537,2993,250,756,204,1979,2817,163,2798
"G51076432","2017","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",90237,46675,37496,323,2023,0,303,3417,370,3047,"Suffolk city, Virginia",0,1000,1424,183,447,204,311,1577,530,1528
"G51082000","2017","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",450435,294819,85486,1123,30751,365,11525,26366,1752,24614,"Virginia Beach city, Virginia",0,2555,2915,865,1889,330,2671,3325,936,3389
"G53003180","2017","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",79619,55067,3120,915,8951,2918,4609,4039,67,3972,"Auburn city, Washington",2056,4312,1441,605,2665,2224,1940,1538,95,1545
"G53005210","2017","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",144459,81117,3846,364,49669,1097,2825,5541,1014,4527,"Bellevue city, Washington",65,4694,1858,405,4533,834,1829,1699,630,1665
"G53005280","2017","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",89044,75006,1276,1285,4802,0,1137,5538,885,4653,"Bellingham city, Washington",27,2105,484,514,1261,204,829,1305,668,1325
"G53022640","2017","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",110086,80644,6554,286,9083,355,5725,7439,112,7327,"Everett city, Washington",40,4671,2227,287,2452,459,2600,2184,132,2154
"G53023515","2017","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",96691,49919,12084,643,13734,1060,10311,8940,502,8438,"Federal Way city, Washington",33,5388,3519,578,3421,1005,3952,2555,369,2450
"G53035275","2017","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",81601,64682,1678,1639,2569,0,8651,2382,412,1970,"Kennewick city, Washington",32,4002,1034,1893,1121,204,3114,1379,445,1282
"G53035415","2017","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",128463,65623,12087,956,27681,761,12410,8945,1199,7746,"Kent city, Washington",46,6968,4053,666,5900,701,3393,2861,977,2610
"G53035940","2017","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",88630,66007,1724,84,12674,0,1397,6744,317,6427,"Kirkland city, Washington",30,2930,904,138,2645,204,1137,1436,248,1374
"G53043955","2017","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",68859,55564,929,764,4720,599,1872,4411,756,3655,"Marysville city, Washington",32,3803,683,506,2763,633,1388,1453,623,1220
"G53053545","2017","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",67205,45093,927,2220,2192,677,12759,3337,1957,1380,"Pasco city, Washington",4500,4830,847,1832,1208,811,3965,1775,1389,1068
"G53057745","2017","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",101372,54250,8561,299,19192,930,10752,7388,1637,5751,"Renton city, Washington",38,4498,2668,195,3274,679,3076,2389,1121,1913
"G53063000","2017","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",724764,487046,49980,2883,114680,2128,19044,49003,3321,45682,"Seattle city, Washington",86,9219,6201,1264,7890,1264,5267,4935,1358,5080
"G53067000","2017","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",217096,184360,4687,3375,5978,2508,2235,13953,720,13233,"Spokane city, Washington",45,3039,1513,1076,1653,890,1035,2247,459,2144
"G53067167","2017","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",97858,87699,1148,1690,1393,399,1356,4173,0,4173,"Spokane Valley city, Washington",40,2501,805,998,1051,419,1042,1429,204,1429
"G53070000","2017","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",213426,140604,22671,3420,17336,2683,8156,18556,1077,17479,"Tacoma city, Washington",48,5284,3123,1621,2560,1494,2831,3451,724,3283
"G53074060","2017","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",175661,141782,3885,660,10393,2828,5568,10545,466,10079,"Vancouver city, Washington",49,3260,1661,431,1937,909,1729,2233,407,2198
"G53080010","2017","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",93669,69452,915,619,926,16,17667,4074,270,3804,"Yakima city, Washington",33,4554,868,375,425,32,4444,1736,261,1701
"G55002375","2017","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",73984,61593,2524,786,6603,50,1086,1342,139,1203,"Appleton city, Wisconsin",1695,2255,953,455,1123,84,1087,588,113,566
"G55022300","2017","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",69835,62644,767,462,2601,2068,43,1250,125,1125,"Eau Claire city, Wisconsin",1105,1257,377,316,1841,2090,79,665,167,649
"G55031000","2017","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",105114,80661,5111,3539,3443,0,7390,4970,648,4322,"Green Bay city, Wisconsin",24,3422,1064,1039,1489,151,2673,1511,750,1505
