GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,S5EE001,S5EE002,S5EE003,S5EE004,S5EE005,S5EE006,S5EE007,S5EE008,S5EE009,S5EE010,S5EE011,S5EE012,S5EE013,S5EE014,S5EE015,S5EE016,S5EE017,S5EE018,S5EE019,S5EE020,S5EE021,S5EE022,S5EE023,S5EE024,NAME_M,S5EM001,S5EM002,S5EM003,S5EM004,S5EM005,S5EM006,S5EM007,S5EM008,S5EM009,S5EM010,S5EM011,S5EM012,S5EM013,S5EM014,S5EM015,S5EM016,S5EM017,S5EM018,S5EM019,S5EM020,S5EM021,S5EM022,S5EM023,S5EM024
"G4801210","2013","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",91976,89454,328,400,136,426,261,626,342,1516,1510,2961,3910,6118,6622,7994,8780,12323,8426,13543,4964,6241,2027,2522,"Denton County, Texas",3580,3603,251,342,159,388,204,414,448,756,558,924,949,1508,1377,1453,1428,1600,1795,1856,1052,1634,686,979
"G4801350","2013","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",18297,16523,335,238,30,166,58,618,510,332,431,1066,1010,1126,404,1557,1047,1862,1935,2589,178,113,918,1774,"Ector County, Texas",1721,1666,366,266,49,195,101,504,426,334,428,536,549,532,388,803,652,699,651,859,196,166,606,647
"G4801390","2013","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",13397,13009,449,87,264,234,183,288,172,540,508,650,488,1967,1236,989,1252,813,1026,1599,67,175,22,388,"Ellis County, Texas",1572,1575,540,113,286,242,274,262,178,437,332,451,256,781,667,449,589,614,429,802,82,175,37,196
"G4801410","2013","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",101229,96202,2048,1934,1792,3826,2373,4038,3939,4251,5007,5753,8074,5133,6352,4801,5386,10450,6436,9138,3012,1746,713,5027,"El Paso County, Texas",4003,4134,1066,861,770,916,845,1082,983,1120,1249,1550,1690,1434,1622,1287,1381,1943,1502,1716,1098,553,347,1427
"G4801570","2013","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",44675,41989,80,239,138,209,109,509,520,556,436,688,1422,1533,1139,1260,2606,5041,6040,8595,4895,3320,2654,2686,"Fort Bend County, Texas",3903,3706,138,282,171,235,126,494,508,283,330,426,696,805,623,1091,1227,1242,1431,1875,1779,1261,1190,1163
"G4801670","2013","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",36866,35250,556,573,126,324,452,952,317,1546,1654,2198,2008,2358,2385,2257,1993,3911,3046,4881,2478,882,353,1616,"Galveston County, Texas",2592,2584,333,460,152,233,279,663,359,637,667,726,670,988,1070,946,736,1178,1055,1530,1345,455,231,639
"G4801810","2013","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",16765,15082,540,531,365,547,65,322,389,1493,869,1233,1615,1288,2384,747,423,998,248,496,201,193,135,1683,"Grayson County, Texas",1580,1478,449,361,265,386,86,286,263,681,551,549,580,686,967,507,258,537,182,386,282,297,213,716
"G4801830","2013","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",19499,18614,208,0,356,133,567,649,686,1417,606,2564,1493,1513,2416,1481,874,669,577,1497,345,391,172,885,"Gregg County, Texas",1603,1597,313,213,405,143,388,470,487,701,441,836,691,769,838,788,463,424,402,653,372,319,194,633
"G4801870","2013","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",12522,11674,36,196,204,214,416,223,350,439,110,622,889,664,513,688,927,963,631,1903,919,767,0,848,"Guadalupe County, Texas",1648,1521,58,278,269,245,292,208,267,335,174,318,497,461,417,449,463,569,489,762,552,420,213,428
"G4802010","2013","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",684827,660860,3357,4210,3841,4925,5129,6790,11268,22937,31602,52606,48994,50866,48946,49149,41897,75582,45237,76266,38102,25875,13281,23967,"Harris County, Texas",10761,10848,1123,1160,998,1216,1112,1324,2005,3222,3518,4707,4174,3919,4412,4043,4237,5373,4354,5261,3828,3184,1684,2664
"G4802030","2013","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G4802090","2013","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",20988,20471,0,129,0,0,46,180,408,469,573,373,1072,837,1516,1910,1922,4226,1284,3025,824,1354,323,517,"Hays County, Texas",1886,1874,213,201,213,213,85,218,351,312,567,318,804,436,752,854,903,1327,827,958,588,693,360,425
"G4802130","2013","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",7859,6947,112,0,374,185,294,161,202,440,535,575,892,938,603,210,506,415,0,30,10,31,434,912,"Henderson County, Texas",1393,1300,126,213,277,183,275,128,277,334,366,404,521,582,380,327,393,230,213,58,18,53,471,464
"G4802150","2013","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",72862,65687,1641,2129,2003,1816,3407,4786,3428,6858,6814,5167,6915,4803,3019,2758,3032,1812,938,2453,256,1350,302,7175,"Hidalgo County, Texas",3585,3557,761,918,725,754,1053,1370,1163,1381,1684,1143,1531,1457,995,1112,1011,845,480,1042,230,777,376,1625
"G4802310","2013","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",10317,9280,80,182,150,153,169,107,198,301,239,853,991,1359,565,956,493,1100,164,537,363,320,0,1037,"Hunt County, Texas",1322,1211,103,169,111,203,218,167,199,339,193,520,366,703,294,524,326,502,171,482,310,410,213,514
"G4802450","2013","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",32676,30261,762,957,1239,925,511,998,1036,1683,2184,2400,2845,3692,1370,1896,1678,2398,1541,1397,501,181,67,2415,"Jefferson County, Texas",2390,2288,422,439,628,442,375,553,433,757,825,709,809,997,713,885,740,797,643,767,314,259,111,863
"G4802510","2013","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",14974,13686,291,390,46,265,45,245,442,224,450,1378,929,1239,973,688,1538,1335,1450,1124,407,227,0,1288,"Johnson County, Texas",1730,1531,316,362,78,236,80,247,414,196,390,578,485,647,602,362,855,681,796,537,412,222,213,734
"G4802570","2013","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",7861,7365,129,289,98,430,0,351,30,330,382,695,281,552,372,315,540,902,545,601,446,77,0,496,"Kaufman County, Texas",1138,1132,165,273,141,455,213,297,39,300,341,512,191,384,271,228,412,563,409,385,413,132,213,266
"G4802910","2013","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G4803030","2013","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",44018,41628,281,156,431,452,634,1183,2231,1308,2317,3847,2333,4732,3553,3005,3411,3645,3319,1742,1006,1455,587,2390,"Lubbock County, Texas",3139,3043,321,146,355,301,393,879,798,518,1032,1001,721,1181,894,1079,1021,875,1290,667,554,655,300,847
"G4803090","2013","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",39967,38188,657,1123,231,1337,1316,1464,1527,1690,3476,4161,3864,2380,4190,1719,2430,1477,2228,1335,637,413,533,1779,"McLennan County, Texas",2325,2270,450,638,295,593,605,737,593,663,997,1092,1057,746,1157,736,952,570,824,605,428,288,409,702
"G4803290","2013","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",19466,18907,0,0,206,145,600,159,401,293,0,1162,497,939,865,618,775,2338,1882,3162,2249,2000,616,559,"Midland County, Texas",1783,1767,213,213,196,241,576,164,542,257,213,652,557,515,699,388,580,1035,837,1015,1041,983,482,393
"G4803390","2013","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",49202,45152,323,405,606,435,443,1076,669,826,980,2932,2075,2364,1685,3083,3146,3674,4608,7503,2965,2380,2974,4050,"Montgomery County, Texas",4476,4404,293,405,499,551,299,684,485,439,521,1197,1099,1226,684,1247,1330,1082,1719,2419,1333,866,1012,1297
"G4803470","2013","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",9390,9055,0,235,254,43,336,543,476,307,953,1048,1157,503,348,703,249,1114,304,255,39,77,111,335,"Nacogdoches County, Texas",1441,1489,213,215,187,76,332,409,358,178,520,649,548,266,242,412,248,692,259,311,70,139,176,224
"G4803550","2013","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",54252,51491,1095,721,748,497,393,1134,1886,2280,2649,2829,3839,3790,4236,3681,3452,3384,5931,4333,2237,2237,139,2761,"Nueces County, Texas",3210,3093,677,395,342,304,337,670,876,786,949,973,1105,1123,1117,1331,1238,1112,1383,1141,958,916,141,1036
"G4803610","2013","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",9024,7920,34,149,0,288,371,432,322,344,182,1738,1453,560,659,221,168,634,0,286,0,79,0,1104,"Orange County, Texas",1264,1158,61,146,213,249,241,435,241,286,169,858,610,344,415,217,146,423,213,332,213,125,213,643
"G4803670","2013","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",9842,8552,0,321,137,170,0,9,0,205,382,506,332,1287,1303,478,130,1412,488,723,295,374,0,1290,"Parker County, Texas",1596,1504,213,262,159,268,213,15,213,222,296,343,224,733,570,296,151,724,383,512,258,434,213,658
"G4803750","2013","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",18380,17472,316,381,457,533,264,330,1001,1382,1891,1929,1440,1431,1322,772,1019,1376,418,452,168,162,428,908,"Potter County, Texas",1582,1589,284,364,286,396,263,256,552,615,682,680,617,634,560,347,503,668,366,334,144,140,260,446
"G4803810","2013","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",15684,14934,138,92,24,56,22,551,387,904,785,1361,786,1189,1287,941,583,1282,1674,1491,852,478,51,750,"Randall County, Texas",1584,1573,177,153,39,95,37,489,283,527,446,711,486,591,654,492,455,681,702,670,632,354,82,423
"G4803970","2013","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Rockwall County, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G4804090","2013","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",6880,6543,390,477,92,71,236,179,115,312,362,480,206,551,335,296,277,663,291,1003,54,130,23,337,"San Patricio County, Texas",891,939,298,376,146,97,166,189,146,233,328,364,206,358,281,356,257,460,222,483,66,167,40,197
"G4804230","2013","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",26542,25208,93,364,238,548,150,1091,185,914,802,1625,2356,2769,2440,2520,1462,1864,1425,1833,1113,872,544,1334,"Smith County, Texas",2225,2358,158,279,226,384,118,492,146,435,469,801,720,1109,924,882,694,967,588,843,653,579,316,718
"G4804390","2013","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",268386,260287,1562,1883,1072,1699,996,2296,4850,7188,13338,17099,19692,21921,24753,22326,19927,25468,19980,29335,12943,7831,4128,8099,"Tarrant County, Texas",6598,6726,588,607,362,758,464,838,1314,1533,1984,2215,2605,2765,3028,2890,2699,2972,2658,3380,2362,1609,941,1714
"G4804410","2013","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",19638,18572,225,335,278,316,135,1563,1337,1209,1350,2122,1986,1387,1703,696,600,816,650,1424,133,151,156,1066,"Taylor County, Texas",1885,1869,258,442,269,330,151,732,706,680,462,896,681,584,651,379,314,397,327,718,151,166,177,433
"G4804510","2013","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",15801,14755,27,179,142,502,167,296,743,1782,671,874,516,2430,684,775,806,1677,648,1077,329,108,322,1046,"Tom Green County, Texas",1705,1682,46,215,177,381,198,270,502,870,496,520,407,920,472,465,492,892,395,624,233,132,300,407
"G4804530","2013","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",207232,203742,1361,1485,674,1743,382,1340,1404,2112,3069,4519,6832,12397,11584,16799,15687,29767,20883,33257,18775,14365,5307,3490,"Travis County, Texas",5671,5667,690,760,355,880,292,721,728,969,971,1117,1329,1776,1846,2369,2396,3299,2737,3112,2258,1930,1111,850
"G4804690","2013","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",10704,9956,87,220,0,155,302,254,208,544,428,899,1100,857,606,1069,419,658,553,571,544,346,136,748,"Victoria County, Texas",1298,1258,148,186,213,184,285,214,285,326,377,614,454,412,414,704,276,438,371,441,308,336,216,407
"G4804710","2013","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",8615,8076,129,87,28,117,183,57,381,311,1148,1013,653,442,611,443,556,1111,129,98,0,579,0,539,"Walker County, Texas",1467,1430,165,119,49,152,371,101,357,278,714,690,452,387,480,411,574,739,188,172,213,426,213,436
"G4804790","2013","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",23603,22057,751,471,205,489,479,1449,1088,1043,1655,2263,2403,1680,1787,1024,1067,1271,1274,1047,208,335,68,1546,"Webb County, Texas",1894,1827,427,325,178,356,269,583,480,321,561,725,631,547,620,562,496,515,608,561,185,236,80,635
"G4804850","2013","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",19357,18146,416,219,351,442,561,569,936,1301,1390,1794,1417,2137,1266,754,392,1461,1006,1059,285,320,70,1211,"Wichita County, Texas",1516,1495,374,197,221,270,348,404,413,563,523,774,586,649,743,413,247,632,580,377,205,240,91,507
"G4804910","2013","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",49143,47710,84,229,86,158,233,311,180,321,321,326,3021,1990,3200,3828,4422,9009,4495,7849,4726,2377,544,1433,"Williamson County, Texas",2592,2732,123,319,143,161,194,269,190,281,253,292,990,853,751,1006,1109,1515,1202,1651,1193,803,369,741
"G4900050","2013","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",12114,11462,0,0,121,304,638,434,481,1068,1042,1740,680,1088,638,461,795,1050,535,150,179,0,58,652,"Cache County, Utah",1184,1141,185,185,116,196,505,277,299,430,465,529,401,472,365,328,414,525,300,125,189,185,90,336
"G4900110","2013","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",21700,20524,171,42,140,227,240,304,55,139,627,231,730,3065,1574,1266,1341,2880,2289,2717,1747,548,191,1176,"Davis County, Utah",1759,1789,232,67,236,306,231,324,93,137,344,198,446,854,789,527,551,844,854,732,731,380,274,580
"G4900350","2013","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",118174,113694,351,189,865,1062,1385,1182,1263,1478,1879,2186,4086,8034,11006,8360,9039,13137,12556,18409,9591,5264,2372,4480,"Salt Lake County, Utah",4301,4147,386,168,440,391,528,734,534,549,778,646,862,1455,1831,1438,1730,1808,1923,2382,2139,1274,610,1137
"G4900490","2013","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",50002,47497,326,181,366,279,968,1232,604,737,644,2458,3911,3401,4609,2896,2346,4142,4125,7741,4039,1836,656,2505,"Utah County, Utah",2422,2276,319,262,292,186,323,590,288,394,299,837,818,789,988,840,652,932,964,1486,1015,640,333,648
"G4900530","2013","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",14230,13022,123,86,194,0,0,84,85,653,317,470,844,1719,574,399,1287,1671,779,1865,513,887,472,1208,"Washington County, Utah",2067,1907,201,148,194,185,185,126,141,582,292,335,518,748,488,263,741,838,476,729,354,593,456,712
"G4900570","2013","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",24090,22495,265,117,283,548,511,368,426,618,1037,2186,2235,2050,1093,2382,1473,3038,1770,1548,285,101,161,1595,"Weber County, Utah",2236,2211,301,119,172,251,337,241,239,334,538,742,769,835,388,889,636,1045,798,669,289,123,146,510
"G5000070","2013","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",22799,21904,310,153,320,612,402,195,348,402,374,201,35,734,504,1146,1172,3241,1968,5674,2024,1611,478,895,"Chittenden County, Vermont",1678,1655,373,157,386,397,499,164,267,293,406,212,60,331,360,539,491,865,601,1122,724,589,396,543
"G5100030","2013","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,"Albemarle County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,
"G5100130","2013","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,"Arlington County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,
"G5100150","2013","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,"Augusta County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,
"G5100190","2013","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,"Bedford County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,
"G5100410","2013","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",28462,27586,65,206,160,0,321,507,66,334,132,921,780,560,923,1669,2458,3267,4039,6504,2232,1651,791,876,"Chesterfield County, Virginia",2106,2051,109,323,161,198,332,416,113,248,111,404,448,314,554,664,1074,932,1143,1283,781,684,375,552
"G5100590","2013","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",128207,125505,503,434,438,894,161,397,376,313,934,223,453,779,666,568,377,1887,2340,13390,25150,42070,33152,2702,"Fairfax County, Virginia",4495,4624,318,265,289,392,154,319,262,256,717,209,343,484,509,339,208,610,732,1903,2393,3072,3172,847
"G5100610","2013","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,"Fauquier County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,
"G5100690","2013","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,"Frederick County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,
"G5100850","2013","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,"Hanover County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,
"G5100870","2013","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",47258,46492,501,447,159,1362,0,266,358,387,431,838,2139,3867,2186,3420,4514,6998,6148,6881,2451,1290,1849,766,"Henrico County, Virginia",2131,2095,381,437,157,742,198,226,325,495,484,491,860,1306,843,994,1117,1294,1323,1241,874,628,658,388
"G5100950","2013","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,"James City County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,
"G5101070","2013","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",28277,26948,42,188,176,42,0,73,248,173,232,952,129,163,352,201,622,592,630,4079,4970,8781,4303,1329,"Loudoun County, Virginia",2192,2059,72,146,183,67,198,106,252,229,324,634,160,177,418,181,352,383,406,1283,1135,1428,1115,686
"G5101210","2013","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",15937,15589,0,72,452,160,75,189,931,262,838,987,406,1132,589,1238,1623,2619,720,1793,848,582,73,348,"Montgomery County, Virginia",1706,1759,198,124,361,205,132,296,579,227,556,632,287,606,446,742,796,782,435,806,542,353,120,296
