GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHPKE001,AHPKE002,AHPKE003,AHPKE004,AHPKE005,AHPKE006,AHPKE007,AHPKE008,AHPKE009,AHPKE010,AHPKE011,AHPKE012,AHPKE013,AHPKE014,AHPKE015,AHPKE016,AHPKE017,AHPKE018,AHPKE019,AHPKE020,AHPKE021,AHPKE022,AHPKE023,AHPKE024,AHPKE025,AHPKE026,AHPKE027,NAME_M,AHPKM001,AHPKM002,AHPKM003,AHPKM004,AHPKM005,AHPKM006,AHPKM007,AHPKM008,AHPKM009,AHPKM010,AHPKM011,AHPKM012,AHPKM013,AHPKM014,AHPKM015,AHPKM016,AHPKM017,AHPKM018,AHPKM019,AHPKM020,AHPKM021,AHPKM022,AHPKM023,AHPKM024,AHPKM025,AHPKM026,AHPKM027
"G4701250","2017","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",30296,29312,0,686,338,87,150,415,549,1379,1357,1187,1359,1644,2966,855,2017,3945,2542,4191,2368,983,243,51,0,0,984,"Montgomery County, Tennessee",2594,2534,208,728,339,143,201,364,393,675,678,584,557,666,969,347,988,1333,949,1421,853,554,150,85,208,208,491
"G4701410","2017","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",12573,11592,145,184,715,15,155,378,607,1650,790,1265,1223,920,996,204,719,707,304,483,132,0,0,0,0,0,981,"Putnam County, Tennessee",1499,1515,173,188,465,26,200,256,436,814,363,732,664,468,576,263,510,559,274,380,160,208,208,208,208,208,458
"G4701470","2017","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robertson County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4701490","2017","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",39984,38618,327,173,78,333,130,305,537,485,1076,782,788,3141,2167,4305,2221,5702,4205,6358,3796,1331,316,62,0,0,1366,"Rutherford County, Tennessee",2943,2978,423,223,91,457,161,337,393,326,693,441,520,1124,1330,1276,989,1579,1131,1299,1250,687,206,103,208,208,613
"G4701550","2017","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",11232,10361,65,100,93,101,264,447,129,609,856,1924,1134,708,583,370,281,1099,594,673,239,92,0,0,0,0,871,"Sevier County, Tennessee",1960,1906,116,176,117,91,410,389,132,466,740,885,722,476,377,286,238,635,490,512,274,137,208,208,208,208,505
"G4701570","2017","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",155545,150310,771,1979,1171,2756,891,1917,2939,6389,9387,11009,11402,11718,12933,9787,9971,16787,10585,16169,5237,5355,774,190,0,193,5235,"Shelby County, Tennessee",5155,5272,391,828,553,890,395,633,941,1382,1741,1929,2397,2206,2045,1549,1829,2943,1922,2588,1117,1527,550,239,208,318,1447
"G4701630","2017","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",19616,17685,258,382,361,829,679,1350,1203,2131,2139,1470,1326,1353,1005,1094,539,536,526,286,130,42,46,0,0,0,1931,"Sullivan County, Tennessee",1897,1791,242,289,268,474,411,628,524,730,771,711,612,600,465,541,393,356,360,173,127,72,81,208,208,208,647
"G4701650","2017","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",16874,16073,31,375,67,73,310,216,546,226,481,498,310,585,1335,1219,747,2306,1261,3210,693,1234,276,0,74,0,801,"Sumner County, Tennessee",1758,1774,55,365,113,118,288,189,387,214,417,374,237,412,781,624,419,870,601,905,394,604,226,208,122,208,348
"G4701790","2017","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",19288,18270,167,328,84,744,266,932,856,1260,1329,1087,2628,908,1877,627,694,2262,748,701,393,379,0,0,0,0,1018,"Washington County, Tennessee",2205,2250,146,386,140,585,298,569,617,599,717,669,1207,573,814,352,502,879,543,503,490,448,208,208,208,208,550
"G4701870","2017","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamson County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4701890","2017","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilson County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4800050","2017","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",11131,10252,96,250,409,0,253,359,515,722,190,1298,934,608,623,650,1145,403,855,33,0,109,484,316,0,0,879,"Angelina County, Texas",1409,1445,146,319,338,225,253,363,421,594,223,814,598,292,481,422,521,313,597,58,225,185,404,479,225,225,469
"G4800210","2017","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bastrop County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4800270","2017","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",55984,54190,144,159,268,839,462,832,1796,1446,3817,2431,4593,3914,3437,1662,4776,7074,4865,6942,3554,951,127,0,0,101,1794,"Bell County, Texas",3537,3504,177,266,253,438,320,576,814,679,1103,872,1445,1011,1270,720,1386,1647,1352,1398,1169,499,178,225,225,90,700
"G4800290","2017","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",260329,249106,2016,2908,4049,5122,1312,2835,2981,3457,4315,9983,10892,16957,15705,19124,20839,30918,27099,33611,18914,12019,2268,843,581,358,11223,"Bexar County, Texas",6689,6464,734,995,1057,1137,516,928,1128,1125,1161,1819,1853,2241,2112,2127,2347,3546,2664,3008,2043,1802,740,547,439,218,1697
"G4800370","2017","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",13208,12135,237,499,399,298,122,668,694,1158,774,1276,1432,758,592,1240,347,681,179,364,164,253,0,0,0,0,1073,"Bowie County, Texas",1727,1550,218,626,424,219,158,533,512,722,416,647,666,517,510,797,328,559,211,290,194,369,225,225,225,225,559
"G4800390","2017","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",32972,30403,124,615,261,33,410,188,263,87,63,884,955,735,1073,1168,1463,4566,3912,6129,4180,3105,189,0,0,0,2569,"Brazoria County, Texas",3528,3440,166,606,293,34,296,180,318,92,82,514,627,492,490,568,828,1362,1382,1716,1810,1545,217,225,225,225,1006
"G4800410","2017","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",40298,39407,304,115,394,46,507,299,143,1071,654,2626,1743,3159,4349,3948,3009,4032,2705,4428,2156,1815,1791,0,67,46,891,"Brazos County, Texas",2718,2685,290,114,434,83,550,288,248,552,460,1030,648,1439,1246,1438,1038,1049,907,1039,793,637,907,225,112,76,412
"G4800610","2017","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",43066,39942,227,1879,973,1286,1276,2714,2553,2629,3781,4199,2019,2798,4324,974,1217,2665,1559,1617,873,361,18,0,0,0,3124,"Cameron County, Texas",2888,2799,194,717,510,441,500,999,833,748,1062,1055,782,973,1214,527,472,1000,692,844,583,296,33,225,225,225,1025
"G4800850","2017","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",121375,119366,92,183,120,315,0,492,342,206,523,1110,792,1656,2260,3045,3557,10075,12791,27088,18811,26721,5518,2416,466,787,2009,"Collin County, Texas",4453,4477,149,304,156,384,225,491,430,262,496,593,666,721,881,988,1098,1789,2130,2732,2252,2353,1293,992,298,509,762
"G4800910","2017","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comal County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4800990","2017","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coryell County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4801130","2017","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",465063,455060,2791,1915,2541,3315,3108,3210,2183,3531,4452,8725,13639,24029,23795,35367,34198,64262,47876,79568,45116,36260,8804,3712,1108,1555,10003,"Dallas County, Texas",7813,7937,878,837,748,843,927,1104,749,986,1063,1685,2337,2692,2576,3689,3162,4335,3611,4966,3654,3156,1567,1064,437,597,1501
"G4801210","2017","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",102459,100315,30,356,320,220,293,156,111,362,205,740,1036,2778,3569,3871,4307,15933,12808,24671,13615,11602,2214,949,51,118,2144,"Denton County, Texas",3684,3676,55,345,309,274,262,192,181,392,224,444,631,914,1125,1161,1027,2485,2021,2635,2252,2168,806,476,69,194,789
"G4801350","2017","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",18152,16930,0,167,122,249,296,108,594,522,198,970,828,1591,669,1314,1561,2211,1128,2035,1362,881,36,88,0,0,1222,"Ector County, Texas",1964,1951,225,178,194,195,324,183,513,445,292,608,588,897,365,875,842,782,707,1100,800,596,60,157,225,225,755
"G4801390","2017","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",15109,13878,46,233,365,133,0,29,201,107,142,359,620,1025,1213,1085,1340,1794,1349,1922,1174,724,0,0,0,17,1231,"Ellis County, Texas",1862,1805,80,285,387,152,225,47,275,99,213,240,428,516,761,589,486,731,623,746,632,433,225,225,225,29,825
"G4801410","2017","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",104384,100138,435,692,1861,1957,2348,2441,2774,2709,5638,5143,7452,7582,8644,6197,7175,13177,6153,11488,3293,2147,503,100,229,0,4246,"El Paso County, Texas",4344,4330,382,545,725,746,723,998,797,878,1170,1296,1708,1523,1904,1351,1600,2649,1312,1681,1104,858,387,169,132,225,1213
"G4801570","2017","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",55190,52551,0,32,279,163,451,690,184,357,658,293,417,952,897,1943,526,6049,4479,10310,9740,7542,4885,1415,216,73,2639,"Fort Bend County, Texas",4571,4163,225,56,299,272,601,528,197,341,491,317,423,681,605,763,429,1703,1160,2103,2150,1807,1814,720,214,126,1130
"G4801670","2017","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",39262,38385,288,399,359,30,287,36,580,536,232,1976,1354,2683,1676,2485,1977,6040,4120,5700,5128,1861,358,179,101,0,877,"Galveston County, Texas",3013,3039,242,295,249,52,245,58,574,314,186,821,644,938,727,993,773,1586,1226,1483,1401,852,321,266,167,225,365
"G4801810","2017","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",16203,15053,270,304,97,251,432,283,250,575,709,679,770,1177,1274,1560,877,2111,1651,674,753,106,71,0,0,179,1150,"Grayson County, Texas",1818,1740,353,183,108,297,285,387,204,375,523,443,385,722,625,676,392,745,779,360,417,118,117,225,225,154,699
"G4801830","2017","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",17115,16135,0,161,447,194,0,550,268,178,654,884,2403,1224,1043,1500,1762,1445,1137,1259,761,77,148,40,0,0,980,"Gregg County, Texas",1839,1887,225,227,371,214,225,562,314,142,438,506,836,499,514,721,819,597,659,775,589,123,180,68,225,225,604
"G4801870","2017","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guadalupe County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802010","2017","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",714076,691665,4368,3045,3931,3923,2433,5162,5017,8899,9977,22150,22517,41364,43077,52842,44317,91795,66667,111266,75848,51453,12487,5576,2382,1169,22411,"Harris County, Texas",12557,12624,1169,970,1342,1195,940,1281,1580,1766,2144,2940,2758,3342,4335,4485,3736,6311,4836,7471,6036,4594,2000,1458,968,528,2833
"G4802030","2017","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802090","2017","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hays County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802130","2017","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802150","2017","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",80652,72001,1304,1282,2324,2587,2541,4095,4407,3821,3883,8601,5224,6753,5510,5851,3799,3403,2028,2692,982,350,506,58,0,0,8651,"Hidalgo County, Texas",4311,4480,655,616,833,1025,910,1256,1262,1178,1298,1967,1413,1554,1646,1554,1406,1073,718,1034,478,288,412,95,225,225,1695
"G4802310","2017","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hunt County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802450","2017","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",35681,33624,1456,379,1105,555,501,1306,464,892,1227,1844,2016,2810,1948,3355,3598,3328,2430,2592,830,779,116,0,38,55,2057,"Jefferson County, Texas",2496,2427,885,265,621,425,477,604,392,543,667,709,996,1069,915,1227,1589,1208,1074,1098,454,614,98,225,60,94,804
"G4802510","2017","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",14988,13810,0,77,81,59,14,200,269,754,236,722,1191,796,1301,1288,463,2398,1291,1194,1220,204,0,0,0,52,1178,"Johnson County, Texas",2202,2163,225,123,94,101,24,331,294,606,269,594,636,425,697,614,326,984,688,719,655,186,225,225,225,89,720
"G4802570","2017","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",7756,7398,25,82,15,54,0,37,243,124,550,284,373,788,580,368,418,801,1066,647,379,423,141,0,0,0,358,"Kaufman County, Texas",1258,1225,43,95,24,75,225,66,317,141,382,262,278,587,436,290,297,427,617,413,301,305,169,225,225,225,225
"G4802910","2017","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4803030","2017","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",53175,50653,225,254,399,269,514,589,632,2002,2359,4111,4479,5365,5125,2720,2433,3830,3947,5917,3289,1450,335,143,53,213,2522,"Lubbock County, Texas",3215,3095,216,203,453,232,481,535,617,953,1138,1265,1357,1270,1322,1062,938,1047,1436,1308,1282,775,236,104,62,213,987
"G4803090","2017","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",37649,35535,916,183,160,934,832,676,839,1625,1100,2429,2804,2786,2846,3216,2186,3370,1747,3656,1410,1530,114,176,0,0,2114,"McLennan County, Texas",2520,2395,545,262,125,595,496,427,414,566,557,980,913,902,992,1107,832,1093,627,1122,747,711,185,274,225,225,658
"G4803290","2017","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Midland County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4803390","2017","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",56218,54557,0,122,187,564,496,175,652,647,423,1533,1463,1530,2840,2807,2155,6505,6684,9414,6286,6036,2522,868,209,439,1661,"Montgomery County, Texas",4000,4080,225,156,165,472,395,172,683,531,501,886,784,638,1034,1184,1031,1815,2045,2132,1609,1563,1723,705,169,464,722
"G4803470","2017","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",10015,9059,63,97,542,0,308,417,396,467,180,859,1032,1280,536,848,922,204,205,432,64,207,0,0,0,0,956,"Nacogdoches County, Texas",1440,1348,92,158,517,225,285,356,350,304,182,441,566,757,374,440,837,176,228,298,100,288,225,225,225,225,504
"G4803550","2017","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",54584,52718,698,414,753,915,359,1144,710,1628,1101,3203,1382,2994,3168,4169,2797,8492,3691,6676,3433,3236,836,498,95,326,1866,"Nueces County, Texas",3328,3305,433,407,537,439,285,751,535,836,550,1172,759,864,1040,1205,963,1796,1029,1520,1135,1081,456,450,109,311,789
"G4803610","2017","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4803670","2017","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parker County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4803750","2017","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",19455,18719,165,0,144,204,163,323,464,481,1380,1336,1809,2366,2453,1776,1050,1503,849,1154,479,573,0,0,47,0,736,"Potter County, Texas",1536,1601,188,225,147,167,180,272,437,293,675,699,619,866,741,816,517,644,522,798,429,487,225,225,42,225,406
"G4803810","2017","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",14574,13316,0,0,218,420,0,234,47,229,902,709,545,1866,643,847,1151,1555,957,1865,752,376,0,0,0,0,1258,"Randall County, Texas",1719,1688,225,225,330,357,225,285,85,239,666,388,418,733,351,530,613,661,564,632,559,244,225,225,225,225,680
"G4803970","2017","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockwall County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4804090","2017","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Patricio County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4804230","2017","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",25446,24430,0,358,494,76,386,481,465,370,1014,1734,1224,2366,2548,1463,2261,2832,1621,2563,1690,410,0,74,0,0,1016,"Smith County, Texas",2096,2090,225,386,481,98,368,379,447,234,643,824,619,916,846,628,878,972,775,1011,741,288,225,128,225,225,517
"G4804390","2017","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",276921,268588,1085,1002,1166,2065,2116,1997,1666,2846,3995,4822,6817,14971,19000,20060,18515,38052,28860,44797,29389,19960,3552,1102,322,431,8333,"Tarrant County, Texas",6557,6847,716,602,719,684,821,860,776,1010,1037,940,1521,2217,2599,2680,2784,3489,2684,3512,3299,3002,1044,609,324,452,1638
"G4804410","2017","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",19120,17470,117,36,134,27,505,396,114,558,1519,1188,2376,785,1475,859,1078,1931,1218,2128,322,673,31,0,0,0,1650,"Taylor County, Texas",1840,1898,191,42,126,50,419,333,121,336,633,636,818,414,679,390,530,846,701,740,239,495,50,225,225,225,831
"G4804510","2017","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",14955,13772,362,0,129,55,262,260,147,681,213,425,742,1961,1733,1395,1488,1012,1031,779,870,227,0,0,0,0,1183,"Tom Green County, Texas",1847,1947,333,225,158,74,321,276,216,488,222,343,436,955,869,636,800,629,694,436,600,230,225,225,225,225,596
"G4804530","2017","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",220000,215248,991,596,1559,485,237,769,1402,1354,1234,1662,2573,2292,3793,5101,7466,25589,23975,55406,30754,33400,8516,2919,1978,1197,4752,"Travis County, Texas",7588,7109,665,453,718,332,275,502,582,775,788,732,1402,977,1208,1557,1605,3302,2877,4385,2737,3413,1346,886,863,589,1458
"G4804690","2017","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",11419,10316,55,0,66,103,452,204,322,569,303,659,372,570,835,785,944,984,1509,1389,195,0,0,0,0,0,1103,"Victoria County, Texas",1542,1474,97,225,82,150,355,190,291,535,317,434,245,363,506,542,430,512,784,627,300,225,225,225,225,225,587
"G4804710","2017","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walker County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4804790","2017","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",28991,27054,334,678,1104,435,199,1048,1010,1568,1140,2723,1949,1722,1704,1945,1540,3668,1837,1344,532,237,337,0,0,0,1937,"Webb County, Texas",2419,2347,275,484,437,333,214,565,473,734,503,871,744,715,642,961,642,1153,760,564,450,332,519,225,225,225,711
"G4804850","2017","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",19271,18155,431,431,123,546,126,654,557,774,631,1600,2334,1810,1444,1442,952,1182,927,1200,412,165,213,0,201,0,1116,"Wichita County, Texas",2080,2005,314,379,152,405,140,469,432,553,440,660,972,735,743,655,484,588,516,402,400,203,227,225,146,225,483
"G4804910","2017","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",58812,57515,263,332,389,489,87,331,217,282,228,651,392,588,950,943,2007,6344,7283,14635,8818,8049,3336,566,134,201,1297,"Williamson County, Texas",3227,3209,241,333,300,518,124,404,248,260,324,341,229,357,567,612,918,1606,1683,2504,1801,1450,1037,354,116,243,467
"G4804970","2017","TX",,,"Texas","48","Wise County","497",,,,,,,,,,,,,,,,,,"05000US48497","Wise County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wise County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4900050","2017","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",14780,14544,27,34,86,0,61,606,591,316,1719,1387,1261,935,424,752,750,1956,962,1361,322,705,0,33,22,234,236,"Cache County, Utah",1255,1263,44,59,105,192,100,588,460,241,632,540,559,442,304,397,512,702,453,531,236,545,192,56,38,194,159
"G4900110","2017","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",23214,22657,157,177,143,376,213,136,126,336,106,229,894,1008,667,1915,1423,3197,2454,3692,3241,1492,95,232,227,121,557,"Davis County, Utah",2139,2150,197,235,178,351,194,165,164,348,173,230,617,568,350,851,660,998,814,811,1026,716,113,221,234,203,313
"G4900350","2017","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",123624,118980,165,436,1320,1094,853,2227,1087,1155,1218,3374,2248,4208,4262,7813,8562,12182,13201,27166,13912,10361,1144,752,146,94,4644,"Salt Lake County, Utah",4075,3856,162,342,681,633,482,909,602,585,551,1004,947,1529,1119,1571,1511,1873,1764,3029,2355,1879,494,371,138,123,1326
"G4900450","2017","UT",,,"Utah","49","Tooele County","045",,,,,,,,,,,,,,,,,,"05000US49045","Tooele County, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tooele County, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4900490","2017","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",55338,53903,42,290,207,528,783,568,475,1114,420,1289,1686,1893,4024,4972,3882,6288,5875,7503,5926,4599,838,144,416,141,1435,"Utah County, Utah",2389,2283,69,440,144,318,353,406,261,496,284,558,634,531,1028,1022,920,1286,1103,1492,1180,1130,396,128,303,176,476
"G4900530","2017","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",17463,16132,0,309,246,86,199,472,92,43,188,507,1215,537,836,1226,715,1755,1660,2433,1850,1374,179,123,87,0,1331,"Washington County, Utah",1921,1789,192,477,240,132,334,474,99,69,146,361,640,546,594,492,471,730,649,1026,866,897,205,200,142,192,572
"G4900570","2017","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",24248,23403,0,181,256,654,151,434,387,707,1804,967,1348,2181,1598,1724,1265,3519,1611,2989,1406,221,0,0,0,0,845,"Weber County, Utah",2069,2042,192,210,271,503,169,318,292,466,691,483,601,666,723,675,494,1101,643,905,557,225,192,192,192,192,357
"G5000070","2017","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",26040,25470,0,460,102,312,262,321,217,421,238,814,474,349,312,1041,884,1706,1798,5432,4497,3910,1170,146,279,325,570,"Chittenden County, Vermont",2037,2052,157,419,162,333,333,273,226,423,233,409,492,362,283,570,545,688,741,1678,1276,954,461,141,292,408,287
