GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADC4E001,ADC4E002,ADC4E003,ADC4E004,ADC4E005,ADC4E006,ADC4E007,ADC4E008,ADC4E009,ADC4E010,ADC4E011,ADC4E012,ADC4E013,ADC4E014,ADC4E015,ADC4E016,ADC4E017,ADC4E018,ADC4E019,ADC4E020,ADC4E021,ADC4E022,ADC4E023,ADC4E024,ADC4E025,ADC4E026,ADC4E027,NAME_M,ADC4M001,ADC4M002,ADC4M003,ADC4M004,ADC4M005,ADC4M006,ADC4M007,ADC4M008,ADC4M009,ADC4M010,ADC4M011,ADC4M012,ADC4M013,ADC4M014,ADC4M015,ADC4M016,ADC4M017,ADC4M018,ADC4M019,ADC4M020,ADC4M021,ADC4M022,ADC4M023,ADC4M024,ADC4M025,ADC4M026,ADC4M027
"G0600770","2015","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County, California",100418,95237,526,700,106,1143,843,1661,968,1027,1907,3381,3869,4553,7112,4557,5996,11635,7673,15658,11532,8222,1304,413,451,0,5181,"San Joaquin County, California",3620,3347,342,368,103,453,437,766,451,374,561,793,962,991,1174,1033,1269,1866,1446,1985,1675,1872,448,226,351,201,1073
"G0600790","2015","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County, California",43018,41951,188,93,295,136,653,241,179,750,424,627,554,785,243,1438,1046,3572,3548,9188,4754,8486,2805,854,522,570,1067,"San Luis Obispo County, California",2441,2474,207,117,336,138,531,236,191,644,449,394,461,554,197,638,575,990,1073,1983,1116,1552,902,512,551,461,446
"G0600810","2015","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,"05000US06081","San Mateo County, California",106424,101968,572,140,46,256,174,215,478,594,486,788,306,406,153,238,806,772,2403,9812,11825,28872,19339,12734,6839,3714,4456,"San Mateo County, California",2883,2972,410,227,74,193,195,221,305,515,516,583,285,276,168,243,489,408,822,1821,1649,2636,1788,1500,1087,813,1036
"G0600830","2015","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",70308,68485,35,671,429,512,349,653,660,501,579,906,711,1669,1034,1148,1290,4423,4005,10346,11972,15288,6023,2270,2257,754,1823,"Santa Barbara County, California",3017,3038,58,437,255,257,179,448,326,459,388,529,504,761,495,593,592,992,981,1608,1749,1964,1100,789,752,456,528
"G0600850","2015","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",277974,270960,257,759,418,1533,2600,1229,1013,1947,1258,2767,2064,2616,975,1457,1273,4646,7596,24068,30209,70080,54122,33718,15790,8565,7014,"Santa Clara County, California",5935,5811,192,510,325,701,761,666,476,799,473,924,815,846,537,681,518,1109,1594,2655,2644,3454,3843,2967,1912,1377,1200
"G0600870","2015","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",41612,40018,451,166,86,258,111,102,182,255,288,718,339,436,577,750,663,2102,2718,6119,6755,9491,4205,2226,737,283,1594,"Santa Cruz County, California",2722,2574,383,224,144,218,187,176,198,315,263,482,391,378,419,641,511,907,1079,1357,1443,1579,892,926,365,242,561
"G0600890","2015","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",26853,25513,390,80,313,425,0,544,395,1194,714,779,1459,2419,2059,1520,1915,2409,2522,3439,1937,651,239,83,0,27,1340,"Shasta County, California",1734,1755,358,94,236,242,201,322,398,614,414,388,591,776,818,716,679,818,717,970,606,290,261,102,201,44,586
"G0600950","2015","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",57785,55889,0,52,429,353,234,385,254,531,449,478,598,607,213,898,2556,5045,5349,11822,10693,10844,3246,751,42,60,1896,"Solano County, California",2793,2843,201,82,301,286,214,293,394,325,460,321,426,391,180,370,997,1075,1155,1707,1561,1392,898,388,68,101,589
"G0600970","2015","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",77230,74278,20,196,611,1190,488,793,319,812,472,1214,612,810,907,1389,717,3715,6322,15618,11492,20200,4325,1352,575,129,2952,"Sonoma County, California",3379,3380,27,230,439,573,360,482,413,377,362,596,355,470,612,518,385,1141,1558,1901,1665,2282,1039,656,382,154,696
"G0600990","2015","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",74883,70669,315,166,285,1305,1408,1224,514,1052,1258,2675,1409,3944,2813,5430,5672,9307,8626,13905,5250,3070,572,0,81,388,4214,"Stanislaus County, California",3559,3667,217,170,191,568,699,659,350,516,508,850,529,899,886,1121,1363,1455,1343,1833,1111,1280,398,201,137,256,962
"G0601010","2015","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",14504,13776,98,10,47,325,77,50,303,391,268,721,1276,612,1767,831,537,1918,1191,1938,1045,325,46,0,0,0,728,"Sutter County, California",1431,1415,160,19,80,254,92,84,316,384,276,529,567,372,656,380,358,758,579,657,444,238,80,201,201,201,453
"G0601070","2015","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",60907,56993,0,265,518,919,960,1593,1382,2318,2223,4526,3190,3561,5825,3354,4559,6232,5123,6176,1930,1710,360,63,15,191,3914,"Tulare County, California",3687,3559,201,209,324,440,490,678,598,797,739,955,1025,1002,1183,1121,1465,1656,1295,1533,1103,1064,387,106,24,235,1073
"G0601110","2015","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",98964,96251,173,112,561,1191,568,985,380,320,545,1509,612,807,1002,1297,1041,3495,3747,16018,16038,25749,14372,3819,1226,684,2713,"Ventura County, California",3684,3601,190,138,304,597,310,426,290,236,382,664,440,435,576,629,546,890,1085,2078,2257,2452,1691,967,589,410,745
"G0601130","2015","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",34753,33264,143,0,270,516,263,719,208,379,784,240,640,731,2731,1410,813,1970,3073,7016,4701,4489,1580,314,113,161,1489,"Yolo County, California",2085,2052,166,201,282,402,259,620,214,345,717,188,435,514,1162,741,406,753,933,1176,801,874,673,228,95,198,565
"G0601150","2015","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",9590,9089,46,162,0,177,250,209,18,442,272,486,446,404,527,869,692,611,518,890,778,1005,287,0,0,0,501,"Yuba County, California",1578,1508,78,250,201,151,292,168,35,536,310,412,282,236,376,543,445,502,377,601,390,610,424,201,201,201,453
"G0800010","2015","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",56229,55104,563,271,385,461,38,147,250,205,851,878,747,1531,2188,2834,2925,4603,6495,12336,8951,7394,817,234,0,0,1125,"Adams County, Colorado",2807,2782,334,324,296,288,65,194,268,164,508,506,522,604,755,910,1040,1326,1417,1771,1837,1541,486,371,193,193,419
"G0800050","2015","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",87859,86316,116,585,595,543,310,700,558,206,437,605,265,1611,2724,3751,3951,11907,9894,19780,13836,10177,1840,558,654,713,1543,"Arapahoe County, Colorado",3383,3369,191,380,369,309,289,366,398,223,380,306,262,616,789,1043,1208,1999,1639,1921,1796,1569,654,297,303,506,616
"G0800130","2015","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",49815,48853,431,0,35,307,49,240,291,752,115,471,506,948,855,1186,1643,3387,4238,11309,7643,9481,3029,848,837,252,962,"Boulder County, Colorado",2370,2353,401,193,58,295,80,321,315,501,187,401,492,456,402,606,602,868,938,1889,1480,1292,751,511,533,241,423
"G0800140","2015","CO",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,"05000US08014","Broomfield County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0800310","2015","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",145315,143047,1907,640,2294,4610,1020,1124,1278,1721,958,1481,2141,4827,4354,6097,6349,15043,15035,28635,16725,16701,6244,2108,564,1191,2268,"Denver County, Colorado",3783,3848,899,288,856,955,668,531,558,742,490,610,769,1168,973,1146,1210,2434,1861,2330,2256,2114,1215,719,337,728,880
"G0800350","2015","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",26477,25430,0,0,0,88,66,0,29,260,115,103,0,361,127,0,113,1110,1258,3732,7554,6373,2330,320,856,635,1047,"Douglas County, Colorado",2026,2072,193,193,193,106,108,193,50,255,190,98,193,343,213,193,139,642,738,890,1574,1281,776,288,520,433,503
"G0800410","2015","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",98188,95769,551,201,127,1003,463,383,458,1816,2933,4747,3900,5580,6727,4366,5152,11656,7486,17956,10639,7336,1820,199,209,61,2419,"El Paso County, Colorado",3556,3609,340,251,163,471,352,314,292,713,810,1381,968,1184,1596,1093,1153,2007,1536,2239,1761,1531,732,223,240,100,634
"G0800590","2015","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",69546,68007,138,395,164,590,238,132,226,775,501,1569,950,1594,2301,2498,3594,5893,6779,15917,11734,8476,1996,859,688,0,1539,"Jefferson County, Colorado",3217,3070,162,408,169,360,213,158,159,433,399,810,484,577,859,900,903,1234,1319,2020,1732,1435,665,569,499,193,472
"G0800690","2015","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,"05000US08069","Larimer County, Colorado",45872,44703,47,128,41,218,229,422,622,288,850,405,1383,1692,1136,2395,2056,5642,5245,7912,6875,4927,2012,78,100,0,1169,"Larimer County, Colorado",2716,2718,80,155,68,165,159,305,430,248,461,292,547,680,633,948,763,1290,991,1353,1539,1203,788,71,117,193,455
"G0800770","2015","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,"05000US08077","Mesa County, Colorado",19494,19016,267,559,0,152,270,417,243,680,378,1015,1617,623,1486,1102,1446,1676,1119,3431,1744,613,109,0,0,69,478,"Mesa County, Colorado",1743,1766,401,615,193,157,264,338,185,431,352,565,719,349,790,645,663,567,663,1000,824,459,135,193,193,115,350
"G0801010","2015","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,"05000US08101","Pueblo County, Colorado",22639,21547,360,643,477,164,900,537,1242,1376,1413,1770,1644,2321,1887,1325,584,1627,1141,1053,578,394,0,20,0,91,1092,"Pueblo County, Colorado",1751,1751,283,481,275,129,488,350,498,551,600,547,611,761,739,645,356,527,486,562,355,228,193,31,193,154,426
"G0801230","2015","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,"05000US08123","Weld County, Colorado",29026,26111,230,117,230,368,245,462,179,467,645,1292,1541,856,1570,1810,1665,3467,2183,4742,2012,1425,274,213,0,118,2915,"Weld County, Colorado",1743,1587,258,146,175,196,196,315,111,353,352,539,590,428,551,666,608,948,620,1188,680,623,195,195,193,85,906
"G0900010","2015","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,"05000US09001","Fairfield County, Connecticut",108604,104878,756,1316,1179,1750,1585,1524,486,1781,1265,1535,811,1160,1084,2079,3026,7936,6395,19688,15185,17262,9095,4435,2177,1368,3726,"Fairfield County, Connecticut",4029,3931,362,600,623,675,462,727,295,520,704,518,452,404,492,667,1019,1548,1162,2367,2246,2220,1471,1139,780,628,989
"G0900030","2015","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,"05000US09003","Hartford County, Connecticut",124261,120086,2177,1219,1459,2690,2108,2639,1433,1377,1829,3722,3463,3810,6529,6482,6194,18170,16039,20463,11379,4494,1189,691,421,109,4175,"Hartford County, Connecticut",4212,4105,801,535,468,812,694,1000,669,513,753,1064,885,926,1349,1449,1196,2351,2252,2225,1772,960,508,507,343,128,1029
"G0900050","2015","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,"05000US09005","Litchfield County, Connecticut",17138,15903,0,75,204,210,68,933,54,446,291,660,369,968,699,1090,1727,2693,1060,2005,1784,362,25,73,62,45,1235,"Litchfield County, Connecticut",2083,1999,198,68,239,216,67,548,68,385,265,508,363,587,420,617,796,757,489,728,962,218,42,93,44,75,408
"G0900070","2015","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,"05000US09007","Middlesex County, Connecticut",16297,15253,237,74,139,399,384,40,118,722,149,99,85,184,638,486,698,2096,1983,3668,1777,1277,0,0,0,0,1044,"Middlesex County, Connecticut",1632,1543,217,122,142,314,264,67,111,408,153,116,100,183,421,263,369,724,641,870,785,607,198,198,198,198,572
"G0900090","2015","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,"05000US09009","New Haven County, Connecticut",124604,119157,1214,998,1661,3457,1864,1749,1623,1858,2412,3376,2703,3859,4024,5435,7046,16630,14601,20638,11053,10062,1812,402,488,192,5447,"New Haven County, Connecticut",4999,4812,602,509,722,1070,729,625,550,773,781,878,861,897,1179,1165,1647,2299,1991,2237,1961,1568,698,263,475,182,1388
"G0900110","2015","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,"05000US09011","New London County, Connecticut",36770,35079,953,573,839,415,53,482,294,937,482,1020,597,972,1285,2083,1594,5963,3972,5790,3788,1998,787,36,166,0,1691,"New London County, Connecticut",2098,2021,671,470,378,289,89,446,253,560,367,470,378,601,556,827,634,1126,1015,1369,982,647,528,59,128,198,650
"G0900130","2015","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,"05000US09013","Tolland County, Connecticut",15232,14911,129,210,479,0,360,303,290,32,148,353,108,570,282,1127,938,2696,1129,2426,1264,1460,571,36,0,0,321,"Tolland County, Connecticut",1456,1418,223,332,356,198,375,272,225,53,176,327,139,383,275,592,563,852,600,773,667,685,533,61,198,198,230
"G0900150","2015","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",11762,11348,39,0,320,14,458,908,87,404,347,1036,258,619,710,643,557,1528,874,1943,407,45,151,0,0,0,414,"Windham County, Connecticut",1545,1531,65,198,292,24,358,557,128,279,386,626,251,471,498,439,348,626,431,881,367,77,187,198,198,198,269
"G1000010","2015","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",20148,19005,234,155,0,114,111,765,247,389,63,812,810,1944,571,1398,2026,2117,1903,3133,1670,466,77,0,0,0,1143,"Kent County, Delaware",1835,1651,181,236,190,112,103,486,236,383,88,440,523,733,371,586,761,680,714,807,574,427,68,190,190,190,578
"G1000030","2015","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",64138,61396,1026,694,555,1102,588,391,724,953,677,1686,928,2042,2706,2670,3084,9347,7840,14048,6448,2946,380,192,0,369,2742,"New Castle County, Delaware",3129,3056,587,419,467,353,387,305,419,463,415,745,474,734,646,913,715,1592,1580,2002,1475,924,250,146,190,412,765
"G1000050","2015","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",18628,15716,0,539,328,28,68,287,262,970,199,613,1605,960,383,1364,723,1896,1610,2532,622,557,61,109,0,0,2912,"Sussex County, Delaware",2251,1925,190,468,290,45,99,171,308,485,150,383,812,526,216,639,400,704,824,1053,286,305,111,167,190,190,999
"G1100010","2015","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",169232,163821,3466,1190,2140,5225,2380,1428,2244,1461,1036,2239,1828,2930,2185,2887,2457,9132,10531,21863,17380,32498,18781,8920,5476,4144,5411,"District of Columbia, District of Columbia",4150,4174,971,547,784,1132,658,536,780,692,642,710,688,923,811,822,666,1665,1726,2641,1993,2511,1962,1380,1091,1201,1090
"G1200010","2015","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",44463,43080,374,503,357,544,0,528,1325,2006,2624,3149,3361,3022,3007,1861,2659,4401,3020,4895,2569,1621,822,249,183,0,1383,"Alachua County, Florida",2931,2928,342,331,238,420,217,364,597,955,926,962,1019,816,904,677,777,1090,989,1188,910,754,313,189,165,217,731
"G1200050","2015","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",26664,26013,383,549,81,669,359,279,480,979,598,1045,1843,1726,1484,1423,1064,2246,3520,3849,1958,929,292,31,140,86,651,"Bay County, Florida",2506,2515,318,406,155,559,299,266,401,571,334,500,700,764,605,545,675,770,1194,951,761,553,428,50,214,101,353
"G1200090","2015","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",67657,64961,95,785,512,466,644,996,747,928,931,2794,3282,4321,4110,5128,3593,10364,6638,8119,4979,3828,881,376,381,63,2696,"Brevard County, Florida",3625,3623,106,525,383,335,475,645,404,489,390,943,967,1201,1105,1157,1037,1605,1572,1851,1340,1273,538,303,247,106,779
"G1200110","2015","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",259614,251045,506,1134,1439,1320,651,1332,811,794,1105,2242,1960,4107,5490,6640,11434,25107,29172,57513,41136,37672,11100,4545,2553,1282,8569,"Broward County, Florida",7370,7238,348,556,746,675,498,760,407,455,470,861,677,1182,1435,1457,2064,2460,3250,4632,3623,3783,1945,1360,918,515,1482
"G1200150","2015","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",17540,16182,24,0,129,273,282,0,0,67,332,389,939,1698,1567,1515,1118,2330,1564,1840,809,1122,138,46,0,0,1358,"Charlotte County, Florida",2239,2229,42,217,216,216,271,217,217,112,231,254,567,667,841,712,475,968,569,705,416,567,224,75,217,217,690
"G1200170","2015","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",11249,10658,0,114,0,144,256,425,264,512,349,1251,2259,912,776,484,522,712,710,399,426,0,143,0,0,0,591,"Citrus County, Florida",1773,1757,217,149,217,227,293,292,261,460,205,698,820,478,512,333,284,487,472,383,375,217,157,217,217,217,341
"G1200190","2015","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",20792,18404,72,0,0,20,0,119,0,113,423,1037,1384,997,1454,1385,1076,3368,819,1906,2948,1055,228,0,0,0,2388,"Clay County, Florida",2588,2451,139,217,217,38,217,124,217,151,381,738,825,517,795,862,576,1383,489,666,1330,672,277,217,217,217,1083
"G1200210","2015","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",37492,35835,42,70,68,155,569,342,265,393,578,1126,193,215,1080,1907,1354,3983,4799,6957,4803,4385,1201,381,500,469,1657,"Collier County, Florida",2669,2590,75,121,117,188,362,336,190,337,357,727,174,185,472,760,589,1054,1223,1416,1218,1087,649,344,356,329,641
"G1200230","2015","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",7674,7184,0,0,0,57,193,517,92,730,491,244,1285,827,509,307,615,659,215,443,0,0,0,0,0,0,490,"Columbia County, Florida",1241,1246,217,217,217,93,193,382,147,387,383,205,606,540,477,288,459,376,256,250,217,217,217,217,217,217,344
"G1200310","2015","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",148114,144250,2489,1794,1111,1880,973,1004,1658,3593,3093,5836,6486,10653,9746,10234,9862,18088,15157,21340,11173,6069,1363,225,327,96,3864,"Duval County, Florida",6306,6122,1094,1157,523,642,700,447,590,1198,831,1291,1478,2148,1766,1609,1695,2319,2265,2418,2039,1423,661,202,263,160,976
"G1200330","2015","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",45435,43191,558,73,215,302,257,798,825,2851,2190,3157,3970,3303,3437,3001,3964,4896,3272,3830,1290,576,332,62,32,0,2244,"Escambia County, Florida",3174,3151,438,121,286,214,241,679,546,989,878,1114,1269,1163,1155,963,1090,1006,995,1093,581,374,318,79,55,217,834
"G1200350","2015","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,"05000US12035","Flagler County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flagler County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
