GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAS5E001,AAS5E002,AAS5E003,AAS5E004,AAS5E005,AAS5E006,AAS5E007,AAS5E008,AAS5E009,AAS5E010,AAS5E011,AAS5E012,AAS5E013,AAS5E014,AAS5E015,AAS5E016,AAS5E017,NAME_M,AAS5M001,AAS5M002,AAS5M003,AAS5M004,AAS5M005,AAS5M006,AAS5M007,AAS5M008,AAS5M009,AAS5M010,AAS5M011,AAS5M012,AAS5M013,AAS5M014,AAS5M015,AAS5M016,AAS5M017
"G12060950","2014","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"16000US1260950","Riverview CDP, Florida",27865,1398,1154,634,1636,1291,1408,1365,1473,1680,3260,3764,3291,1669,1581,1560,701,"Riverview CDP, Florida",2115,614,512,328,729,507,698,621,647,670,1084,1135,1065,699,701,569,336
"G12063000","2014","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"16000US1263000","St. Petersburg city, Florida",103519,10146,4531,6128,5713,5489,6939,5208,6406,4052,8672,9568,12782,7745,2904,3461,3775,"St. Petersburg city, Florida",3325,1223,1007,1253,996,1123,1215,1127,1348,944,1568,1361,1660,1154,731,719,865
"G12068350","2014","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"16000US1268350","Spring Hill CDP, Florida",39055,2633,2289,3135,2052,2569,2142,3998,2103,1846,4667,3577,4566,1497,591,822,568,"Spring Hill CDP, Florida",2133,765,716,820,737,848,671,1100,618,555,1220,910,983,615,478,443,537
"G12069700","2014","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"16000US1269700","Sunrise city, Florida",30491,2345,891,1623,1712,2016,1599,1694,1545,1243,2395,3066,3779,3143,1681,1116,643,"Sunrise city, Florida",1838,739,371,694,721,777,582,655,616,581,770,846,999,998,602,473,271
"G12070600","2014","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"16000US1270600","Tallahassee city, Florida",75056,11236,4625,4443,4582,5584,4434,3818,4562,2901,5237,5005,6309,4694,3651,2329,1646,"Tallahassee city, Florida",2331,1859,986,1115,1014,1255,1229,987,1292,1044,1237,1086,1058,1004,909,666,582
"G12071000","2014","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"16000US1271000","Tampa city, Florida",140429,12935,9741,9404,7834,6807,8013,7660,6566,6591,10994,11106,11396,10681,5777,7014,7910,"Tampa city, Florida",3251,1836,1451,1630,1225,1077,1587,1291,1200,1097,1550,1558,1498,1612,1285,1087,1321
"G12071625","2014","FL",,,"Florida","12",,,"The Villages CDP","71625",,,,,,,,,,,,,,,,"16000US1271625","The Villages CDP, Florida",37418,1277,453,1328,1605,2412,1537,3161,2657,2969,3913,4436,4355,3563,1819,249,1684,"The Villages CDP, Florida",1912,725,342,897,935,886,646,1311,1549,1292,1275,1206,1338,1541,993,259,1164
"G12072145","2014","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"16000US1272145","Town 'n' Country CDP, Florida",31621,1559,1274,1663,1606,1564,1839,2346,1508,1682,2861,3765,3892,2947,1115,945,1055,"Town 'n' Country CDP, Florida",2362,568,531,829,674,669,673,1038,709,671,919,1038,1020,917,488,398,553
"G12076582","2014","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"16000US1276582","Weston city, Florida",22030,1225,319,496,204,391,722,478,835,593,1392,2763,2614,2935,2243,2401,2419,"Weston city, Florida",1240,711,290,292,175,384,422,393,674,418,725,1036,741,774,800,848,695
"G12076600","2014","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",42349,3171,2979,2839,2557,3037,3800,1664,1955,1855,3773,3588,4341,2706,1231,1183,1670,"West Palm Beach city, Florida",2204,951,906,845,885,917,1062,526,627,617,1017,919,888,843,517,450,521
"G13001052","2014","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",28248,5261,3060,2340,2189,1315,1992,1790,1367,834,1706,2191,2142,1109,235,548,169,"Albany city, Georgia",1391,1025,926,788,591,590,810,619,567,445,707,637,695,457,202,433,161
"G13003440","2014","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",43568,8500,2652,4536,2936,3223,2073,2178,1940,1011,2646,4064,2657,2230,1041,738,1143,"Athens-Clarke County unified government (balance), Georgia",1907,1546,772,1011,884,855,806,812,714,414,832,1090,729,703,407,291,409
"G13004000","2014","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",189431,22067,13208,11394,10147,8259,10070,7401,8897,7900,13066,14747,16550,13364,6071,9827,16463,"Atlanta city, Georgia",4283,2182,1590,1713,1740,1368,1737,1410,1662,1576,1596,1968,1716,1852,1212,1520,1581
"G13004204","2014","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",69436,9454,5477,3450,6229,5420,3738,4721,3150,2823,3812,5699,7776,2981,2624,1324,758,"Augusta-Richmond County consolidated government (balance), Georgia",2427,1483,1422,877,1443,1336,1060,1131,751,813,878,1067,1248,824,977,446,350
"G13019000","2014","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",74339,7936,4548,3511,6227,3427,4494,5190,3459,2601,8542,7632,7154,3252,2192,1932,2242,"Columbus city, Georgia",2252,1449,956,805,1138,802,1072,1014,821,799,1384,1324,1251,979,627,565,683
"G13042425","2014","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",28014,1177,368,684,837,442,889,593,461,185,2692,1335,4377,2821,2273,4450,4430,"Johns Creek city, Georgia",2236,658,396,704,556,293,519,397,404,168,1151,704,1076,906,753,1239,1106
"G13049008","2014","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"16000US1349008","Macon-Bibb County, Georgia",56052,9456,3578,4638,3422,3907,2715,2908,2601,1432,3489,4002,6359,2561,1481,1661,1842,"Macon-Bibb County, Georgia",1769,1445,866,984,786,1104,810,951,614,479,713,1003,1121,632,490,424,560
"G13067284","2014","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",34288,972,777,729,1740,1193,1234,805,1667,1337,3441,2722,3140,4080,2703,2727,5021,"Roswell city, Georgia",1873,549,415,522,814,709,740,411,689,660,1043,933,844,1158,812,795,1146
"G13068516","2014","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",44822,3032,1488,1056,1788,1401,2583,2824,2363,1096,3305,4937,2987,3788,2875,2678,6621,"Sandy Springs city, Georgia",2670,1087,757,602,703,642,910,938,913,664,952,1150,892,1051,943,838,1091
"G13069000","2014","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",54628,7923,3628,3524,3847,2824,3445,3201,2782,2670,3439,5596,4465,3356,1207,1718,1003,"Savannah city, Georgia",2060,1215,868,730,908,755,790,793,843,798,801,1138,895,966,377,613,397
"G13080508","2014","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",27331,3592,1509,2284,1392,1122,1148,1177,1726,1257,1869,3636,2993,1769,905,861,91,"Warner Robins city, Georgia",1905,1239,593,1065,703,653,512,535,828,722,612,1076,891,784,575,537,114
"G15071550","2014","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",127394,8736,4828,4758,5434,4991,5154,6118,5593,5093,10816,15015,17024,11738,6628,7760,7708,"Urban Honolulu CDP, Hawaii",2640,1608,972,956,1112,1100,943,1279,1157,886,1606,1510,1785,1565,1025,1185,1078
"G16008830","2014","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",84511,5811,4718,4865,4303,5261,3660,3271,4876,3634,7743,5935,9689,7486,5181,2886,5192,"Boise City city, Idaho",2667,1529,1213,1098,954,1569,936,873,1005,1001,1379,1088,1520,1481,1247,784,1354
"G16052120","2014","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",31969,1088,419,1082,1341,1095,2993,2710,1730,872,2862,3613,5260,2484,1822,1683,915,"Meridian city, Idaho",2092,796,461,673,747,629,1491,1035,856,518,1232,1437,1566,1041,890,818,549
"G16056260","2014","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",29806,2958,1063,1676,2245,1540,2198,2643,2251,1474,2503,4534,2650,1509,238,283,41,"Nampa city, Idaho",1414,1153,486,712,711,685,757,981,753,628,1018,1407,806,1043,222,337,68
"G17002154","2014","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",30184,1207,1001,1137,1002,1382,722,1197,883,1150,2372,2286,4251,2436,2220,3104,3834,"Arlington Heights village, Illinois",1489,501,652,470,510,535,454,555,365,465,840,695,821,581,603,742,638
"G17003012","2014","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",59547,2760,1423,2552,2249,1759,2720,2929,2867,1874,4480,6961,8329,7264,3682,3921,3777,"Aurora city, Illinois",2670,717,479,813,683,670,895,882,759,650,1141,1309,1371,1302,967,985,869
"G17006613","2014","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",31373,2816,1645,918,1476,1502,1594,1500,997,951,2355,3791,3280,2612,2308,2428,1200,"Bloomington city, Illinois",1248,895,619,378,464,450,661,558,474,393,643,835,771,707,654,638,433
"G17007133","2014","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",22024,642,533,777,525,1396,415,843,1148,1290,1812,1957,3808,3057,1427,1413,981,"Bolingbrook village, Illinois",1176,373,393,444,371,691,252,385,488,611,803,705,940,861,446,414,441
"G17012385","2014","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",33606,5336,1510,1665,2100,1346,1168,1433,1654,1150,3115,3364,3383,1884,2071,752,1675,"Champaign city, Illinois",1778,1256,509,665,750,537,479,577,656,571,892,1025,741,593,624,378,533
"G17014000","2014","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",1031672,112665,60538,62565,61833,48421,50612,46855,45068,34874,75120,93257,107965,77316,43100,52259,59224,"Chicago city, Illinois",8449,4449,4261,3812,3866,3547,3504,3656,3190,2806,4726,4189,5111,4176,3261,3500,3187
"G17014351","2014","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",22169,1417,1132,1657,1652,1740,1488,839,1495,1139,2172,3191,2527,1026,336,257,101,"Cicero town, Illinois",1231,583,540,506,574,611,620,430,708,476,603,791,656,408,236,184,100
"G17018823","2014","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",30237,3231,2208,2318,2269,1552,1872,1639,1678,1059,1789,3757,2933,1842,708,1029,353,"Decatur city, Illinois",1467,734,622,620,686,605,552,515,523,395,565,853,642,525,327,517,204
"G17023074","2014","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",37537,1781,1419,1635,1949,2237,2071,2022,1368,1927,2172,3861,5427,2736,3129,2724,1079,"Elgin city, Illinois",2357,713,577,634,707,678,773,496,673,630,805,1094,1178,697,940,1179,508
"G17024582","2014","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",28577,2242,1000,1260,882,1139,817,624,1577,1149,1547,2338,3523,2298,1582,2726,3873,"Evanston city, Illinois",1627,677,448,598,454,527,383,312,639,453,669,566,843,709,586,755,830
"G17038570","2014","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",47219,2783,1700,1575,1684,2239,2942,1908,1516,2740,4069,5008,6491,5600,3037,2732,1195,"Joliet city, Illinois",1960,614,609,579,472,789,806,563,523,841,1061,759,1181,987,922,814,539
"G17051622","2014","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",51165,1661,760,963,1266,1390,1583,1817,1229,1772,2471,4553,4919,6246,3619,6739,10177,"Naperville city, Illinois",1472,466,402,386,488,595,648,596,531,474,733,1075,860,1084,705,1042,1399
"G17057225","2014","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",26957,776,765,673,1055,1131,1148,627,1274,1288,2434,2911,3368,3180,2108,2462,1757,"Palatine village, Illinois",1643,536,445,367,791,599,509,364,602,604,823,829,693,880,628,840,538
"G17059000","2014","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",47432,4143,3001,2826,2364,3400,2384,2357,1298,1989,4321,4381,5399,3417,1672,2327,2153,"Peoria city, Illinois",1888,924,821,1010,704,985,790,770,613,601,930,900,1110,811,532,670,644
"G17065000","2014","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",59772,7416,5362,4049,4328,3376,3458,3004,2944,1823,5330,5189,5933,3157,1431,1744,1228,"Rockford city, Illinois",1819,1298,980,867,991,753,778,688,709,502,993,1009,1147,909,563,540,407
"G17068003","2014","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",30457,1594,189,978,1040,1041,999,1088,2357,958,2141,3384,4682,3566,1913,2692,1835,"Schaumburg village, Illinois",1636,793,162,412,509,486,454,553,1013,543,787,919,895,888,581,609,576
"G17070122","2014","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",21428,1026,738,1210,648,993,827,1173,566,522,1154,1426,3993,2238,1518,1432,1964,"Skokie village, Illinois",1421,530,427,552,453,481,437,468,277,273,537,562,991,625,487,464,548
"G17072000","2014","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",50157,4257,3613,2881,3584,2543,2262,2207,2042,2053,4164,4412,5919,3734,1902,2568,2016,"Springfield city, Illinois",1689,885,982,745,951,758,709,821,779,619,1124,1029,961,828,638,636,574
"G17079293","2014","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",28445,2695,1375,1812,1626,1728,1496,1231,1946,1049,3223,3214,2690,1982,984,1000,394,"Waukegan city, Illinois",1729,765,583,518,604,656,708,510,730,396,923,812,800,683,403,368,322
"G18005860","2014","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",29984,6338,2284,1641,1100,2889,2230,838,1314,1230,2113,1779,1749,1778,668,788,1245,"Bloomington city, Indiana",2071,1050,857,612,484,917,854,563,625,534,748,722,618,503,338,363,527
"G18010342","2014","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",32573,442,900,365,904,508,940,525,477,973,2110,2078,4034,4924,3926,2841,6626,"Carmel city, Indiana",1248,337,595,256,484,266,414,289,310,508,637,646,823,1036,897,806,1186
"G18022000","2014","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",51287,5579,4096,3389,3770,4171,4324,3528,3328,2030,4569,4649,3847,1847,774,579,807,"Evansville city, Indiana",1872,1131,1093,882,964,1013,1006,900,816,596,953,843,898,546,481,318,368
"G18023278","2014","IN",,,"Indiana","18",,,"Fishers town","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers town, Indiana",30195,479,130,531,718,577,1405,942,111,1468,2064,3247,5995,3940,2164,3390,3034,"Fishers town, Indiana",1499,415,166,383,540,338,915,532,132,703,781,1251,1322,1006,833,932,859
"G18025000","2014","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",100239,8458,7036,6134,6156,7613,6325,5198,4603,5075,8533,11812,11488,4747,2367,1802,2892,"Fort Wayne city, Indiana",2516,1262,1209,1212,1079,1398,1104,1083,947,820,1441,1714,1565,1019,639,618,899
"G18027000","2014","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",28078,6709,2334,2884,1655,1724,1767,1159,1066,845,1981,2590,1938,829,160,273,164,"Gary city, Indiana",1524,1249,658,731,636,606,780,426,491,350,665,762,500,347,147,191,155
"G18031000","2014","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",28168,2098,2648,1416,1772,2042,1596,1420,1728,2084,2626,3042,2709,1546,702,512,227,"Hammond city, Indiana",1478,630,814,536,589,676,576,516,527,694,653,837,737,580,324,363,177
"G18036003","2014","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",328526,31673,21306,24962,20274,19264,18458,16894,20814,15007,28742,30506,32217,18141,11773,9715,8780,"Indianapolis city (balance), Indiana",4886,2790,2398,2211,2363,2125,1871,2007,2530,1892,2461,2541,3064,2242,1435,1283,1087
"G18040788","2014","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",27331,1989,1252,3161,1939,1901,2219,1277,1565,1276,3732,2524,2087,837,718,487,367,"Lafayette city, Indiana",1459,818,602,1038,661,774,726,569,540,470,825,885,777,373,401,337,282
"G18051876","2014","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",26981,3845,2807,2108,1434,1956,2500,1606,1336,1867,1587,2180,1831,1245,421,258,0,"Muncie city, Indiana",1444,861,751,582,458,613,715,604,493,578,664,613,571,615,419,186,187
"G18071000","2014","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",40677,4971,3044,3012,3765,2696,2576,2908,2227,2484,2647,4124,2671,1469,506,411,1166,"South Bend city, Indiana",2129,1011,699,725,964,688,740,675,721,702,615,874,517,440,219,202,482
"G19012000","2014","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",53672,2316,3072,3487,3014,1901,2620,1906,2331,1757,3939,5973,8045,5692,2234,2554,2831,"Cedar Rapids city, Iowa",1760,819,932,1081,796,719,771,623,662,689,997,1078,1340,1050,725,749,719
"G19019000","2014","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",40657,2737,2157,2328,2082,2657,2761,2288,2200,1637,5356,3870,4450,2295,1694,1469,676,"Davenport city, Iowa",1194,688,695,577,679,744,733,697,764,570,1102,817,942,610,567,468,322
"G19021000","2014","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",81779,7849,4656,3775,5353,4852,3033,4759,4007,3839,9753,10448,8114,5025,2796,1252,2268,"Des Moines city, Iowa",2070,1499,933,803,1069,1018,636,1185,928,946,1430,1548,1234,891,702,428,634
"G19038595","2014","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",29824,4755,2038,1213,1482,1431,1141,1377,1912,997,1105,1867,3480,2605,1045,1088,2288,"Iowa City city, Iowa",1426,976,613,558,601,657,489,711,801,523,503,663,861,832,531,484,603
"G19073335","2014","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",31220,2716,1914,2178,1890,2670,2350,1137,1517,1143,2810,3467,4318,1192,419,840,659,"Sioux City city, Iowa",979,819,642,849,625,686,849,411,570,649,806,999,990,437,308,392,328
"G19082425","2014","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",29169,2507,1562,1436,1664,2213,2403,1558,1150,890,2967,3469,3064,1906,1009,883,488,"Waterloo city, Iowa",1207,792,488,528,641,726,778,596,470,304,740,694,716,543,458,356,349
"G20036000","2014","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",55680,6874,4545,4232,4182,3416,3887,3702,2629,2069,4640,5054,4627,3209,1279,1008,327,"Kansas City city, Kansas",1105,1062,884,971,891,882,912,906,548,639,928,1067,950,720,450,303,175
"G20038900","2014","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",36264,2952,1875,3607,2701,1966,2138,2013,1271,1757,3991,2595,3382,1973,1416,1434,1193,"Lawrence city, Kansas",1455,981,1005,955,958,633,772,806,569,666,1069,728,968,642,544,543,487
"G20052575","2014","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",45063,1173,905,1909,2193,1700,1985,1569,952,1963,2788,5111,6889,4934,3520,4556,2916,"Olathe city, Kansas",1498,437,365,659,746,510,610,569,473,708,631,970,1162,966,837,911,721
