GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AC2YE001,AC2YE002,AC2YE003,AC2YE004,AC2YE005,AC2YE006,AC2YE007,AC2YE008,AC2YE009,AC2YE010,AC2YE011,AC2YE012,AC2YE013,AC2YE014,AC2YE015,AC2YE016,AC2YE017,NAME_M,AC2YM001,AC2YM002,AC2YM003,AC2YM004,AC2YM005,AC2YM006,AC2YM007,AC2YM008,AC2YM009,AC2YM010,AC2YM011,AC2YM012,AC2YM013,AC2YM014,AC2YM015,AC2YM016,AC2YM017
"G06027000","2015","CA",,,"California","06",,,"Fresno city","27000",,,,,,,,,,,,,,,,"16000US0627000","Fresno city, California",163473,13121,12348,13816,11060,11441,8318,6599,6801,6175,13401,15949,16395,9563,6928,6348,5210,"Fresno city, California",3309,2060,1694,1870,1573,1859,1593,1378,1315,1220,1743,2198,1772,1744,1395,1145,1089
"G06028000","2015","CA",,,"California","06",,,"Fullerton city","28000",,,,,,,,,,,,,,,,"16000US0628000","Fullerton city, California",46220,3115,1110,1579,1964,1999,1621,1474,1792,1683,3096,5097,7129,3437,3210,3431,4483,"Fullerton city, California",1916,1072,523,581,917,730,743,557,580,768,741,1131,1119,795,793,952,960
"G06029000","2015","CA",,,"California","06",,,"Garden Grove city","29000",,,,,,,,,,,,,,,,"16000US0629000","Garden Grove city, California",47381,2862,2322,2529,2791,1957,1995,2523,1923,1756,3549,5136,6475,4625,2185,2232,2521,"Garden Grove city, California",1829,800,610,729,714,637,693,771,626,567,749,743,1101,886,574,639,736
"G06030000","2015","CA",,,"California","06",,,"Glendale city","30000",,,,,,,,,,,,,,,,"16000US0630000","Glendale city, California",74215,3772,5471,4440,3326,2197,3264,3273,3323,3575,5273,6917,8088,6153,3991,4442,6710,"Glendale city, California",2512,1049,1365,1107,953,692,860,948,1009,905,1183,1333,1397,1176,928,1103,1081
"G06032548","2015","CA",,,"California","06",,,"Hawthorne city","32548",,,,,,,,,,,,,,,,"16000US0632548","Hawthorne city, California",29545,2229,1888,1929,1942,1174,2374,2594,1212,1765,2354,2843,2070,2551,667,1101,852,"Hawthorne city, California",1663,708,651,763,655,517,907,843,515,709,691,852,649,822,315,451,312
"G06033000","2015","CA",,,"California","06",,,"Hayward city","33000",,,,,,,,,,,,,,,,"16000US0633000","Hayward city, California",46909,1355,2035,1985,1518,1323,1899,798,1846,1540,3778,5467,6957,6508,3566,3119,3215,"Hayward city, California",1921,503,784,819,595,555,607,310,673,678,1054,1123,1016,1164,853,728,766
"G06033182","2015","CA",,,"California","06",,,"Hemet city","33182",,,,,,,,,,,,,,,,"16000US0633182","Hemet city, California",27881,2641,2623,2370,2069,1686,2021,1894,1509,1177,1878,2371,3027,1074,569,562,410,"Hemet city, California",1747,936,835,705,730,579,544,715,574,506,547,756,756,539,378,308,301
"G06033434","2015","CA",,,"California","06",,,"Hesperia city","33434",,,,,,,,,,,,,,,,"16000US0633434","Hesperia city, California",26458,2550,1424,1521,1767,1883,1296,1355,1266,977,3036,2914,2993,2090,546,449,391,"Hesperia city, California",1524,874,699,520,782,655,533,534,560,393,821,814,747,747,255,305,306
"G06036000","2015","CA",,,"California","06",,,"Huntington Beach city","36000",,,,,,,,,,,,,,,,"16000US0636000","Huntington Beach city, California",75158,3429,1933,1889,2909,2554,1448,1694,2733,3901,3915,5774,11580,8840,5740,7585,9234,"Huntington Beach city, California",2318,851,770,718,846,787,538,594,873,1177,1062,1006,1594,1458,1180,981,1146
"G06036448","2015","CA",,,"California","06",,,"Indio city","36448",,,,,,,,,,,,,,,,"16000US0636448","Indio city, California",28165,1580,886,848,1435,1643,1209,1614,1545,1519,3993,3310,3368,1914,1136,982,1183,"Indio city, California",1970,627,485,386,631,849,644,661,666,448,1073,1040,947,649,607,548,525
"G06036546","2015","CA",,,"California","06",,,"Inglewood city","36546",,,,,,,,,,,,,,,,"16000US0636546","Inglewood city, California",35250,2942,2314,2615,1763,2415,2763,1830,1905,1658,2221,3684,4311,2062,1037,939,791,"Inglewood city, California",2069,805,894,794,608,683,724,700,585,582,630,842,911,581,412,364,392
"G06036770","2015","CA",,,"California","06",,,"Irvine city","36770",,,,,,,,,,,,,,,,"16000US0636770","Irvine city, California",91186,7232,3910,2791,2572,1606,1634,1171,2463,1909,4098,5526,13603,8637,5997,12780,15257,"Irvine city, California",2604,1516,1548,969,1006,846,617,468,1317,648,1492,1178,2028,1636,1338,2176,2261
"G06037692","2015","CA",,,"California","06",,,"Jurupa Valley city","37692",,,,,,,,,,,,,,,,"16000US0637692","Jurupa Valley city, California",25741,1176,1449,612,1006,1678,1099,1153,644,1045,2725,3345,4286,2367,1354,919,883,"Jurupa Valley city, California",1369,512,640,390,465,712,435,535,407,347,899,895,949,686,461,466,409
"G06039248","2015","CA",,,"California","06",,,"Laguna Niguel city","39248",,,,,,,,,,,,,,,,"16000US0639248","Laguna Niguel city, California",25350,1008,432,567,1062,1681,842,711,1119,417,1154,2142,2908,2336,2057,3151,3763,"Laguna Niguel city, California",1629,540,289,332,597,827,494,474,616,265,587,652,887,640,692,770,791
"G06039496","2015","CA",,,"California","06",,,"Lake Forest city","39496",,,,,,,,,,,,,,,,"16000US0639496","Lake Forest city, California",29726,1515,653,436,989,726,483,1184,851,1063,1690,2796,3453,2798,3162,4129,3798,"Lake Forest city, California",1464,839,369,400,525,421,373,557,400,472,629,969,920,797,916,986,976
"G06039892","2015","CA",,,"California","06",,,"Lakewood city","39892",,,,,,,,,,,,,,,,"16000US0639892","Lakewood city, California",26001,793,487,694,465,1076,879,1105,818,498,1406,3223,4817,3511,2508,2454,1267,"Lakewood city, California",1214,378,293,348,247,520,426,520,397,296,545,770,1000,739,711,538,390
"G06040130","2015","CA",,,"California","06",,,"Lancaster city","40130",,,,,,,,,,,,,,,,"16000US0640130","Lancaster city, California",47372,7578,1828,1636,2060,1636,2340,2670,2465,1541,3908,4164,5883,3676,2195,2262,1530,"Lancaster city, California",2142,1486,603,489,563,558,774,738,886,555,845,980,1124,813,600,699,486
"G06041992","2015","CA",,,"California","06",,,"Livermore city","41992",,,,,,,,,,,,,,,,"16000US0641992","Livermore city, California",30146,202,406,897,887,616,804,1324,265,1000,1852,1623,2979,4315,2292,4722,5962,"Livermore city, California",1611,201,240,531,463,406,570,733,278,604,634,656,974,1035,615,1114,984
"G06043000","2015","CA",,,"California","06",,,"Long Beach city","43000",,,,,,,,,,,,,,,,"16000US0643000","Long Beach city, California",167660,10382,9715,7343,10758,8078,9314,6459,7924,6064,13827,16611,19123,13859,8368,10442,9393,"Long Beach city, California",3962,1427,1505,1229,1498,1268,1574,1508,1557,1303,1937,2068,1916,2006,1210,1529,1166
"G06044000","2015","CA",,,"California","06",,,"Los Angeles city","44000",,,,,,,,,,,,,,,,"16000US0644000","Los Angeles city, California",1360164,101180,85428,77341,75920,62730,74528,59669,62163,52947,91877,123123,141003,107540,65113,76776,102826,"Los Angeles city, California",8307,4346,4065,4142,4269,3571,3763,3259,3558,3944,4272,5280,5479,5399,3424,3522,4309
"G06044574","2015","CA",,,"California","06",,,"Lynwood city","44574",,,,,,,,,,,,,,,,"16000US0644574","Lynwood city, California",15616,910,947,1047,783,866,729,770,1319,1134,997,2169,1658,894,594,652,147,"Lynwood city, California",1094,466,500,437,428,412,333,426,492,472,460,639,585,404,306,376,187
"G06045484","2015","CA",,,"California","06",,,"Manteca city","45484",,,,,,,,,,,,,,,,"16000US0645484","Manteca city, California",23005,1127,953,1316,1109,1688,993,1015,779,814,1530,2684,3425,2352,1277,1187,756,"Manteca city, California",1425,557,494,517,465,681,495,516,379,423,588,692,788,687,566,468,341
"G06046842","2015","CA",,,"California","06",,,"Menifee city","46842",,,,,,,,,,,,,,,,"16000US0646842","Menifee city, California",28384,1365,1448,1121,1366,1434,1832,1516,1450,1234,2093,2825,4100,2124,1754,1704,1018,"Menifee city, California",1446,635,578,451,622,559,639,639,516,450,621,658,799,660,503,612,457
"G06046898","2015","CA",,,"California","06",,,"Merced city","46898",,,,,,,,,,,,,,,,"16000US0646898","Merced city, California",25848,2668,2761,2398,1907,1225,2148,1283,726,1370,1531,2716,1788,1009,760,947,611,"Merced city, California",1533,920,937,832,884,505,827,553,328,730,459,1010,717,484,441,552,363
"G06047766","2015","CA",,,"California","06",,,"Milpitas city","47766",,,,,,,,,,,,,,,,"16000US0647766","Milpitas city, California",22756,966,526,439,317,473,682,1245,906,440,951,1467,2409,2646,1975,3462,3852,"Milpitas city, California",1297,647,343,435,189,272,320,714,647,347,439,623,615,699,515,888,745
"G06048256","2015","CA",,,"California","06",,,"Mission Viejo city","48256",,,,,,,,,,,,,,,,"16000US0648256","Mission Viejo city, California",33575,1432,347,769,906,627,1337,885,491,468,1562,2269,4285,3300,3732,4932,6233,"Mission Viejo city, California",1667,645,245,413,460,310,560,563,269,265,598,678,961,706,787,919,1109
"G06048354","2015","CA",,,"California","06",,,"Modesto city","48354",,,,,,,,,,,,,,,,"16000US0648354","Modesto city, California",70114,3542,4172,3298,4456,3694,3942,3031,3694,3325,6819,6821,10167,4564,3016,2828,2745,"Modesto city, California",2173,862,1014,887,1030,1038,793,1012,1113,771,1240,1248,1540,1082,735,799,794
"G06049270","2015","CA",,,"California","06",,,"Moreno Valley city","49270",,,,,,,,,,,,,,,,"16000US0649270","Moreno Valley city, California",52091,2399,1984,1948,2451,1775,2782,3375,3125,3711,4046,5929,7609,4772,2807,2118,1260,"Moreno Valley city, California",1784,740,791,597,859,504,790,907,756,1080,841,1044,1039,924,754,651,483
"G06049670","2015","CA",,,"California","06",,,"Mountain View city","49670",,,,,,,,,,,,,,,,"16000US0649670","Mountain View city, California",32514,1017,570,378,1423,998,439,591,727,559,1392,2113,2566,4696,2852,3946,8247,"Mountain View city, California",1827,469,348,235,767,526,261,369,389,342,618,691,737,969,774,1037,1059
"G06050076","2015","CA",,,"California","06",,,"Murrieta city","50076",,,,,,,,,,,,,,,,"16000US0650076","Murrieta city, California",33068,1087,1120,1194,1215,1240,1603,1536,1184,1049,2402,2973,4973,3299,3028,3193,1972,"Murrieta city, California",1746,480,605,603,584,744,713,852,516,642,709,803,1094,861,794,898,804
"G06050258","2015","CA",,,"California","06",,,"Napa city","50258",,,,,,,,,,,,,,,,"16000US0650258","Napa city, California",27905,877,802,837,717,1388,877,1206,1261,795,1788,3481,4273,2746,1884,2780,2193,"Napa city, California",1013,379,447,475,335,684,416,509,425,391,539,823,906,753,517,578,502
"G06051182","2015","CA",,,"California","06",,,"Newport Beach city","51182",,,,,,,,,,,,,,,,"16000US0651182","Newport Beach city, California",36146,1451,927,580,871,799,442,779,891,981,2006,1671,3240,3530,2588,4095,11295,"Newport Beach city, California",1811,769,429,335,473,488,236,528,483,537,640,556,904,819,824,1090,1251
"G06052526","2015","CA",,,"California","06",,,"Norwalk city","52526",,,,,,,,,,,,,,,,"16000US0652526","Norwalk city, California",27139,967,381,1055,1438,1262,1239,1536,1156,1626,3018,3188,3824,2885,1823,1334,407,"Norwalk city, California",1366,495,196,495,524,495,486,588,501,499,795,717,924,838,679,530,234
"G06053000","2015","CA",,,"California","06",,,"Oakland city","53000",,,,,,,,,,,,,,,,"16000US0653000","Oakland city, California",161104,9647,11686,8046,8824,7601,7144,6092,6514,5604,10148,15783,16709,12189,8946,10862,15309,"Oakland city, California",3269,1438,1546,1225,1385,1477,1489,1070,1066,1182,1591,1654,2092,1456,1278,1242,1492
"G06053322","2015","CA",,,"California","06",,,"Oceanside city","53322",,,,,,,,,,,,,,,,"16000US0653322","Oceanside city, California",64200,3478,3417,2660,3448,2815,2150,2678,4113,2460,4376,6061,10048,5779,4608,2721,3388,"Oceanside city, California",2712,894,955,907,1263,802,637,999,1071,929,1056,1217,1672,1145,1107,784,1089
"G06053896","2015","CA",,,"California","06",,,"Ontario city","53896",,,,,,,,,,,,,,,,"16000US0653896","Ontario city, California",48463,2501,2173,3004,2367,1687,2133,2594,2025,2767,3956,6730,6824,4595,2364,2092,651,"Ontario city, California",1934,684,721,971,751,644,716,721,692,824,977,1278,1118,895,801,666,278
"G06053980","2015","CA",,,"California","06",,,"Orange city","53980",,,,,,,,,,,,,,,,"16000US0653980","Orange city, California",42686,1757,1556,803,1138,1170,1071,1980,1603,2228,2854,2842,6688,4147,4591,3698,4560,"Orange city, California",1962,604,640,361,483,460,482,678,739,688,909,746,1078,814,1082,824,940
"G06054652","2015","CA",,,"California","06",,,"Oxnard city","54652",,,,,,,,,,,,,,,,"16000US0654652","Oxnard city, California",50396,2084,1702,2019,2263,1623,1826,3292,2206,2371,5877,5532,7095,4403,2448,3655,2000,"Oxnard city, California",1931,702,587,640,683,569,720,725,770,739,1154,1164,1533,904,679,941,599
"G06055156","2015","CA",,,"California","06",,,"Palmdale city","55156",,,,,,,,,,,,,,,,"16000US0655156","Palmdale city, California",44629,3564,3085,2348,1612,2243,2337,1954,2199,1851,3927,3940,7272,3321,1585,2112,1279,"Palmdale city, California",1896,1051,974,751,525,857,814,696,757,635,837,732,1098,671,489,620,429
"G06055282","2015","CA",,,"California","06",,,"Palo Alto city","55282",,,,,,,,,,,,,,,,"16000US0655282","Palo Alto city, California",26030,1576,389,358,577,602,620,284,233,362,1037,1514,2350,1725,1512,3665,9226,"Palo Alto city, California",1281,652,243,289,389,443,344,201,278,325,488,618,651,783,472,936,1105
"G06056000","2015","CA",,,"California","06",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US0656000","Pasadena city, California",52636,3514,2799,1776,1458,1186,2108,1396,1743,1099,3202,4772,7183,4974,3850,4304,7272,"Pasadena city, California",2123,876,835,657,549,447,684,577,602,571,640,910,1114,984,826,877,1168
"G06056700","2015","CA",,,"California","06",,,"Perris city","56700",,,,,,,,,,,,,,,,"16000US0656700","Perris city, California",15614,485,902,449,621,953,792,688,1416,594,1747,1861,2824,1137,219,290,636,"Perris city, California",1031,335,416,277,483,588,442,465,596,369,528,772,874,494,226,296,523
"G06057456","2015","CA",,,"California","06",,,"Pittsburg city","57456",,,,,,,,,,,,,,,,"16000US0657456","Pittsburg city, California",21934,2193,1296,546,1015,815,351,803,749,473,2439,1604,3841,2083,1363,1157,1206,"Pittsburg city, California",1161,922,648,424,432,457,285,433,380,314,905,592,744,740,494,482,597
"G06057792","2015","CA",,,"California","06",,,"Pleasanton city","57792",,,,,,,,,,,,,,,,"16000US0657792","Pleasanton city, California",27610,852,434,435,645,418,500,638,688,265,914,1358,3187,2590,1872,4967,7847,"Pleasanton city, California",1007,485,288,311,348,362,228,379,538,226,492,475,759,837,491,951,1024
"G06058072","2015","CA",,,"California","06",,,"Pomona city","58072",,,,,,,,,,,,,,,,"16000US0658072","Pomona city, California",40843,2549,2056,1639,2850,2001,2268,2063,1919,2566,4071,3798,5935,2804,1514,1695,1115,"Pomona city, California",1828,768,633,600,761,551,843,682,705,795,997,919,946,704,524,572,484
"G06059444","2015","CA",,,"California","06",,,"Rancho Cordova city","59444",,,,,,,,,,,,,,,,"16000US0659444","Rancho Cordova city, California",24656,1359,1001,1285,1447,1516,1343,929,1016,821,1649,2906,3207,2315,1806,1488,568,"Rancho Cordova city, California",1238,547,454,560,528,578,509,423,448,400,451,726,746,583,538,443,371
"G06059451","2015","CA",,,"California","06",,,"Rancho Cucamonga city","59451",,,,,,,,,,,,,,,,"16000US0659451","Rancho Cucamonga city, California",54106,2108,1637,2265,2422,1961,1457,1114,2088,1516,3104,5086,9743,6846,3672,5597,3490,"Rancho Cucamonga city, California",2122,765,745,982,1013,675,615,510,705,548,1170,1144,1507,1421,940,931,922
"G06059920","2015","CA",,,"California","06",,,"Redding city","59920",,,,,,,,,,,,,,,,"16000US0659920","Redding city, California",36937,3334,2241,2900,2450,1480,1651,2145,2149,849,3353,3292,4016,3170,1193,1834,880,"Redding city, California",1694,938,747,716,656,575,614,745,687,355,917,864,826,877,433,698,363
"G06059962","2015","CA",,,"California","06",,,"Redlands city","59962",,,,,,,,,,,,,,,,"16000US0659962","Redlands city, California",24203,1455,580,1089,1529,1012,897,471,653,1207,2705,1917,2421,2543,1666,1993,2065,"Redlands city, California",1404,917,361,472,650,443,383,334,364,602,1082,760,821,882,653,638,678
"G06060018","2015","CA",,,"California","06",,,"Redondo Beach city","60018",,,,,,,,,,,,,,,,"16000US0660018","Redondo Beach city, California",29119,742,674,476,563,563,965,831,781,296,856,2267,5066,3188,2296,4476,5079,"Redondo Beach city, California",1388,489,329,348,325,294,542,461,456,228,442,773,1036,800,672,1141,944
"G06060102","2015","CA",,,"California","06",,,"Redwood City city","60102",,,,,,,,,,,,,,,,"16000US0660102","Redwood City city, California",31716,1175,676,911,1303,615,786,895,890,1031,2160,2320,3483,3006,2130,3787,6548,"Redwood City city, California",1357,497,565,388,616,424,387,528,414,551,882,695,792,696,632,837,1084
"G06060466","2015","CA",,,"California","06",,,"Rialto city","60466",,,,,,,,,,,,,,,,"16000US0660466","Rialto city, California",26750,1456,939,1913,1168,1128,1641,1423,1790,1045,2346,3522,4172,2165,672,1124,246,"Rialto city, California",1134,533,416,754,525,472,638,557,649,483,638,926,877,652,357,488,209
"G06060620","2015","CA",,,"California","06",,,"Richmond city","60620",,,,,,,,,,,,,,,,"16000US0660620","Richmond city, California",37778,2060,2372,2028,1637,1532,1773,1535,1968,1926,2516,3388,5255,3276,1891,2830,1791,"Richmond city, California",2151,916,818,851,576,687,519,604,661,649,726,1001,1300,906,737,901,556
"G06062000","2015","CA",,,"California","06",,,"Riverside city","62000",,,,,,,,,,,,,,,,"16000US0662000","Riverside city, California",92408,3753,5070,3814,4760,4435,5017,3621,3898,4930,5968,9697,14265,8048,5807,5125,4200,"Riverside city, California",3373,878,1292,887,1010,1016,969,880,871,1205,1002,1398,1723,1357,1098,982,919
"G06062938","2015","CA",,,"California","06",,,"Roseville city","62938",,,,,,,,,,,,,,,,"16000US0662938","Roseville city, California",47520,1629,1706,1342,1266,2080,1508,2102,1532,1400,4099,6077,5574,4990,4183,4278,3754,"Roseville city, California",1892,569,677,600,514,710,501,705,543,534,781,956,844,1106,840,1065,659
"G06064000","2015","CA",,,"California","06",,,"Sacramento city","64000",,,,,,,,,,,,,,,,"16000US0664000","Sacramento city, California",177131,14402,9977,9921,11822,8916,8790,7631,7211,6170,12381,18521,21931,15453,7007,9475,7523,"Sacramento city, California",4077,1965,1634,1547,2082,1445,1506,1315,1229,1112,1627,1935,2336,1582,1162,1300,1083
"G06064224","2015","CA",,,"California","06",,,"Salinas city","64224",,,,,,,,,,,,,,,,"16000US0664224","Salinas city, California",41925,2017,2264,2264,1789,2757,2190,1637,2550,2151,4933,3939,5915,2391,2583,1505,1040,"Salinas city, California",1938,763,707,647,656,853,707,541,722,798,874,905,1104,682,745,397,428
"G06065000","2015","CA",,,"California","06",,,"San Bernardino city","65000",,,,,,,,,,,,,,,,"16000US0665000","San Bernardino city, California",57585,4741,6826,5070,5173,2571,3797,2599,3571,2247,3577,5279,6158,2891,1659,903,523,"San Bernardino city, California",2611,1167,1257,1068,1167,725,1012,772,817,561,779,1131,1233,705,634,363,283
"G06065042","2015","CA",,,"California","06",,,"San Buenaventura (Ventura) city","65042",,,,,,,,,,,,,,,,"16000US0665042","San Buenaventura (Ventura) city, California",40166,1783,1744,828,1304,1528,2725,1368,1589,1584,2488,3824,6385,4940,2889,2917,2270,"San Buenaventura (Ventura) city, California",2135,657,620,339,513,710,973,551,655,664,513,962,1096,1007,777,705,745
"G06065084","2015","CA",,,"California","06",,,"San Clemente city","65084",,,,,,,,,,,,,,,,"16000US0665084","San Clemente city, California",24662,1396,607,303,490,379,750,904,861,767,1806,2135,1902,2781,1264,2209,6108,"San Clemente city, California",1655,706,522,258,298,270,414,584,637,538,717,854,724,773,553,675,1087
"G06066000","2015","CA",,,"California","06",,,"San Diego city","66000",,,,,,,,,,,,,,,,"16000US0666000","San Diego city, California",497663,26224,23355,20474,20908,17169,20517,19972,19180,15886,37459,49081,66905,46657,30205,38558,45113,"San Diego city, California",5576,2691,2243,2428,2351,2172,2024,2484,2454,1942,3651,3825,4086,3558,2429,2784,3222
"G06067000","2015","CA",,,"California","06",,,"San Francisco city","67000",,,,,,,,,,,,,,,,"16000US0667000","San Francisco city, California",356916,22771,20941,10838,11062,9798,9708,8571,9440,8134,14673,26365,35350,33499,24708,38266,72792,"San Francisco city, California",3701,2259,2243,1832,1803,1602,1550,1495,1639,1600,1629,2568,2993,3021,2525,2729,3478
"G06068000","2015","CA",,,"California","06",,,"San Jose city","68000",,,,,,,,,,,,,,,,"16000US0668000","San Jose city, California",323133,13188,10624,10235,10034,8846,10956,9034,8333,10171,20178,24337,37551,32996,24289,39738,52623,"San Jose city, California",3807,2012,1685,1459,1417,1486,1305,1359,1368,1612,2116,2776,2433,2727,1984,2783,2776
"G06068084","2015","CA",,,"California","06",,,"San Leandro city","68084",,,,,,,,,,,,,,,,"16000US0668084","San Leandro city, California",32325,921,1821,927,2453,845,2316,1191,1808,1709,2356,3042,4054,2850,1755,2433,1844,"San Leandro city, California",2030,389,898,480,729,418,752,597,657,589,835,778,925,829,499,682,528
"G06068196","2015","CA",,,"California","06",,,"San Marcos city","68196",,,,,,,,,,,,,,,,"16000US0668196","San Marcos city, California",29407,1556,1147,1423,1347,1056,621,1573,803,944,2143,3080,2893,3034,2484,2598,2705,"San Marcos city, California",2032,629,549,711,587,525,338,672,476,443,823,892,984,834,759,605,956
"G06068252","2015","CA",,,"California","06",,,"San Mateo city","68252",,,,,,,,,,,,,,,,"16000US0668252","San Mateo city, California",38658,1300,905,817,740,885,1271,896,1205,1262,1872,2997,5058,4409,3336,4009,7696,"San Mateo city, California",1829,514,414,316,416,415,676,441,424,539,553,895,991,876,815,830,997
"G06068378","2015","CA",,,"California","06",,,"San Ramon city","68378",,,,,,,,,,,,,,,,"16000US0668378","San Ramon city, California",24569,749,165,549,107,302,573,428,415,493,891,1467,2912,3086,2413,3628,6391,"San Ramon city, California",1067,407,138,342,132,169,536,360,292,275,421,555,770,764,768,780,967
"G06069000","2015","CA",,,"California","06",,,"Santa Ana city","69000",,,,,,,,,,,,,,,,"16000US0669000","Santa Ana city, California",72177,3042,3033,3911,3973,4278,4116,2918,3881,3567,6872,8498,8203,6390,3820,3570,2105,"Santa Ana city, California",2339,978,766,939,930,979,748,644,841,998,1474,1198,1206,1058,857,793,682
"G06069070","2015","CA",,,"California","06",,,"Santa Barbara city","69070",,,,,,,,,,,,,,,,"16000US0669070","Santa Barbara city, California",36016,1965,1249,1627,1391,1661,1402,1331,1590,1755,2292,3803,3898,3574,1759,2495,4224,"Santa Barbara city, California",2044,789,497,719,620,679,665,585,642,788,812,980,1009,881,675,806,848
"G06069084","2015","CA",,,"California","06",,,"Santa Clara city","69084",,,,,,,,,,,,,,,,"16000US0669084","Santa Clara city, California",43971,1319,1275,397,1186,1124,1096,1218,1605,1195,2141,2690,4765,5076,3950,7425,7509,"Santa Clara city, California",2138,550,849,220,444,551,492,637,710,628,607,753,1179,903,999,1376,1262
"G06069088","2015","CA",,,"California","06",,,"Santa Clarita city","69088",,,,,,,,,,,,,,,,"16000US0669088","Santa Clarita city, California",59863,1476,1668,1008,1195,1449,2159,1409,1435,2874,4167,5311,10056,7170,5840,7653,4993,"Santa Clarita city, California",1921,490,584,492,462,614,788,535,570,731,1093,1227,1483,1082,1099,1174,877
"G06069196","2015","CA",,,"California","06",,,"Santa Maria city","69196",,,,,,,,,,,,,,,,"16000US0669196","Santa Maria city, California",27144,814,1284,1480,1003,2020,1581,1541,1694,1485,2170,3015,3624,2756,1309,1047,321,"Santa Maria city, California",1643,427,484,575,507,811,634,610,655,532,669,862,771,785,610,446,233
