GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHFCE001,AHFCE002,AHFCE003,AHFCE004,AHFCE005,AHFCE006,AHFCE007,AHFCE008,AHFCE009,AHFCE010,AHFCE011,AHFCE012,AHFCE013,AHFCE014,AHFCE015,AHFCE016,AHFCE017,NAME_M,AHFCM001,AHFCM002,AHFCM003,AHFCM004,AHFCM005,AHFCM006,AHFCM007,AHFCM008,AHFCM009,AHFCM010,AHFCM011,AHFCM012,AHFCM013,AHFCM014,AHFCM015,AHFCM016,AHFCM017
"G12043975","2017","FL",,,"Florida","12",,,"Melbourne city","43975",,,,,,,,,,,,,,,,"16000US1243975","Melbourne city, Florida",32258,1857,2516,2593,1620,1946,1410,2205,2317,1285,2834,3357,2921,2411,910,1206,870,"Melbourne city, Florida",2893,649,823,967,629,821,634,676,1028,683,863,941,734,737,425,458,510
"G12045000","2017","FL",,,"Florida","12",,,"Miami city","45000",,,,,,,,,,,,,,,,"16000US1245000","Miami city, Florida",170005,21614,12338,11686,12896,8400,10055,7425,7140,6555,11026,14488,15074,10067,4985,6666,9590,"Miami city, Florida",4590,2223,1797,1831,1885,1621,2326,1678,1465,1630,1799,2257,2307,1252,1064,1374,1871
"G12045025","2017","FL",,,"Florida","12",,,"Miami Beach city","45025",,,,,,,,,,,,,,,,"16000US1245025","Miami Beach city, Florida",43959,5275,2164,2960,2135,2345,1845,2733,1395,1075,2486,3874,4195,3630,1813,2373,3661,"Miami Beach city, Florida",2264,1202,777,1090,878,880,755,804,703,539,789,1072,1185,891,619,811,806
"G12045060","2017","FL",,,"Florida","12",,,"Miami Gardens city","45060",,,,,,,,,,,,,,,,"16000US1245060","Miami Gardens city, Florida",27517,2512,1511,1805,1429,1263,1621,1612,1444,1567,2708,2700,3348,2100,1144,392,361,"Miami Gardens city, Florida",1933,882,661,708,626,542,644,748,766,596,877,899,822,713,585,298,259
"G12045975","2017","FL",,,"Florida","12",,,"Miramar city","45975",,,,,,,,,,,,,,,,"16000US1245975","Miramar city, Florida",41430,2230,440,1173,1730,1138,1668,2106,1690,2352,3661,4087,5824,4670,2099,3610,2952,"Miramar city, Florida",2630,1021,328,608,1024,587,855,1129,867,1127,1252,1369,1569,1286,929,1412,1416
"G12049675","2017","FL",,,"Florida","12",,,"North Port city","49675",,,,,,,,,,,,,,,,"16000US1249675","North Port city, Florida",23269,512,309,502,1306,2239,1279,1424,521,2209,2281,2543,3340,2815,344,1267,378,"North Port city, Florida",2371,358,264,537,758,1619,1071,814,587,1015,1160,1136,1487,1294,336,1066,325
"G12053000","2017","FL",,,"Florida","12",,,"Orlando city","53000",,,,,,,,,,,,,,,,"16000US1253000","Orlando city, Florida",107590,8377,5400,5561,7538,5340,6886,4975,6948,5864,10915,9549,9649,7224,3329,4468,5567,"Orlando city, Florida",3673,1860,1322,1385,1461,1560,1621,1250,1395,1443,1767,1646,1843,1368,978,1049,1199
"G12054000","2017","FL",,,"Florida","12",,,"Palm Bay city","54000",,,,,,,,,,,,,,,,"16000US1254000","Palm Bay city, Florida",38707,1100,1579,2359,2354,2178,3040,4155,2220,2095,4439,4223,4263,1799,900,1355,648,"Palm Bay city, Florida",2493,586,754,847,943,790,979,1473,1062,874,1186,1244,1089,626,657,641,381
"G12054200","2017","FL",,,"Florida","12",,,"Palm Coast city","54200",,,,,,,,,,,,,,,,"16000US1254200","Palm Coast city, Florida",32334,886,1018,2479,2842,2101,1970,1512,2129,1347,2331,4020,4147,2778,1322,892,560,"Palm Coast city, Florida",1818,502,546,975,1109,738,804,628,678,552,731,1010,926,808,650,445,365
"G12055775","2017","FL",,,"Florida","12",,,"Pembroke Pines city","55775",,,,,,,,,,,,,,,,"16000US1255775","Pembroke Pines city, Florida",56680,4180,1878,1700,2359,1840,2235,1888,3087,1703,3086,5216,10294,4872,3746,4785,3811,"Pembroke Pines city, Florida",2415,1377,1068,733,1118,878,893,966,978,726,1029,1121,1540,1220,1073,834,828
"G12056825","2017","FL",,,"Florida","12",,,"Pine Hills CDP","56825",,,,,,,,,,,,,,,,"16000US1256825","Pine Hills CDP, Florida",22092,2423,1309,2111,1387,1482,1546,1391,1365,1095,2745,1909,2338,740,96,45,110,"Pine Hills CDP, Florida",2160,1032,630,863,646,625,824,674,513,572,989,829,778,506,114,75,131
"G12057425","2017","FL",,,"Florida","12",,,"Plantation city","57425",,,,,,,,,,,,,,,,"16000US1257425","Plantation city, Florida",33537,1887,610,1774,873,1310,1455,766,2127,973,1521,3727,5602,3057,2877,2074,2904,"Plantation city, Florida",1944,748,372,917,375,837,552,502,925,618,521,880,1046,940,737,698,850
"G12057900","2017","FL",,,"Florida","12",,,"Poinciana CDP","57900",,,,,,,,,,,,,,,,"16000US1257900","Poinciana CDP, Florida",18418,1644,774,997,993,824,1561,1129,1207,1203,577,2591,3350,901,496,61,110,"Poinciana CDP, Florida",2044,1067,645,742,627,716,964,720,773,821,583,1079,1275,715,440,102,189
"G12058050","2017","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"16000US1258050","Pompano Beach city, Florida",42621,2902,3013,2394,2943,2039,2700,1284,1825,2551,2891,4087,5105,3581,1727,1812,1767,"Pompano Beach city, Florida",2253,750,783,897,899,634,894,565,591,887,788,1109,1065,929,669,670,502
"G12058350","2017","FL",,,"Florida","12",,,"Port Charlotte CDP","58350",,,,,,,,,,,,,,,,"16000US1258350","Port Charlotte CDP, Florida",24643,1555,1083,818,1566,995,1455,1724,1443,1094,3692,2627,2678,1667,1085,656,505,"Port Charlotte CDP, Florida",1961,666,479,388,748,591,590,694,645,505,1199,817,863,624,693,486,313
"G12058715","2017","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"16000US1258715","Port St. Lucie city, Florida",65514,2516,2443,3011,3308,3547,3032,2069,4302,4741,6138,8326,10647,5115,2961,1907,1451,"Port St. Lucie city, Florida",2944,1291,1075,1270,1500,1373,975,1008,1580,1624,1624,1942,1949,1614,1128,822,681
"G12060950","2017","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"16000US1260950","Riverview CDP, Florida",30875,991,1153,466,1354,675,1676,1648,1644,782,2211,3093,5570,3690,3014,1919,989,"Riverview CDP, Florida",2560,568,561,296,702,460,770,779,638,507,848,834,1494,1050,997,702,564
"G12063000","2017","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"16000US1263000","St. Petersburg city, Florida",109834,6941,5328,6817,5845,4292,6171,5485,4314,4121,9608,11318,14696,8240,4569,5246,6843,"St. Petersburg city, Florida",3550,1133,1407,1523,1224,1098,1234,1137,1209,948,1877,1768,2203,1475,842,1114,1234
"G12068350","2017","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"16000US1268350","Spring Hill CDP, Florida",42390,1780,1672,3006,2229,2520,3901,2947,2218,2224,4169,5474,4914,2058,1284,1240,754,"Spring Hill CDP, Florida",1943,578,583,852,629,1066,1127,974,869,816,1006,1250,1214,710,485,587,457
"G12069700","2017","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"16000US1269700","Sunrise city, Florida",30548,1840,1540,1178,1027,1345,1888,1702,978,1278,1550,3544,5420,2477,1722,2024,1035,"Sunrise city, Florida",2040,744,584,464,538,518,719,742,615,720,463,1042,1073,821,747,814,410
"G12070600","2017","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"16000US1270600","Tallahassee city, Florida",77176,7996,2622,5528,4935,4694,4761,3920,3997,3002,5750,7337,8271,4702,3232,2623,3806,"Tallahassee city, Florida",2507,1668,895,1296,1416,1238,1165,1048,1036,872,1144,1343,1550,1041,819,827,1042
"G12070675","2017","FL",,,"Florida","12",,,"Tamarac city","70675",,,,,,,,,,,,,,,,"16000US1270675","Tamarac city, Florida",27783,1143,1803,1298,2588,1988,1734,1984,2657,832,2853,2024,3240,1672,1101,405,461,"Tamarac city, Florida",2143,659,851,776,900,910,773,763,1067,529,922,848,844,776,471,322,299
"G12071000","2017","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"16000US1271000","Tampa city, Florida",154040,15412,8342,8971,7253,7593,8440,6586,7770,5675,11632,13712,15964,10199,6721,7774,11996,"Tampa city, Florida",3508,2013,1533,1522,1450,1324,1534,1357,1565,1286,2091,1752,2173,1572,1206,1258,1551
"G12071569","2017","FL",,,"Florida","12",,,"The Hammocks CDP","71569",,,,,,,,,,,,,,,,"16000US1271569","The Hammocks CDP, Florida",18228,1003,401,677,551,1587,805,695,651,647,1107,1988,2930,1790,1150,1141,1105,"The Hammocks CDP, Florida",1901,608,293,471,301,799,455,554,397,444,425,776,854,728,539,668,605
"G12071625","2017","FL",,,"Florida","12",,,"The Villages CDP","71625",,,,,,,,,,,,,,,,"16000US1271625","The Villages CDP, Florida",43901,2164,1239,937,1931,1968,2738,2890,1983,1617,4562,5600,7041,3514,1620,2291,1806,"The Villages CDP, Florida",2214,1294,712,537,881,877,1033,1277,895,821,1424,1675,1911,1307,805,1170,803
"G12072145","2017","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"16000US1272145","Town 'n' Country CDP, Florida",32168,2019,810,1781,1434,1737,1372,2237,1887,1704,3052,3767,3708,2408,1143,1140,1969,"Town 'n' Country CDP, Florida",2306,893,436,743,692,808,596,888,849,846,1005,1060,1067,832,485,440,738
"G12076582","2017","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"16000US1276582","Weston city, Florida",22246,855,344,165,450,1416,76,679,682,879,957,1666,3149,2298,1873,2580,4177,"Weston city, Florida",1347,541,461,192,424,927,125,618,440,672,694,789,1104,747,781,1079,898
"G12076600","2017","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",39657,3147,1597,1759,2369,1749,1500,2395,2008,2159,3786,4405,4575,2647,1588,2000,1973,"West Palm Beach city, Florida",2382,1067,543,562,1008,761,510,864,670,687,1023,1033,1086,752,527,647,665
"G13001052","2017","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",28147,4046,2528,1677,2169,2268,1636,1115,2437,1703,1847,2210,1363,1125,827,677,519,"Albany city, Georgia",1565,963,790,642,890,645,785,536,856,837,713,717,545,511,490,358,286
"G13001696","2017","GA",,,"Georgia","13",,,"Alpharetta city","01696",,,,,,,,,,,,,,,,"16000US1301696","Alpharetta city, Georgia",23696,892,454,209,504,545,218,316,822,581,942,2298,3191,2130,1750,2326,6518,"Alpharetta city, Georgia",1645,779,484,232,377,478,215,303,582,367,506,887,1088,880,625,744,1161
"G13003440","2017","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",47821,5847,3511,3156,3372,3268,2922,1931,2057,2298,3889,3177,3798,3490,1683,1948,1474,"Athens-Clarke County unified government (balance), Georgia",1619,1300,988,827,1012,975,786,807,690,863,869,905,858,898,609,713,551
"G13004000","2017","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",199717,18518,11075,9673,10328,9378,9139,6688,7996,6065,12839,16669,20386,14166,10785,12181,23831,"Atlanta city, Georgia",5434,2235,1901,1675,1650,1832,1861,1506,1538,1431,2319,1833,2249,1736,1931,1146,2030
"G13004204","2017","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",69283,7606,5055,5006,5439,3659,5146,5066,2019,2431,6022,6157,6881,4159,1197,2128,1312,"Augusta-Richmond County consolidated government (balance), Georgia",2575,1589,1194,1348,1404,1340,1245,1280,770,847,1321,1124,1717,1167,582,668,475
"G13019000","2017","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",70306,8184,5480,3994,4512,4287,3582,3524,2873,2538,4586,5718,9312,4253,2293,2792,2378,"Columbus city, Georgia",1831,1392,1129,1054,1013,979,845,965,688,737,885,1130,1616,1180,645,943,758
"G13042425","2017","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",29623,550,341,412,914,432,740,1091,1225,449,1624,2718,2917,3734,2429,3316,6731,"Johns Creek city, Georgia",1443,336,230,446,576,313,710,661,602,348,931,1081,1038,1241,954,1007,1281
"G13049008","2017","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"16000US1349008","Macon-Bibb County, Georgia",56151,7490,2913,4156,3715,3590,3253,3964,2895,1888,3101,4811,4745,3415,2221,1660,2334,"Macon-Bibb County, Georgia",1765,1399,711,957,1041,923,943,1160,877,783,909,976,1070,749,778,550,1024
"G13067284","2017","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",34784,842,836,1518,1586,1508,697,1293,751,1555,2021,3585,3558,2899,2224,4163,5748,"Roswell city, Georgia",1861,376,582,838,739,943,404,599,489,712,806,1234,1111,701,634,974,1222
"G13068516","2017","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",47371,1566,645,1008,1402,1282,1721,1709,2895,1977,4126,5457,5918,3848,3069,3196,7552,"Sandy Springs city, Georgia",2384,644,381,619,785,744,874,817,1208,1007,1343,1383,1382,1013,1001,903,1113
"G13069000","2017","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",53703,6440,2874,3264,3576,3201,2725,3147,2579,2013,4553,3538,6811,3158,2364,1930,1530,"Savannah city, Georgia",2491,1529,665,1025,999,995,659,925,867,702,1040,852,1515,900,1104,953,617
"G13080508","2017","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",29658,2209,674,2417,1243,1819,1925,1447,1140,969,3331,2721,4163,2275,1540,1108,677,"Warner Robins city, Georgia",1901,948,453,1129,665,956,981,806,917,601,1187,936,1492,959,808,734,550
"G15071550","2017","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",129548,9118,4474,4101,4847,4579,5560,5255,5846,4615,9750,11910,17216,13133,7824,9386,11934,"Urban Honolulu CDP, Hawaii",3106,1451,955,913,1081,1201,1406,1165,1129,1031,1694,1678,1960,1400,1407,1578,1455
"G16008830","2017","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",89803,7047,3987,3584,6415,3461,3358,5468,2983,3870,7412,8264,11910,8416,4488,4732,4408,"Boise City city, Idaho",2773,1401,1201,1035,1741,1013,1175,1463,981,1108,1363,1567,1603,1541,890,1002,1082
"G16052120","2017","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",35323,2981,726,930,974,1376,1644,687,2122,2483,2445,4022,5310,3587,1707,2260,2069,"Meridian city, Idaho",2766,1241,560,660,1028,828,1149,561,1149,1432,1223,1340,1450,1429,947,1122,823
"G16056260","2017","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",33258,2942,2039,1233,2158,2286,2663,2482,1945,2390,3225,3396,3740,1062,873,134,690,"Nampa city, Idaho",1676,1189,951,541,944,889,893,1012,791,1081,981,1003,1237,636,605,160,475
"G17002154","2017","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",30984,1082,470,437,861,386,1332,644,749,1155,1824,2332,3463,3999,3501,3919,4830,"Arlington Heights village, Illinois",1685,389,278,243,442,347,818,353,386,533,604,877,1043,1023,969,988,1071
"G17003012","2017","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",67111,2486,2095,2182,3383,2045,1823,3307,3556,2184,5914,7257,9763,7342,5799,4523,3452,"Aurora city, Illinois",2324,680,961,832,1105,810,710,1014,1124,849,1929,1600,1482,1326,1153,890,700
"G17006613","2017","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",32145,3133,2177,1944,1205,856,1309,993,968,497,1907,2542,4228,2889,2372,2474,2651,"Bloomington city, Illinois",1369,917,961,652,475,444,415,471,542,268,577,837,1011,788,707,674,767
"G17007133","2017","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",21994,675,276,752,597,377,643,512,694,569,1628,1947,3296,3289,2284,2417,2038,"Bolingbrook village, Illinois",1194,421,169,440,352,282,558,220,491,367,680,686,865,989,663,649,641
"G17012385","2017","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",35590,6151,2213,1404,3524,1012,1096,1442,1382,1452,2649,3191,2859,1878,879,1608,2850,"Champaign city, Illinois",2160,1283,850,618,1326,691,580,722,597,636,813,985,804,710,401,680,793
"G17014000","2017","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",1047695,102800,52996,59085,53180,44168,46882,43025,41914,37531,71714,92905,116467,86315,52573,65594,80546,"Chicago city, Illinois",10142,4733,3760,4252,3834,3779,3785,2939,3291,2770,4403,5468,5840,5255,3664,3892,3854
"G17014351","2017","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",22600,1098,1174,630,1288,1628,1003,1318,1844,907,2917,2829,3073,1659,297,729,206,"Cicero town, Illinois",1396,498,522,366,526,710,470,423,641,438,801,771,780,573,182,489,180
"G17018823","2017","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",28341,3496,1737,1545,1691,2211,1067,1605,1424,826,1742,3733,3272,2049,570,808,565,"Decatur city, Illinois",1337,779,681,596,584,754,355,437,500,342,497,805,938,663,251,477,304
"G17023074","2017","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",37195,1740,1553,1209,1233,1198,878,2429,1533,1022,3639,4538,5485,4062,2355,3025,1296,"Elgin city, Illinois",2233,852,797,557,622,567,531,751,671,518,1091,1137,1290,1005,990,1073,586
"G17024582","2017","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",27760,2387,689,1088,544,1464,1354,920,755,756,1257,2312,3147,3217,1546,2379,3945,"Evanston city, Illinois",1764,929,347,646,276,712,721,496,419,305,581,792,826,905,480,607,608
"G17038570","2017","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",46721,2507,1661,1482,3045,2191,1763,1418,1270,2015,4217,4846,6600,5209,2876,3649,1972,"Joliet city, Illinois",2279,775,651,441,992,739,553,626,554,755,1033,1094,1397,1039,871,1061,604
"G17051622","2017","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",50008,743,447,815,807,1028,747,805,910,1011,2339,3087,5805,5813,6714,9234,9703,"Naperville city, Illinois",1678,408,289,380,401,492,394,447,395,446,766,845,1036,1285,1074,1092,1212
"G17057225","2017","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",27190,993,686,1353,588,709,1907,772,878,1467,1707,2934,2369,2839,1920,3032,3036,"Palatine village, Illinois",1671,592,513,679,346,410,792,507,418,697,666,839,668,780,559,740,893
"G17059000","2017","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",45862,5890,2288,2481,2372,1852,2662,1725,1918,2549,3971,3608,4140,3304,2021,2859,2222,"Peoria city, Illinois",2239,1108,725,756,662,644,706,501,640,722,1119,1041,1054,913,686,858,602
"G17065000","2017","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",59068,6783,3144,3737,3245,3566,3065,2742,3394,2136,5993,6438,5513,3773,2063,1838,1638,"Rockford city, Illinois",1731,1092,852,1028,765,912,826,865,882,715,1126,1278,1116,818,690,564,513
"G17068003","2017","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",29898,821,1314,696,1143,576,684,1216,1148,1179,1707,3180,5941,2369,2294,2294,3336,"Schaumburg village, Illinois",1404,390,520,439,628,319,342,592,570,518,722,694,949,693,627,593,770
"G17070122","2017","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",22323,1534,785,703,974,1320,1322,756,779,555,1459,2371,2847,2014,886,1658,2360,"Skokie village, Illinois",1712,746,523,561,606,614,641,523,440,298,643,791,714,612,392,462,655
"G17072000","2017","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",51116,4137,3866,3020,3271,2126,2744,1921,1429,2458,3704,5080,6875,3151,2954,2032,2348,"Springfield city, Illinois",1622,1042,868,918,978,620,864,592,488,795,910,1070,1219,677,726,582,630
