GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,ANY7E001,ANY7E002,ANY7E003,ANY7E004,ANY7E005,ANY7E006,ANY7E007,ANY7E008,ANY7E009,ANY7E010,ANY7E011,ANY7E012,ANY7E013,ANY7E014,ANY7E015,ANY7E016,ANY7E017,NAME_M,ANY7M001,ANY7M002,ANY7M003,ANY7M004,ANY7M005,ANY7M006,ANY7M007,ANY7M008,ANY7M009,ANY7M010,ANY7M011,ANY7M012,ANY7M013,ANY7M014,ANY7M015,ANY7M016,ANY7M017
"G12045000","2021","FL",,,"Florida","12",,,"Miami city","45000",,,,,,,,,,,,,,,,"1600000US1245000","1245000","Miami city, Florida",192219,18774,15262,11119,10724,8874,8134,9420,8586,6281,15531,15796,19100,12284,8093,9137,15104,"Miami city, Florida",4587,3123,3077,1977,1897,2189,1560,2020,1923,1570,2505,2447,2945,1846,1825,1982,2455
"G12045025","2021","FL",,,"Florida","12",,,"Miami Beach city","45025",,,,,,,,,,,,,,,,"1600000US1245025","1245025","Miami Beach city, Florida",40788,3936,2444,1708,2414,1919,1807,1529,1610,1599,2469,3266,4308,2220,1399,2454,5706,"Miami Beach city, Florida",2380,1004,775,835,890,684,695,681,1067,732,812,1090,1111,745,623,793,1219
"G12045060","2021","FL",,,"Florida","12",,,"Miami Gardens city","45060",,,,,,,,,,,,,,,,"1600000US1245060","1245060","Miami Gardens city, Florida",34332,2117,2404,1974,1119,1655,1649,1719,1605,1229,3204,4058,4474,2601,1391,1434,1699,"Miami Gardens city, Florida",2277,842,1048,904,546,698,809,848,856,651,814,1341,1365,889,619,673,711
"G12045975","2021","FL",,,"Florida","12",,,"Miramar city","45975",,,,,,,,,,,,,,,,"1600000US1245975","1245975","Miramar city, Florida",42707,2164,801,921,344,1044,1461,994,2182,2940,2324,5132,5922,5532,2296,4356,4294,"Miramar city, Florida",2353,1015,469,584,278,752,902,664,1273,1683,1027,1889,1785,1795,1032,1633,2157
"G12049675","2021","FL",,,"Florida","12",,,"North Port city","49675",,,,,,,,,,,,,,,,"1600000US1249675","1249675","North Port city, Florida",30622,1255,990,1795,1585,708,361,844,1447,1602,2843,3245,4320,4553,1277,2475,1322,"North Port city, Florida",2583,704,850,1147,903,565,346,663,743,997,1750,1360,1548,2011,911,1698,794
"G12053000","2021","FL",,,"Florida","12",,,"Orlando city","53000",,,,,,,,,,,,,,,,"1600000US1253000","1253000","Orlando city, Florida",130037,9675,5398,5514,6864,6827,6148,6051,7000,5129,10832,12340,15572,10555,4762,6261,11109,"Orlando city, Florida",4859,2597,1885,1684,1896,1658,1882,2005,1867,1445,2514,2520,2175,2106,1395,1425,2431
"G12054000","2021","FL",,,"Florida","12",,,"Palm Bay city","54000",,,,,,,,,,,,,,,,"1600000US1254000","1254000","Palm Bay city, Florida",45145,2186,2683,2468,1806,3166,1402,1724,2214,2858,3434,5532,5868,4414,1300,2368,1722,"Palm Bay city, Florida",2508,1168,1172,1105,780,1373,695,705,945,1185,1256,1428,1457,1266,609,1028,961
"G12054200","2021","FL",,,"Florida","12",,,"Palm Coast city","54200",,,,,,,,,,,,,,,,"1600000US1254200","1254200","Palm Coast city, Florida",36896,1489,1068,1855,1968,1034,1619,2027,2301,1765,3057,4025,5453,3129,1704,2174,2228,"Palm Coast city, Florida",1796,878,621,1073,976,458,846,706,890,805,987,1184,1295,1045,667,786,899
"G12055775","2021","FL",,,"Florida","12",,,"Pembroke Pines city","55775",,,,,,,,,,,,,,,,"1600000US1255775","1255775","Pembroke Pines city, Florida",64378,7084,1741,959,2046,2039,2468,2330,1986,1896,3397,5124,9359,7039,4885,4816,7209,"Pembroke Pines city, Florida",2778,1854,740,732,697,800,1102,1025,1122,923,1163,1307,1849,1678,1212,1046,1567
"G12056825","2021","FL",,,"Florida","12",,,"Pine Hills CDP","56825",,,,,,,,,,,,,,,,"1600000US1256825","1256825","Pine Hills CDP, Florida",25752,2962,1255,1935,1343,1764,1816,1205,1137,1875,2147,2427,2778,2087,112,490,419,"Pine Hills CDP, Florida",2018,1230,767,966,591,739,878,708,727,907,883,861,1102,836,134,431,424
"G12057425","2021","FL",,,"Florida","12",,,"Plantation city","57425",,,,,,,,,,,,,,,,"1600000US1257425","1257425","Plantation city, Florida",36564,2165,767,503,1592,2028,561,1897,1573,1835,2785,3440,4161,3445,2520,2623,4669,"Plantation city, Florida",2260,1021,483,355,774,965,356,952,889,878,941,1016,1085,967,905,805,1153
"G12057900","2021","FL",,,"Florida","12",,,"Poinciana CDP","57900",,,,,,,,,,,,,,,,"1600000US1257900","1257900","Poinciana CDP, Florida",21402,991,813,1551,384,2135,511,639,987,581,2323,3975,3308,2254,187,0,763,"Poinciana CDP, Florida",3477,687,785,1205,327,1476,380,562,1084,556,1214,1694,1414,968,305,242,647
"G12058050","2021","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"1600000US1258050","1258050","Pompano Beach city, Florida",48363,3664,2070,1628,1830,2646,3446,1952,1589,3103,4516,3789,5642,6082,2210,1422,2774,"Pompano Beach city, Florida",3094,1068,813,860,748,1298,1132,791,694,1126,1304,1278,1631,1624,939,569,744
"G12058350","2021","FL",,,"Florida","12",,,"Port Charlotte CDP","58350",,,,,,,,,,,,,,,,"1600000US1258350","1258350","Port Charlotte CDP, Florida",29120,1840,1900,172,1760,2073,1197,1387,1654,1931,1664,4057,4805,1919,903,1040,818,"Port Charlotte CDP, Florida",2270,813,887,144,990,876,642,587,776,802,737,1255,1344,646,530,447,383
"G12058715","2021","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"1600000US1258715","1258715","Port St. Lucie city, Florida",77190,2380,1124,2700,3606,1875,3221,2858,1805,3496,7134,9740,14685,9702,5353,4695,2816,"Port St. Lucie city, Florida",3814,883,617,898,1537,1129,1906,1349,1055,1339,2059,2154,2834,2304,1610,1575,1344
"G12060950","2021","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"1600000US1260950","1260950","Riverview CDP, Florida",40114,1829,443,432,719,475,1616,935,1033,1855,2270,5563,7352,6605,2157,4074,2756,"Riverview CDP, Florida",3099,874,413,382,553,435,1065,421,580,1045,773,1615,1648,2090,708,1171,970
"G12063000","2021","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"1600000US1263000","1263000","St. Petersburg city, Florida",111349,8872,4312,3898,3941,5128,4597,3233,5705,2679,8515,13480,15899,9984,5872,6000,9234,"St. Petersburg city, Florida",3294,1882,901,1115,1025,1198,1095,955,1235,855,1581,1882,2034,1747,1064,1355,1595
"G12068350","2021","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"1600000US1268350","1268350","Spring Hill CDP, Florida",46360,2061,1352,2434,1780,2320,2439,1251,2091,3436,4272,5455,6800,5083,2073,1625,1888,"Spring Hill CDP, Florida",1910,806,602,952,743,839,1071,500,837,1118,975,1527,1456,1331,718,842,915
"G12069700","2021","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"1600000US1269700","1269700","Sunrise city, Florida",35166,2273,1938,1367,1654,1592,1107,1259,1567,951,2087,3848,4647,4805,1923,2027,2121,"Sunrise city, Florida",2542,966,883,777,725,728,670,569,805,420,917,1490,1363,1329,851,671,888
"G12070600","2021","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"1600000US1270600","1270600","Tallahassee city, Florida",84920,6984,3564,3592,4865,5494,4330,4731,4598,2776,7392,8565,9433,6940,3001,3649,5006,"Tallahassee city, Florida",2439,1474,1174,1259,1334,1805,1290,1291,1498,1001,1472,1609,1831,1326,847,1120,1252
"G12070675","2021","FL",,,"Florida","12",,,"Tamarac city","70675",,,,,,,,,,,,,,,,"1600000US1270675","1270675","Tamarac city, Florida",29065,1437,1567,1277,1050,1311,1733,1626,1805,1099,1640,3417,4095,2966,1706,1512,824,"Tamarac city, Florida",2151,661,805,915,781,777,780,897,974,590,692,1155,986,1085,735,719,481
"G12071000","2021","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"1600000US1271000","1271000","Tampa city, Florida",159925,14646,6865,6013,6304,6815,7658,4316,5997,5779,10710,16544,16247,12288,8469,12060,19214,"Tampa city, Florida",3676,2047,1349,1339,1536,1577,1693,1010,1232,1670,1884,2403,2368,1784,1432,1961,2137
"G12071625","2021","FL",,,"Florida","12",,,"The Villages CDP","71625",,,,,,,,,,,,,,,,"1600000US1271625","1271625","The Villages CDP, Florida",47527,1740,766,860,2800,2350,996,3966,1720,1394,5142,5961,7762,4952,1962,2857,2299,"The Villages CDP, Florida",2284,1107,507,584,1278,1113,490,1889,850,902,1508,2047,2180,1618,1118,1144,1104
"G12072145","2021","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"1600000US1272145","1272145","Town 'n' Country CDP, Florida",35155,1924,862,1348,2473,2084,635,1512,1733,2243,3244,4100,4206,3678,1620,1475,2018,"Town 'n' Country CDP, Florida",3216,952,764,878,1296,1086,444,785,934,1057,1124,1286,1301,1178,722,650,914
"G12075875","2021","FL",,,"Florida","12",,,"Wesley Chapel CDP","75875",,,,,,,,,,,,,,,,"1600000US1275875","1275875","Wesley Chapel CDP, Florida",23868,1401,650,536,546,302,536,694,572,685,1388,2386,3151,2198,2061,3473,3289,"Wesley Chapel CDP, Florida",2211,810,483,432,442,256,474,367,401,487,764,1029,1097,976,749,976,942
"G12076582","2021","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"1600000US1276582","1276582","Weston city, Florida",20227,599,283,500,44,347,331,268,458,606,1056,708,2814,2193,2112,2314,5594,"Weston city, Florida",1187,466,244,359,73,411,253,302,397,446,561,377,1049,882,731,742,1071
"G12076600","2021","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"1600000US1276600","1276600","West Palm Beach city, Florida",50409,4217,3040,2069,1953,2480,1608,807,2952,2707,3558,4317,7001,4387,2685,2814,3814,"West Palm Beach city, Florida",3049,1174,1193,861,947,852,838,465,1136,1056,963,1374,1696,1151,845,854,1170
"G13001052","2021","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"1600000US1301052","1301052","Albany city, Georgia",27357,3293,2291,1990,1413,2103,1543,1232,1858,992,2812,1751,2475,1353,517,443,1291,"Albany city, Georgia",1393,877,749,798,682,910,748,547,904,594,1023,687,800,766,318,405,784
"G13001696","2021","GA",,,"Georgia","13",,,"Alpharetta city","01696",,,,,,,,,,,,,,,,"1600000US1301696","1301696","Alpharetta city, Georgia",25457,727,111,570,671,535,142,242,1406,886,737,1170,3416,2219,1570,2830,8225,"Alpharetta city, Georgia",1412,509,184,498,425,475,174,247,965,568,512,516,952,806,582,983,1113
"G13003440","2021","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"1600000US1303440","1303440","Athens-Clarke County unified government (balance), Georgia",54438,4336,2390,2110,3563,3669,2830,2486,2354,3280,3372,6460,6149,4647,2310,2501,1981,"Athens-Clarke County unified government (balance), Georgia",1800,1250,933,982,1260,1756,1017,982,983,1325,1274,1880,1305,1148,1114,958,705
"G13004000","2021","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"1600000US1304000","1304000","Atlanta city, Georgia",232720,17652,13638,8799,7569,8278,8441,7658,7081,7451,14169,16569,27384,21215,16059,17612,33145,"Atlanta city, Georgia",5791,3165,2726,1536,1724,2622,2140,2113,2330,2069,2512,3015,3821,3396,2749,2753,2973
"G13004204","2021","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"1600000US1304204","1304204","Augusta-Richmond County consolidated government (balance), Georgia",72760,7439,2238,5420,4317,5826,3757,2515,2927,2836,7407,5908,8652,5351,2603,2176,3388,"Augusta-Richmond County consolidated government (balance), Georgia",2955,1552,925,1529,1318,1372,1261,651,843,831,1881,1453,2020,1440,893,966,911
"G13019000","2021","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"1600000US1319000","1319000","Columbus city, Georgia",82663,8317,3150,4239,3720,4697,4613,3731,4159,3186,6638,9125,10426,4490,3526,4920,3726,"Columbus city, Georgia",2071,1701,1029,1244,1077,1461,1298,1522,1288,1262,1506,2134,1720,1141,1215,1272,1214
"G13042425","2021","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"1600000US1342425","1342425","Johns Creek city, Georgia",29256,494,879,359,406,100,681,406,488,477,1478,2729,3141,1494,2993,4684,8447,"Johns Creek city, Georgia",1869,373,769,310,387,166,500,437,414,455,661,1163,1122,681,1223,1308,1489
"G13049008","2021","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"1600000US1349008","1349008","Macon-Bibb County, Georgia",57677,6151,3940,2532,2601,3400,3467,2768,2560,2601,3610,5333,6016,4387,3348,2226,2737,"Macon-Bibb County, Georgia",2209,1250,1060,854,906,994,1072,1126,919,1073,1013,1427,1221,1104,1149,815,725
"G13067284","2021","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"1600000US1367284","1367284","Roswell city, Georgia",37044,1294,386,0,1014,1573,1129,563,312,916,1946,4140,4685,2680,3214,4788,8404,"Roswell city, Georgia",2493,902,425,247,825,1182,837,442,275,677,877,1372,1258,848,1031,1087,1917
"G13068516","2021","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"1600000US1368516","1368516","Sandy Springs city, Georgia",52487,2720,1164,473,713,1162,2276,469,810,883,3992,5926,6493,4750,3270,6559,10827,"Sandy Springs city, Georgia",2911,1274,682,359,539,764,1595,426,590,590,1367,1894,1761,1495,1027,1688,1746
"G13069000","2021","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"1600000US1369000","1369000","Savannah city, Georgia",59612,5561,3083,3409,3281,3612,3196,1908,2947,2986,5980,6320,6541,3715,3481,2045,1547,"Savannah city, Georgia",2941,1236,955,1054,1178,1014,1074,668,874,936,1907,1417,1566,904,1411,767,520
"G13072122","2021","GA",,,"Georgia","13",,,"South Fulton city","72122",,,,,,,,,,,,,,,,"1600000US1372122","1372122","South Fulton city, Georgia",41405,2711,765,1919,1606,2017,1144,772,1805,1696,3349,3177,6981,4560,1394,3933,3576,"South Fulton city, Georgia",3386,1199,687,1106,1201,1232,1103,696,1418,1133,1741,1394,2572,2048,1069,1975,2139
"G13080508","2021","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"1600000US1380508","1380508","Warner Robins city, Georgia",30701,2129,623,846,1581,1500,1523,2321,551,1069,3815,3004,3736,2925,1709,1559,1810,"Warner Robins city, Georgia",2007,1024,617,803,921,877,1041,1171,362,664,1459,1441,1269,1263,1225,811,872
"G15071550","2021","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"1600000US1571550","1571550","Urban Honolulu CDP, Hawaii",138398,9842,4303,4420,5074,3367,4923,4348,5704,4295,10045,14601,18293,12867,8521,12521,15274,"Urban Honolulu CDP, Hawaii",3000,2065,1163,1175,1088,900,1181,1070,1646,1422,1592,2217,2279,1991,1502,1717,1788
"G16008830","2021","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"1600000US1608830","1608830","Boise City city, Idaho",99250,3402,3206,3574,4048,4223,3202,4908,4171,3730,7900,10985,13288,10706,5373,7296,9238,"Boise City city, Idaho",2833,1073,997,1224,1177,1158,1039,1298,1083,1243,1564,1775,1973,2148,1125,1382,1432
"G16039700","2021","ID",,,"Idaho","16",,,"Idaho Falls city","39700",,,,,,,,,,,,,,,,"1600000US1639700","1639700","Idaho Falls city, Idaho",24257,1174,1008,851,1339,1122,1276,558,1082,1262,2029,2496,3025,1545,1831,1762,1897,"Idaho Falls city, Idaho",1357,516,512,395,550,649,524,288,474,556,732,659,912,617,707,602,727
"G16052120","2021","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"1600000US1652120","1652120","Meridian city, Idaho",47825,1292,1264,1053,1378,935,1338,1202,1755,1101,4290,4599,7454,6776,4284,4585,4519,"Meridian city, Idaho",2803,1026,886,676,801,932,1030,672,1016,959,1812,1711,1997,2161,1759,1905,1496
"G16056260","2021","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"1600000US1656260","1656260","Nampa city, Idaho",37666,1260,1426,1814,904,1152,2056,1651,647,2201,4520,3965,5593,4805,1332,2270,2070,"Nampa city, Idaho",1985,593,766,1087,620,751,1188,767,321,1191,1608,1278,1697,1617,726,899,963
"G17002154","2021","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"1600000US1702154","1702154","Arlington Heights village, Illinois",31415,1131,384,529,788,720,1379,892,774,428,1895,2744,3427,4211,2346,4024,5743,"Arlington Heights village, Illinois",1814,564,266,440,420,487,821,618,526,315,674,804,1281,1196,618,856,1076
"G17003012","2021","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"1600000US1703012","1703012","Aurora city, Illinois",62379,2721,1857,1699,1557,1031,2750,1678,2237,1679,3774,6342,8874,8465,6384,5721,5610,"Aurora city, Illinois",2814,836,963,724,604,483,844,721,830,784,1036,1582,1557,1578,1837,1651,1126
"G17006613","2021","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"1600000US1706613","1706613","Bloomington city, Illinois",33803,2433,1911,1364,384,1456,1915,990,1001,1027,1727,4067,4412,2663,2931,2359,3163,"Bloomington city, Illinois",1342,876,764,616,394,673,751,581,479,506,570,1134,1131,786,819,658,822
"G17007133","2021","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"1600000US1707133","1707133","Bolingbrook village, Illinois",24600,1045,329,335,193,400,739,604,925,913,2040,2773,2561,3602,2790,2607,2744,"Bolingbrook village, Illinois",1629,610,259,316,189,323,551,505,627,613,590,885,689,971,874,780,885
"G17012385","2021","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"1600000US1712385","1712385","Champaign city, Illinois",37423,5160,926,1783,1690,912,1416,2415,1600,1613,3443,3907,3850,2861,1214,2542,2091,"Champaign city, Illinois",2166,1411,603,725,767,578,633,1048,824,656,1213,1402,1025,911,629,810,744
"G17014000","2021","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"1600000US1714000","1714000","Chicago city, Illinois",1139537,106041,49425,46900,47904,41947,48034,37221,36402,36151,70624,102128,137604,97610,68782,81704,131060,"Chicago city, Illinois",10546,6128,4431,4167,4157,4450,4400,3014,3472,4036,4905,5980,5897,5980,6088,5259,6280
"G17014351","2021","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"1600000US1714351","1714351","Cicero town, Illinois",24737,1348,1189,1375,1269,1057,1813,1238,791,629,2145,3073,3145,2142,929,1111,1483,"Cicero town, Illinois",2001,687,577,710,592,586,777,594,439,382,1089,1015,1043,655,529,477,755
"G17018823","2021","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"1600000US1718823","1718823","Decatur city, Illinois",32087,4686,1324,1870,2291,1795,1741,2075,2638,1712,946,2550,3155,2520,1180,613,991,"Decatur city, Illinois",1284,1102,533,642,735,735,673,690,859,650,378,794,797,815,503,304,498
"G17023074","2021","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"1600000US1723074","1723074","Elgin city, Illinois",40585,1260,1342,861,1012,1761,992,1560,1347,947,2759,5142,6415,4079,3698,4059,3351,"Elgin city, Illinois",1883,629,761,432,493,699,440,860,562,402,639,1142,1671,1059,1107,1247,1063
"G17024582","2021","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"1600000US1724582","1724582","Evanston city, Illinois",31157,2500,1075,846,537,266,1190,885,1181,1368,1836,2766,3225,2560,1608,2582,6732,"Evanston city, Illinois",2007,874,577,519,340,203,507,550,694,697,791,881,885,740,530,770,1083
"G17038570","2021","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"1600000US1738570","1738570","Joliet city, Illinois",51263,2642,1120,1065,2009,1134,1781,1858,1714,1481,4315,5958,7437,6342,4224,4562,3621,"Joliet city, Illinois",2253,663,595,571,689,441,835,797,719,694,1057,1387,1509,1513,1280,1072,1070
"G17051622","2021","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"1600000US1751622","1751622","Naperville city, Illinois",54377,1641,1414,981,566,1926,1172,636,849,1103,1413,4008,5223,5506,4105,7387,16447,"Naperville city, Illinois",2145,666,778,677,330,893,629,517,543,491,586,1224,1067,1133,874,1003,1595
"G17057225","2021","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"1600000US1757225","1757225","Palatine village, Illinois",26402,1621,485,1274,526,1647,553,590,844,571,1591,3392,2812,1776,1556,3141,4023,"Palatine village, Illinois",1762,863,292,720,388,795,350,448,505,419,573,830,928,551,664,970,1103
"G17059000","2021","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"1600000US1759000","1759000","Peoria city, Illinois",50176,4774,3902,2694,2050,2041,3283,2625,2680,1946,3987,4874,3509,3513,2084,2439,3775,"Peoria city, Illinois",1831,1150,1054,881,707,816,1011,943,907,931,1159,1071,938,1009,716,980,1047
"G17065000","2021","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"1600000US1765000","1765000","Rockford city, Illinois",59909,5615,3721,3663,3205,3876,4066,2786,3261,2548,4879,4541,6742,4032,2944,2129,1901,"Rockford city, Illinois",2291,1175,1142,908,954,1197,1097,936,858,796,1137,936,1347,957,853,746,803
