GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,L33E001,L33E002,L33E003,L33E004,L33E005,L33E006,L33E007,L33E008,L33E009,L33E010,L33E011,L33E012,L33E013,L33E014,L33E015,L33E016,L33E017,NAME_M,L33M001,L33M002,L33M003,L33M004,L33M005,L33M006,L33M007,L33M008,L33M009,L33M010,L33M011,L33M012,L33M013,L33M014,L33M015,L33M016,L33M017
"G2400030","2011","MD",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,"05000US24003","Anne Arundel County, Maryland",199848,6015,4485,5379,5721,5533,6387,5825,6380,5510,15964,20647,29300,24106,20649,17642,20305,"Anne Arundel County, Maryland",3054,1612,1219,1575,1181,1254,1598,1586,1619,1213,2518,2160,2781,3235,2244,2000,2352
"G2400050","2011","MD",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,"05000US24005","Baltimore County, Maryland",311397,16005,13067,12381,15139,12377,15082,11832,14233,13077,26362,35968,41063,26493,20474,19798,18046,"Baltimore County, Maryland",3255,2198,1778,1735,1998,1860,2050,1962,1989,2191,2746,3264,3437,2224,2431,1894,1920
"G2400090","2011","MD",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,"05000US24009","Calvert County, Maryland",30113,588,350,949,1023,93,884,1521,1172,1036,1932,2236,4868,4109,2840,3613,2899,"Calvert County, Maryland",1203,367,241,521,482,96,509,658,631,413,707,677,946,831,685,875,874
"G2400130","2011","MD",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,"05000US24013","Carroll County, Maryland",59250,2298,884,2037,2320,1311,2031,2036,2021,1701,4439,5639,8158,8926,5917,5707,3825,"Carroll County, Maryland",1230,770,412,583,710,517,764,890,739,688,869,1110,1386,1495,1303,1206,743
"G2400150","2011","MD",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,"05000US24015","Cecil County, Maryland",35737,1509,1461,1504,1495,548,2107,1715,1779,1988,3153,3365,4566,4940,2618,1944,1045,"Cecil County, Maryland",1588,642,699,774,734,356,838,753,641,808,1044,988,900,1080,908,598,458
"G2400170","2011","MD",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,"05000US24017","Charles County, Maryland",51832,3005,1029,1425,978,603,1291,958,1576,1443,3860,4322,8503,7221,5754,6545,3319,"Charles County, Maryland",1435,1053,502,703,438,343,513,665,643,547,1205,1025,1498,1379,1065,1260,981
"G2400210","2011","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,"05000US24021","Frederick County, Maryland",87441,2928,3122,2707,3285,3564,3563,2095,2212,2989,6611,8201,13187,11012,8300,7506,6159,"Frederick County, Maryland",1467,976,1230,1026,1140,1040,1038,775,749,978,1260,1548,2202,1598,1914,1346,1243
"G2400250","2011","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,"05000US24025","Harford County, Maryland",88842,3504,3212,2806,2944,3412,3621,2087,2729,3009,6488,9133,13765,10764,7917,7309,6142,"Harford County, Maryland",1975,1092,998,857,870,1016,834,839,736,907,1353,1478,1597,1615,1297,1251,1206
"G2400270","2011","MD",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,"05000US24027","Howard County, Maryland",106478,2187,2066,1590,1928,3919,3627,2508,2743,2367,7516,7481,15816,11465,9926,14521,16818,"Howard County, Maryland",1558,960,818,799,812,1302,1329,937,752,830,1755,1385,1812,1791,1628,1705,1879
"G2400310","2011","MD",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,"05000US24031","Montgomery County, Maryland",359496,11698,9073,8388,9332,7137,10434,11462,11517,11222,22916,34635,41805,42585,29063,42182,56047,"Montgomery County, Maryland",2932,1885,1609,1433,1983,1611,1965,1833,2023,1709,2635,3129,3241,3095,2439,3292,3093
"G2400330","2011","MD",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,"05000US24033","Prince George's County, Maryland",301754,13480,8495,8700,8771,9614,12341,11172,15603,10965,27348,32552,46706,34158,21247,23991,16611,"Prince George's County, Maryland",3613,2059,1411,1373,1682,1514,1790,1409,2083,1745,2424,2546,3261,3394,2312,2613,2148
"G2400370","2011","MD",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,"05000US24037","St. Mary's County, Maryland",36967,1789,1136,1016,1283,271,1717,1048,1696,944,2477,3105,6250,5078,2885,3787,2485,"St. Mary's County, Maryland",1293,625,495,538,690,258,862,576,777,509,973,923,1283,1157,854,769,766
"G2400430","2011","MD",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,"05000US24043","Washington County, Maryland",56332,2635,2887,3538,3430,3297,3046,2645,2236,2216,5668,7725,6296,4521,3218,1605,1369,"Washington County, Maryland",1437,600,686,815,922,885,874,702,662,675,1126,1563,1063,836,829,542,547
"G2400450","2011","MD",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,"05000US24045","Wicomico County, Maryland",35881,3340,2047,2498,2509,1669,1702,2398,1179,1726,2592,3484,4705,2648,1071,656,1657,"Wicomico County, Maryland",1378,952,720,832,958,690,803,878,507,720,954,822,1006,873,402,382,687
"G2405100","2011","MD",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,,"05000US24510","Baltimore city, Maryland",239251,36546,18564,16171,14266,12774,13384,10737,10114,9152,20788,21540,21767,14370,6344,7637,5097,"Baltimore city, Maryland",4011,3443,2245,1950,2055,1590,2034,1549,1455,1445,2022,2313,2241,1722,1137,1426,874
"G2500010","2011","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,"05000US25001","Barnstable County, Massachusetts",94569,5620,5660,5964,4421,4419,3353,4353,4111,4731,6839,9626,13791,7921,4678,5152,3930,"Barnstable County, Massachusetts",3401,1502,1202,1274,1166,1091,869,984,1107,1190,1248,1456,1802,1297,957,962,825
"G2500030","2011","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,"05000US25003","Berkshire County, Massachusetts",55230,3733,3948,3306,4516,3712,3058,3014,3373,2003,4338,5445,5468,3754,2231,1850,1481,"Berkshire County, Massachusetts",1643,957,967,813,1078,1064,789,782,817,675,995,1207,898,851,812,561,385
"G2500050","2011","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",209256,14017,12857,9350,13299,9677,9758,9254,9530,9829,14933,20428,25116,19171,12061,11681,8295,"Bristol County, Massachusetts",2992,1660,1797,1511,1726,1756,1500,1665,1481,1745,1689,2384,2424,1884,1680,1643,1457
"G2500090","2011","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",288403,18458,15283,13758,13769,10880,12708,11555,10106,10658,18152,25898,38392,27345,19685,21175,20581,"Essex County, Massachusetts",3049,2106,1883,1734,1897,1645,1659,1666,1508,1813,1653,2483,2863,2597,2106,2022,1827
"G2500110","2011","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",29944,1838,1529,1478,1596,1521,1685,1802,1802,1595,2817,3472,4340,2062,950,812,645,"Franklin County, Massachusetts",953,561,447,513,454,461,568,499,558,573,680,673,639,524,400,310,391
"G2500130","2011","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",176575,17399,11885,12373,10356,9338,8349,7949,7587,5179,13238,17656,20686,13445,7802,7771,5562,"Hampden County, Massachusetts",2475,1839,1730,1643,1618,1453,1317,1499,1248,1049,1613,1933,2015,1685,1248,1308,1141
"G2500150","2011","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",58971,4165,3412,2793,3289,3492,2818,2873,2121,1893,5299,5947,7972,4668,2937,3429,1863,"Hampshire County, Massachusetts",1240,1039,943,945,996,1088,731,930,698,736,1110,1151,1186,1071,805,947,507
"G2500170","2011","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",582946,30432,24191,21314,20951,20435,19637,18764,18048,16784,40115,53221,76393,65211,39517,55717,62216,"Middlesex County, Massachusetts",3354,2419,2649,2408,2303,2037,2350,2047,2043,1835,3970,3917,4441,4259,2571,2968,3978
"G2500210","2011","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",257098,13387,10196,7818,8685,8037,8795,7690,9674,7645,14039,22335,31427,30048,21144,26182,29996,"Norfolk County, Massachusetts",2717,1886,1610,1489,1599,1497,1424,1255,1751,1353,1844,2250,2694,2699,2580,2689,2477
"G2500230","2011","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",179609,8351,7891,6789,8122,6569,7837,5596,6844,7984,12026,18204,23585,18878,14213,12827,13893,"Plymouth County, Massachusetts",2710,1106,1435,1406,1494,1149,1412,1192,1558,1641,1555,2465,2073,2133,1857,1520,2003
"G2500250","2011","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",292390,39454,21863,16914,12079,11186,12763,11123,10864,11186,19069,25832,33536,20144,14545,14031,17801,"Suffolk County, Massachusetts",2936,2558,2219,1814,1547,1465,1878,1718,1726,1491,2339,2293,2332,2383,1839,1637,2295
"G2500270","2011","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",296948,19406,13934,15826,13292,12209,14084,11663,13393,10950,22530,29675,37650,29348,17275,20959,14754,"Worcester County, Massachusetts",3555,2668,1852,2081,1785,2127,1829,1742,1702,1794,2554,2739,3023,2302,1903,2278,1638
"G2600050","2011","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",40921,1834,2828,2259,2268,1797,1723,2558,2586,2344,4082,4261,6104,2774,1499,1219,785,"Allegan County, Michigan",1429,495,694,683,596,558,498,700,725,594,926,830,902,817,511,431,368
"G2600170","2011","MI",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,"05000US26017","Bay County, Michigan",43084,3981,3033,2323,2920,2446,3245,2083,2139,2326,3915,3647,5275,2394,1715,1233,409,"Bay County, Michigan",1322,973,768,677,801,570,869,588,554,603,816,894,1045,648,636,557,239
"G2600210","2011","MI",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,"05000US26021","Berrien County, Michigan",56676,5058,3900,4258,4244,3451,3838,2917,3171,2325,3483,5366,6801,3574,2060,1117,1113,"Berrien County, Michigan",2343,902,750,841,851,713,727,757,597,676,745,863,941,763,468,355,359
"G2600250","2011","MI",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,"05000US26025","Calhoun County, Michigan",51814,4827,4462,4316,4458,3216,2385,3029,2465,2174,3755,4931,4254,3218,2056,1110,1158,"Calhoun County, Michigan",1469,944,879,935,845,725,625,734,528,638,693,718,660,553,632,372,577
"G2600370","2011","MI",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,"05000US26037","Clinton County, Michigan",28523,1806,1379,1300,1169,1492,1372,1617,1353,882,2607,3700,3567,2984,1115,1530,650,"Clinton County, Michigan",857,631,628,608,442,689,524,493,365,427,657,764,747,741,442,580,307
"G2600450","2011","MI",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,"05000US26045","Eaton County, Michigan",43488,2805,2220,1979,2656,2326,3177,1734,1941,2393,4188,5526,6130,2998,1460,1272,683,"Eaton County, Michigan",1153,908,697,596,701,705,983,574,554,735,993,1131,1114,761,461,541,379
"G2600490","2011","MI",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,"05000US26049","Genesee County, Michigan",163473,18082,11601,9829,11474,9785,9547,9657,8995,6189,13309,17136,17825,9227,5022,3852,1943,"Genesee County, Michigan",2531,1990,1680,1424,1589,1448,1374,1364,1137,1061,1657,1647,1536,1281,1011,770,494
"G2600550","2011","MI",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,,"05000US26055","Grand Traverse County, Michigan",33399,1521,2099,2817,2178,1766,1453,2030,2278,1528,3275,3151,2921,3210,1086,1043,1043,"Grand Traverse County, Michigan",2024,615,750,763,704,648,443,791,683,599,838,794,744,914,481,460,375
"G2600650","2011","MI",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,,"05000US26065","Ingham County, Michigan",107527,12986,7785,5935,6314,6655,5621,5813,5527,4862,7954,10123,10386,8819,2663,3302,2782,"Ingham County, Michigan",2225,1581,1401,1194,1196,1188,967,980,1053,935,1084,1231,1405,1113,660,726,574
"G2600730","2011","MI",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,,"05000US26073","Isabella County, Michigan",23607,3218,1845,1574,1646,1329,1301,1487,1067,725,2464,2195,2300,1188,407,454,407,"Isabella County, Michigan",1100,756,504,447,411,464,310,396,337,295,774,377,459,322,205,179,333
"G2600750","2011","MI",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,,"05000US26075","Jackson County, Michigan",58736,4919,2898,4494,4547,3648,4098,3338,2953,2118,4936,7194,6305,3524,1336,1660,768,"Jackson County, Michigan",2106,924,578,1015,838,849,1036,1035,782,690,1004,1214,980,901,470,663,373
"G2600770","2011","MI",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,,"05000US26077","Kalamazoo County, Michigan",97368,10221,6295,6719,4772,5180,5122,5013,4909,3989,9267,8504,11075,7173,3330,2776,3023,"Kalamazoo County, Michigan",2161,1581,1215,1177,1001,874,1258,1223,992,906,1516,1184,1273,935,729,585,833
"G2600810","2011","MI",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,,"05000US26081","Kent County, Michigan",229851,14655,12575,13919,12626,12385,13668,12291,12020,8847,20685,26168,30903,15994,8183,7705,7227,"Kent County, Michigan",2482,2026,1587,1776,1504,1822,2015,1677,1555,1182,2397,2678,2455,2009,1126,1234,1241
"G2600870","2011","MI",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,,"05000US26087","Lapeer County, Michigan",32437,1660,1951,1642,2358,1708,2607,1758,1259,1508,2852,3789,4637,1939,1039,1358,372,"Lapeer County, Michigan",1071,501,509,620,579,483,779,516,366,487,655,745,812,548,320,551,236
"G2600910","2011","MI",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,,"05000US26091","Lenawee County, Michigan",38055,2271,3041,2394,3222,2030,1714,2793,1727,2068,3175,4366,4775,2368,1341,497,273,"Lenawee County, Michigan",1487,677,721,638,784,579,535,896,517,595,760,795,880,614,471,246,203
"G2600930","2011","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",65833,3185,1231,2516,2509,2929,2331,2616,2602,2996,5800,8137,11128,7320,4215,3835,2483,"Livingston County, Michigan",1622,839,477,710,686,694,759,662,800,879,1101,1438,1502,1061,786,719,638
"G2600990","2011","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",328216,21073,18617,20969,17899,17462,20244,14797,16590,13339,27258,35664,42327,29314,13159,12865,6639,"Macomb County, Michigan",2917,2128,1766,1878,1869,1783,2216,1723,1804,1665,2273,2901,2992,2000,1587,1594,1217
"G2601030","2011","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",26582,3026,2111,2160,1522,1356,1223,1380,1796,1452,2364,2404,2674,1526,556,707,325,"Marquette County, Michigan",930,515,550,394,536,447,359,440,540,481,512,426,594,475,215,280,145
"G2601110","2011","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,"05000US26111","Midland County, Michigan",33679,2085,1323,2566,1784,1570,2208,2010,1616,1116,2713,4132,3603,2948,1371,1086,1548,"Midland County, Michigan",683,702,385,640,488,443,653,592,519,334,694,778,667,683,448,414,471
"G2601150","2011","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,"05000US26115","Monroe County, Michigan",57491,3801,3602,1641,2813,2421,2563,2922,2971,3783,5052,7676,7985,4395,2634,2266,966,"Monroe County, Michigan",1129,905,954,559,619,689,716,735,704,1031,927,1120,1162,715,574,524,363
"G2601210","2011","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",62839,6435,4766,5349,4902,4154,4271,2943,3081,3818,4994,5098,5927,3130,2037,1053,881,"Muskegon County, Michigan",1670,1086,1012,912,918,885,875,676,749,852,944,762,1069,761,596,427,460
"G2601250","2011","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",482101,26559,20398,21286,24960,20909,21551,21377,21030,17859,37081,47356,64359,45353,27461,30984,33578,"Oakland County, Michigan",4088,2035,1982,2210,2608,2065,2112,2104,2211,1908,2867,3111,3420,2789,2158,2427,1883
"G2601390","2011","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",94059,4777,4681,5187,5652,5086,5419,5076,3882,3700,8525,10809,12798,9054,4790,2530,2093,"Ottawa County, Michigan",1718,1378,1120,1210,1362,1196,1078,1141,970,1041,1311,1646,1568,1513,968,790,670
"G2601450","2011","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",76342,7588,5173,4967,5093,4917,5236,4754,5001,3460,6145,6561,7677,4252,2184,2245,1089,"Saginaw County, Michigan",1928,1155,1062,932,947,843,903,884,996,909,1028,840,1081,838,598,550,570
"G2601470","2011","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",62965,4289,4152,3296,4397,4053,4382,3363,3151,2673,5556,7193,7706,4249,1693,1769,1043,"St. Clair County, Michigan",1646,915,842,759,916,835,941,649,772,635,873,1021,1056,846,525,429,325
"G2601550","2011","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,"05000US26155","Shiawassee County, Michigan",27333,2256,981,1623,1852,1962,1196,1083,1658,1649,2430,3075,3749,1652,894,718,555,"Shiawassee County, Michigan",703,629,409,533,587,672,389,340,468,528,532,588,853,500,342,296,291
"G2601590","2011","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,"05000US26159","Van Buren County, Michigan",28011,2636,2336,1379,2504,1401,1541,1523,1554,1764,2284,2494,3467,1773,569,670,116,"Van Buren County, Michigan",1301,709,660,376,605,424,540,446,555,608,674,505,808,563,222,445,109
"G2601610","2011","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,"05000US26161","Washtenaw County, Michigan",134459,13346,5611,5786,7504,5510,6896,5066,5680,5832,8988,10664,15546,12837,7943,8789,8461,"Washtenaw County, Michigan",2311,1869,1003,1070,1252,1061,1004,877,1133,1238,1274,1104,1381,1746,1053,1187,1204
"G2601630","2011","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,"05000US26163","Wayne County, Michigan",664288,89145,50693,48789,42883,36519,38752,33825,31783,27427,47905,57572,64510,39341,20943,20043,14158,"Wayne County, Michigan",5761,4282,2941,3017,2685,2473,3073,2799,2541,2335,3007,3386,3189,2543,1774,1849,1581
"G2700030","2011","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,"05000US27003","Anoka County, Minnesota",122420,4750,4208,4054,4765,3841,5072,5527,6120,5719,11371,16400,18741,13793,9176,5826,3057,"Anoka County, Minnesota",1332,787,826,774,1073,922,1091,1139,1084,1060,1595,1870,1713,1655,1253,975,637
"G2700190","2011","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,"05000US27019","Carver County, Minnesota",33574,934,637,1232,715,1215,1184,1314,1029,930,2425,3356,5005,4754,2661,3158,3025,"Carver County, Minnesota",746,380,448,554,411,570,590,489,376,423,646,720,981,888,619,822,802
"G2700370","2011","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,"05000US27037","Dakota County, Minnesota",152289,6349,4431,3548,4467,5881,5887,6138,6763,7485,12636,19138,21902,19923,9810,9671,8260,"Dakota County, Minnesota",1993,1228,949,982,951,1244,1181,1088,1115,1161,2023,1886,1842,2183,1344,1211,970
"G2700530","2011","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,"05000US27053","Hennepin County, Minnesota",477055,33608,20365,22504,19604,22639,21203,20398,22007,17899,34733,49681,59080,43211,26904,28987,34232,"Hennepin County, Minnesota",3710,2740,2314,2100,2123,2071,2057,2019,2061,2224,2418,3175,3059,2536,2132,2462,2155
"G2701090","2011","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,"05000US27109","Olmsted County, Minnesota",57518,3077,2077,1855,2263,2751,2609,1747,3075,2149,4316,6126,9170,5350,4317,3358,3278,"Olmsted County, Minnesota",1148,807,546,554,657,713,602,520,714,583,879,1043,1144,1012,729,689,880
"G2701230","2011","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",204612,17220,10367,11608,12593,8470,10902,10182,9265,8408,15199,21639,26724,16301,9532,9179,7023,"Ramsey County, Minnesota",2258,2343,1565,1723,1763,1477,1472,1652,1424,1322,1615,1986,1836,1627,1230,1129,961
"G2701370","2011","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,"05000US27137","St. Louis County, Minnesota",82822,7945,6000,5449,5119,4959,4534,3962,3883,3160,6559,9594,9499,5707,2483,2256,1713,"St. Louis County, Minnesota",2047,1173,1000,933,955,832,814,829,675,662,872,1032,999,691,517,624,372
"G2701390","2011","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,"05000US27139","Scott County, Minnesota",46357,1380,1061,1367,1308,1277,708,626,1677,1967,4607,4457,9120,6147,4065,3925,2665,"Scott County, Minnesota",739,585,538,543,498,522,276,284,694,620,1096,812,1107,1097,866,861,740
