GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,O34E001,O34E002,O34E003,O34E004,O34E005,O34E006,O34E007,O34E008,O34E009,O34E010,O34E011,O34E012,O34E013,O34E014,O34E015,O34E016,O34E017,NAME_M,O34M001,O34M002,O34M003,O34M004,O34M005,O34M006,O34M007,O34M008,O34M009,O34M010,O34M011,O34M012,O34M013,O34M014,O34M015,O34M016,O34M017
"G3701510","2012","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",55050,4332,3827,3937,3575,3476,4000,3463,2734,3079,4934,6092,6157,2803,1378,537,726,"Randolph County, North Carolina",1515,1085,823,1025,978,865,967,760,947,797,1029,1225,1226,895,535,296,358
"G3701550","2012","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",46555,8375,4596,4435,3660,2817,3081,2250,1491,1744,3194,4127,3421,1712,760,495,397,"Robeson County, North Carolina",991,1050,845,751,689,601,730,530,399,509,637,786,676,488,298,273,231
"G3701570","2012","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",38261,4425,3337,2266,3238,2515,2974,2017,2527,2134,2512,3177,4076,1740,643,521,159,"Rockingham County, North Carolina",1200,965,775,632,822,737,765,713,772,654,717,854,1023,559,386,354,155
"G3701590","2012","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",51406,4207,3791,3689,3484,3392,3317,3766,2917,2488,4211,5223,6244,3060,602,721,294,"Rowan County, North Carolina",1706,929,938,757,997,768,1017,953,660,785,931,1193,1145,779,252,343,162
"G3701610","2012","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",27506,1781,3419,1945,2035,2704,2384,1913,1878,1265,2366,2061,1556,964,712,294,229,"Rutherford County, North Carolina",1138,598,1041,614,615,881,781,670,698,479,711,693,551,350,469,246,190
"G3701710","2012","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",29063,2818,2613,1791,2347,1469,3146,1300,1166,1291,2124,2647,2860,1685,1054,199,553,"Surry County, North Carolina",1057,796,693,429,530,467,861,367,434,460,558,580,637,457,455,155,320
"G3701790","2012","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",68592,3660,2226,3917,2750,2862,3762,2507,3179,3774,5677,7356,9313,6463,2827,3190,5129,"Union County, North Carolina",1161,970,719,961,744,702,871,663,881,890,1104,1167,1503,1156,655,643,987
"G3701830","2012","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",357684,15536,13310,14329,13203,15479,19596,16336,15421,13929,30603,34388,47964,36414,23080,24883,23213,"Wake County, North Carolina",3262,2103,2080,2115,2095,2242,2817,2264,2058,1995,2858,3621,3920,2841,2114,2257,1721
"G3701910","2012","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",47554,6030,4475,2242,3967,2942,2733,2273,2218,1455,4242,4832,4474,3078,1442,755,396,"Wayne County, North Carolina",1452,1165,1237,689,1140,913,715,850,665,528,988,1033,924,816,536,376,284
"G3701930","2012","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",28646,3126,3748,2342,2306,1525,2162,1489,1694,979,2016,2691,2270,996,324,366,612,"Wilkes County, North Carolina",1337,928,928,751,805,708,685,502,552,446,599,764,736,515,332,267,385
"G3701950","2012","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",31762,4261,2594,2055,1854,1864,1737,2622,1327,1484,2635,3694,2838,892,1040,687,178,"Wilson County, North Carolina",1146,998,618,636,613,617,599,806,571,510,852,916,885,420,435,360,168
"G3800150","2012","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",35200,903,1049,1076,1613,1110,1615,2644,2584,1370,2635,4292,4677,4587,1794,1884,1367,"Burleigh County, North Dakota",829,337,389,441,518,426,546,754,779,529,738,888,854,928,600,649,490
"G3800170","2012","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",66335,4157,2505,2588,3960,3221,4709,4814,3255,3429,5122,7539,7520,4540,3029,3154,2793,"Cass County, North Dakota",1828,1155,776,775,960,881,1083,1418,789,1095,1262,1510,1427,1124,811,963,814
"G3800350","2012","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",28198,3171,1619,1158,2234,1780,1899,1323,1558,1444,1991,2001,3294,1804,897,707,1318,"Grand Forks County, North Dakota",649,929,624,530,719,580,593,539,632,509,548,500,788,502,313,323,449
"G3900030","2012","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",40366,4425,2682,1981,2783,2182,2929,2301,1894,1906,3864,4864,3508,2513,1074,514,946,"Allen County, Ohio",1058,1048,660,477,685,650,720,666,553,632,775,1034,769,634,507,283,378
"G3900070","2012","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",39008,3745,3374,3728,2640,2819,2750,2310,1825,1441,2901,4412,3634,1489,897,931,112,"Ashtabula County, Ohio",1140,845,812,724,701,754,747,566,552,552,655,982,687,436,385,421,97
"G3900130","2012","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",28549,2835,1767,2295,1401,1361,2003,1190,1631,1597,2276,3357,3771,1566,524,274,701,"Belmont County, Ohio",1038,737,514,494,450,394,528,397,455,664,614,682,775,464,303,173,357
"G3900170","2012","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",132861,8665,6546,6945,7994,6004,5678,7116,6612,4587,10362,16383,16918,10666,6080,8407,3898,"Butler County, Ohio",2095,1417,992,1188,1166,1060,1102,1268,1325,929,1668,1781,1761,1807,982,1293,880
"G3900230","2012","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",54288,5024,3871,3377,4952,3900,3153,3237,3490,2531,3776,5372,5340,3189,1759,888,429,"Clark County, Ohio",1203,1025,797,709,992,825,587,719,650,703,844,861,683,752,505,326,244
"G3900250","2012","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",75465,4275,3595,4145,4502,3477,4869,3220,3673,3195,6169,8204,9129,6537,3661,3731,3083,"Clermont County, Ohio",1580,974,865,1157,1285,1011,1156,853,854,817,1153,1370,1238,1089,969,774,828
"G3900290","2012","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",42499,3876,2579,2426,2739,2337,2857,2154,2576,1695,3771,4995,5332,2156,1001,784,1221,"Columbiana County, Ohio",1118,853,651,698,790,638,736,737,736,568,858,926,1146,625,484,393,615
"G3900350","2012","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",529284,60948,37136,34868,34129,30880,31162,23555,25362,21803,39384,49135,52898,32980,18801,15680,20563,"Cuyahoga County, Ohio",4829,2932,2783,2361,2753,2107,2442,1749,2562,1895,2407,3065,2815,2186,1602,1544,1904
"G3900410","2012","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",65046,2061,1989,2227,2460,1633,1401,2022,2127,1967,4615,5901,10144,9138,3378,8186,5797,"Delaware County, Ohio",1138,669,837,658,813,647,417,619,652,534,1125,1021,1453,1402,645,1186,1046
"G3900430","2012","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",31739,1893,1925,2104,1685,2381,2126,1897,1936,1062,1970,3336,4884,1716,1359,686,779,"Erie County, Ohio",1131,557,612,555,632,650,555,535,680,398,645,807,955,468,444,279,443
"G3900450","2012","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",54370,3003,2047,2585,3128,2404,1843,2106,3531,1848,4449,5470,9991,4512,3278,2401,1774,"Fairfield County, Ohio",1428,860,624,667,831,516,719,785,1315,608,1104,892,1727,796,834,773,576
"G3900490","2012","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",471438,39941,27435,21829,28313,22410,26487,24884,23468,20549,39362,49748,53949,33806,20033,20295,18929,"Franklin County, Ohio",4200,3327,2311,1900,2365,2263,2553,2586,2789,2544,3196,3927,3967,2371,1796,2090,1692
"G3900550","2012","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",34204,1367,1432,1665,1764,1182,1612,1395,1123,1113,2409,3407,5071,2924,2945,2233,2562,"Geauga County, Ohio",814,600,500,856,752,410,700,485,490,547,528,706,1006,725,673,617,544
"G3900570","2012","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",62465,5016,2553,3335,3807,2517,3488,2953,2984,2605,5396,5392,7100,5595,2931,3911,2882,"Greene County, Ohio",1437,1152,685,870,816,702,999,808,808,718,1143,1152,1339,999,733,913,887
"G3900610","2012","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",328390,36180,21958,18908,22198,16634,16592,13452,13338,13301,25725,29652,34043,24068,13200,14295,14846,"Hamilton County, Ohio",3314,2847,2407,1861,2222,1959,1958,1842,1424,1643,2419,2285,2556,2286,1617,1535,1725
"G3900630","2012","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",30064,1823,1335,1739,2469,920,2101,1995,2006,1112,2476,2846,3865,2064,1174,1310,829,"Hancock County, Ohio",840,572,562,668,774,402,729,610,665,441,732,743,918,556,480,537,445
"G3900810","2012","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",28625,2680,2187,1994,1452,1787,1860,2104,1733,1425,2124,2872,2640,1971,354,415,1027,"Jefferson County, Ohio",1026,656,517,503,447,537,516,574,503,408,542,733,625,635,207,257,615
"G3900850","2012","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",95087,4880,5619,5375,4993,4391,5382,4103,4596,4695,7096,11831,12645,9230,4639,3541,2071,"Lake County, Ohio",1538,928,1117,1070,936,1063,962,975,874,978,1189,1451,1700,1547,873,759,668
"G3900890","2012","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",63160,4134,3492,2397,4594,2918,2854,3063,3754,2475,5162,8432,7799,4550,3083,2181,2272,"Licking County, Ohio",1705,930,875,661,910,783,745,861,859,848,937,1536,1255,913,976,727,921
"G3900930","2012","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",115670,9459,7473,6989,5107,6283,5970,5456,6331,5519,10313,11431,13357,9734,4127,4904,3217,"Lorain County, Ohio",1981,1456,1149,1093,1015,1188,1120,975,1111,1081,1601,1399,1637,1609,864,895,626
"G3900950","2012","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",176924,22723,11479,13200,11001,10890,9994,8132,8064,6703,14642,16329,19356,10595,5391,4649,3776,"Lucas County, Ohio",2844,1995,1540,1653,1225,1359,1517,1181,1188,1188,1557,1804,1997,1267,1235,935,864
"G3900990","2012","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",96689,8174,8091,6352,8748,6685,5609,5021,4541,4398,7800,9566,9733,5353,2760,2276,1582,"Mahoning County, Ohio",2420,1189,1283,1065,1170,998,906,910,934,1127,1097,1367,1093,939,811,687,657
"G3901010","2012","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",24496,1168,1862,1956,1758,1565,1888,1510,1088,1328,2611,2403,3208,1302,568,136,145,"Marion County, Ohio",1738,485,589,640,656,686,570,480,479,481,664,656,815,533,330,173,148
"G3901030","2012","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",65593,2819,1996,2498,3291,2485,3411,2924,2872,2599,5398,7525,11773,6907,3963,2712,2420,"Medina County, Ohio",1153,765,571,681,771,615,874,735,614,750,1028,1124,1338,1053,854,620,570
"G3901090","2012","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",41261,2416,2209,2386,2239,1918,2064,2735,1906,1284,4731,4594,5512,2948,1814,1491,1014,"Miami County, Ohio",1006,867,751,707,794,604,546,732,615,364,966,978,1121,753,615,511,454
"G3901130","2012","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",221121,21866,15505,14372,15687,12354,12277,13042,10471,12986,17818,21228,22393,13928,6201,5806,5187,"Montgomery County, Ohio",2960,2184,1827,1644,1895,1669,1453,1625,1263,1641,2188,2388,2016,1618,1151,950,920
"G3901190","2012","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",33675,2996,3177,2465,2529,2322,1847,1784,1548,1201,2702,3523,4218,1897,448,534,484,"Muskingum County, Ohio",963,764,676,555,799,655,665,484,355,419,706,831,820,554,230,368,302
"G3901330","2012","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",59712,4510,2527,3877,2719,2360,2790,3344,2974,3058,5693,6354,8372,5211,2796,1851,1276,"Portage County, Ohio",1644,1248,739,983,767,721,829,809,675,753,1259,1144,1531,1088,659,493,497
"G3901390","2012","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",48529,3534,3776,3512,3761,2488,3453,2385,3192,2929,3939,5102,5419,2904,1046,662,427,"Richland County, Ohio",1343,827,798,911,972,706,881,776,1120,834,886,992,1154,823,391,315,292
"G3901410","2012","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",27948,2506,2245,2015,1599,1422,1601,1285,1992,1410,2256,3227,3137,1841,459,406,547,"Ross County, Ohio",1084,607,571,617,470,531,627,458,607,632,669,754,922,622,290,262,297
"G3901450","2012","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",28927,3260,2796,2910,2628,1207,1006,1569,1547,1123,1620,3730,2927,1023,517,662,402,"Scioto County, Ohio",1296,829,724,790,658,417,415,489,602,489,498,930,663,414,337,406,243
"G3901510","2012","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",150470,12200,8495,8582,9586,9068,9410,9266,7676,7648,14491,16335,16796,9712,5079,3464,2662,"Stark County, Ohio",2316,1462,1131,1238,1559,1250,1375,1455,1338,1173,1576,1772,1985,1320,1013,864,676
"G3901530","2012","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",221175,19855,14699,12071,11859,11317,11000,11203,9813,11131,18668,23638,25465,15578,9192,7507,8179,"Summit County, Ohio",3024,1750,1593,1739,1603,1322,1488,1629,1404,1621,1960,1711,2260,1814,1392,1229,1343
"G3901550","2012","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",86992,7715,6078,7089,5634,5079,4606,6139,6030,4260,7503,8679,9671,4117,1672,1413,1307,"Trumbull County, Ohio",1815,1115,1238,1266,1063,773,841,967,1218,782,1345,1329,1184,794,496,487,472
"G3901570","2012","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",36699,1969,2512,2809,1636,2189,3129,2349,2364,1797,4122,3310,4175,2009,951,627,751,"Tuscarawas County, Ohio",1076,652,644,820,429,479,758,614,690,490,846,665,811,553,410,404,312
"G3901650","2012","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",77718,2432,1500,2696,2516,2540,3077,3250,3996,3137,6032,8439,10909,9303,4146,7644,6101,"Warren County, Ohio",1370,710,495,812,861,620,859,1173,1064,841,1228,1585,1474,1589,1109,1408,1377
"G3901690","2012","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",42246,2510,2041,2035,3083,1909,2839,2890,2712,1905,3004,5638,5632,3013,1608,663,764,"Wayne County, Ohio",1088,638,603,506,812,525,733,714,660,551,631,1064,970,681,467,280,308
"G3901730","2012","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",50219,4455,2183,1702,3240,2726,2676,3184,2396,2824,3001,5111,6495,4682,2801,1515,1228,"Wood County, Ohio",1086,910,700,475,831,735,678,945,724,776,631,849,1114,934,696,483,501
"G4000170","2012","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",41932,1153,1481,1679,1474,1743,2256,2331,2064,1565,4349,5057,6217,4825,2417,1601,1720,"Canadian County, Oklahoma",1014,444,524,622,554,588,603,807,558,482,948,890,883,835,710,463,599
"G4000270","2012","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",97706,6527,3925,4714,5593,4736,5269,5047,4158,4741,8223,10856,12896,8354,5244,4341,3082,"Cleveland County, Oklahoma",1726,1192,987,1101,1147,999,1039,1052,723,1044,1386,1596,1638,1197,984,986,826
"G4000310","2012","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",43470,3894,3213,1888,1949,2577,2453,2183,3684,2567,3504,4671,5149,2706,1328,1059,645,"Comanche County, Oklahoma",1497,802,875,591,563,674,763,680,699,891,790,964,903,699,521,388,441
"G4000370","2012","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",26628,2182,2016,1761,1506,1806,1390,1495,1287,1118,2708,3038,2921,1494,690,624,592,"Creek County, Oklahoma",629,419,471,394,344,454,398,479,367,260,459,579,554,337,272,339,232
"G4001010","2012","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",26128,3280,1911,1680,2209,1600,1798,1371,1200,1261,2596,2586,2629,927,498,239,343,"Muskogee County, Oklahoma",666,597,511,363,449,474,473,341,450,429,520,577,592,386,289,192,260
"G4001090","2012","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",284720,26558,17006,18268,17839,17446,17941,15428,15167,12040,21888,28113,31308,18052,8557,9034,10075,"Oklahoma County, Oklahoma",2970,2061,1710,2044,2210,1823,1883,1374,1638,1557,1808,2314,2076,1731,1280,1199,1194
"G4001190","2012","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",29867,3822,2666,2201,2305,1934,1639,1954,1485,1385,2040,2093,2745,1137,523,1024,914,"Payne County, Oklahoma",1203,971,736,784,674,858,630,638,575,537,617,571,664,574,303,424,523
"G4001250","2012","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",26333,2455,1803,1588,1717,1409,1784,1447,1691,1348,2077,2969,3045,1327,756,454,463,"Pottawatomie County, Oklahoma",878,439,404,367,359,392,442,406,389,457,427,628,532,323,267,244,257
"G4001310","2012","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",33022,1713,1577,1864,1714,1220,1647,1550,1869,1346,3186,4547,4510,3001,1630,1252,396,"Rogers County, Oklahoma",578,425,394,476,461,362,387,409,374,356,556,770,615,509,415,386,200
"G4001430","2012","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",242564,19108,13820,14476,15732,13583,13804,13690,12047,10647,20702,24986,25727,16252,8478,9820,9692,"Tulsa County, Oklahoma",1786,1221,1267,1224,1427,1351,1184,1455,1244,1233,1632,1691,2169,1450,947,1108,1046
