GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALAJE001,ALAJE002,ALAJE003,ALAJE004,ALAJE005,ALAJE006,ALAJE007,ALAJE008,ALAJE009,ALAJE010,ALAJE011,ALAJE012,ALAJE013,ALAJE014,ALAJE015,ALAJE016,ALAJE017,NAME_M,ALAJM001,ALAJM002,ALAJM003,ALAJM004,ALAJM005,ALAJM006,ALAJM007,ALAJM008,ALAJM009,ALAJM010,ALAJM011,ALAJM012,ALAJM013,ALAJM014,ALAJM015,ALAJM016,ALAJM017
"G1800350","2019","IN",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,,"05000US18035","Delaware County, Indiana",45640,3938,3016,3009,2403,3287,2784,1721,2627,1951,3148,5152,5114,3584,1624,1193,1089,"Delaware County, Indiana",1858,1209,965,1025,816,1184,1011,568,702,1044,883,1341,1225,962,704,467,420
"G1800390","2019","IN",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,,"05000US18039","Elkhart County, Indiana",68553,4975,2673,4317,2754,2504,4252,2958,3555,3213,6790,6416,8326,7114,3166,2809,2731,"Elkhart County, Indiana",2110,1117,830,1227,785,969,1231,940,983,1001,1314,1209,1413,1219,913,802,723
"G1800430","2019","IN",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,"05000US18043","Floyd County, Indiana",28544,1449,1338,1084,1211,1185,1081,1027,1488,1087,2610,3371,3896,2229,1868,2282,1338,"Floyd County, Indiana",1205,610,552,555,481,517,372,396,515,368,804,702,878,679,626,716,497
"G1800530","2019","IN",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,"05000US18053","Grant County, Indiana",27127,1743,1497,1834,1509,1325,1513,1816,1617,1585,2366,2680,3005,2549,714,854,520,"Grant County, Indiana",1116,731,648,702,761,529,725,529,537,736,666,717,680,944,314,424,285
"G1800570","2019","IN",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,"05000US18057","Hamilton County, Indiana",125328,3451,1987,2186,1928,2575,2847,2849,3016,4278,9174,9963,15254,14528,11518,16868,22906,"Hamilton County, Indiana",1842,1233,995,882,765,924,1198,848,961,1296,1893,2115,1829,2322,2035,2109,2615
"G1800590","2019","IN",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,"05000US18059","Hancock County, Indiana",28985,1129,453,920,1222,922,749,1049,1931,1171,2665,2841,3829,3626,2154,2410,1914,"Hancock County, Indiana",1185,753,279,566,732,454,458,501,1090,662,901,913,1058,990,894,823,799
"G1800630","2019","IN",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,"05000US18063","Hendricks County, Indiana",61105,1293,1062,1074,1357,1668,2398,1876,1455,2654,5261,5744,10110,6663,7320,6671,4499,"Hendricks County, Indiana",1414,696,639,450,848,952,1000,794,605,1337,1293,1372,1728,1620,1911,1549,1314
"G1800670","2019","IN",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,"05000US18067","Howard County, Indiana",34151,1920,1027,1867,2311,1393,1620,2093,2024,1217,3715,3711,4316,3941,596,1725,675,"Howard County, Indiana",1382,715,597,709,813,451,548,715,804,493,1077,1013,894,1223,355,653,325
"G1800810","2019","IN",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,"05000US18081","Johnson County, Indiana",57160,1543,1132,1446,1999,1484,2716,1949,2932,2038,4777,7056,7338,8448,3532,5205,3565,"Johnson County, Indiana",1778,685,622,767,665,574,886,784,1058,761,1127,1519,1298,1429,1014,1225,947
"G1800850","2019","IN",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,"05000US18085","Kosciusko County, Indiana",30991,1418,1182,1210,1453,1378,1383,1568,1281,1130,2394,3773,4805,3624,1532,1863,997,"Kosciusko County, Indiana",1563,624,497,779,551,721,635,595,616,511,725,849,1169,966,556,668,400
"G1800890","2019","IN",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,"05000US18089","Lake County, Indiana",190135,14359,7891,7951,8225,9964,10219,7340,9661,6700,16278,20636,20657,19029,11679,11463,8083,"Lake County, Indiana",3000,2368,1486,1527,1540,1966,1662,1547,1524,1301,2075,2417,2401,2272,1704,1821,1314
"G1800910","2019","IN",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,"05000US18091","LaPorte County, Indiana",43100,1753,2080,2081,2271,2558,3047,1318,1657,1850,4108,4499,4631,4113,3454,2205,1475,"LaPorte County, Indiana",1560,640,752,793,754,914,942,370,687,549,1061,945,1066,908,926,665,554
"G1800950","2019","IN",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,"05000US18095","Madison County, Indiana",51164,3046,2139,2993,2897,2385,1944,2593,2459,2712,4852,6824,6755,4554,2496,1470,1045,"Madison County, Indiana",1512,961,779,1019,857,629,729,790,864,741,904,1357,939,920,669,542,456
"G1800970","2019","IN",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,"05000US18097","Marion County, Indiana",379451,32142,16908,19071,21244,19215,20530,24663,18488,15304,33585,35090,45146,28564,16083,18203,15215,"Marion County, Indiana",3928,3607,2567,2345,2867,3167,2986,3475,2482,2176,3336,3108,3883,2987,2146,2056,1796
"G1801050","2019","IN",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,"05000US18105","Monroe County, Indiana",54053,5183,2849,2144,4159,2230,1944,1838,2637,2017,4597,4582,6714,5017,2355,2765,3022,"Monroe County, Indiana",1871,1252,895,750,1240,765,728,693,658,745,1074,982,1213,1294,784,962,707
"G1801090","2019","IN",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,"05000US18109","Morgan County, Indiana",25863,1348,789,817,613,1205,1183,1393,865,775,2855,3298,3016,2267,2266,1220,1953,"Morgan County, Indiana",1094,531,435,360,322,562,439,507,396,534,995,896,650,649,657,503,666
"G1801270","2019","IN",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,"05000US18127","Porter County, Indiana",65305,2800,913,1767,2829,2541,2984,1724,2754,3173,3438,8397,9508,9067,4446,4642,4322,"Porter County, Indiana",1477,945,409,547,944,764,923,691,1039,1003,893,1516,1615,1514,1151,1159,935
"G1801410","2019","IN",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,"05000US18141","St. Joseph County, Indiana",105250,8563,5080,4645,5570,5480,4915,5030,5682,3590,10076,10598,12159,9056,6025,4854,3927,"St. Joseph County, Indiana",2172,1420,1233,1022,1478,984,1044,994,1234,792,1584,1473,1549,1412,1259,808,862
"G1801570","2019","IN",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,"05000US18157","Tippecanoe County, Indiana",73916,6649,2838,3547,6150,3753,3352,3230,4168,3802,5424,7404,7839,6618,3397,2735,3010,"Tippecanoe County, Indiana",1531,1608,1058,973,1253,1142,1091,1223,1118,990,1261,1444,1528,1314,983,720,834
"G1801630","2019","IN",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,"05000US18163","Vanderburgh County, Indiana",75522,4555,3396,4916,3778,4323,4129,3698,3362,4138,7170,7861,9797,5622,2939,2780,3058,"Vanderburgh County, Indiana",1922,940,1015,1265,1059,892,1055,1139,918,1028,1469,1567,1786,1305,920,966,811
"G1801670","2019","IN",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,"05000US18167","Vigo County, Indiana",42193,4093,2695,2808,3019,1846,1789,1884,2114,1548,3186,4584,5034,2826,1714,1444,1609,"Vigo County, Indiana",1619,1106,1002,901,1125,725,564,552,660,634,795,947,1055,778,658,628,552
"G1801770","2019","IN",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,"05000US18177","Wayne County, Indiana",27561,1357,1669,1224,2464,1360,1341,1695,1588,1594,2316,3568,3133,1952,970,789,541,"Wayne County, Indiana",1110,616,586,574,876,495,544,788,630,613,772,861,771,626,371,389,282
"G1900130","2019","IA",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,"05000US19013","Black Hawk County, Iowa",51869,3474,1786,1665,2213,2313,2287,2232,2760,2543,4455,6253,6850,4745,2557,2678,3058,"Black Hawk County, Iowa",1664,945,598,543,759,762,614,812,648,857,834,1277,1239,1094,740,749,785
"G1900490","2019","IA",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,"05000US19049","Dallas County, Iowa",36878,395,815,1111,736,275,1084,766,1408,923,3082,3352,5741,4320,4248,3783,4839,"Dallas County, Iowa",1003,306,431,632,368,196,566,391,689,665,1128,864,1517,877,1249,973,895
"G1900610","2019","IA",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,"05000US19061","Dubuque County, Iowa",38345,2299,1708,1233,1727,1356,1669,1599,1970,1484,3353,4172,5595,3769,2630,1764,2017,"Dubuque County, Iowa",1198,825,679,413,467,357,506,525,679,551,742,917,952,800,714,489,579
"G1901030","2019","IA",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,"05000US19103","Johnson County, Iowa",60782,5445,1926,2141,2292,2816,3273,2695,1532,2212,4087,5050,7463,6890,2938,3891,6131,"Johnson County, Iowa",1869,1581,728,753,676,969,772,1040,622,722,949,989,1446,1147,803,942,1121
"G1901130","2019","IA",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,"05000US19113","Linn County, Iowa",93843,3913,3867,3640,4631,3725,4442,3513,4679,3647,8411,10249,13293,9508,5885,6015,4425,"Linn County, Iowa",1458,1193,996,1165,1535,763,1268,885,1086,993,1716,1571,2092,1456,1174,1139,975
"G1901530","2019","IA",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,"05000US19153","Polk County, Iowa",197731,7980,6215,6806,6062,7876,10375,8506,10492,7221,15671,23287,26502,20917,12105,15616,12100,"Polk County, Iowa",2137,1640,1340,1650,1383,1894,2352,1595,1991,1562,2038,3083,2266,2218,1940,2072,1276
"G1901550","2019","IA",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,"05000US19155","Pottawattamie County, Iowa",37344,1949,1885,795,2154,2351,2064,1095,1635,1865,2856,4160,6147,3647,1826,1445,1470,"Pottawattamie County, Iowa",950,590,655,253,798,656,731,420,541,832,693,995,986,800,537,380,435
"G1901630","2019","IA",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,"05000US19163","Scott County, Iowa",68534,3602,2833,2476,3801,2131,2846,2636,2615,3405,4969,7597,8308,7019,4848,4012,5436,"Scott County, Iowa",1573,973,983,985,1099,683,803,749,751,870,1095,1451,1193,1496,1092,856,1018
"G1901690","2019","IA",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,"05000US19169","Story County, Iowa",39168,3351,2205,1522,1337,1404,1671,1688,1599,2091,2147,4637,4811,3366,2805,2511,2023,"Story County, Iowa",1083,1090,921,655,574,549,545,542,856,1024,650,1375,1004,803,930,664,871
"G1901930","2019","IA",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,"05000US19193","Woodbury County, Iowa",39733,2118,1433,2295,1464,2426,1796,1989,2095,1324,3377,3260,6405,4430,2443,1648,1230,"Woodbury County, Iowa",1064,780,566,783,795,805,725,569,645,528,795,785,1180,1037,745,649,467
"G2000150","2019","KS",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,"05000US20015","Butler County, Kansas",25004,1091,1214,700,978,986,1328,1247,1222,1160,2338,2364,3644,2385,2065,1016,1266,"Butler County, Kansas",1070,507,564,379,490,582,574,556,378,663,680,847,965,756,624,452,491
"G2000450","2019","KS",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,"05000US20045","Douglas County, Kansas",48508,2906,1533,2196,1552,1896,2261,3758,2592,749,3760,5239,6825,4362,2674,2524,3681,"Douglas County, Kansas",1329,1077,595,1164,687,712,782,1226,1016,394,1146,1301,1615,1146,838,829,996
"G2000910","2019","KS",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,"05000US20091","Johnson County, Kansas",231960,4355,5292,4373,5857,5314,7878,5720,6951,5221,14965,22975,38485,25786,19772,25749,33267,"Johnson County, Kansas",2823,927,1210,893,1196,1211,1469,1021,1116,1059,2289,1902,2755,2310,2034,2011,2466
"G2001030","2019","KS",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,"05000US20103","Leavenworth County, Kansas",27860,1676,1205,352,982,612,1056,414,1146,1113,1831,3033,4385,3654,2399,2457,1545,"Leavenworth County, Kansas",1080,713,584,270,426,283,527,274,597,629,625,704,867,734,696,662,592
"G2001610","2019","KS",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,"05000US20161","Riley County, Kansas",25662,1789,1390,2215,1501,1245,831,1298,1196,1050,2165,3425,2510,2418,633,1078,918,"Riley County, Kansas",1547,849,609,890,742,600,513,646,492,547,720,1029,659,828,364,606,584
"G2001730","2019","KS",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,"05000US20173","Sedgwick County, Kansas",199517,11462,9059,8590,8596,6977,11055,8720,9693,8636,17370,22325,24438,20456,11785,10957,9398,"Sedgwick County, Kansas",3251,1669,1460,1815,1475,1053,1826,1792,1874,1618,2207,2320,2275,2253,1568,1722,1453
"G2001770","2019","KS",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,"05000US20177","Shawnee County, Kansas",73172,3882,1919,3218,2692,3820,3747,3922,4547,2991,6191,8887,9722,7451,2774,3638,3771,"Shawnee County, Kansas",1641,1243,616,1016,715,972,969,906,1103,802,1313,1466,1684,1125,708,909,1019
"G2002090","2019","KS",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,"05000US20209","Wyandotte County, Kansas",61248,5398,3746,3149,3475,3258,4297,3119,2996,3385,4435,6562,7757,4288,2246,2044,1093,"Wyandotte County, Kansas",1463,1243,942,962,785,901,966,810,779,796,1011,1229,1334,996,656,626,447
"G2100150","2019","KY",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,"05000US21015","Boone County, Kentucky",48770,1544,1371,1244,1857,1005,2167,1810,2067,1486,4476,5145,6293,6948,3963,4252,3142,"Boone County, Kentucky",957,776,658,669,899,627,814,856,785,853,1119,1175,1282,1638,1148,950,782
"G2100290","2019","KY",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,"05000US21029","Bullitt County, Kentucky",30553,1098,665,1020,1447,1336,1150,525,1036,1459,3673,3739,5407,2623,2402,1653,1320,"Bullitt County, Kentucky",893,822,395,452,649,696,505,287,467,622,880,1020,1038,690,816,592,483
"G2100370","2019","KY",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,"05000US21037","Campbell County, Kentucky",38110,1479,2556,1333,1708,2123,1276,1473,1766,704,2883,3696,5587,3703,2310,2777,2736,"Campbell County, Kentucky",1075,622,852,540,659,663,460,531,564,291,918,863,1079,870,578,687,607
"G2100470","2019","KY",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,"05000US21047","Christian County, Kentucky",26209,3154,1518,1143,1500,1690,819,1396,1200,1169,2596,2672,3575,1637,517,822,801,"Christian County, Kentucky",1244,985,656,610,691,619,587,793,557,503,828,913,1078,727,392,452,551
"G2100590","2019","KY",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,,"05000US21059","Daviess County, Kentucky",40800,3249,1789,2581,2374,2002,2405,1842,2162,1503,2864,4170,6223,2921,1821,1256,1638,"Daviess County, Kentucky",1022,871,812,892,1086,857,783,606,1056,657,741,1031,1037,920,770,532,521
"G2100670","2019","KY",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,"05000US21067","Fayette County, Kentucky",131929,8675,4884,5176,8121,4849,6885,5601,6230,4626,11741,13188,16241,11032,7709,8467,8504,"Fayette County, Kentucky",2303,1689,1537,1253,1608,1104,1435,1230,1276,1165,1795,1793,1892,1361,1342,1584,1238
"G2100930","2019","KY",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,"05000US21093","Hardin County, Kentucky",42644,2301,879,1972,2191,1615,2127,2229,3398,1863,3420,5682,4889,4831,2345,1349,1553,"Hardin County, Kentucky",1324,910,534,634,882,651,682,764,1144,770,796,1238,1083,1148,988,599,632
"G2101110","2019","KY",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,"05000US21111","Jefferson County, Kentucky",316174,20234,13048,14396,14899,14636,16016,15411,13201,13353,24686,35741,41219,27312,15768,18235,18019,"Jefferson County, Kentucky",3159,2612,2000,2018,2172,2349,2169,2208,2196,1989,2108,2910,3217,2417,2050,1668,1660
"G2101170","2019","KY",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,"05000US21117","Kenton County, Kentucky",65362,3006,2734,2736,1982,2381,2399,2175,3546,3455,4270,6255,8498,8766,4306,5189,3664,"Kenton County, Kentucky",1218,820,842,1114,584,693,739,794,1002,1020,966,1210,1554,1574,1163,1173,986
"G2101450","2019","KY",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,"05000US21145","McCracken County, Kentucky",28363,1921,1806,1743,2012,1734,2458,868,1624,1185,1692,3681,2540,2294,1084,738,983,"McCracken County, Kentucky",1234,749,717,733,629,660,1010,502,688,506,615,1186,789,850,564,331,550
"G2101510","2019","KY",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,"05000US21151","Madison County, Kentucky",34270,2984,1954,2848,1886,2066,1615,1388,793,1893,2658,3264,4141,2488,1459,1625,1208,"Madison County, Kentucky",1339,914,754,983,750,772,668,660,402,799,879,816,887,632,593,615,482
"G2101850","2019","KY",,,"Kentucky","21","Oldham County","185",,,,,,,,,,,,,,,,,,"05000US21185","Oldham County, Kentucky",20761,542,81,668,832,162,345,354,761,635,1231,2011,2865,2839,1574,2463,3398,"Oldham County, Kentucky",704,346,87,331,388,177,288,215,395,315,455,646,777,631,550,705,699
"G2102270","2019","KY",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,"05000US21227","Warren County, Kentucky",50489,3262,2406,1983,2670,2795,2854,2569,2780,2105,5292,5114,6203,4369,2258,1830,1999,"Warren County, Kentucky",1542,1278,948,738,1026,1260,927,821,961,964,1336,1153,1245,1028,715,608,722
"G2200050","2019","LA",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,,"05000US22005","Ascension Parish, Louisiana",44267,1691,1381,906,1746,1611,1732,1288,1739,1216,2629,3196,6494,4894,3863,5604,4277,"Ascension Parish, Louisiana",1708,1015,898,510,979,900,797,712,927,722,1009,1242,1680,1270,1114,1760,1768
"G2200150","2019","LA",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,,"05000US22015","Bossier Parish, Louisiana",49735,3019,3107,3129,3225,3103,1841,2383,2074,3011,3056,5084,6628,3622,2091,2119,2243,"Bossier Parish, Louisiana",2024,1128,1263,1234,1298,1238,827,847,901,1058,1216,1253,1608,899,830,884,872
"G2200170","2019","LA",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,,"05000US22017","Caddo Parish, Louisiana",92589,12394,6422,6222,5858,4628,3894,2412,4046,3768,7351,6833,9371,6430,4523,4104,4333,"Caddo Parish, Louisiana",2930,2316,1306,1245,1589,1517,1185,694,1290,1297,1469,1330,2038,1519,1272,1498,1181
"G2200190","2019","LA",,,"Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,,,,,"05000US22019","Calcasieu Parish, Louisiana",77232,7978,3516,3823,5541,3732,4166,3731,2660,2351,5144,6681,8524,5750,5177,4444,4014,"Calcasieu Parish, Louisiana",2497,1797,948,1279,1322,1364,1383,1382,831,880,1227,1672,1758,1492,1553,1248,1126
"G2200330","2019","LA",,,"Louisiana","22","East Baton Rouge Parish","033",,,,,,,,,,,,,,,,,,"05000US22033","East Baton Rouge Parish, Louisiana",161536,14030,9044,6172,9535,8017,7477,5677,5840,6824,11766,15377,19366,11963,8624,10337,11487,"East Baton Rouge Parish, Louisiana",4003,2381,1652,1619,2040,2033,1687,1604,1306,1476,2535,2629,2746,1748,1385,2075,1827
"G2200450","2019","LA",,,"Louisiana","22","Iberia Parish","045",,,,,,,,,,,,,,,,,,"05000US22045","Iberia Parish, Louisiana",26185,3161,653,2025,1942,783,1242,1371,1066,574,2125,2841,3124,2240,1741,765,532,"Iberia Parish, Louisiana",1465,1055,391,849,876,486,647,708,572,424,1185,997,1163,828,708,491,361
"G2200510","2019","LA",,,"Louisiana","22","Jefferson Parish","051",,,,,,,,,,,,,,,,,,"05000US22051","Jefferson Parish, Louisiana",171991,10739,8186,7456,9497,8911,10308,8250,7398,6197,13959,18238,20563,16774,8504,8751,8260,"Jefferson Parish, Louisiana",2177,1607,1552,1415,2197,1730,1780,1798,1673,1382,2294,2424,2576,2098,1669,1562,1268
"G2200550","2019","LA",,,"Louisiana","22","Lafayette Parish","055",,,,,,,,,,,,,,,,,,"05000US22055","Lafayette Parish, Louisiana",94490,8120,4105,4529,5505,4790,3372,3199,4124,3242,5726,8560,12186,9063,5021,6033,6915,"Lafayette Parish, Louisiana",2243,1750,1145,1198,1425,1446,1347,1079,1093,1212,1343,1627,2566,1904,1284,1628,1527
"G2200570","2019","LA",,,"Louisiana","22","Lafourche Parish","057",,,,,,,,,,,,,,,,,,"05000US22057","Lafourche Parish, Louisiana",36759,2976,1381,4080,1052,2055,1018,1395,1880,2069,2364,3251,5764,2728,1908,1654,1184,"Lafourche Parish, Louisiana",1475,1048,613,1307,514,823,492,544,796,715,959,900,1403,723,734,596,492
"G2200630","2019","LA",,,"Louisiana","22","Livingston Parish","063",,,,,,,,,,,,,,,,,,"05000US22063","Livingston Parish, Louisiana",47014,4620,1369,1077,2743,1416,1950,1180,1987,2170,3666,4418,5734,5784,5110,2249,1541,"Livingston Parish, Louisiana",2544,1641,786,664,1432,669,1240,576,1088,1035,1344,1498,1431,1856,1540,936,673
"G2200710","2019","LA",,,"Louisiana","22","Orleans Parish","071",,,,,,,,,,,,,,,,,,"05000US22071","Orleans Parish, Louisiana",151753,25104,8742,9159,7550,6018,7529,5456,5755,4323,11654,11215,13098,10406,6090,7969,11685,"Orleans Parish, Louisiana",2527,2176,1514,1416,1148,1181,1439,1163,1020,1013,1654,1332,1380,1333,968,1186,1085
"G2200730","2019","LA",,,"Louisiana","22","Ouachita Parish","073",,,,,,,,,,,,,,,,,,"05000US22073","Ouachita Parish, Louisiana",57835,8002,3877,3409,3080,2396,4450,2947,2182,2823,3759,5901,5719,2941,1653,2520,2176,"Ouachita Parish, Louisiana",2302,1639,1201,1046,1055,951,1150,1067,898,1025,1061,1035,1181,939,767,887,688
"G2200790","2019","LA",,,"Louisiana","22","Rapides Parish","079",,,,,,,,,,,,,,,,,,"05000US22079","Rapides Parish, Louisiana",48975,3313,2557,4108,2039,2536,1878,3207,2337,2196,5065,5525,4633,3426,2799,2063,1293,"Rapides Parish, Louisiana",1955,1097,964,1221,682,785,742,1057,726,906,1438,1304,1107,917,770,823,423
