GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AC2YE001,AC2YE002,AC2YE003,AC2YE004,AC2YE005,AC2YE006,AC2YE007,AC2YE008,AC2YE009,AC2YE010,AC2YE011,AC2YE012,AC2YE013,AC2YE014,AC2YE015,AC2YE016,AC2YE017,NAME_M,AC2YM001,AC2YM002,AC2YM003,AC2YM004,AC2YM005,AC2YM006,AC2YM007,AC2YM008,AC2YM009,AC2YM010,AC2YM011,AC2YM012,AC2YM013,AC2YM014,AC2YM015,AC2YM016,AC2YM017
"G2100290","2015","KY",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,"05000US21029","Bullitt County, Kentucky",28860,1463,748,1734,1273,1320,1497,2046,1332,1523,3185,4668,4190,2005,976,557,343,"Bullitt County, Kentucky",721,549,379,615,514,498,521,598,476,481,830,922,740,615,418,302,233
"G2100370","2015","KY",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,"05000US21037","Campbell County, Kentucky",35682,2807,1625,970,2160,1842,2184,1843,1967,1619,3264,2781,4493,3012,1845,1796,1474,"Campbell County, Kentucky",1320,888,572,481,548,574,787,597,646,613,784,664,838,731,585,451,495
"G2100470","2015","KY",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,"05000US21047","Christian County, Kentucky",25346,3057,1469,1076,1528,1837,1462,2325,2005,1936,2288,2472,1904,976,544,363,104,"Christian County, Kentucky",1226,814,550,389,618,702,563,842,610,703,838,773,568,377,281,221,128
"G2100590","2015","KY",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,,"05000US21059","Daviess County, Kentucky",39395,3115,1832,1953,2567,2784,2193,2118,2258,1206,3448,3876,4490,2799,2030,1411,1315,"Daviess County, Kentucky",1130,1055,614,709,793,791,555,825,905,412,1085,846,971,719,765,578,517
"G2100670","2015","KY",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,"05000US21067","Fayette County, Kentucky",129088,10302,7766,7983,7058,7200,6592,5827,4741,5016,9744,12450,15775,10388,6293,5889,6064,"Fayette County, Kentucky",1852,1574,1559,1292,1234,1136,1208,1178,1002,947,1744,1712,1586,1302,1267,998,906
"G2100930","2015","KY",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,"05000US21093","Hardin County, Kentucky",41389,3286,1666,2666,2321,2116,3353,1799,2014,1883,4341,3954,4704,2748,2338,1543,657,"Hardin County, Kentucky",1227,967,801,856,786,718,999,710,816,796,1015,1020,1188,751,799,604,370
"G2101110","2015","KY",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,"05000US21111","Jefferson County, Kentucky",308588,23994,15960,16266,17975,15002,15633,16068,16166,13047,24306,32033,38004,23258,13357,13858,13661,"Jefferson County, Kentucky",3358,2090,2177,1902,1930,1692,1899,1488,2289,1674,2423,2670,2916,2167,1321,1648,1410
"G2101170","2015","KY",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,"05000US21117","Kenton County, Kentucky",63060,4328,2999,2427,2609,2908,3971,4003,3252,2907,5969,5771,8866,5142,2541,2710,2657,"Kenton County, Kentucky",1684,1021,679,743,770,685,940,821,915,823,1191,1068,1494,1126,749,746,559
"G2101450","2015","KY",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,"05000US21145","McCracken County, Kentucky",27857,1999,1690,1642,1952,1546,1495,1784,1122,314,2155,3448,2930,1897,1073,1157,1653,"McCracken County, Kentucky",1132,681,624,698,656,662,614,706,476,178,742,1008,681,863,559,478,706
"G2101510","2015","KY",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,"05000US21151","Madison County, Kentucky",32363,3371,2021,2215,1696,1336,1433,2334,1643,1516,2240,4219,3343,2458,1017,1034,487,"Madison County, Kentucky",1252,784,716,702,607,558,542,969,648,673,809,998,835,666,410,450,256
"G2101950","2015","KY",,,"Kentucky","21","Pike County","195",,,,,,,,,,,,,,,,,,"05000US21195","Pike County, Kentucky",25561,3680,2673,1334,2230,1462,1996,1727,1147,844,1562,2334,1809,1182,566,389,626,"Pike County, Kentucky",1035,892,708,524,709,566,672,665,428,380,603,708,493,449,376,253,363
"G2102270","2015","KY",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,"05000US21227","Warren County, Kentucky",45771,4937,2431,2811,2095,2854,2391,2230,3300,1518,4555,3774,5218,2364,1707,1834,1752,"Warren County, Kentucky",1522,1217,869,725,715,997,939,961,957,622,1231,869,1207,645,665,667,716
"G2200050","2015","LA",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,,"05000US22005","Ascension Parish, Louisiana",40610,2206,2196,872,1190,1269,798,1501,2338,1172,1897,4208,5513,5626,3570,4107,2147,"Ascension Parish, Louisiana",1694,873,808,475,677,680,401,773,850,545,606,1175,1331,1384,988,1233,834
"G2200150","2015","LA",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,,"05000US22015","Bossier Parish, Louisiana",48942,4220,2048,2298,2522,2436,2834,2055,2161,1486,4050,5393,6516,4656,2484,2224,1559,"Bossier Parish, Louisiana",1545,1308,825,990,933,893,953,808,956,616,1327,1308,1320,1192,939,873,658
"G2200170","2015","LA",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,,"05000US22017","Caddo Parish, Louisiana",95857,10918,6769,5619,8272,4634,5545,5146,4091,3792,6832,8743,10607,6567,2197,2809,3316,"Caddo Parish, Louisiana",2450,1777,1273,1388,1497,998,1250,1138,839,1049,1343,1295,1351,1273,651,763,1005
"G2200190","2015","LA",,,"Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,,,,,"05000US22019","Calcasieu Parish, Louisiana",77182,6199,3832,6053,4716,3925,3688,4849,4784,2808,4911,7785,8653,5361,3614,3342,2662,"Calcasieu Parish, Louisiana",2120,1353,1022,1358,1062,864,994,1139,1170,785,1109,1373,1653,1047,993,906,831
"G2200330","2015","LA",,,"Louisiana","22","East Baton Rouge Parish","033",,,,,,,,,,,,,,,,,,"05000US22033","East Baton Rouge Parish, Louisiana",168609,14530,9557,10261,8947,8314,8638,8470,6230,8346,12323,14814,18630,13740,8202,9071,8536,"East Baton Rouge Parish, Louisiana",3222,1918,1514,1940,1292,1643,1470,1661,1161,1759,1941,2158,2291,2097,1427,1298,1124
"G2200450","2015","LA",,,"Louisiana","22","Iberia Parish","045",,,,,,,,,,,,,,,,,,"05000US22045","Iberia Parish, Louisiana",26167,2543,1328,2175,1269,1791,1171,1476,993,1232,2165,2479,2871,1916,909,1077,772,"Iberia Parish, Louisiana",1286,1017,592,759,610,704,548,593,436,554,810,800,769,667,446,442,332
"G2200510","2015","LA",,,"Louisiana","22","Jefferson Parish","051",,,,,,,,,,,,,,,,,,"05000US22051","Jefferson Parish, Louisiana",168889,12787,8919,8510,9720,8198,10342,8951,10132,7501,13685,17270,19712,12455,7502,7949,5256,"Jefferson Parish, Louisiana",2433,1755,1701,1360,1285,1238,1552,1522,1423,1324,1860,2057,1860,1737,1207,1272,877
"G2200550","2015","LA",,,"Louisiana","22","Lafayette Parish","055",,,,,,,,,,,,,,,,,,"05000US22055","Lafayette Parish, Louisiana",90285,8357,5131,4657,6437,4363,4609,2671,3441,2836,6477,6966,10827,7164,4781,4966,6602,"Lafayette Parish, Louisiana",2022,1400,1071,1245,1321,1334,1328,884,1021,857,1405,1643,1661,1369,1083,1234,1119
"G2200570","2015","LA",,,"Louisiana","22","Lafourche Parish","057",,,,,,,,,,,,,,,,,,"05000US22057","Lafourche Parish, Louisiana",36907,2252,1966,2027,2009,1792,2928,1224,1387,1382,4167,3703,3723,2550,2227,2104,1466,"Lafourche Parish, Louisiana",1001,690,744,794,649,647,886,636,631,578,1206,891,940,741,687,838,508
"G2200630","2015","LA",,,"Louisiana","22","Livingston Parish","063",,,,,,,,,,,,,,,,,,"05000US22063","Livingston Parish, Louisiana",48320,3565,2084,3288,2807,2482,1545,1047,1795,1844,4211,4156,6215,5977,2415,3399,1490,"Livingston Parish, Louisiana",1651,1382,1028,1027,1091,1161,653,542,663,777,1117,1239,1580,1789,891,1200,788
"G2200710","2015","LA",,,"Louisiana","22","Orleans Parish","071",,,,,,,,,,,,,,,,,,"05000US22071","Orleans Parish, Louisiana",156591,23590,11405,10552,10022,8706,8278,6854,7233,6391,8909,11637,14664,9277,5214,6056,7803,"Orleans Parish, Louisiana",2068,1764,1387,1420,1369,1331,1165,1137,1081,1065,1216,1228,1737,1108,926,884,988
"G2200730","2015","LA",,,"Louisiana","22","Ouachita Parish","073",,,,,,,,,,,,,,,,,,"05000US22073","Ouachita Parish, Louisiana",56858,8003,4436,2882,4697,3150,4149,3064,2401,1977,3973,4289,4841,3353,2019,1718,1906,"Ouachita Parish, Louisiana",1657,1470,1222,875,1025,886,970,908,751,708,1016,1029,1074,685,861,635,575
"G2200790","2015","LA",,,"Louisiana","22","Rapides Parish","079",,,,,,,,,,,,,,,,,,"05000US22079","Rapides Parish, Louisiana",47411,4166,4332,4022,2084,3064,2072,2186,2670,2017,3856,5264,4519,2775,1556,1247,1581,"Rapides Parish, Louisiana",1487,1036,1052,878,596,875,718,672,790,611,981,1057,1001,701,596,520,589
"G2200970","2015","LA",,,"Louisiana","22","St. Landry Parish","097",,,,,,,,,,,,,,,,,,"05000US22097","St. Landry Parish, Louisiana",30512,5669,2645,2406,2270,2164,1362,1363,1342,1715,1815,2153,1912,1520,504,686,986,"St. Landry Parish, Louisiana",1268,1245,700,712,657,636,533,445,707,572,549,752,754,452,241,326,507
"G2201030","2015","LA",,,"Louisiana","22","St. Tammany Parish","103",,,,,,,,,,,,,,,,,,"05000US22103","St. Tammany Parish, Louisiana",90895,4877,4032,5591,3532,3832,4819,3477,3233,3469,6249,10362,11868,8948,4743,6080,5783,"St. Tammany Parish, Louisiana",1904,1111,1048,1571,886,972,1233,885,910,1183,1482,1708,1699,1448,1038,1154,1134
"G2201050","2015","LA",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,,"05000US22105","Tangipahoa Parish, Louisiana",46263,5363,3191,4404,2103,1857,2687,2690,1249,1480,2848,3874,5986,3847,1632,1859,1193,"Tangipahoa Parish, Louisiana",1864,1553,988,1078,818,777,916,1046,551,852,869,1090,1425,1209,812,794,555
"G2201090","2015","LA",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,,"05000US22109","Terrebonne Parish, Louisiana",40641,4235,3179,2876,2651,2586,2107,1396,2674,1633,1948,3264,4592,3178,2325,1272,725,"Terrebonne Parish, Louisiana",1359,1133,1077,1008,919,956,881,676,897,755,683,982,1286,873,852,712,381
"G2300010","2015","ME",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,,"05000US23001","Androscoggin County, Maine",45138,2983,2827,3908,1651,2186,2933,1746,2187,1957,4029,5681,6134,2849,1452,1671,944,"Androscoggin County, Maine",1172,796,706,906,514,621,759,596,512,689,1033,973,933,772,508,750,397
"G2300030","2015","ME",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,,"05000US23003","Aroostook County, Maine",29372,3155,2865,2261,2403,1498,1748,1623,1324,1038,2226,2463,3416,1646,506,707,493,"Aroostook County, Maine",904,656,546,397,488,358,487,441,388,310,536,555,625,387,200,271,240
"G2300050","2015","ME",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,,"05000US23005","Cumberland County, Maine",115378,7194,5962,5143,4318,3638,5510,4115,5035,4107,7545,13138,16731,11475,7019,7915,6533,"Cumberland County, Maine",2955,1235,1294,992,987,995,1215,823,1156,1013,1233,1584,2056,1530,1234,1185,1285
"G2300110","2015","ME",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,,"05000US23011","Kennebec County, Maine",51121,2835,3253,2848,2481,2712,3372,3344,1982,2097,5079,6587,5846,3054,2201,1794,1636,"Kennebec County, Maine",1613,837,860,661,702,855,814,892,656,750,1232,1251,1002,711,673,534,640
"G2300190","2015","ME",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,,"05000US23019","Penobscot County, Maine",59099,5264,3777,4536,3588,4006,3298,3184,2178,2351,4755,6077,7248,3933,2209,1584,1111,"Penobscot County, Maine",1753,1274,925,1034,871,951,684,1020,568,629,969,1046,1181,776,616,555,403
"G2300310","2015","ME",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,,"05000US23031","York County, Maine",80852,2384,3160,3127,3729,4109,2946,3816,4464,3295,7028,11583,12607,7492,3698,4253,3161,"York County, Maine",2635,564,1023,865,1024,1191,709,1057,1092,821,1276,1618,1754,1248,880,955,928
"G2400010","2015","MD",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,,"05000US24001","Allegany County, Maryland",27473,2589,2534,2247,2039,1799,1542,1439,1581,1388,1967,2760,2339,1606,615,471,557,"Allegany County, Maryland",1369,726,732,644,656,522,607,535,474,493,487,538,631,456,293,230,271
"G2400030","2015","MD",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,"05000US24003","Anne Arundel County, Maryland",205983,6830,4339,3052,4495,5808,5748,7240,5730,5558,13078,20342,31720,26229,18918,24034,22862,"Anne Arundel County, Maryland",2942,1342,1183,730,852,1213,1447,1541,1209,1280,1974,2524,2939,2773,2103,2046,2088
"G2400050","2015","MD",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,"05000US24005","Baltimore County, Maryland",311976,13812,9520,10043,12934,11277,13219,11307,14064,11871,27622,33924,43769,30840,21473,23654,22647,"Baltimore County, Maryland",3025,1681,1471,1511,1665,1836,1659,1639,2091,1662,2554,2581,3213,2070,2111,2294,2014
"G2400090","2015","MD",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,"05000US24009","Calvert County, Maryland",31170,630,241,478,569,600,969,533,1156,243,1473,3635,4097,3687,3586,5386,3887,"Calvert County, Maryland",1035,462,183,253,390,328,416,465,653,230,661,864,921,951,801,1035,806
"G2400130","2015","MD",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,"05000US24013","Carroll County, Maryland",60086,1996,1320,2350,1696,1533,1856,2287,2049,1415,4342,5096,8689,8492,4998,7370,4597,"Carroll County, Maryland",1250,654,481,758,676,551,506,686,791,567,944,909,1227,1183,973,959,873
"G2400150","2015","MD",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,"05000US24015","Cecil County, Maryland",38245,1344,1254,1336,1212,2364,1864,1009,1762,1234,3108,4266,6036,4831,2562,2528,1535,"Cecil County, Maryland",1326,532,668,592,563,706,778,502,961,475,1169,1067,1422,1035,805,791,566
"G2400170","2015","MD",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,"05000US24017","Charles County, Maryland",54855,2115,1316,826,1350,1115,1481,1931,1305,1384,2440,6525,9471,6273,6644,6560,4119,"Charles County, Maryland",1204,850,560,385,528,711,812,724,642,566,859,1063,1659,1206,1463,1007,755
"G2400210","2015","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,"05000US24021","Frederick County, Maryland",89947,3614,2141,1503,2435,3332,2727,2556,3795,2287,7579,8970,11308,11441,6990,10600,8669,"Frederick County, Maryland",1301,910,671,540,678,978,716,820,1030,725,1372,1382,1322,1263,1046,1213,903
"G2400250","2015","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,"05000US24025","Harford County, Maryland",92662,4031,3222,4229,2479,3861,1668,2708,3105,2466,7477,9497,13134,10441,8246,9384,6714,"Harford County, Maryland",1345,1136,840,1157,785,969,521,787,788,643,1248,1585,1640,1502,1301,1237,1063
"G2400270","2015","MD",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,"05000US24027","Howard County, Maryland",110320,2481,2214,1249,2151,1347,2485,2095,1736,1868,6590,9874,14515,13937,11237,17191,19350,"Howard County, Maryland",1590,805,781,656,918,555,909,670,630,775,1096,1373,1695,1663,1764,1622,1567
"G2400310","2015","MD",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,"05000US24031","Montgomery County, Maryland",371458,14626,5519,7044,8567,9243,12511,11235,12260,11811,21546,29073,43847,39102,28942,45927,70205,"Montgomery County, Maryland",2800,2391,984,1283,1509,1623,2156,1616,1636,1981,2285,2338,2975,3280,2515,3006,2893
"G2400330","2015","MD",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,"05000US24033","Prince George's County, Maryland",304539,11201,6527,7903,9995,8975,10881,10033,12004,11821,24261,34123,48098,33630,23458,29824,21805,"Prince George's County, Maryland",3066,1509,1059,1057,1580,1344,1492,1612,1540,1570,2195,2936,3310,2625,1928,2509,1704
"G2400370","2015","MD",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,"05000US24037","St. Mary's County, Maryland",39029,1016,931,898,1008,1331,973,1593,975,1294,1784,4346,6059,5821,3038,4278,3684,"St. Mary's County, Maryland",1381,473,579,492,571,574,427,709,590,607,663,872,1450,1296,688,1020,822
"G2400430","2015","MD",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,"05000US24043","Washington County, Maryland",55944,2905,2520,3299,3269,2601,2690,2387,2721,2874,3946,6432,6962,5203,2875,3483,1777,"Washington County, Maryland",1468,748,673,894,831,735,881,857,599,930,841,1183,1169,991,853,885,566
"G2400450","2015","MD",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,"05000US24045","Wicomico County, Maryland",38031,1633,2212,2829,1740,1325,2235,1822,2523,1091,3068,4983,5504,3192,1453,1648,773,"Wicomico County, Maryland",1146,533,1063,931,493,539,952,626,812,401,864,1106,1158,781,537,502,404
"G2405100","2015","MD",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,,"05000US24510","Baltimore city, Maryland",238400,29206,17079,15366,12203,13313,13742,9088,10444,9856,18400,20295,23846,14923,11187,9387,10065,"Baltimore city, Maryland",3603,2427,2091,1885,1486,2025,1711,1484,1339,1662,2100,2069,1979,1625,1345,1491,1172
"G2500010","2015","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,"05000US25001","Barnstable County, Massachusetts",97451,4497,3317,3673,4865,3985,4946,3737,4016,3461,6272,11972,14363,9792,6489,5924,6142,"Barnstable County, Massachusetts",3349,1142,806,929,904,874,1151,1088,1044,848,1155,1766,1900,1491,1296,881,1010
"G2500030","2015","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,"05000US25003","Berkshire County, Massachusetts",55497,3819,3737,2598,3701,2823,2513,2756,2410,3100,4246,5699,6084,4303,2872,2390,2446,"Berkshire County, Massachusetts",1761,964,1004,813,920,724,666,894,657,869,877,965,1043,1007,802,608,637
"G2500050","2015","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",215123,12455,15081,10981,10464,7595,10407,8881,7917,6159,17325,20624,29654,20536,12484,14367,10193,"Bristol County, Massachusetts",2652,1838,1985,1858,1551,1346,1374,1321,1443,1349,2081,2198,2772,2037,1644,1789,1449
"G2500090","2015","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",288149,15900,14210,13771,11916,11219,11551,10677,9771,10986,19126,24477,32254,29703,19068,23834,29686,"Essex County, Massachusetts",2622,1860,1982,2045,1486,1842,1543,1645,1555,1667,2014,2433,2645,2917,2066,2109,2373
"G2500110","2015","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",30207,1211,1178,1678,1735,1568,1528,1669,1221,1112,2719,4009,3531,2750,2192,1115,991,"Franklin County, Massachusetts",1019,368,509,508,627,583,554,488,332,375,669,665,692,575,603,365,319
"G2500130","2015","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",175526,14443,11470,10930,8751,7773,8536,7606,7644,7765,13180,17683,21176,13947,8879,9047,6696,"Hampden County, Massachusetts",2442,1883,1647,1487,1362,1405,1508,1187,1255,1529,1628,1707,2051,1732,1273,1139,997
"G2500150","2015","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",58093,3944,3250,2333,2305,3460,2660,2579,2240,1833,4122,5926,6674,5498,3596,4344,3329,"Hampshire County, Massachusetts",1256,1080,1030,747,755,1003,657,720,738,658,1051,1032,1149,998,741,910,831
"G2500170","2015","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",584491,27330,19493,16268,17088,16341,16731,14261,17388,17655,35009,50264,71976,65470,48189,63284,87744,"Middlesex County, Massachusetts",3840,3003,2350,2056,2124,1756,2254,1917,1874,1875,2712,2993,4304,3851,2995,3352,3509
"G2500210","2015","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",260415,11476,9325,7892,7208,7446,7575,7479,6644,6714,13098,20098,32453,29909,22459,29950,40689,"Norfolk County, Massachusetts",2247,1843,1383,1551,1297,1607,1442,1159,1461,1271,1830,2252,2286,2826,2020,2462,2884
"G2500230","2015","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",182467,9785,6092,6900,5783,6692,8239,7204,5748,5313,13809,15566,23422,20856,13330,16688,17040,"Plymouth County, Massachusetts",2822,1788,1141,1453,1211,1187,1705,1330,1186,1081,2130,1829,2113,2211,1835,1608,1614
"G2500250","2015","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",300841,31907,21801,14306,11799,12879,11244,11138,11114,9509,20388,23501,30829,28050,17644,18853,25879,"Suffolk County, Massachusetts",3383,2523,2104,1923,2046,1829,1543,1487,1817,1498,2280,2531,3214,3108,1831,1909,2406
"G2500270","2015","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",301713,17216,15686,13648,12603,10747,14746,10627,10881,10276,22089,30528,36643,32063,18551,22354,23055,"Worcester County, Massachusetts",3061,2145,1928,1751,1823,1861,1765,1398,1667,1580,1961,2520,2773,2633,1935,1987,1729
"G2600050","2015","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",42079,2426,1805,1573,2041,2099,2266,2700,1942,1370,4636,5750,5735,3701,1749,1253,1033,"Allegan County, Michigan",1298,681,655,536,525,646,520,719,658,410,821,1071,1003,711,400,389,371
