GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAS5E001,AAS5E002,AAS5E003,AAS5E004,AAS5E005,AAS5E006,AAS5E007,AAS5E008,AAS5E009,AAS5E010,AAS5E011,AAS5E012,AAS5E013,AAS5E014,AAS5E015,AAS5E016,AAS5E017,NAME_M,AAS5M001,AAS5M002,AAS5M003,AAS5M004,AAS5M005,AAS5M006,AAS5M007,AAS5M008,AAS5M009,AAS5M010,AAS5M011,AAS5M012,AAS5M013,AAS5M014,AAS5M015,AAS5M016,AAS5M017
"G2200730","2014","LA",,,"Louisiana","22","Ouachita Parish","073",,,,,,,,,,,,,,,,,,"05000US22073","Ouachita Parish, Louisiana",57766,6942,4431,4852,3387,3172,2877,2254,3307,2063,4942,4844,4847,3186,2696,1884,2082,"Ouachita Parish, Louisiana",1833,1286,930,1077,875,897,756,853,985,697,1001,1099,1056,861,786,794,734
"G2200790","2014","LA",,,"Louisiana","22","Rapides Parish","079",,,,,,,,,,,,,,,,,,"05000US22079","Rapides Parish, Louisiana",46738,4387,2930,4919,2906,2663,2820,2463,2424,1617,3570,3566,5275,3418,1898,1127,755,"Rapides Parish, Louisiana",1531,1137,766,1115,861,794,850,714,638,669,1041,962,1079,974,748,454,365
"G2200970","2014","LA",,,"Louisiana","22","St. Landry Parish","097",,,,,,,,,,,,,,,,,,"05000US22097","St. Landry Parish, Louisiana",28739,4906,3508,2488,2750,1256,1601,2210,891,659,1233,2526,1766,1322,838,339,446,"St. Landry Parish, Louisiana",1040,906,750,685,738,529,674,762,405,364,457,871,718,500,404,215,281
"G2201030","2014","LA",,,"Louisiana","22","St. Tammany Parish","103",,,,,,,,,,,,,,,,,,"05000US22103","St. Tammany Parish, Louisiana",88123,3904,3314,4408,3505,4241,3954,4842,3213,3135,7597,10067,11020,8842,6293,4833,4955,"St. Tammany Parish, Louisiana",2140,1044,874,1239,1048,1005,1079,1132,916,800,1463,1312,1565,1290,1071,1050,1016
"G2201050","2014","LA",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,,"05000US22105","Tangipahoa Parish, Louisiana",45786,5210,2956,3382,2821,1904,2469,3872,1920,2261,3096,4074,5106,2414,1961,1753,587,"Tangipahoa Parish, Louisiana",1819,1609,1006,1109,1004,972,806,1194,932,896,957,1387,1159,715,905,834,460
"G2201090","2014","LA",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,,"05000US22109","Terrebonne Parish, Louisiana",39975,3272,1633,1750,3498,2251,2596,2091,2111,1686,3355,2772,4356,3915,1961,1748,980,"Terrebonne Parish, Louisiana",1704,1057,701,633,1240,834,1029,792,849,827,1110,867,1096,1068,806,607,368
"G2300010","2014","ME",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,,"05000US23001","Androscoggin County, Maine",44267,3725,3566,2150,2568,2124,2485,2405,1907,2024,3846,4561,6395,2769,1778,1559,405,"Androscoggin County, Maine",1395,954,930,568,748,761,715,806,596,679,987,902,1176,675,677,647,194
"G2300030","2014","ME",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,,"05000US23003","Aroostook County, Maine",30146,3217,2778,2852,1781,1990,2246,1925,1707,1266,2413,2740,2725,1237,430,381,458,"Aroostook County, Maine",888,607,593,641,420,528,650,528,539,339,564,518,507,353,174,212,303
"G2300050","2014","ME",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,,"05000US23005","Cumberland County, Maine",117186,7187,5749,4493,4563,5173,5877,4592,4319,4798,9754,12223,14732,11358,7071,7725,7572,"Cumberland County, Maine",2107,1281,1077,1016,938,916,1220,1067,1045,964,1390,1408,1692,1517,1237,1364,1262
"G2300110","2014","ME",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,,"05000US23011","Kennebec County, Maine",50219,3012,3564,2508,3032,3877,4069,2862,2326,2046,4267,4777,5873,4338,1462,1218,988,"Kennebec County, Maine",1707,815,1037,763,853,1030,926,810,669,525,901,982,1010,946,485,502,393
"G2300190","2014","ME",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,,"05000US23019","Penobscot County, Maine",61218,5985,5889,3380,4370,2989,3905,2970,2829,2592,5023,4750,7915,3437,2438,1320,1426,"Penobscot County, Maine",1771,1214,1127,717,790,802,993,609,771,616,856,942,1241,760,589,539,642
"G2300310","2014","ME",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,,"05000US23031","York County, Maine",83504,4393,3823,4316,4083,4000,4244,3015,4160,3618,8580,8869,13042,7615,3407,2891,3448,"York County, Maine",2119,1025,987,1035,1164,978,1194,655,771,1050,1626,1444,1625,1111,906,658,843
"G2400010","2014","MD",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,,"05000US24001","Allegany County, Maryland",29348,3443,1983,1829,1633,1839,2017,2061,1780,992,1744,3081,2651,2514,878,525,378,"Allegany County, Maryland",1166,946,586,487,424,626,529,486,830,353,538,816,610,616,347,270,208
"G2400030","2014","MD",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,"05000US24003","Anne Arundel County, Maryland",203775,6484,4589,4851,4962,5000,5027,4778,7122,9701,11774,20363,32103,23204,17856,25103,20858,"Anne Arundel County, Maryland",2331,1255,1113,1373,979,1137,1208,1189,1371,1639,1785,2083,2669,1703,2059,2357,2139
"G2400050","2014","MD",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,"05000US24005","Baltimore County, Maryland",311099,15585,10490,9830,11408,12493,14339,11916,14257,11721,24138,32187,42078,34580,19792,25045,21240,"Baltimore County, Maryland",2817,2094,1606,1397,1700,1761,2015,1778,2076,1607,2133,2965,2550,3092,2011,2280,1917
"G2400090","2014","MD",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,"05000US24009","Calvert County, Maryland",31200,1502,832,413,536,858,851,807,456,506,2057,3648,4415,3920,3576,4232,2591,"Calvert County, Maryland",966,631,484,248,319,457,518,484,282,399,709,1044,1010,927,825,795,631
"G2400130","2014","MD",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,"05000US24013","Carroll County, Maryland",59430,1332,1516,1892,1812,1696,2229,1660,2066,2366,3675,5502,9218,6189,5635,7313,5329,"Carroll County, Maryland",1332,451,558,635,540,622,733,546,571,654,753,1223,1253,1016,937,1142,995
"G2400150","2014","MD",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,"05000US24015","Cecil County, Maryland",36857,1805,1775,1453,1959,1460,1680,1155,1586,1140,3195,5366,3994,4805,2145,1935,1404,"Cecil County, Maryland",1432,696,642,579,814,648,687,459,680,567,772,1019,849,1001,734,710,599
"G2400170","2014","MD",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,"05000US24017","Charles County, Maryland",54600,2270,1392,1233,801,1320,1859,1662,1929,2416,3256,4775,8429,6799,5542,5649,5268,"Charles County, Maryland",1126,854,511,456,537,544,717,609,755,788,748,1114,1528,1002,1183,1050,989
"G2400210","2014","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,"05000US24021","Frederick County, Maryland",89084,3274,2051,1990,2344,3476,2661,3083,2682,3237,5936,8683,13464,11685,8487,8191,7840,"Frederick County, Maryland",1313,1031,649,684,721,1023,738,1012,618,738,1142,1355,1830,1548,1085,1089,1092
"G2400250","2014","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,"05000US24025","Harford County, Maryland",92304,3731,3446,3419,3528,2148,3147,3170,2884,2560,6168,8851,14019,11711,6932,8679,7911,"Harford County, Maryland",1356,814,723,1070,794,786,836,811,745,636,1179,1280,1725,1703,1244,1183,1192
"G2400270","2014","MD",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,"05000US24027","Howard County, Maryland",109651,2563,1849,2463,2855,1452,2436,2193,2839,1936,5252,8663,14927,12655,11418,18112,18038,"Howard County, Maryland",1898,838,938,767,917,524,860,688,1006,719,997,1528,2101,1731,1536,1638,1644
"G2400310","2014","MD",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,"05000US24031","Montgomery County, Maryland",364854,12572,7872,6740,9446,7845,8806,10824,10722,10567,21491,33224,45668,42256,28474,44171,64176,"Montgomery County, Maryland",3099,1631,1487,1413,1581,1473,1426,1881,1734,1521,2142,3046,3374,2416,2616,3272,2592
"G2400330","2014","MD",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,"05000US24033","Prince George's County, Maryland",307022,11803,7096,8364,9160,11067,12242,12768,12817,12157,25056,36151,42702,35391,23546,26542,20160,"Prince George's County, Maryland",2509,1541,1149,1407,1459,1589,1578,1641,1596,1410,2289,2664,2406,2161,2079,2472,1981
"G2400370","2014","MD",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,"05000US24037","St. Mary's County, Maryland",39179,2193,668,1661,801,1256,1105,1034,626,1752,2330,4326,5656,5961,2772,3726,3312,"St. Mary's County, Maryland",1090,872,291,662,417,497,532,569,329,760,724,1201,964,1095,663,865,731
"G2400430","2014","MD",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,"05000US24043","Washington County, Maryland",54722,3108,3470,2416,3260,2062,2999,2326,2707,2439,5405,6718,6517,3284,3384,2375,2252,"Washington County, Maryland",1366,825,828,652,890,508,710,713,733,714,1050,1509,1269,884,897,645,674
"G2400450","2014","MD",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,"05000US24045","Wicomico County, Maryland",37036,2122,1202,1903,3049,1863,1976,1737,1901,1343,4131,2908,4883,2940,2469,1524,1085,"Wicomico County, Maryland",1288,706,522,804,811,590,556,646,707,684,883,944,989,828,794,648,423
"G2405100","2014","MD",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,,"05000US24510","Baltimore city, Maryland",238897,31740,16507,13710,12376,13320,13364,12834,9279,10399,17771,22169,25109,14289,8453,9012,8565,"Baltimore city, Maryland",3190,2058,1717,1723,1366,1938,1734,1663,1556,1348,1669,2315,2207,1937,1125,1145,1246
"G2500010","2014","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,"05000US25001","Barnstable County, Massachusetts",95697,3227,4310,4964,5479,3314,4070,3296,4715,4056,6939,10154,11665,10241,8003,5836,5428,"Barnstable County, Massachusetts",2648,661,1018,1055,957,805,911,780,1345,981,1224,1386,1603,1547,1351,1080,816
"G2500030","2014","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,"05000US25003","Berkshire County, Massachusetts",54706,3967,3092,3886,3748,2797,2953,2649,2234,1910,4076,5429,6765,4098,2250,2271,2581,"Berkshire County, Massachusetts",1632,1167,836,871,797,759,836,723,649,577,914,967,1091,810,579,637,604
"G2500050","2014","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",212901,15056,13617,10984,10066,8650,9946,8669,10441,7639,13553,17935,30339,20556,13948,12043,9459,"Bristol County, Massachusetts",2268,1644,1585,1409,1254,1553,1401,1352,1668,1229,1815,2360,2725,1861,1675,1422,1563
"G2500090","2014","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",287808,16871,13814,12511,11544,11174,11082,9560,9731,9981,19209,27155,34434,26302,20101,26889,27450,"Essex County, Massachusetts",2854,1753,1936,1631,1680,1619,1758,1311,1671,1444,1986,2268,2656,2095,2174,2509,2127
"G2500110","2014","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",29859,1485,2509,2294,1573,781,1551,1264,1166,1176,2048,3328,4212,2728,1524,1283,937,"Franklin County, Massachusetts",1017,422,647,671,388,306,519,314,397,410,490,663,717,573,451,438,355
"G2500130","2014","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",176742,14234,12791,10893,9058,10210,10493,7977,6932,6702,13258,15833,20463,15279,8350,7472,6797,"Hampden County, Massachusetts",2344,1785,1599,1709,1307,1763,1816,1193,1029,1115,1552,1902,2209,1677,1310,1265,1001
"G2500150","2014","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",58332,5765,3191,2063,2601,2915,2706,2622,2550,1748,4309,4814,8298,5583,3193,2822,3152,"Hampshire County, Massachusetts",1367,1478,934,563,977,931,810,818,775,435,952,991,1508,875,669,669,871
"G2500170","2014","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",585634,29748,20529,20266,21581,15602,17806,15819,18178,15525,38964,48211,71103,61241,48792,62298,79971,"Middlesex County, Massachusetts",3568,2531,2359,2108,2310,1550,2269,2006,1796,2110,2903,3268,3909,3214,2772,3545,3702
"G2500210","2014","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",260058,10237,8104,8353,9103,6976,7041,5828,7327,8111,15106,22369,33965,28166,21512,26817,41043,"Norfolk County, Massachusetts",2606,1658,1480,1328,1674,1333,1212,1046,1383,1418,1896,2114,3094,2785,1962,2516,2566
"G2500230","2014","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",183251,7850,5961,6917,7693,6218,7888,6278,7637,5435,13084,16731,24762,19651,14725,16743,15678,"Plymouth County, Massachusetts",2884,1682,1168,1363,1512,1355,1406,1214,1531,1237,1572,2000,2284,1924,1751,1723,1896
"G2500250","2014","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",295187,34180,22899,14123,13883,10903,12339,9954,8597,9971,18347,25498,30305,24910,16395,20059,22824,"Suffolk County, Massachusetts",2762,2570,2291,1719,1978,1650,1710,1680,1284,1523,2140,2237,2733,2370,2010,2312,2037
"G2500270","2014","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",299841,17926,15581,13067,12406,12287,14244,10211,9305,9859,21398,30635,37770,32694,20385,22073,20000,"Worcester County, Massachusetts",3644,2218,2027,1808,1752,1683,1751,1453,1392,1381,2117,2591,2584,3037,1930,2157,2140
"G2600050","2014","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",41779,2283,1838,1880,2348,2097,1767,3273,1802,2036,4079,4812,5606,4197,1631,1304,826,"Allegan County, Michigan",1212,620,555,642,640,599,496,929,551,621,919,752,804,871,467,444,356
"G2600170","2014","MI",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,"05000US26017","Bay County, Michigan",42706,3326,2339,2935,2472,3062,2070,1903,2433,2330,2192,5038,5647,2729,1764,1447,1019,"Bay County, Michigan",1339,699,762,764,635,833,664,569,648,668,598,959,1132,739,610,512,331
"G2600210","2014","MI",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,"05000US26021","Berrien County, Michigan",62984,5489,3803,3508,3786,5331,3269,2922,3926,2070,4488,6060,7614,4966,1974,1777,2001,"Berrien County, Michigan",1897,1079,685,708,835,1001,737,585,869,536,933,886,1032,824,510,470,571
"G2600250","2014","MI",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,"05000US26025","Calhoun County, Michigan",52385,4252,2650,3050,3136,3960,3344,3099,2049,3000,5667,5393,5685,2892,1381,1608,1219,"Calhoun County, Michigan",1268,821,744,743,706,762,818,750,577,787,704,947,919,516,454,566,358
"G2600370","2014","MI",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,"05000US26037","Clinton County, Michigan",28448,1621,908,967,1389,1043,1903,1542,1958,1163,1975,3425,3991,2719,1334,1261,1249,"Clinton County, Michigan",789,499,364,360,543,303,592,425,568,375,464,678,608,487,442,376,396
"G2600450","2014","MI",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,"05000US26045","Eaton County, Michigan",44115,2030,2158,1886,2173,2423,1977,2597,1742,2098,4125,5704,6349,3770,1812,1840,1431,"Eaton County, Michigan",833,587,639,633,478,557,484,705,450,558,730,801,791,673,445,434,577
"G2600490","2014","MI",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,"05000US26049","Genesee County, Michigan",167096,15314,11554,13221,10408,9559,10159,9426,8694,7185,15136,15674,17517,8836,5421,5453,3539,"Genesee County, Michigan",2431,1700,1654,1670,1639,1527,1417,1153,1267,1189,1771,1546,1803,1079,923,941,664
"G2600550","2014","MI",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,,"05000US26055","Grand Traverse County, Michigan",35935,1153,1998,1433,2042,3001,1362,1637,1553,1623,2783,6042,4780,2863,1729,691,1245,"Grand Traverse County, Michigan",1305,565,715,534,654,951,454,625,539,523,709,1101,1037,821,502,363,548
"G2600650","2014","MI",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,,"05000US26065","Ingham County, Michigan",110794,10400,5515,6885,7250,5173,7420,6148,5800,6026,8495,9944,11383,7907,4629,4255,3564,"Ingham County, Michigan",1720,1595,1042,1338,1307,1070,1477,1038,1268,1106,1402,1359,1493,1045,741,734,691
"G2600730","2014","MI",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,,"05000US26073","Isabella County, Michigan",24999,2792,1937,1372,1730,1450,1276,1367,1214,911,2166,2134,3020,1344,1039,619,628,"Isabella County, Michigan",824,624,533,367,528,455,450,453,298,349,461,422,494,305,281,289,277
"G2600750","2014","MI",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,,"05000US26075","Jackson County, Michigan",61686,4027,3389,5149,4070,4329,4265,3214,2258,2343,4875,6766,7281,3969,2303,1905,1543,"Jackson County, Michigan",1419,851,826,872,846,894,975,767,640,667,1114,1176,1151,757,691,603,644
"G2600770","2014","MI",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,,"05000US26077","Kalamazoo County, Michigan",100171,7697,6893,5351,6391,6090,7278,5650,4619,3095,7432,9686,11341,7677,3697,3798,3476,"Kalamazoo County, Michigan",1927,1238,1463,1201,1136,1315,1467,1075,887,808,1279,1447,1594,1219,730,884,782
"G2600810","2014","MI",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,,"05000US26081","Kent County, Michigan",231986,15538,12024,12125,11549,12274,13182,10748,11278,9399,19622,26981,30374,18152,10454,9442,8844,"Kent County, Michigan",2660,1920,1789,1666,1461,1776,1647,1858,1526,1311,1931,2110,2329,1973,1599,1266,1356
"G2600870","2014","MI",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,,"05000US26087","Lapeer County, Michigan",31395,1772,1496,1093,1538,1844,1858,2192,1831,1625,3127,3770,3655,3280,944,847,523,"Lapeer County, Michigan",1285,433,561,419,415,582,544,561,581,475,711,700,704,733,337,334,249
"G2600910","2014","MI",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,,"05000US26091","Lenawee County, Michigan",38483,2397,1749,2899,2614,2423,2160,2338,2219,1555,3229,3933,5343,2377,1717,944,586,"Lenawee County, Michigan",1104,653,619,649,686,670,577,563,669,502,640,672,845,536,466,318,250
"G2600930","2014","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",69272,2016,1183,1906,2748,2167,2861,2529,4431,3201,4557,7759,11067,8296,5254,5484,3813,"Livingston County, Michigan",1298,625,370,591,701,553,607,632,743,758,786,992,1106,1004,923,771,782
"G2600990","2014","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",337712,18432,14836,18300,19298,15091,18995,15594,18105,14980,29812,37514,44992,29958,18025,15409,8371,"Macomb County, Michigan",2826,2053,1732,1995,1943,1818,1989,1885,1865,1646,2610,2491,3076,2486,1828,1612,1601
"G2601030","2014","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",26250,2087,2253,1716,2012,1439,983,1242,1634,1381,2192,2865,2982,1496,915,671,382,"Marquette County, Michigan",1153,567,537,533,551,475,314,353,493,391,539,592,508,359,372,277,239
"G2601110","2014","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,"05000US26111","Midland County, Michigan",33579,1978,1953,1501,1664,2227,1594,1646,2492,1965,2283,3177,4192,2478,1368,1451,1610,"Midland County, Michigan",940,611,520,485,447,557,428,505,686,509,552,644,807,584,441,435,524
"G2601150","2014","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,"05000US26115","Monroe County, Michigan",57879,2421,2736,2531,3610,3228,3710,2700,2155,1979,5355,6500,7565,6055,3349,2407,1578,"Monroe County, Michigan",1318,685,746,680,802,731,964,693,499,603,1031,1102,1080,1141,808,733,513
"G2601210","2014","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",64646,6300,3854,4989,4311,4053,3990,2947,4386,2954,5437,6998,5946,3603,2381,1335,1162,"Muskegon County, Michigan",1446,1059,878,986,881,657,916,581,852,659,915,1127,956,857,691,481,384
"G2601250","2014","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",492063,25409,18990,19408,19828,18896,19875,20283,18509,18860,37628,47545,63825,49329,32625,36739,44314,"Oakland County, Michigan",2995,2362,2294,1922,1920,1715,1998,1959,1635,1842,3134,2723,2718,2813,2230,2343,2611
"G2601390","2014","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",97198,3932,3086,4260,4439,4667,4903,4311,4625,4648,9354,12570,14491,8389,5003,4774,3746,"Ottawa County, Michigan",1659,1004,868,909,1059,1023,943,995,1039,1019,1345,1540,1602,1084,947,1007,798
"G2601450","2014","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",78000,6953,3732,5374,4434,4357,4743,3803,5678,4326,6570,8357,8609,5171,2516,1918,1459,"Saginaw County, Michigan",1674,1155,712,878,899,992,901,776,1127,1096,1093,1254,1278,911,620,508,507
"G2601470","2014","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",62728,4098,4432,2959,3363,3557,3314,2627,3509,3252,6084,6945,8080,4323,2580,2210,1395,"St. Clair County, Michigan",1497,717,950,693,804,803,677,673,758,719,983,963,1192,731,575,519,557
