GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AGWME001,AGWME002,AGWME003,AGWME004,AGWME005,AGWME006,AGWME007,AGWME008,AGWME009,AGWME010,AGWME011,AGWME012,AGWME013,AGWME014,AGWME015,AGWME016,AGWME017,AGWME018,AGWME019,AGWME020,AGWME021,AGWME022,AGWME023,AGWME024,AGWME025,AGWME026,AGWME027,AGWME028,AGWME029,AGWME030,AGWME031,AGWME032,AGWME033,AGWME034,AGWME035,AGWME036,AGWME037,AGWME038,AGWME039,AGWME040,AGWME041,AGWME042,AGWME043,AGWME044,AGWME045,AGWME046,AGWME047,AGWME048,AGWME049,NAME_M,AGWMM001,AGWMM002,AGWMM003,AGWMM004,AGWMM005,AGWMM006,AGWMM007,AGWMM008,AGWMM009,AGWMM010,AGWMM011,AGWMM012,AGWMM013,AGWMM014,AGWMM015,AGWMM016,AGWMM017,AGWMM018,AGWMM019,AGWMM020,AGWMM021,AGWMM022,AGWMM023,AGWMM024,AGWMM025,AGWMM026,AGWMM027,AGWMM028,AGWMM029,AGWMM030,AGWMM031,AGWMM032,AGWMM033,AGWMM034,AGWMM035,AGWMM036,AGWMM037,AGWMM038,AGWMM039,AGWMM040,AGWMM041,AGWMM042,AGWMM043,AGWMM044,AGWMM045,AGWMM046,AGWMM047,AGWMM048,AGWMM049
"G06000884","2017","CA",,,"California","06",,,"Alhambra city","00884",,,,,,,,,,,,,,,,"16000US0600884","Alhambra city, California",85391,41097,2247,1508,2362,1592,578,359,319,1973,4012,2813,3213,3066,3021,2486,2694,620,1207,851,1329,1463,1312,609,1463,44294,748,1521,1573,906,759,146,494,1736,3636,3155,4136,2803,2925,3329,3394,986,1534,1215,1694,2009,1864,1484,2247,"Alhambra city, California",41,1894,1154,613,808,514,456,313,249,793,1215,845,877,764,890,694,684,294,485,391,506,516,472,329,651,1897,400,632,635,509,382,139,277,649,1002,920,965,774,901,905,830,464,532,600,583,674,729,607,747
"G06002000","2017","CA",,,"California","06",,,"Anaheim city","02000",,,,,,,,,,,,,,,,"16000US0602000","Anaheim city, California",352456,177625,10780,12204,13472,6749,4978,2677,2918,10657,14732,13658,12787,11162,13029,12625,10307,4383,3974,2185,3166,4723,2896,1651,1912,174831,10561,11455,11648,7179,5865,2123,2495,9072,13674,12925,10825,12943,11694,10535,10965,3530,6335,2934,3616,4532,3897,3577,2451,"Anaheim city, California",165,4041,1857,1897,1777,1222,1030,930,1016,1683,2154,2126,2070,1705,1966,1525,1431,1098,927,720,867,1013,733,515,735,4049,1907,1893,1795,1149,1259,788,840,1704,2210,1929,1630,1686,1629,1448,1827,1042,1302,808,791,1232,986,922,672
"G06002252","2017","CA",,,"California","06",,,"Antioch city","02252",,,,,,,,,,,,,,,,"16000US0602252","Antioch city, California",111683,54940,3437,3251,4638,3349,1489,1360,393,2148,3382,5024,3774,3432,2844,4689,2682,1937,2195,1263,1225,1039,673,382,334,56743,4428,3377,3902,2795,1070,175,559,2433,2758,4340,3334,3292,4435,4908,3560,1799,2042,1315,1446,1639,1257,732,1147,"Antioch city, California",51,2755,1065,887,1462,1009,627,869,298,1048,1195,1153,1096,1271,891,1134,977,849,642,624,463,430,270,252,227,2750,1218,1019,1129,923,568,204,497,924,874,1419,1038,985,1123,1246,1019,634,737,555,567,662,549,382,593
"G06002364","2017","CA",,,"California","06",,,"Apple Valley town","02364",,,,,,,,,,,,,,,,"16000US0602364","Apple Valley town, California",73071,34861,4299,1872,1548,1728,1467,489,644,689,1812,1807,1904,2385,2263,2228,2229,407,1600,576,1028,1479,1098,947,362,38210,3427,1981,2158,2827,1032,712,274,1014,2772,2205,2196,2566,1311,2266,2377,1399,1658,597,1528,1322,821,763,1004,"Apple Valley town, California",26,2514,1826,747,750,620,790,570,402,496,957,841,805,992,828,904,815,244,612,411,469,609,551,571,272,2515,1592,902,792,1132,751,572,192,611,1017,931,970,933,686,807,820,577,746,329,638,434,448,401,492
"G06002553","2017","CA",,,"California","06",,,"Arden-Arcade CDP","02553",,,,,,,,,,,,,,,,"16000US0602553","Arden-Arcade CDP, California",100573,48931,4432,3915,3651,1822,1071,752,912,1508,3332,3974,3898,2189,3145,2837,3338,924,1269,712,801,1605,1114,898,832,51642,3235,4441,3024,1483,575,851,681,2157,4058,3857,3833,2592,2872,2658,3309,1150,1708,1547,1211,2059,1344,1400,1597,"Arden-Arcade CDP, California",7428,4300,1375,1375,1024,766,459,759,732,597,1047,1097,1165,755,941,863,1109,415,589,272,348,528,408,427,326,4115,1034,1325,1129,553,478,679,399,892,1256,966,938,768,779,765,969,594,637,699,621,497,571,519,517
"G06003526","2017","CA",,,"California","06",,,"Bakersfield city","03526",,,,,,,,,,,,,,,,"16000US0603526","Bakersfield city, California",380887,185324,15386,17674,13763,10207,5071,3943,3935,6210,14952,13623,12554,10315,10780,9649,9331,3691,6044,1770,4056,4837,2495,2577,2461,195563,16909,15720,15879,8107,4949,2130,3430,7416,16520,13518,15610,8619,13134,10672,10513,3688,5717,2795,4940,5119,4164,3296,2718,"Bakersfield city, California",64,3899,2018,2223,2038,1261,992,1682,1478,1524,2198,1671,1954,1544,1591,1280,1318,1135,1235,556,934,1064,656,901,937,3903,1814,2174,1958,1188,1304,864,1189,1610,1456,1459,1787,1535,1508,1587,1683,1043,1265,753,1014,1224,1023,923,742
"G06003666","2017","CA",,,"California","06",,,"Baldwin Park city","03666",,,,,,,,,,,,,,,,"16000US0603666","Baldwin Park city, California",76392,37878,1865,1768,3018,959,202,505,680,2210,4808,3129,3045,2520,1914,2745,1946,900,1273,760,872,1189,1002,241,327,38514,2446,2291,2916,2103,1196,425,447,1922,3980,2201,2022,2528,2263,2071,1519,1001,1743,963,965,1509,606,791,606,"Baldwin Park city, California",46,1901,917,648,735,324,157,282,366,728,1152,857,967,784,743,771,675,456,512,381,377,541,474,204,212,1897,832,834,873,665,476,304,282,713,1022,649,679,704,689,620,549,511,658,385,441,498,315,511,402
"G06004982","2017","CA",,,"California","06",,,"Bellflower city","04982",,,,,,,,,,,,,,,,"16000US0604982","Bellflower city, California",77772,38552,1174,2977,3427,1808,1570,374,679,1177,2876,2860,2238,3286,3542,2665,2534,224,1033,789,932,970,454,329,634,39220,3457,2256,1763,973,1215,585,1428,1936,2631,2633,2928,1898,3386,3084,2103,1098,992,614,904,1349,722,563,702,"Bellflower city, California",32,1853,675,813,1106,609,569,338,350,497,891,1087,625,891,870,816,742,178,462,426,443,418,295,265,378,1848,1151,781,783,533,552,484,625,814,839,744,771,625,781,776,623,540,448,301,414,577,355,322,449
"G06006000","2017","CA",,,"California","06",,,"Berkeley city","06000",,,,,,,,,,,,,,,,"16000US0606000","Berkeley city, California",122334,60181,2365,2339,3285,1376,5824,2200,2525,3699,7072,5188,4488,3057,3544,1300,2011,1073,2227,809,1143,2486,1187,531,452,62153,2641,1856,1828,1363,5839,1986,2287,6439,6108,4231,3532,2903,2693,3159,3114,575,2356,1389,2514,2799,1036,658,847,"Berkeley city, California",48,2539,655,603,1103,791,1122,1062,813,879,1324,1188,1261,791,836,479,571,489,769,286,367,683,361,318,233,2538,781,497,684,501,1293,920,709,1987,1145,938,893,696,567,848,709,254,806,461,599,605,361,276,404
"G06008786","2017","CA",,,"California","06",,,"Buena Park city","08786",,,,,,,,,,,,,,,,"16000US0608786","Buena Park city, California",83026,41547,2390,2438,3447,1539,1658,700,847,2765,3127,3451,2818,2668,1922,2571,2456,915,866,1027,1098,792,796,683,573,41479,1937,1975,2985,1721,533,855,635,1232,2805,3802,2765,2273,3673,2263,2637,1508,1505,659,1094,1914,543,1527,638,"Buena Park city, California",50,2032,1119,836,1248,595,767,428,523,1186,944,981,943,847,765,809,803,646,406,594,606,410,508,418,328,2027,702,929,785,861,366,647,525,546,717,1262,928,826,1031,605,897,856,578,347,509,910,292,851,363
"G06008954","2017","CA",,,"California","06",,,"Burbank city","08954",,,,,,,,,,,,,,,,"16000US0608954","Burbank city, California",104823,49966,3233,2517,2153,1634,531,707,863,1898,4673,5375,2965,4072,3179,3324,3331,1568,1771,1035,871,1334,1430,692,810,54857,2736,2848,3041,1347,912,1043,821,1592,5084,3788,4027,3128,3724,4526,3868,1584,1316,1917,1894,1625,1916,963,1157,"Burbank city, California",45,2159,906,812,753,607,365,363,557,720,1832,1239,790,1153,886,910,843,741,706,435,415,549,658,382,496,2155,912,1135,1256,461,555,728,579,638,1386,773,889,951,959,1185,869,610,436,811,655,578,770,453,582
"G06010046","2017","CA",,,"California","06",,,"Camarillo city","10046",,,,,,,,,,,,,,,,"16000US0610046","Camarillo city, California",67849,34375,1759,1602,2838,1295,611,517,470,2119,2406,1458,1328,2878,2543,2142,2682,598,1115,863,840,1731,1064,612,904,33474,1270,1123,2846,605,612,685,358,1968,1044,795,1927,2616,2940,1921,2265,722,2163,783,1529,1434,907,701,2260,"Camarillo city, California",33,1466,769,718,955,476,357,461,423,833,924,734,527,815,861,621,794,301,573,499,407,633,440,353,433,1467,632,526,761,288,368,688,314,647,537,504,584,828,699,661,806,411,796,373,547,475,446,375,752
"G06011194","2017","CA",,,"California","06",,,"Carlsbad city","11194",,,,,,,,,,,,,,,,"16000US0611194","Carlsbad city, California",115326,56675,3787,3418,3961,3574,1040,301,651,1251,2808,1754,2974,3453,5522,4069,5321,1394,1897,1555,1713,2164,1599,1401,1068,58651,2642,2995,3782,1967,1157,253,860,1435,2139,2344,4053,4231,5330,5000,4338,1168,2882,1463,1565,3064,2361,1609,2013,"Carlsbad city, California",43,2223,1334,1117,1314,871,648,243,583,635,1138,734,836,1074,1228,1171,1396,585,738,558,653,699,563,590,491,2223,1102,1107,1201,767,697,296,654,721,726,668,1193,1261,1521,1305,1118,446,967,680,644,911,840,635,818
"G06011390","2017","CA",,,"California","06",,,"Carmichael CDP","11390",,,,,,,,,,,,,,,,"16000US0611390","Carmichael CDP, California",65959,30233,2010,1118,2174,1296,923,363,275,1202,1844,2201,2470,2247,2061,1667,1663,854,1088,378,863,1055,802,831,848,35726,1962,2083,1076,803,1180,839,683,1027,2822,1463,3154,1275,2417,2296,2230,1235,1954,500,1401,1887,1485,411,1543,"Carmichael CDP, California",5778,3327,860,547,751,594,494,276,216,543,683,773,885,767,700,607,642,388,496,258,388,428,393,511,478,3335,794,826,591,382,552,498,467,572,976,701,805,481,812,633,723,542,596,335,525,683,438,192,558
"G06011530","2017","CA",,,"California","06",,,"Carson city","11530",,,,,,,,,,,,,,,,"16000US0611530","Carson city, California",92736,44562,2413,3097,2463,1349,774,1218,1292,1877,3278,2243,3629,1622,3586,3008,3421,1200,1336,680,1603,1515,1063,1098,797,48174,2660,2384,3694,1643,1315,978,979,1639,3138,2301,2781,3987,2310,2613,2401,1043,2406,918,1820,2202,1981,1497,1484,"Carson city, California",28,2534,849,1117,854,548,356,882,740,768,971,979,1298,579,1321,782,1104,427,507,332,618,531,423,472,554,2537,1012,899,1101,650,604,645,796,708,937,760,834,1085,705,795,768,609,795,445,602,688,655,533,729
"G06011964","2017","CA",,,"California","06",,,"Castro Valley CDP","11964",,,,,,,,,,,,,,,,"16000US0611964","Castro Valley CDP, California",62103,30919,2852,1701,1226,1215,161,341,325,724,2105,2892,2691,1998,2051,1684,2235,1039,1484,496,662,1461,881,158,537,31184,2153,1689,925,937,185,566,370,594,1757,2550,2693,1927,2129,1984,1846,848,1529,923,1035,1534,1004,933,1073,"Castro Valley CDP, California",4515,2639,1086,722,595,538,171,425,275,412,780,917,817,761,939,509,702,452,557,261,366,472,392,137,468,2767,848,783,487,487,175,563,346,404,640,755,1110,650,685,696,573,396,717,531,476,607,452,453,599
"G06013014","2017","CA",,,"California","06",,,"Chico city","13014",,,,,,,,,,,,,,,,"16000US0613014","Chico city, California",93297,44746,2865,2670,1733,2012,2387,1512,2310,3712,3765,3172,2417,2420,1897,2174,1820,367,1954,924,1140,1647,1054,124,670,48551,2539,2636,1607,1255,2939,1350,1850,4093,4127,3166,3161,1606,2605,2441,2293,834,2287,1031,1634,1901,1096,497,1603,"Chico city, California",29,1830,725,809,733,571,672,907,1011,1045,1112,524,768,772,615,456,694,227,876,434,433,547,468,126,373,1837,531,731,562,378,1077,858,934,1432,834,698,899,612,496,673,822,388,795,449,503,584,592,322,559
"G06013210","2017","CA",,,"California","06",,,"Chino city","13210",,,,,,,,,,,,,,,,"16000US0613210","Chino city, California",89798,52815,2419,2506,3279,2589,833,583,1098,1643,4079,4893,4548,4077,4623,3710,3742,925,1722,1115,1155,1220,939,798,319,36983,1720,2102,3109,1664,791,228,364,1559,2905,2519,3234,2347,2204,2772,1991,717,1399,792,1371,1534,664,560,437,"Chino city, California",39,2029,860,696,912,884,408,397,549,538,768,1180,988,799,883,876,876,404,474,398,338,335,434,429,252,2031,613,599,768,653,478,214,280,643,734,876,816,694,709,667,530,275,468,347,494,582,327,280,280
"G06013214","2017","CA",,,"California","06",,,"Chino Hills city","13214",,,,,,,,,,,,,,,,"16000US0613214","Chino Hills city, California",80400,37348,1679,3588,2306,1218,1050,641,309,1544,3285,1282,3188,2108,3337,3053,2573,1047,1080,902,1284,1047,632,129,66,43052,2687,1969,3265,2101,1070,245,532,1574,3013,3027,4113,3127,4040,1872,2679,1083,1577,906,1349,1556,216,706,345,"Chino Hills city, California",97,1881,614,1122,890,550,636,571,267,617,1217,550,1208,825,1121,955,820,346,624,351,743,493,335,154,108,1884,895,783,1191,713,658,279,696,667,1062,944,1242,961,1156,595,769,442,651,507,549,885,202,596,297
"G06013392","2017","CA",,,"California","06",,,"Chula Vista city","13392",,,,,,,,,,,,,,,,"16000US0613392","Chula Vista city, California",270450,130380,9374,6956,9800,5839,3320,1884,2715,5322,8683,10960,8214,11836,8785,6420,8560,2518,4766,1771,3420,3596,2156,1943,1542,140070,8117,9851,11297,7715,4447,3444,774,6048,6861,10270,8482,10652,9586,8075,9777,2782,4204,2955,3429,4000,3067,2246,1991,"Chula Vista city, California",88,4526,2154,1973,2060,1333,1140,1008,962,1496,2082,1961,1452,1953,1650,1536,1693,853,1226,572,1529,1061,662,891,664,4531,1871,1990,1906,1406,1341,1253,429,1494,1518,2151,1704,1795,1756,1570,1541,848,1140,1391,901,1013,747,668,681
"G06013588","2017","CA",,,"California","06",,,"Citrus Heights city","13588",,,,,,,,,,,,,,,,"16000US0613588","Citrus Heights city, California",87924,43509,3023,2127,2802,2116,645,489,328,1456,5008,3267,3322,2595,2403,3481,2276,574,1724,1411,1080,1596,759,706,321,44415,1926,2523,2255,1979,393,322,310,1814,4046,4349,2287,2309,2584,2983,2573,1301,1899,1113,1610,2296,1297,869,1377,"Citrus Heights city, California",37,1699,853,617,787,715,467,262,245,643,1242,728,904,748,777,867,660,325,599,525,426,523,364,304,190,1698,680,921,815,787,257,305,305,724,1044,825,613,680,814,779,692,468,448,580,578,705,528,370,477
"G06014218","2017","CA",,,"California","06",,,"Clovis city","14218",,,,,,,,,,,,,,,,"16000US0614218","Clovis city, California",109700,53637,4029,4550,4913,2540,1027,451,795,2614,3597,3545,3300,2112,3410,3496,3465,794,2184,966,1308,2251,967,647,676,56063,4666,4391,2550,2104,1305,384,1189,2652,3680,4211,3498,3479,3016,3997,3424,731,1493,1302,1937,2164,1201,840,1849,"Clovis city, California",47,2013,926,1017,1406,652,430,289,470,787,1087,968,748,596,794,817,777,374,593,438,570,654,369,370,384,2011,1053,1089,738,766,509,385,688,1048,1108,1004,793,938,796,966,605,345,496,520,701,623,461,335,638
"G06015044","2017","CA",,,"California","06",,,"Compton city","15044",,,,,,,,,,,,,,,,"16000US0615044","Compton city, California",97626,48576,3595,4537,4690,2319,1628,867,857,2457,3653,3198,2140,3995,3169,3812,2541,990,1119,699,333,369,810,496,302,49050,3109,3593,5303,2071,1123,842,548,2582,4153,2715,3823,3642,3088,3199,2314,944,1585,348,846,881,836,942,563,"Compton city, California",57,1968,1087,1017,1069,678,597,442,378,930,1095,842,821,969,877,903,718,552,583,327,246,243,418,300,294,1975,1022,885,1110,656,545,447,367,680,1020,771,827,933,826,932,804,440,650,254,430,384,482,452,469
"G06016000","2017","CA",,,"California","06",,,"Concord city","16000",,,,,,,,,,,,,,,,"16000US0616000","Concord city, California",129778,64057,4427,4758,2891,1704,725,997,1280,2167,4034,5290,5642,3558,4692,4427,3733,1596,2420,1427,1642,2781,1939,780,1147,65721,4801,4141,3966,1488,1030,388,512,1912,4701,4828,4698,4217,2942,4360,4555,2324,2261,1873,2821,2697,2165,989,2052,"Concord city, California",39,2474,1301,1321,939,800,528,607,621,829,1101,1105,1244,1115,1193,1039,879,638,754,531,626,913,713,379,582,2470,1238,1125,942,691,539,345,429,740,1112,1042,1209,1084,878,956,1113,655,874,678,875,764,763,551,847
"G06016350","2017","CA",,,"California","06",,,"Corona city","16350",,,,,,,,,,,,,,,,"16000US0616350","Corona city, California",167843,84079,5915,4731,7439,4949,3232,1252,1819,3378,7911,4775,5178,4611,7497,5788,5378,1312,1780,1132,1630,1924,1145,661,642,83764,5298,5925,6763,3619,1731,2071,1258,3884,6035,5061,5094,6729,5951,6096,5062,1729,2144,1523,1929,2380,1126,1409,947,"Corona city, California",48,3060,1294,1257,1541,1257,926,588,922,1041,1706,1771,1163,1307,1189,1094,931,570,731,694,486,486,486,435,454,3054,1319,1077,1414,956,758,807,537,1222,1300,1195,1184,1261,997,1106,1124,600,703,583,657,728,466,581,552
"G06016532","2017","CA",,,"California","06",,,"Costa Mesa city","16532",,,,,,,,,,,,,,,,"16000US0616532","Costa Mesa city, California",113821,56779,3332,2158,4045,2444,1173,850,569,2469,4310,6582,4493,3917,4727,4596,3046,616,1245,1582,661,1718,1170,424,652,57042,3051,3398,3503,1246,1226,451,879,3122,7450,5605,4510,2744,3523,3914,3409,708,1268,1183,1217,1526,1113,1089,907,"Costa Mesa city, California",34,2535,918,765,1142,849,534,518,349,890,1130,1513,1071,944,1145,1189,848,310,460,718,328,618,673,249,385,2538,1168,1013,1067,687,747,375,563,922,1937,1086,1021,843,893,894,761,427,623,575,620,695,402,565,441
"G06017918","2017","CA",,,"California","06",,,"Daly City city","17918",,,,,,,,,,,,,,,,"16000US0617918","Daly City city, California",107091,51980,2427,2249,3663,2042,849,1351,496,2234,3792,5145,3672,3708,2525,3354,3370,1559,2110,1414,1799,1916,842,843,620,55111,2620,2587,2574,1591,1405,431,840,2832,5319,5015,3598,4087,2509,2737,3856,1200,2128,905,1975,2374,1664,1199,1665,"Daly City city, California",58,2428,849,959,1291,739,472,890,391,765,1150,1220,974,939,846,813,931,786,732,479,696,660,400,402,314,2427,930,907,1027,645,585,245,628,932,1448,1180,944,1195,683,791,980,494,744,402,509,618,743,460,670
"G06018100","2017","CA",,,"California","06",,,"Davis city","18100",,,,,,,,,,,,,,,,"16000US0618100","Davis city, California",68985,31307,1651,1440,1327,992,2557,2286,1627,3578,2589,1320,1262,2142,1264,1424,1353,586,820,491,512,840,745,246,255,37678,1250,1510,1472,1124,3652,2165,4079,3674,3017,1553,1268,1525,1831,1665,1925,667,1020,462,575,906,734,732,872,"Davis city, California",23,1794,700,574,571,412,999,1438,899,1048,709,494,595,758,501,541,475,329,358,303,280,318,394,208,180,1799,431,607,602,476,789,785,1615,1323,695,531,472,560,560,476,572,351,388,249,351,326,366,341,394
"G06019766","2017","CA",,,"California","06",,,"Downey city","19766",,,,,,,,,,,,,,,,"16000US0619766","Downey city, California",113089,55154,4312,3572,4720,2209,1046,900,499,2017,5732,4417,3339,2728,3443,2761,4011,1360,2118,1047,921,1632,601,434,1335,57935,3480,3029,4100,2125,944,857,1346,1813,5348,4866,3795,3140,4134,3644,3777,1989,1763,1071,1636,2011,764,1237,1066,"Downey city, California",35,2524,1388,1091,1446,796,484,594,383,855,1328,1127,940,865,838,860,1198,724,637,553,376,604,262,286,545,2526,1070,1078,1258,790,463,419,772,776,1153,1058,1155,829,1046,1014,1060,745,591,416,717,766,370,476,399
"G06020802","2017","CA",,,"California","06",,,"East Los Angeles CDP","20802",,,,,,,,,,,,,,,,"16000US0620802","East Los Angeles CDP, California",125542,63229,4996,4459,5087,3477,2023,1061,802,2872,5872,5441,4454,4260,3599,3733,2600,1449,1796,936,1538,680,1199,175,720,62313,3915,5234,5968,2100,1988,434,1278,2195,5292,4790,4145,3500,4406,3399,3210,920,1596,1246,1243,1681,1112,1087,1574,"East Los Angeles CDP, California",10161,5980,1161,1158,1239,942,667,471,410,968,1302,1148,1143,1181,846,1030,686,639,838,450,588,337,467,132,322,5010,1049,1128,1308,724,699,269,575,640,1187,1133,855,1037,1046,895,859,451,537,541,532,606,398,483,567
"G06021712","2017","CA",,,"California","06",,,"El Cajon city","21712",,,,,,,,,,,,,,,,"16000US0621712","El Cajon city, California",103906,50509,4202,3512,3565,2351,884,492,799,2954,6720,3641,2752,2733,1834,3362,2642,819,2052,815,682,1498,1029,726,445,53397,4613,3825,3044,2073,706,427,906,1178,5831,3989,3959,3053,2777,2807,4159,1141,1538,1064,1162,1011,1703,514,1917,"El Cajon city, California",47,2881,1551,1010,924,849,481,370,433,904,1766,1071,863,814,700,826,745,376,854,404,294,606,573,323,460,2884,1650,1445,928,927,494,303,477,523,1403,1015,985,910,819,712,1084,479,769,599,507,429,708,308,888
"G06022020","2017","CA",,,"California","06",,,"Elk Grove city","22020",,,,,,,,,,,,,,,,"16000US0622020","Elk Grove city, California",171831,83309,5462,6943,6191,3937,2937,1886,765,3518,5861,5997,4125,5066,5692,5395,5275,1765,3140,1373,2124,2325,1675,936,921,88522,4486,4647,5638,4445,2317,728,1128,2511,4856,6633,5317,6085,7460,6599,5408,2539,3614,1801,2363,4061,2430,1600,1856,"Elk Grove city, California",66,2465,1224,1670,1276,849,816,1035,440,1002,1762,1292,1089,1008,1206,926,1172,587,883,501,683,789,608,524,484,2459,1126,960,1179,968,778,465,585,878,1349,1429,1186,1214,1339,1133,1149,734,1134,607,675,1053,645,600,623
"G06022230","2017","CA",,,"California","06",,,"El Monte city","22230",,,,,,,,,,,,,,,,"16000US0622230","El Monte city, California",116110,59838,4951,3490,4944,2585,1224,1991,562,2545,6548,4004,3640,3500,3049,4054,3044,838,2000,1621,997,1309,1202,988,752,56272,2344,2400,4193,2120,1136,1234,858,3138,4599,3524,3874,3792,4331,4263,3569,1570,2000,990,1174,1919,1384,893,967,"El Monte city, California",38,2238,1184,900,1026,775,504,748,326,902,1613,1029,833,951,687,941,991,461,664,649,428,493,483,517,305,2238,848,756,1017,625,462,643,548,974,1048,867,1014,1030,1055,1052,798,573,783,519,460,601,596,328,321
"G06022804","2017","CA",,,"California","06",,,"Escondido city","22804",,,,,,,,,,,,,,,,"16000US0622804","Escondido city, California",151979,76455,5495,4228,4670,3192,2119,816,1682,3805,8023,6412,5377,4537,4047,6932,3997,1586,2483,1362,1340,1434,1166,759,993,75524,6338,4726,5328,2845,2720,712,831,2592,6641,5548,4504,4008,4484,5137,4732,2261,2004,1307,1677,2554,1387,1382,1806,"Escondido city, California",43,2539,1551,975,924,897,709,508,804,1305,1673,1330,1366,1010,911,1264,1013,550,1017,540,568,475,557,279,411,2537,1646,1260,1347,1008,882,414,613,850,1563,1188,1027,1072,1128,1104,1071,832,758,578,495,779,464,543,689
"G06023182","2017","CA",,,"California","06",,,"Fairfield city","23182",,,,,,,,,,,,,,,,"16000US0623182","Fairfield city, California",116280,58181,4040,3791,5013,2962,1603,854,974,2144,4684,4265,4891,3729,3275,3348,3056,1531,2135,408,1526,1616,1165,718,453,58099,5123,3481,3754,2104,1194,1011,555,2485,4195,4436,3650,4360,3688,3708,2840,2137,1303,1027,1361,2245,1659,805,978,"Fairfield city, California",64,1925,1010,914,976,709,717,623,479,861,923,956,1216,1046,704,774,721,601,692,284,617,668,400,381,290,1926,947,948,1100,636,513,498,381,838,972,949,794,1077,781,721,720,833,539,481,460,845,683,456,409
"G06024477","2017","CA",,,"California","06",,,"Florence-Graham CDP","24477",,,,,,,,,,,,,,,,"16000US0624477","Florence-Graham CDP, California",68095,34878,4025,3441,3074,1703,329,585,504,1654,2958,2743,2809,2184,2216,1803,1868,513,762,255,212,615,239,301,85,33217,2964,2549,2947,1730,1094,376,1174,1849,3202,2757,2133,1851,1696,1767,1638,829,458,248,640,510,455,123,227,"Florence-Graham CDP, California",7403,4073,1196,916,900,635,214,420,349,663,903,912,843,721,678,668,646,327,355,225,149,302,248,249,140,4005,790,779,976,598,444,301,499,705,819,768,632,577,567,691,631,455,316,260,335,317,325,194,161
"G06024638","2017","CA",,,"California","06",,,"Folsom city","24638",,,,,,,,,,,,,,,,"16000US0624638","Folsom city, California",78038,39657,1496,2476,3630,1694,365,418,234,1556,2501,2577,2597,3086,4074,4127,1790,1181,1267,701,1092,1141,769,613,272,38381,2266,2645,2795,2153,527,197,72,1102,1506,2072,2641,3293,3546,2970,2021,1297,955,741,1565,1532,596,1017,872,"Folsom city, California",28,1612,467,821,1224,579,281,295,212,659,838,763,730,866,848,1011,574,528,591,368,392,462,454,325,242,1610,782,913,848,628,343,199,121,523,682,774,773,783,985,663,624,548,366,322,559,463,350,538,429
"G06024680","2017","CA",,,"California","06",,,"Fontana city","24680",,,,,,,,,,,,,,,,"16000US0624680","Fontana city, California",211820,108425,8842,8087,9893,6201,4282,2369,3118,6257,9332,7341,9064,5503,8703,5898,4710,1544,2195,986,1261,884,1031,522,402,103395,6356,7412,10816,5420,4029,1995,2062,3984,7575,7304,6913,8932,7309,6126,5470,1389,2557,1290,1378,1818,1864,870,526,"Fontana city, California",42,3121,1694,1605,1797,1575,1355,935,1284,1243,1818,1693,1951,1376,1446,1333,1088,613,855,409,498,355,482,325,329,3122,1510,1716,2165,1259,1211,922,959,1071,1436,1204,1388,1531,1331,1167,1119,494,823,499,449,581,657,378,348
"G06026000","2017","CA",,,"California","06",,,"Fremont city","26000",,,,,,,,,,,,,,,,"16000US0626000","Fremont city, California",234954,115002,7305,8538,6813,4426,1356,1299,849,3570,10027,9351,9691,7908,9832,8617,6216,2165,4430,1638,2718,3393,1868,1603,1389,119952,7279,8725,8555,4366,1409,1025,866,3924,8809,9901,10607,9477,8024,8084,6619,2741,3053,2586,3224,3349,2677,2178,2474,"Fremont city, California",45,2638,1193,1420,1032,774,534,620,430,1188,1720,1360,1417,1183,1429,1098,1019,602,887,478,808,742,614,476,588,2636,1487,1586,1418,890,513,588,381,1132,1587,1370,1690,1312,1435,1283,1135,728,892,804,832,838,797,672,744
