GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,MGZE001,MGZE002,MGZE003,MGZE004,MGZE005,MGZE006,MGZE007,MGZE008,MGZE009,MGZE010,MGZE011,MGZE012,MGZE013,MGZE014,MGZE015,MGZE016,MGZE017,MGZE018,MGZE019,MGZE020,MGZE021,MGZE022,MGZE023,MGZE024,MGZE025,NAME_M,MGZM001,MGZM002,MGZM003,MGZM004,MGZM005,MGZM006,MGZM007,MGZM008,MGZM009,MGZM010,MGZM011,MGZM012,MGZM013,MGZM014,MGZM015,MGZM016,MGZM017,MGZM018,MGZM019,MGZM020,MGZM021,MGZM022,MGZM023,MGZM024,MGZM025
"G36084000","2011","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",32693,33,77,84,93,0,29,0,37,400,0,115,59,82,1727,1068,1872,1199,2376,1417,5419,6674,7832,1441,659,"Yonkers city, New York",2488,55,92,140,152,192,50,192,62,341,192,109,95,98,555,435,668,498,701,507,960,1131,1082,544,287
"G37002140","2011","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",18517,67,181,168,0,51,0,0,0,175,71,115,590,477,1536,2166,2506,1911,2517,1878,2128,672,555,483,270,"Asheville city, North Carolina",1637,115,216,169,220,85,220,220,220,284,101,144,554,275,635,637,969,673,795,611,632,338,372,323,216
"G37010740","2011","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,"Cary town, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,
"G37012000","2011","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",165604,290,293,625,310,645,886,139,628,2374,2561,4118,7773,5685,25631,17096,19766,11384,14675,13063,15446,8480,6850,3686,3200,"Charlotte city, North Carolina",5705,271,217,309,225,406,488,174,295,853,791,1132,1889,1116,3277,2725,2678,2026,2217,1980,2065,1567,1160,965,872
"G37014100","2011","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",19352,152,29,334,0,196,0,0,346,319,176,594,811,528,2768,2253,2711,1318,1729,2289,1385,659,312,0,443,"Concord city, North Carolina",2155,192,51,546,220,330,220,220,327,299,217,436,487,362,1009,808,1132,760,671,908,609,550,280,220,543
"G37019000","2011","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",46360,36,72,526,0,0,0,84,271,798,360,670,660,1315,4142,4766,8050,4220,7133,4750,5414,1152,1041,522,378,"Durham city, North Carolina",2734,62,88,433,220,220,220,102,181,372,321,488,324,522,1124,1133,1489,1082,1530,923,1274,433,609,260,232
"G37022920","2011","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",39460,399,179,239,0,40,166,78,518,852,1419,1604,3313,2946,6429,5420,4390,2512,3337,1579,3109,98,572,222,39,"Fayetteville city, North Carolina",2618,237,177,299,220,68,165,76,383,443,485,499,840,711,1437,1361,1025,633,1015,595,1008,116,307,193,66
"G37025580","2011","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",13954,170,67,59,40,69,126,0,228,698,636,364,731,595,1434,1621,1904,715,1931,1398,763,185,220,0,0,"Gastonia city, North Carolina",1144,152,84,98,67,71,126,220,193,420,270,255,366,303,478,570,651,505,644,447,443,182,205,220,220
"G37028000","2011","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",63967,470,202,254,296,71,0,188,242,1276,1829,1960,3904,3572,8633,8686,7962,4580,6764,5144,4042,1925,1152,615,200,"Greensboro city, North Carolina",3261,425,219,196,305,121,220,198,182,525,617,660,1003,1072,1430,1626,1605,1221,1574,1411,887,749,486,375,145
"G37028080","2011","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,"Greenville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,
"G37031400","2011","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",23095,38,0,146,0,70,217,35,386,509,1160,895,1113,1443,2716,3181,2763,1898,2845,1329,1318,305,380,55,293,"High Point city, North Carolina",1886,65,220,178,220,86,200,59,225,265,572,470,446,668,886,910,865,624,880,701,433,241,271,89,245
"G37034200","2011","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,"Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,
"G37055000","2011","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",88060,239,333,244,89,192,0,0,120,203,503,579,1099,1355,6729,11943,11486,11591,12989,6892,10012,4557,4722,1831,352,"Raleigh city, North Carolina",4599,300,230,237,105,156,220,220,207,273,337,345,462,584,1505,2472,2409,2243,2317,1335,1582,1102,982,454,201
"G37074440","2011","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",20208,250,0,444,0,284,0,0,114,69,86,310,437,156,2090,992,1842,2123,2734,2151,1828,1464,2061,166,607,"Wilmington city, North Carolina",1847,398,220,275,220,330,220,220,141,57,106,223,348,146,879,405,674,1002,1047,754,579,584,607,177,299
"G37075000","2011","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",52452,312,400,205,117,366,295,33,949,1017,1342,2979,3145,3736,7506,7176,6222,4461,3332,2341,2733,721,1569,940,555,"Winston-Salem city, North Carolina",2347,225,236,174,144,202,211,57,359,336,501,864,848,708,1255,1337,1209,983,806,772,680,348,595,316,373
"G38025700","2011","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",21759,701,243,39,88,0,61,0,63,34,221,696,422,761,2568,4888,2592,2232,3010,1314,813,511,482,20,0,"Fargo city, North Dakota",1630,482,224,63,142,143,105,143,107,60,180,630,395,392,927,1259,690,847,940,472,346,439,510,38,143
"G39001000","2011","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",43696,544,490,245,374,802,634,506,2295,3604,5909,4620,5136,3304,5909,2478,2176,1533,1094,410,627,669,337,0,0,"Akron city, Ohio",2252,247,330,148,236,418,276,220,657,774,1056,1018,1024,728,1139,597,506,476,389,210,369,384,273,187,187
"G39012000","2011","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",14328,117,250,247,580,273,293,293,1241,1049,1685,2133,1112,988,934,1379,616,523,315,189,111,0,0,0,0,"Canton city, Ohio",1669,110,215,193,290,191,231,216,458,408,569,715,474,392,396,747,341,290,224,186,127,187,187,187,187
"G39015000","2011","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",53150,164,230,183,376,275,475,374,1328,2014,3380,3114,3260,3312,8976,5058,4617,2225,3738,3149,2845,1503,1235,597,722,"Cincinnati city, Ohio",2642,142,163,137,278,195,224,249,485,635,764,636,725,903,1507,1177,848,727,663,807,679,501,366,347,373
"G39016000","2011","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",76728,1382,877,981,2410,1207,3278,1546,5527,7265,8324,8491,9177,7077,10186,3455,1832,1069,854,623,653,126,139,124,125,"Cleveland city, Ohio",3119,482,311,483,665,390,758,427,1015,1274,1164,1280,1168,1115,1383,816,541,379,375,275,504,98,121,127,131
"G39018000","2011","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",146208,1213,1392,291,576,457,1088,642,2895,4274,6422,8609,9961,9190,24627,18544,17736,13093,12491,5392,4687,1348,913,74,293,"Columbus city, Ohio",4129,448,571,180,407,286,479,282,740,1039,1213,1284,1560,1438,2273,2196,2226,1903,1860,716,911,618,460,123,207
"G39021000","2011","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",26401,367,102,448,965,1047,868,538,2502,3501,3333,2877,2669,1266,2584,1077,907,269,583,139,154,44,101,60,0,"Dayton city, Ohio",1898,218,125,294,359,416,365,281,698,826,728,827,675,510,714,436,374,215,261,166,136,73,126,101,187
"G39044856","2011","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",15777,140,48,16,156,31,203,207,433,1369,1568,1430,1733,1664,2055,934,1380,997,508,270,311,20,145,0,159,"Lorain city, Ohio",1444,165,80,26,204,55,152,207,260,548,503,452,569,525,632,355,524,411,454,183,185,35,127,187,167
"G39061000","2011","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",22564,129,85,88,0,85,35,40,154,149,257,602,1254,3184,8264,4348,2294,1028,438,64,66,0,0,0,0,"Parma city, Ohio",1461,132,101,89,187,70,57,68,133,129,209,291,432,618,1164,774,547,387,182,80,78,187,187,187,187
"G39077000","2011","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",61962,1360,965,1201,1457,1494,2019,1560,3726,4171,5352,6555,5857,4482,9417,5031,4309,1158,1077,204,227,268,0,0,72,"Toledo city, Ohio",2693,431,341,413,432,640,431,437,822,743,847,1097,997,788,1114,930,866,398,422,146,159,294,187,187,86
"G39088000","2011","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",15398,859,1084,741,1485,706,764,700,1609,1589,1651,1139,1287,630,579,185,140,0,59,43,29,0,86,0,33,"Youngstown city, Ohio",1170,372,316,315,494,247,286,250,490,415,446,348,615,265,263,162,113,187,96,73,51,187,122,187,39
"G40009050","2011","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",29463,243,161,273,0,68,67,0,285,126,301,508,1111,1358,4817,5019,4484,4280,3136,1001,1164,343,554,0,164,"Broken Arrow city, Oklahoma",1489,181,224,201,163,81,110,163,188,156,196,263,424,395,715,877,770,892,658,368,378,207,275,163,120
"G40023200","2011","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",22450,155,39,83,0,43,194,0,91,89,92,159,468,591,2596,1756,2829,2229,2497,2405,2723,1471,1397,440,103,"Edmond city, Oklahoma",1576,189,62,137,163,75,229,163,107,106,106,208,318,495,748,600,760,496,552,706,819,568,575,316,123
"G40041850","2011","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",17013,193,131,430,227,233,76,178,718,595,705,1431,1341,1338,2326,2462,1246,1332,758,508,581,78,0,49,77,"Lawton city, Oklahoma",1507,160,154,240,157,248,88,158,283,279,315,608,556,533,711,740,510,617,338,312,401,91,163,61,98
"G40052500","2011","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",25332,119,176,54,187,50,0,0,170,571,272,447,1433,833,3764,5045,3561,1711,2857,1446,1317,568,474,92,185,"Norman city, Oklahoma",1937,160,176,86,208,83,163,163,184,280,207,270,564,437,897,1252,880,662,732,513,529,266,297,144,198
"G40055000","2011","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",130866,1089,1483,644,1426,992,1239,1419,3332,4203,6672,6141,7160,7717,14717,17578,15568,9692,10425,7048,5935,3013,2263,426,684,"Oklahoma City city, Oklahoma",3756,462,604,319,479,330,517,514,765,1011,1064,973,1034,1237,1762,1806,2056,1544,1330,1315,981,738,731,257,275
"G40075000","2011","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",89471,1098,673,965,832,668,1142,862,3403,4528,3903,5785,7196,5279,10800,9151,8115,5134,5942,3758,4601,2115,2227,899,395,"Tulsa city, Oklahoma",2736,423,258,485,275,358,419,363,684,920,653,1055,1183,1057,1299,1146,989,902,791,684,780,453,546,410,217
"G41005350","2011","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,"Beaverton city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,
"G41005800","2011","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,"Bend city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,
"G41023850","2011","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",29651,519,168,249,244,73,386,128,187,148,316,53,274,121,827,1048,2715,3245,5631,4004,4722,2372,1182,643,396,"Eugene city, Oregon",2171,356,279,218,214,85,351,164,178,142,319,84,226,145,424,446,931,892,953,887,950,642,450,328,248
"G41031250","2011","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,"Gresham city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,
"G41034100","2011","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,"Hillsboro city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,
"G41047000","2011","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",13534,64,0,325,275,57,227,61,0,91,216,140,254,265,527,944,1536,1492,2264,2087,1943,327,315,124,0,"Medford city, Oregon",1826,109,203,283,233,92,223,103,203,110,259,146,236,230,252,425,583,553,721,689,604,228,391,149,203
"G41059000","2011","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",128055,882,290,418,450,286,350,189,313,255,62,340,262,369,2926,5555,10446,9956,21222,18551,25094,11508,13269,3579,1483,"Portland city, Oregon",3684,427,148,243,286,218,213,156,217,199,78,255,158,212,884,1009,1798,1450,1765,1851,2202,1465,1731,803,537
"G41064900","2011","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",30146,430,266,373,171,107,332,136,150,383,171,123,206,475,2218,2456,5161,3939,5692,3470,2580,784,425,0,98,"Salem city, Oregon",2229,246,205,250,153,124,192,146,154,349,209,153,176,306,717,719,1295,1063,1179,926,746,445,251,203,116
"G42002000","2011","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",18930,0,27,65,83,59,27,175,111,366,472,1231,1037,1552,3929,2393,2896,1676,1311,452,679,205,184,0,0,"Allentown city, Pennsylvania",1994,168,45,112,102,73,44,198,102,204,257,498,454,566,1124,678,792,633,512,252,466,179,153,168,168
"G42006088","2011","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",15883,0,82,170,0,120,0,16,0,46,114,281,181,483,1681,1249,3404,1535,3448,1528,1073,205,101,166,0,"Bethlehem city, Pennsylvania",1648,168,134,108,168,152,168,31,168,76,134,276,194,371,493,447,904,454,865,535,507,150,95,138,168
"G42024000","2011","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",21877,176,70,508,277,229,391,398,1354,1550,2816,2321,2710,1391,3960,988,1348,548,374,258,120,51,39,0,0,"Erie city, Pennsylvania",1395,125,84,350,210,155,213,235,419,550,708,646,738,404,830,383,532,271,237,171,123,86,65,168,168
"G42060000","2011","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",311303,2735,2794,3897,4082,3396,5322,3533,10017,12646,14890,13725,15185,13693,34710,22046,34680,22708,37006,17675,17287,7394,7944,2068,1870,"Philadelphia city, Pennsylvania",7659,634,776,908,1040,716,1169,1156,1677,1792,1990,1845,2266,1881,3030,2664,2581,2331,3436,1988,1657,1312,1452,767,581
"G42061000","2011","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",63514,547,448,1130,1412,1134,1538,1309,4680,3941,5426,6426,3567,4264,6192,4074,3078,1839,4514,1869,2695,1312,1467,545,107,"Pittsburgh city, Pennsylvania",2493,202,207,486,498,395,432,409,860,694,978,994,669,857,849,866,661,444,920,560,702,424,416,416,100
"G42063624","2011","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",14315,323,37,495,245,443,961,410,1472,787,2613,961,967,530,1397,853,700,316,632,53,120,0,0,0,0,"Reading city, Pennsylvania",1290,269,60,416,185,311,404,203,485,348,724,369,400,249,526,348,395,221,312,62,127,168,168,168,168
"G42069000","2011","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",15438,119,69,34,154,0,218,57,662,971,751,1016,1661,1305,2798,1742,1197,1273,683,222,298,0,122,86,0,"Scranton city, Pennsylvania",1206,117,88,57,160,168,119,67,307,528,267,353,491,512,628,470,405,397,236,157,170,168,117,100,168
"G44019180","2011","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,"Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,
"G44054640","2011","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,"Pawtucket city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,
"G44059000","2011","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",22595,49,38,159,50,0,150,0,0,131,382,223,510,728,2252,2502,2978,2428,3031,1696,2196,593,1276,848,375,"Providence city, Rhode Island",2156,83,62,168,82,207,195,207,207,158,436,215,475,503,931,807,904,784,735,699,548,257,451,609,348
"G44074300","2011","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",25070,0,58,129,220,89,0,0,0,0,52,40,0,355,1312,1532,4213,3002,6646,2744,3203,857,386,23,209,"Warwick city, Rhode Island",1640,207,96,127,149,154,207,207,207,207,90,68,207,236,543,567,922,785,1414,746,747,391,295,38,138
"G45013330","2011","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",26901,111,0,312,189,0,266,139,44,176,240,431,677,355,931,1502,3570,2144,3684,3269,2931,1657,1601,881,1791,"Charleston city, South Carolina",2461,113,217,353,202,217,171,228,75,198,385,483,524,285,401,659,1303,939,889,880,788,546,683,517,736
"G45016000","2011","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",21763,216,69,78,36,75,0,33,416,445,1091,1103,843,846,1924,2668,2790,1226,2049,964,2102,1004,780,897,108,"Columbia city, South Carolina",1924,142,83,139,59,92,217,53,339,358,469,478,325,402,884,702,767,419,698,374,581,401,323,498,83
"G45048535","2011","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,
"G45050875","2011","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",17953,631,482,219,148,234,210,76,521,361,214,618,668,787,1978,2853,1556,2208,2101,763,563,193,470,32,67,"North Charleston city, South Carolina",2146,414,325,171,208,200,193,95,326,287,217,332,321,424,645,987,537,1018,773,428,371,234,360,54,121
"G45061405","2011","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",14243,37,136,119,99,0,29,287,461,489,359,741,317,1720,2281,2427,601,1761,685,497,580,175,392,0,50,"Rock Hill city, South Carolina",1651,63,151,145,164,217,47,198,367,288,253,392,298,763,880,885,361,680,457,277,440,202,539,217,82
"G46052980","2011","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",15179,252,85,25,150,236,66,31,45,71,239,194,962,564,2218,2352,2205,994,2400,635,872,212,371,0,0,"Rapid City city, South Dakota",1288,207,140,42,148,240,115,52,76,93,201,212,517,302,694,676,621,475,795,301,443,173,228,155,155
"G46059020","2011","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",38592,703,549,40,205,268,188,0,456,689,357,446,1301,1751,5793,5642,6621,4088,3432,2363,2313,780,547,0,60,"Sioux Falls city, South Dakota",2191,437,300,65,200,424,243,155,308,471,338,304,519,585,998,1213,1532,1200,887,965,901,599,427,155,100
"G47014000","2011","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",36025,715,469,51,269,258,388,155,599,494,1267,1822,2461,2009,4226,4728,4230,2866,2721,1767,1512,1141,1049,323,505,"Chattanooga city, Tennessee",2577,802,299,86,173,173,251,148,289,264,431,778,704,762,1156,1163,938,909,840,525,531,476,488,180,383
"G47015160","2011","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",26494,410,439,381,129,89,43,0,235,1243,603,648,621,1592,4896,4393,4194,2649,1796,1559,283,236,27,0,28,"Clarksville city, Tennessee",2552,461,413,288,220,113,71,208,230,845,333,389,238,640,1469,1396,1328,1611,857,711,188,120,47,208,53
"G47037640","2011","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",14048,29,17,35,177,54,362,103,866,591,619,796,1494,1203,2241,840,978,800,893,352,1331,121,146,0,0,"Jackson city, Tennessee",1268,50,30,59,166,98,192,99,499,261,273,437,673,401,677,348,450,398,467,197,540,104,143,208,208
"G47040000","2011","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",40331,87,433,352,109,123,494,447,624,1221,2847,2903,3414,2685,7370,4235,4788,2093,2054,914,1364,384,886,302,202,"Knoxville city, Tennessee",2523,105,267,388,116,118,354,277,354,439,801,884,834,645,1281,885,1201,787,521,397,513,269,503,300,257
"G47048000","2011","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",121164,962,1483,1360,1034,993,3293,1749,5567,8976,10708,9875,10667,6502,15494,11379,7375,4576,5895,3888,4448,1707,1596,1050,587,"Memphis city, Tennessee",4216,410,578,571,487,444,1128,669,986,1442,1860,1518,1463,1129,1878,1865,1459,1217,1221,840,964,552,574,439,325
"G47051560","2011","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,"Murfreesboro city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,
"G47052006","2011","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",130303,1029,860,353,176,342,237,56,488,1280,1420,4329,4124,5625,19396,16778,18604,10316,13976,8741,10508,3836,4820,1623,1386,"Nashville-Davidson metropolitan government (balance), Tennessee",3829,482,345,221,160,258,315,92,435,545,468,996,925,1256,1987,1739,2203,1519,1693,1512,1531,756,1014,714,461
"G48001000","2011","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",25491,144,550,393,553,725,575,619,1685,1911,2164,2353,2017,1502,2991,2268,1997,580,1149,572,565,111,34,0,33,"Abilene city, Texas",1788,124,310,269,309,367,288,345,581,644,649,629,755,506,808,640,589,279,441,280,412,130,56,218,53
"G48001924","2011","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48003000","2011","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",46348,638,330,148,346,752,760,676,2092,1865,2837,3167,3225,3483,5227,6014,4781,2566,3348,1958,998,450,488,55,144,"Amarillo city, Texas",1770,325,230,138,176,389,459,362,586,638,700,775,922,898,929,946,894,839,850,506,430,229,267,90,120
"G48004000","2011","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",75767,305,1949,573,475,424,253,119,810,787,2446,3719,5040,5742,14953,13636,8453,4863,5211,2285,1862,598,938,134,192,"Arlington city, Texas",3253,382,1652,529,438,677,280,115,383,364,834,1026,1221,1548,2001,2057,1564,1456,934,762,615,341,571,128,193
"G48004462","2011","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48005000","2011","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",141585,279,714,1235,369,247,479,172,1167,730,497,1324,2651,2320,11286,12124,16155,12238,19205,13478,19038,10947,9887,2763,2280,"Austin city, Texas",5060,257,489,783,275,201,262,208,629,345,262,636,840,837,1636,2006,2139,1809,2076,2181,2070,1555,1258,689,624
