GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHP5E001,AHP5E002,AHP5E003,AHP5E004,AHP5E005,AHP5E006,AHP5E007,AHP5E008,AHP5E009,AHP5E010,AHP5E011,AHP5E012,AHP5E013,AHP5E014,AHP5E015,AHP5E016,AHP5E017,AHP5E018,AHP5E019,AHP5E020,AHP5E021,AHP5E022,AHP5E023,AHP5E024,AHP5E025,AHP5E026,AHP5E027,NAME_M,AHP5M001,AHP5M002,AHP5M003,AHP5M004,AHP5M005,AHP5M006,AHP5M007,AHP5M008,AHP5M009,AHP5M010,AHP5M011,AHP5M012,AHP5M013,AHP5M014,AHP5M015,AHP5M016,AHP5M017,AHP5M018,AHP5M019,AHP5M020,AHP5M021,AHP5M022,AHP5M023,AHP5M024,AHP5M025,AHP5M026,AHP5M027
"G1800110","2017","IN",,,"Indiana","18","Boone County","011",,,,,,,,,,,,,,,,,,"05000US18011","Boone County, Indiana",19741,236,329,69,185,0,0,64,0,154,275,358,334,739,1666,1376,1801,1190,2533,1201,2123,2289,1994,248,204,223,150,"Boone County, Indiana",1013,310,314,119,205,197,197,100,197,166,330,249,239,451,693,508,619,557,804,474,643,736,532,213,199,227,156
"G1800190","2017","IN",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,,"05000US18019","Clark County, Indiana",32368,954,63,502,99,91,111,301,299,350,695,1291,1827,1891,4877,5802,3969,2118,3024,1711,1121,735,248,158,12,119,0,"Clark County, Indiana",1597,520,97,353,117,91,138,209,239,260,404,624,622,506,1013,1067,989,675,696,417,490,437,207,170,20,159,197
"G1800350","2017","IN",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,,"05000US18035","Delaware County, Indiana",28600,821,272,487,1206,257,607,473,1764,1530,1944,2568,1992,1792,3201,2609,1721,658,1647,1173,929,174,426,199,78,72,0,"Delaware County, Indiana",1358,428,216,422,697,158,310,221,544,467,621,770,562,520,769,785,565,367,625,523,593,164,259,212,131,117,197
"G1800390","2017","IN",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,,"05000US18039","Elkhart County, Indiana",51108,400,379,114,91,724,483,131,1364,1082,1486,1765,2220,2542,7260,7296,5191,4337,4721,3613,3160,1387,1024,263,75,0,0,"Elkhart County, Indiana",2199,233,347,153,151,455,360,129,747,453,575,720,698,843,1146,1287,1147,1106,966,782,776,522,507,222,125,197,197
"G1800430","2017","IN",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,"05000US18043","Floyd County, Indiana",20847,77,29,235,0,101,0,153,148,337,813,513,595,937,2538,2486,1767,1687,2881,1913,2085,680,632,160,80,0,0,"Floyd County, Indiana",1267,96,49,251,197,164,197,170,127,272,416,229,260,399,696,623,556,486,692,545,689,379,425,190,130,197,197
"G1800530","2017","IN",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,"05000US18053","Grant County, Indiana",17941,312,171,0,210,228,580,187,1172,567,1787,1355,1684,749,1703,2251,1638,1094,520,648,623,254,127,56,25,0,0,"Grant County, Indiana",1290,204,147,197,153,185,413,200,477,330,585,490,573,269,574,728,706,443,362,357,492,290,168,94,48,197,197
"G1800570","2017","IN",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,"05000US18057","Hamilton County, Indiana",92896,425,310,221,0,223,258,0,0,126,449,508,1430,502,3099,5142,7806,7577,14695,11168,19787,8283,7333,1815,1005,593,141,"Hamilton County, Indiana",2498,446,290,231,197,279,175,197,197,153,300,401,732,349,1088,1053,1632,1479,1678,1836,2029,1432,1548,680,611,490,139
"G1800590","2017","IN",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,"05000US18059","Hancock County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1800630","2017","IN",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,"05000US18063","Hendricks County, Indiana",45047,134,53,110,0,38,159,0,36,35,261,947,913,900,5160,5856,5529,5115,7191,5631,4475,917,1150,70,147,220,0,"Hendricks County, Indiana",2187,204,93,110,197,63,214,197,61,33,261,563,596,387,1235,1151,1229,1627,1334,1194,1083,379,467,118,175,286,197
"G1800670","2017","IN",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,"05000US18067","Howard County, Indiana",24474,417,35,310,39,209,137,375,1755,1647,1927,2182,1935,1497,3074,2985,2481,681,1428,782,153,127,149,100,0,0,49,"Howard County, Indiana",1511,311,60,203,63,175,140,234,641,598,602,701,604,510,850,816,816,278,580,328,157,130,148,112,197,197,89
"G1800810","2017","IN",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,"05000US18081","Johnson County, Indiana",42113,90,0,384,0,0,194,0,130,249,549,591,1841,1692,5876,6251,5466,4520,6006,2788,3025,1795,444,70,64,88,0,"Johnson County, Indiana",2308,159,197,263,197,197,188,197,155,236,341,333,689,526,1472,1300,1179,1100,1386,921,891,701,339,121,111,145,197
"G1800850","2017","IN",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,"05000US18085","Kosciusko County, Indiana",22737,778,207,230,42,96,144,94,184,608,465,962,1338,894,2205,2760,1830,2186,2619,1213,1509,863,827,251,257,40,135,"Kosciusko County, Indiana",1313,458,186,215,70,151,164,103,143,359,221,411,525,446,636,734,605,639,736,419,519,377,387,188,162,67,158
"G1800890","2017","IN",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,"05000US18089","Lake County, Indiana",130327,1124,1660,592,651,872,741,1395,3644,3670,5605,5891,8817,4885,12078,15229,13237,10418,15642,9144,9520,2534,2216,458,114,190,0,"Lake County, Indiana",3151,457,606,319,293,409,468,463,924,874,1130,993,1530,1135,1729,1721,1758,1558,2010,1356,1517,848,796,324,120,194,197
"G1800910","2017","IN",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,"05000US18091","LaPorte County, Indiana",30287,854,262,104,260,404,215,46,279,1109,1675,1623,2001,1758,3792,3040,3548,3145,2045,1614,1038,421,602,13,395,12,32,"LaPorte County, Indiana",1562,483,201,131,271,303,191,61,208,391,540,600,692,503,873,746,686,779,613,467,408,227,333,21,366,15,26
"G1800950","2017","IN",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,"05000US18095","Madison County, Indiana",34831,721,349,223,534,576,790,625,1799,2126,2740,3425,2242,3022,4818,2871,3156,905,1329,779,1057,223,307,152,62,0,0,"Madison County, Indiana",1831,355,268,172,272,290,380,327,588,587,692,1018,575,807,906,738,702,324,532,328,392,206,192,225,76,197,197
"G1800970","2017","IN",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,"05000US18097","Marion County, Indiana",200005,1998,1334,771,1424,682,1574,1977,4541,6794,7948,8346,10669,10754,27355,27814,23772,14946,13781,9003,11698,5373,4580,1585,732,14,540,"Marion County, Indiana",4901,685,484,324,477,378,627,748,798,1228,1346,1439,1335,1763,2586,2711,2669,1983,1618,1347,1491,1021,941,527,343,24,403
"G1801050","2017","IN",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,"05000US18105","Monroe County, Indiana",30585,312,462,413,330,383,187,6,253,88,205,378,1310,1392,2733,3451,3888,2171,4561,2247,3504,1070,859,140,79,103,60,"Monroe County, Indiana",1573,264,394,338,371,366,237,9,236,148,192,222,487,537,766,844,878,628,1023,618,773,490,445,166,132,127,100
"G1801090","2017","IN",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,"05000US18109","Morgan County, Indiana",19554,148,0,37,70,311,119,10,401,205,738,386,331,792,1889,3160,2163,1360,2692,1354,2389,433,337,40,142,0,47,"Morgan County, Indiana",1309,140,197,67,76,248,173,17,275,205,349,243,277,399,505,903,558,501,663,634,823,247,301,68,186,197,65
"G1801270","2017","IN",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,"05000US18127","Porter County, Indiana",45286,1626,254,153,113,79,146,0,77,482,148,468,483,777,3048,6072,5909,4737,6777,5024,5169,1843,1102,386,329,19,65,"Porter County, Indiana",1975,629,220,167,135,130,168,197,82,294,165,284,320,363,697,1320,1181,1018,1095,1107,941,565,429,218,230,32,113
"G1801410","2017","IN",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,"05000US18141","St. Joseph County, Indiana",67122,944,1009,677,438,786,525,472,1432,1854,3648,4372,3649,4882,8442,6887,7794,4112,6064,3308,3069,950,1247,297,264,0,0,"St. Joseph County, Indiana",2416,395,455,345,246,342,266,345,464,676,839,905,713,1156,1311,1031,1149,884,923,718,813,359,612,217,234,197,197
"G1801570","2017","IN",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,"05000US18157","Tippecanoe County, Indiana",40787,117,28,162,554,114,35,192,280,1244,1809,2371,2400,1720,3789,5616,5145,1814,4390,3625,2963,1623,507,208,43,38,0,"Tippecanoe County, Indiana",1797,117,35,173,420,166,58,270,266,686,788,610,754,537,868,1355,1080,554,984,1077,872,578,304,238,70,65,197
"G1801630","2017","IN",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,"05000US18163","Vanderburgh County, Indiana",51309,912,333,97,214,363,573,251,1177,2186,3237,3767,2597,3161,5153,6107,5419,3776,3998,2829,2280,1198,1268,338,75,0,0,"Vanderburgh County, Indiana",2390,644,314,121,265,243,297,198,416,617,712,895,675,986,1132,1348,1148,906,1006,885,629,550,638,391,123,197,197
"G1801670","2017","IN",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,"05000US18167","Vigo County, Indiana",25276,290,236,228,176,292,798,346,1291,1395,1870,3105,2126,1229,2577,2377,2782,1087,998,758,768,237,222,49,39,0,0,"Vigo County, Indiana",1610,178,181,273,157,201,425,330,588,472,504,848,647,442,638,532,586,511,488,362,376,188,214,83,66,197,197
"G1801770","2017","IN",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,"05000US18177","Wayne County, Indiana",17508,139,146,186,351,108,371,137,484,791,1566,1015,1594,1258,2559,1971,1496,451,887,627,532,139,463,65,133,39,0,"Wayne County, Indiana",1372,125,146,166,295,84,235,128,319,405,543,385,545,418,634,634,594,281,413,317,322,108,303,95,212,64,197
"G1900130","2017","IA",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,"05000US19013","Black Hawk County, Iowa",34129,291,173,225,0,208,126,110,1052,1272,1027,1163,1382,1716,3268,4327,5430,2840,3762,2472,2496,298,439,52,0,0,0,"Black Hawk County, Iowa",1476,197,132,198,163,194,115,137,489,564,410,347,460,641,649,803,941,585,808,651,721,257,334,83,163,163,163
"G1900490","2017","IA",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,"05000US19049","Dallas County, Iowa",26315,213,120,100,108,0,355,0,198,0,350,160,478,694,2245,2036,1999,1005,3579,1877,4758,3195,2023,525,297,0,0,"Dallas County, Iowa",1098,216,112,168,144,163,356,163,209,163,224,144,327,476,762,651,672,486,999,761,1131,729,592,369,362,163,163
"G1900610","2017","IA",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,"05000US19061","Dubuque County, Iowa",28180,494,48,117,8,179,67,0,151,275,504,421,815,776,3630,4119,3537,2677,2881,2497,2912,1221,360,72,180,7,232,"Dubuque County, Iowa",1063,364,49,182,14,127,77,163,114,181,243,210,276,298,741,774,615,518,559,528,596,431,209,87,96,11,187
"G1901030","2017","IA",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,"05000US19103","Johnson County, Iowa",36454,393,87,113,177,76,0,116,229,208,151,140,109,442,1756,2203,4131,4077,7221,3680,5434,2962,2298,283,91,0,77,"Johnson County, Iowa",1559,316,142,158,213,164,163,144,160,190,166,112,131,341,838,600,923,813,1052,858,918,894,825,233,135,163,133
"G1901130","2017","IA",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,"05000US19113","Linn County, Iowa",67242,1797,428,65,370,509,527,108,757,1007,281,1362,3111,2411,7139,10929,9296,5255,9166,4779,3451,2355,1406,510,126,0,97,"Linn County, Iowa",2113,758,294,66,283,465,551,122,415,648,215,517,859,712,1194,1334,1423,1046,1196,959,891,698,515,305,158,163,128
"G1901530","2017","IA",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,"05000US19153","Polk County, Iowa",126942,1611,598,1475,1129,208,232,283,882,1452,1579,3006,4739,4928,11423,12871,14297,12023,18277,14473,12209,4692,3209,1097,29,0,220,"Polk County, Iowa",3238,658,285,762,682,200,151,276,479,568,506,824,1041,934,1424,1630,1869,1664,1907,2110,1670,987,883,476,48,163,186
"G1901550","2017","IA",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,"05000US19155","Pottawattamie County, Iowa",25720,140,265,189,400,140,155,62,556,426,745,1268,1178,1308,3682,3547,2052,1833,2866,2007,1643,509,436,245,10,0,58,"Pottawattamie County, Iowa",1314,151,243,141,281,135,151,106,305,244,309,556,417,430,676,651,497,491,625,434,487,302,325,230,16,163,97
"G1901630","2017","IA",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,"05000US19163","Scott County, Iowa",45967,229,58,460,247,51,209,276,320,845,1586,1719,1737,2068,6225,5132,5198,2748,4063,3965,5068,1443,1331,368,621,0,0,"Scott County, Iowa",1898,131,74,335,187,86,227,299,218,340,671,565,508,568,937,920,967,780,884,705,938,529,499,336,450,163,163
"G1901690","2017","IA",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,"05000US19169","Story County, Iowa",19654,123,101,140,382,128,50,6,232,124,311,250,373,133,1026,2152,2898,1372,3949,1673,3380,500,174,0,7,129,41,"Story County, Iowa",1239,142,109,154,331,150,58,10,254,118,253,139,256,90,301,707,643,425,791,728,972,325,194,163,13,198,66
"G1901930","2017","IA",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,"05000US19193","Woodbury County, Iowa",25835,261,67,50,184,173,449,311,664,1711,954,1451,1776,2228,2838,1892,3740,2141,1513,1020,1181,942,223,0,0,0,66,"Woodbury County, Iowa",1444,259,79,44,132,156,322,204,290,688,434,565,529,718,688,526,845,644,449,405,448,379,208,163,163,163,78
"G2000150","2017","KS",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,"05000US20015","Butler County, Kansas",18459,302,15,368,177,168,29,65,283,360,499,998,878,1100,1743,1929,2337,1869,1837,1183,1590,216,182,96,235,0,0,"Butler County, Kansas",1295,182,18,409,219,184,42,91,214,204,246,521,440,523,506,689,586,719,718,522,622,168,174,157,216,177,177
"G2000450","2017","KS",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,"05000US20045","Douglas County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2000910","2017","KS",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,"05000US20091","Johnson County, Kansas",157410,1609,321,310,319,327,0,36,296,188,529,269,759,1412,5079,8684,15041,11698,29536,21923,28308,13909,11810,2687,1600,325,435,"Johnson County, Kansas",2799,725,199,247,240,182,177,60,234,159,366,180,428,614,974,1238,1646,1641,2162,1715,1633,1519,1350,670,513,203,181
"G2001030","2017","KS",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,"05000US20103","Leavenworth County, Kansas",19276,8,150,55,51,180,64,9,562,138,435,940,284,828,1648,1863,2262,1560,1913,2978,2020,876,246,148,0,0,58,"Leavenworth County, Kansas",1246,13,186,84,79,184,107,18,492,139,294,518,224,546,642,733,622,605,546,834,568,385,222,203,177,177,97
"G2001610","2017","KS",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,"05000US20161","Riley County, Kansas",12508,523,116,238,0,69,11,0,27,135,171,171,103,263,700,1041,1305,1339,2321,1605,1299,620,321,59,0,0,71,"Riley County, Kansas",1097,433,175,310,177,91,19,177,36,140,160,165,160,242,385,449,537,512,721,559,566,518,257,106,177,177,96
"G2001730","2017","KS",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,"05000US20173","Sedgwick County, Kansas",122684,1792,1216,1113,441,418,703,1500,2338,2271,6780,6730,5600,6272,13540,16035,15551,8873,12433,6774,7314,2333,1507,644,397,109,0,"Sedgwick County, Kansas",3116,549,366,649,235,207,355,601,729,588,1170,1068,1179,1202,1859,1625,1475,1242,1464,963,1062,566,618,331,272,136,177
"G2001770","2017","KS",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,"05000US20177","Shawnee County, Kansas",47351,999,538,373,340,161,1147,459,845,1646,2876,2542,3127,2340,4958,5397,5325,4226,2864,2520,2752,1183,504,71,63,0,95,"Shawnee County, Kansas",2004,472,286,297,198,158,578,321,544,567,638,737,788,599,959,1007,937,1169,559,693,667,397,284,122,103,177,112
"G2002090","2017","KS",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,"05000US20209","Wyandotte County, Kansas",34093,953,626,224,796,324,999,620,1375,1517,2142,2072,1981,1519,5621,4380,3319,1302,1925,951,680,322,217,36,0,96,96,"Wyandotte County, Kansas",1634,386,314,170,373,241,392,322,547,596,529,475,572,406,1119,871,834,379,569,457,263,224,182,60,177,114,98
"G2100150","2017","KY",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,"05000US21015","Boone County, Kentucky",35100,232,573,330,32,0,87,0,120,279,237,737,811,471,2126,4386,4626,3787,5426,4300,3937,1369,880,300,54,0,0,"Boone County, Kentucky",1629,208,349,388,54,195,106,195,152,258,243,492,473,310,768,1092,1035,847,1164,916,899,603,395,239,89,195,195
"G2100290","2017","KY",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,"05000US21029","Bullitt County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bullitt County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2100370","2017","KY",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,"05000US21037","Campbell County, Kentucky",24606,331,45,78,67,205,119,60,160,150,1231,999,842,867,2352,2653,1681,2088,3431,2506,2587,1171,684,196,54,49,0,"Campbell County, Kentucky",1182,273,76,97,112,176,125,78,144,122,440,388,401,394,634,592,486,657,780,631,668,557,326,115,89,83,195
"G2100470","2017","KY",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,"05000US21047","Christian County, Kentucky",12500,122,135,265,57,191,65,0,260,807,624,786,530,674,1904,1226,1191,982,1410,558,367,144,141,0,29,32,0,"Christian County, Kentucky",1241,150,124,241,69,270,105,195,250,348,283,440,406,372,630,606,507,570,573,290,245,135,147,195,51,53,195
"G2100590","2017","KY",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,,"05000US21059","Daviess County, Kentucky",27252,429,96,178,155,0,169,74,512,549,1357,1940,1657,1372,3462,3729,3597,1736,2008,1295,1171,462,640,333,54,0,277,"Daviess County, Kentucky",1581,267,122,265,202,195,149,122,319,274,492,635,504,447,771,876,908,650,600,434,409,313,324,355,72,195,366
"G2100670","2017","KY",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,"05000US21067","Fayette County, Kentucky",71467,375,465,194,76,134,157,241,72,734,501,962,2500,1781,7417,8022,7774,5963,9202,6995,8885,3394,3563,1219,388,155,298,"Fayette County, Kentucky",2517,398,400,138,93,146,169,325,120,373,311,423,672,559,1147,1199,1080,1162,1168,1048,1308,847,925,398,221,150,273
"G2100930","2017","KY",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,"05000US21093","Hardin County, Kentucky",24458,754,242,59,49,111,93,0,561,660,470,471,838,724,3840,3205,3271,1695,3242,1932,1266,475,307,49,144,0,0,"Hardin County, Kentucky",1332,483,237,73,81,151,103,195,459,560,378,287,468,354,775,839,837,567,840,645,518,320,268,88,230,195,195
"G2101110","2017","KY",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,"05000US21111","Jefferson County, Kentucky",192155,1799,1094,926,543,374,991,472,2534,2693,4207,4257,7457,7241,21822,19998,20176,14541,23108,18839,18452,8906,6823,3392,945,221,344,"Jefferson County, Kentucky",4358,531,455,448,308,225,409,301,564,737,836,911,1254,1230,2355,1805,2087,1677,2208,1609,1527,1202,1076,881,354,134,252
"G2101170","2017","KY",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,"05000US21117","Kenton County, Kentucky",40676,147,204,219,191,297,424,116,479,252,1097,1340,1354,1397,5898,5126,4870,3535,4541,3403,2904,1205,1495,142,0,40,0,"Kenton County, Kentucky",1856,143,249,172,171,219,310,151,299,168,457,414,377,362,951,1026,1025,678,1015,747,686,390,621,148,195,68,195
"G2101450","2017","KY",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,"05000US21145","McCracken County, Kentucky",18353,107,124,263,310,32,76,357,673,920,361,1015,703,562,1692,2118,2446,1651,2159,620,1151,266,445,93,0,0,209,"McCracken County, Kentucky",1185,99,129,237,206,56,96,290,343,496,263,556,340,360,734,677,749,517,674,380,428,243,272,167,195,195,290
"G2101510","2017","KY",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,"05000US21151","Madison County, Kentucky",18837,502,47,329,386,0,0,0,227,187,825,444,690,436,1655,2244,3735,1713,1945,1467,1112,607,214,72,0,0,0,"Madison County, Kentucky",1372,238,80,337,354,195,195,195,213,186,439,290,366,282,620,590,952,480,693,595,458,310,123,125,195,195,195
"G2101850","2017","KY",,,"Kentucky","21","Oldham County","185",,,,,,,,,,,,,,,,,,"05000US21185","Oldham County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oldham County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2102270","2017","KY",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,"05000US21227","Warren County, Kentucky",27182,513,172,216,60,539,102,144,364,8,79,508,1151,279,4258,2354,4282,2597,2966,1528,2507,1218,633,146,317,0,241,"Warren County, Kentucky",1685,391,181,217,113,471,121,187,346,16,133,299,657,199,1180,716,1156,829,760,530,759,505,421,186,278,195,201
"G2200050","2017","LA",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,,"05000US22005","Ascension Parish, Louisiana",34001,1202,151,350,491,436,355,248,1144,387,373,365,626,402,2001,1817,3466,1683,6819,4557,4757,1078,1145,148,0,0,0,"Ascension Parish, Louisiana",2202,674,238,328,461,427,256,316,702,358,391,344,412,339,953,786,1189,641,1637,1212,1313,539,553,180,214,214,214
"G2200150","2017","LA",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,,"05000US22015","Bossier Parish, Louisiana",30671,768,180,97,316,281,82,73,878,697,454,1151,974,403,2420,2924,4466,3739,3732,3244,2254,1026,196,163,0,0,153,"Bossier Parish, Louisiana",2165,346,174,150,268,367,142,125,591,606,323,671,495,215,886,990,1171,1074,1103,776,822,624,232,208,214,214,186
"G2200170","2017","LA",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,,"05000US22017","Caddo Parish, Louisiana",54651,1072,573,517,748,268,763,338,936,1286,2045,3101,2730,2497,5930,4701,6221,4080,4803,4405,3240,1606,930,870,474,243,274,"Caddo Parish, Louisiana",2680,414,328,506,528,207,437,219,366,516,695,872,987,788,1374,1106,1429,1003,1133,1195,924,899,459,516,386,253,204
