GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA3VE001,AA3VE002,AA3VE003,AA3VE004,AA3VE005,AA3VE006,AA3VE007,AA3VE008,AA3VE009,AA3VE010,AA3VE011,AA3VE012,AA3VE013,AA3VE014,AA3VE015,AA3VE016,AA3VE017,AA3VE018,AA3VE019,AA3VE020,AA3VE021,AA3VE022,AA3VE023,AA3VE024,AA3VE025,NAME_M,AA3VM001,AA3VM002,AA3VM003,AA3VM004,AA3VM005,AA3VM006,AA3VM007,AA3VM008,AA3VM009,AA3VM010,AA3VM011,AA3VM012,AA3VM013,AA3VM014,AA3VM015,AA3VM016,AA3VM017,AA3VM018,AA3VM019,AA3VM020,AA3VM021,AA3VM022,AA3VM023,AA3VM024,AA3VM025
"G0600470","2014","CA",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,"05000US06047","Merced County, California",39437,934,277,387,187,213,182,153,29,204,709,494,941,1225,3892,3697,6730,2922,4437,3633,5078,1254,702,655,502,"Merced County, California",2256,348,239,255,151,186,178,115,36,179,364,235,379,515,843,997,1449,808,1153,1020,1144,473,266,360,338
"G0600530","2014","CA",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,"05000US06053","Monterey County, California",63113,1592,585,329,201,477,267,74,638,299,50,339,439,21,1007,1113,1525,1790,4699,6638,10386,7899,10214,5759,6772,"Monterey County, California",2302,546,376,227,237,371,233,79,317,294,48,231,250,35,437,465,551,740,1009,1184,1344,1217,1273,1133,1096
"G0600550","2014","CA",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,"05000US06055","Napa County, California",31992,629,32,153,37,209,71,92,370,265,85,243,371,325,583,227,393,291,1077,963,3626,5520,9210,3269,3951,"Napa County, California",1595,304,59,211,61,291,85,150,304,169,97,142,230,316,264,172,229,231,470,379,747,852,1144,551,658
"G0600570","2014","CA",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,"05000US06057","Nevada County, California",30329,902,440,199,0,189,253,271,430,0,173,186,77,207,374,204,564,1087,2711,3672,6764,4662,4397,1746,821,"Nevada County, California",1506,504,391,307,200,174,220,333,237,200,154,204,126,202,204,179,386,624,661,914,1343,1051,818,654,456
"G0600590","2014","CA",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,"05000US06059","Orange County, California",584974,11633,838,1231,1296,1401,1246,707,3430,3778,3094,2076,1555,1358,3163,2281,5383,3692,12314,17011,62243,82130,192300,97119,73695,"Orange County, California",7380,1475,384,437,507,576,406,324,749,830,794,637,510,458,810,811,1061,868,1614,2191,3086,3879,5463,4137,3952
"G0600610","2014","CA",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,"05000US06061","Placer County, California",96084,2315,298,247,508,142,198,468,587,300,93,104,189,145,859,795,1327,2048,5934,9401,25632,19206,17953,3935,3400,"Placer County, California",2550,658,241,237,283,144,149,355,374,184,111,127,173,145,507,347,552,587,1178,1301,1907,1887,1449,703,815
"G0600650","2014","CA",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,"05000US06065","Riverside County, California",447219,14058,4340,4168,2852,2954,3290,1842,4696,3276,3210,3868,5280,3402,14809,15097,25725,20473,55804,58419,92626,50796,39557,9410,7267,"Riverside County, California",7125,1517,948,890,778,748,767,483,1035,788,700,1027,1020,687,1616,1724,2509,1761,3538,3648,4195,2942,2655,1513,1044
"G0600670","2014","CA",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,"05000US06067","Sacramento County, California",283741,8323,1650,1823,1162,1611,883,720,1567,1171,1479,1618,1846,2545,9012,9305,20917,16695,41385,38154,56607,31196,24309,6710,3053,"Sacramento County, California",5199,1246,585,507,373,524,476,392,554,458,457,460,561,688,1486,1262,1974,1771,2708,2427,3357,2288,1944,1261,849
"G0600710","2014","CA",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,"05000US06071","San Bernardino County, California",355094,10218,2635,2885,2598,3664,2259,2047,3967,2933,2606,3801,4590,6603,17367,15908,22546,17557,44118,39906,67963,34932,31434,7161,5396,"San Bernardino County, California",5381,1093,828,811,699,755,725,569,1092,671,757,886,845,1295,2224,1752,2016,2122,2897,3143,3288,2799,2297,1331,1084
"G0600730","2014","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,"05000US06073","San Diego County, California",574323,11272,1619,1606,2794,2537,2024,2422,3481,3044,3008,2456,1868,2028,5409,4465,6407,5690,25146,30930,108388,105681,139162,56853,46033,"San Diego County, California",8467,1259,663,760,798,745,672,810,894,740,751,989,613,609,896,1007,1140,952,2531,2566,4591,4237,5193,3491,3313
"G0600750","2014","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,"05000US06075","San Francisco County, California",132837,2134,199,69,0,0,104,0,44,363,0,96,267,65,332,59,1079,446,653,1412,4840,6821,33278,36579,43997,"San Francisco County, California",4293,655,211,86,200,200,104,200,71,295,200,98,259,74,200,98,557,307,293,620,1025,1228,2571,2628,2722
"G0600770","2014","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County, California",118695,3362,916,689,635,330,833,508,1111,1136,713,1161,1567,2060,6372,5591,10751,6635,14724,14984,20758,12058,7144,2286,2371,"San Joaquin County, California",3696,825,503,306,433,210,425,348,556,416,308,443,466,545,981,1042,1384,1276,1971,1860,1841,1800,1102,574,751
"G0600790","2014","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County, California",61202,1123,185,45,191,70,500,0,50,126,122,762,323,333,555,315,358,635,3970,2618,12113,10360,16903,5803,3742,"San Luis Obispo County, California",2341,441,167,75,187,118,428,200,82,182,143,513,226,246,317,231,246,461,883,669,1744,1571,1663,1075,866
"G0600810","2014","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,"05000US06081","San Mateo County, California",150602,2441,145,298,35,0,0,91,98,230,622,496,360,195,370,402,840,371,649,1405,4398,8453,42073,32833,53797,"San Mateo County, California",3529,609,148,272,57,200,200,106,114,181,314,339,211,198,241,233,353,230,325,554,944,1299,2963,2120,2359
"G0600830","2014","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",74653,1449,206,243,445,116,157,290,735,179,657,343,294,552,686,493,1253,1749,6807,5964,10681,5271,11561,10172,14350,"Santa Barbara County, California",2805,447,145,202,247,112,155,281,469,156,451,251,223,442,263,269,493,569,1072,1122,1442,950,1480,1292,1401
"G0600850","2014","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",349130,4802,410,600,1006,604,199,369,1331,1484,948,1478,1252,790,2527,1154,2033,1393,2671,3691,17756,27965,101504,71549,101614,"Santa Clara County, California",5744,808,262,375,509,474,149,347,631,619,398,602,447,310,793,464,539,609,547,804,1582,1980,3817,3438,4153
"G0600870","2014","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",54393,950,0,151,20,0,287,40,270,95,175,221,385,246,225,380,968,508,876,1809,5488,6471,16562,12104,6162,"Santa Cruz County, California",2317,386,200,153,35,200,387,67,204,149,179,222,266,253,228,279,454,278,415,660,1057,1284,1781,1519,936
"G0600890","2014","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",42173,1450,374,466,527,179,15,0,344,509,90,612,516,434,2244,2047,3822,3725,6936,5490,6830,2483,1935,738,407,"Shasta County, California",1797,424,193,215,384,134,25,200,314,357,101,400,278,204,713,728,724,716,1006,1106,991,586,527,416,229
"G0600950","2014","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",84070,1883,601,387,192,661,325,553,177,436,258,427,546,449,1662,2206,3985,2968,10786,12739,19255,13227,7976,1516,855,"Solano County, California",2738,486,362,290,150,404,213,367,143,250,154,303,354,313,597,687,859,818,1346,1476,1660,1516,1064,513,388
"G0600970","2014","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",111446,2177,475,384,847,49,624,339,1520,1002,434,981,453,774,1039,898,661,1137,3041,4633,18494,22718,30042,10530,8194,"Sonoma County, California",3699,586,405,257,480,84,340,200,533,356,242,630,290,598,374,516,383,478,708,787,1980,2212,2585,1239,1149
"G0600990","2014","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",93436,2820,469,873,708,304,466,42,372,619,582,855,1200,1155,7122,5281,10515,9133,13151,11807,14849,4095,3894,1714,1410,"Stanislaus County, California",3001,716,300,449,390,225,306,72,214,339,334,438,522,415,1232,1161,1527,1526,1681,1755,2247,920,914,502,451
"G0601010","2014","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",18855,640,218,34,76,64,59,0,228,181,0,286,281,593,1437,1117,2376,1725,2859,2588,1677,758,1055,194,409,"Sutter County, California",1549,427,152,56,78,79,68,200,174,154,200,211,177,406,667,391,773,562,720,667,500,284,427,156,246
"G0601070","2014","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",75875,1413,872,476,174,392,457,375,1015,1066,1506,1620,2724,3786,7044,6120,10984,6553,9065,7246,6518,2094,2672,931,772,"Tulare County, California",2913,394,424,225,139,246,214,250,522,554,544,527,823,895,1360,1118,1686,1318,1564,1290,1188,703,809,502,356
"G0601110","2014","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",170193,2876,156,581,487,357,769,217,1227,969,649,1039,684,612,1429,638,1905,1917,5885,8156,28359,31520,50771,17667,11323,"Ventura County, California",3624,616,121,290,268,220,405,202,493,417,305,496,359,277,525,290,635,697,1262,1358,2345,2084,3075,1502,1356
"G0601130","2014","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",36936,1257,225,225,221,179,82,415,461,208,117,44,0,226,497,696,1092,1491,3608,3880,7229,5714,5842,2036,1191,"Yolo County, California",1832,578,253,154,188,149,93,273,310,215,147,73,200,212,311,350,465,556,806,945,1116,853,936,551,373
"G0601150","2014","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",14331,468,434,242,41,47,34,39,24,577,507,679,212,235,1027,1218,1754,1114,1545,1322,1654,616,306,191,45,"Yuba County, California",1198,361,354,206,71,64,58,67,41,432,412,489,158,168,602,622,630,552,502,443,667,316,171,179,83
"G0800010","2014","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",99368,3596,1180,1305,811,771,703,450,794,1059,758,262,837,748,3350,5969,12860,13974,19815,10776,12155,3454,2815,410,516,"Adams County, Colorado",3018,845,468,571,364,341,409,365,505,550,665,187,362,372,843,1047,1561,1631,2249,1373,1383,744,572,268,284
"G0800050","2014","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",145733,2272,412,405,415,110,343,240,861,893,862,829,1402,1940,4432,7307,11928,10892,24214,20113,27004,11634,10330,3211,3684,"Arapahoe County, Colorado",3187,557,213,225,257,84,257,191,512,402,386,363,522,503,821,1254,1371,1368,2263,1804,1918,1397,1154,689,578
"G0800130","2014","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",75661,1842,463,267,314,285,338,0,457,207,40,128,413,39,1342,1540,2533,2595,7093,6520,13736,10544,14977,5441,4547,"Boulder County, Colorado",2144,630,387,223,237,218,270,192,343,179,65,153,380,66,623,559,683,716,1074,1143,1769,1443,1554,945,806
"G0800310","2014","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",135736,3123,322,570,352,187,150,204,479,923,403,969,1342,930,4899,6674,10189,9802,16455,14961,22670,14526,16390,4709,4507,"Denver County, Colorado",3471,779,200,258,245,188,149,202,342,601,245,500,424,367,944,914,1282,1473,1773,2209,1944,1798,1634,759,937
"G0800350","2014","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",85796,1199,63,7,195,132,0,0,234,49,71,80,37,34,303,869,1435,1502,8222,12252,24421,15213,13444,3372,2662,"Douglas County, Colorado",2512,481,79,12,177,175,192,192,187,80,117,97,60,62,198,394,456,607,1216,1477,2006,1640,1543,699,633
"G0800410","2014","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",155194,4028,1099,843,473,870,527,174,622,935,226,993,1298,2524,6738,10230,17065,15745,27409,18155,22274,9832,9111,2579,1444,"El Paso County, Colorado",3670,916,510,405,328,423,346,201,353,519,135,529,678,807,1273,1415,1826,1623,2447,1965,1775,1395,1383,746,513
"G0800590","2014","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",154648,3506,246,353,390,189,195,122,239,312,502,280,640,728,2545,3560,6754,7574,26546,28493,32266,17769,15635,3711,2093,"Jefferson County, Colorado",2885,861,211,213,269,146,182,119,162,255,402,218,424,309,712,738,994,1211,2084,2244,2568,1453,1482,696,618
"G0800690","2014","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,"05000US08069","Larimer County, Colorado",78964,1970,216,784,578,500,183,191,333,311,221,312,0,135,982,2184,4398,5517,15031,14285,14177,7576,6682,1347,1051,"Larimer County, Colorado",2407,632,214,470,243,420,135,304,328,223,192,225,192,165,410,771,876,1099,1784,1497,1228,1069,1246,602,467
"G0800770","2014","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,"05000US08077","Mesa County, Colorado",38962,1638,160,318,678,226,104,240,377,50,328,251,281,458,2359,3097,5185,4063,6776,3731,4168,2201,1696,127,450,"Mesa County, Colorado",1994,600,160,251,580,175,102,238,331,53,258,219,232,261,793,993,1246,1106,1309,862,856,742,503,113,367
"G0801010","2014","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,"05000US08101","Pueblo County, Colorado",41373,826,350,461,429,90,408,284,813,1377,1280,1375,2160,2606,5670,5116,4948,2993,4655,1621,2225,838,619,92,137,"Pueblo County, Colorado",1599,357,257,285,314,95,262,147,431,531,414,441,648,668,933,920,906,668,946,520,564,470,252,88,132
"G0801230","2014","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,"05000US08123","Weld County, Colorado",68821,2041,753,497,744,465,223,89,898,624,635,848,1187,925,4213,4805,6629,5811,12569,7830,9005,3195,3795,653,387,"Weld County, Colorado",1793,555,447,412,448,269,178,65,473,294,413,357,409,398,728,969,1218,1233,1456,1159,1187,680,857,305,200
"G0900010","2014","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,"05000US09001","Fairfield County, Connecticut",227523,4190,639,254,107,598,286,366,759,334,704,755,707,1402,4629,3941,7237,7451,17479,20146,39597,24628,38632,18001,34681,"Fairfield County, Connecticut",3879,714,416,196,129,322,215,189,330,183,302,360,434,513,1264,948,1154,1183,1946,1861,2368,2176,2177,1604,1914
"G0900030","2014","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,"05000US09003","Hartford County, Connecticut",222597,4250,722,1301,765,615,709,237,478,972,1235,944,1738,2642,10488,14089,25125,19581,38117,32526,34662,16180,10545,2904,1772,"Hartford County, Connecticut",3408,693,335,429,328,236,312,172,334,436,561,372,757,848,1405,1817,2252,2007,2544,2454,2176,1543,1296,762,624
"G0900050","2014","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,"05000US09005","Litchfield County, Connecticut",56654,1360,117,118,375,0,27,43,94,415,279,288,476,563,2224,3969,5179,4993,6896,7780,10677,4068,3664,1306,1743,"Litchfield County, Connecticut",1697,495,115,96,422,197,46,71,122,311,203,193,321,289,556,852,859,1025,992,1024,1497,621,708,327,511
"G0900070","2014","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,"05000US09007","Middlesex County, Connecticut",49323,846,83,278,277,86,30,79,0,0,0,0,48,720,2010,2098,3031,3050,6936,8504,10339,5435,3841,664,968,"Middlesex County, Connecticut",1998,356,97,240,207,109,51,93,197,197,197,197,81,501,798,687,781,783,1191,1399,1226,981,990,378,510
"G0900090","2014","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,"05000US09009","New Haven County, Connecticut",202343,3715,328,597,605,370,914,119,757,374,1324,1991,2743,2180,11895,13106,19758,14808,29980,26503,35791,17865,10516,3780,2324,"New Haven County, Connecticut",4149,766,255,339,331,265,492,141,551,221,453,682,900,613,1637,1588,2022,1863,2620,2388,2603,1891,1204,1045,620
"G0900110","2014","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,"05000US09011","New London County, Connecticut",70479,1227,163,253,448,725,323,0,615,502,285,562,434,663,3544,3287,7101,7008,11597,10481,10966,4167,3874,1032,1222,"New London County, Connecticut",2330,445,169,199,283,507,255,197,484,300,273,376,299,321,1025,924,1255,1117,1397,1359,1220,778,845,360,440
"G0900130","2014","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,"05000US09013","Tolland County, Connecticut",39694,790,158,265,215,221,185,0,112,0,52,28,101,406,1105,1936,4064,2663,7101,7029,7548,3425,1751,370,169,"Tolland County, Connecticut",2054,402,163,214,204,196,235,197,91,197,90,47,110,373,496,659,888,711,1139,1287,1144,881,669,231,177
"G0900150","2014","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",31426,611,94,397,163,32,72,63,147,234,168,537,304,244,1774,3401,5264,4446,5589,3092,3237,973,315,127,142,"Windham County, Connecticut",1706,259,105,345,180,52,121,111,131,183,166,292,309,219,476,839,1029,993,1110,854,779,373,203,120,170
"G1000010","2014","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",41144,1354,657,195,320,461,532,0,499,114,136,504,690,1058,2105,1681,5327,4033,8593,5199,5075,1387,721,190,313,"Kent County, Delaware",2088,548,305,133,205,280,457,185,307,115,93,299,455,437,579,569,1068,743,1338,878,1107,505,393,162,270
"G1000030","2014","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",137887,3516,756,278,486,615,383,144,473,1420,394,628,1147,2040,5524,7937,9719,12558,24922,18870,24778,11845,6678,1542,1234,"New Castle County, Delaware",2669,771,448,168,292,376,272,198,300,555,262,359,453,717,1039,1293,1218,1525,1978,1573,1837,1292,938,497,457
"G1000050","2014","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",66777,2697,806,621,650,351,520,635,700,708,929,923,1232,1233,3268,4754,5692,4408,7685,7700,9313,5608,3632,1542,1170,"Sussex County, Delaware",2355,648,374,310,299,268,294,400,360,298,416,305,547,537,720,921,980,829,1102,1199,1377,944,719,457,373
"G1100010","2014","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",112492,2431,0,168,194,80,341,116,0,425,81,206,354,620,1278,1287,1579,2387,6150,8112,17442,14951,24901,14689,14700,"District of Columbia, District of Columbia",3641,591,198,174,149,95,399,115,198,322,116,206,263,361,437,611,563,618,1267,1298,1822,1388,2104,1416,1488
"G1200010","2014","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",50762,820,145,491,91,378,534,164,813,1276,1862,2227,2700,2552,5861,3435,5449,4277,4898,4737,3476,2464,1347,579,186,"Alachua County, Florida",2483,284,158,281,109,216,452,175,432,472,539,630,729,793,1194,833,1073,1130,919,1145,794,769,488,403,195
"G1200050","2014","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",40861,1326,464,180,304,531,479,112,1216,1993,1147,1012,859,1621,3187,3540,4647,4534,4990,3621,2488,692,908,608,402,"Bay County, Florida",2228,496,338,181,222,439,442,111,532,801,462,597,373,603,804,762,1086,1058,953,769,674,298,380,317,273
"G1200090","2014","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",156191,5129,1446,1335,1226,479,1074,1039,3894,6308,5814,8617,7560,7701,14540,12207,18357,9799,15229,11413,12343,5312,3412,962,995,"Brevard County, Florida",4018,1169,522,528,557,269,395,448,1145,1238,1138,1318,1517,1265,1869,1631,1954,1557,2024,1516,1570,1292,956,482,429
"G1200110","2014","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",411334,13373,2472,2933,2409,3163,3990,3576,8700,10467,11188,11199,11727,12012,29814,22751,34296,20833,44579,36461,54891,29192,24645,8316,8347,"Broward County, Florida",6659,1665,695,1077,631,900,930,929,1472,1352,1614,1579,1682,1679,2683,2040,3028,2263,3185,3183,3325,2646,2621,1294,1339
"G1200150","2014","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",59565,1368,357,456,333,149,903,477,1455,1655,3402,2978,4603,1999,5177,5237,7133,4031,5257,4363,3937,1995,1454,136,710,"Charlotte County, Florida",2699,517,330,412,295,147,592,241,605,588,1151,784,1247,657,1086,1078,1480,1023,974,986,888,587,432,138,317
"G1200170","2014","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",48113,878,680,262,779,1989,971,784,1464,2377,3832,2673,2277,2075,4632,5066,5354,2844,3370,2710,1950,499,284,363,0,"Citrus County, Florida",2300,387,596,227,482,769,589,496,445,668,869,887,601,507,1080,1160,1091,731,890,712,587,311,282,387,214
"G1200190","2014","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",51402,1427,126,432,61,136,196,196,636,2312,2173,2445,2142,2020,4400,5222,5593,6549,6756,3721,2389,1811,551,62,46,"Clay County, Florida",2204,555,133,412,101,136,215,223,321,992,658,939,727,633,1068,1189,1125,1673,1450,1085,901,746,350,79,76
"G1200210","2014","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",95311,2813,525,414,370,238,277,157,735,524,1083,1568,1809,1194,5387,4849,6414,4958,10775,7725,13430,6992,11086,3928,8060,"Collier County, Florida",3269,721,392,389,275,264,159,183,313,273,581,694,734,497,1251,1078,1246,1304,1830,1321,1633,1361,1481,807,978
"G1200230","2014","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",17818,393,251,66,206,312,856,152,576,1281,1015,973,1547,820,1732,405,2537,927,1004,713,965,696,328,0,63,"Columbia County, Florida",1257,300,278,123,213,274,442,166,373,565,467,471,512,405,604,226,807,365,490,371,495,510,289,214,72
"G1200310","2014","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",190881,4990,939,1930,874,2467,1865,1888,6440,5801,7256,9059,10249,9839,23111,15985,21069,12940,16936,11319,11977,4972,4585,2788,1602,"Duval County, Florida",4906,888,307,597,484,875,629,599,1324,1169,1314,1342,1532,1491,2672,1698,2119,1652,2041,1504,1620,1022,818,790,504
"G1200330","2014","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",65796,1726,460,631,579,252,876,410,2082,4430,3531,3353,4268,3385,9709,6516,6772,2548,5193,2723,3334,1388,1076,212,342,"Escambia County, Florida",2830,609,277,416,482,232,373,312,686,1108,983,831,1051,859,1475,1258,1292,629,1067,726,760,505,455,145,221
"G1200350","2014","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,"05000US12035","Flagler County, Florida",28115,682,28,947,110,318,198,27,266,338,539,564,690,694,2720,3790,3936,2352,3344,1558,2352,1144,957,349,212,"Flagler County, Florida",1717,341,47,533,107,333,225,34,195,214,422,382,328,416,723,742,957,718,1060,529,622,475,406,216,183
