GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADC4E001,ADC4E002,ADC4E003,ADC4E004,ADC4E005,ADC4E006,ADC4E007,ADC4E008,ADC4E009,ADC4E010,ADC4E011,ADC4E012,ADC4E013,ADC4E014,ADC4E015,ADC4E016,ADC4E017,ADC4E018,ADC4E019,ADC4E020,ADC4E021,ADC4E022,ADC4E023,ADC4E024,ADC4E025,ADC4E026,ADC4E027,NAME_M,ADC4M001,ADC4M002,ADC4M003,ADC4M004,ADC4M005,ADC4M006,ADC4M007,ADC4M008,ADC4M009,ADC4M010,ADC4M011,ADC4M012,ADC4M013,ADC4M014,ADC4M015,ADC4M016,ADC4M017,ADC4M018,ADC4M019,ADC4M020,ADC4M021,ADC4M022,ADC4M023,ADC4M024,ADC4M025,ADC4M026,ADC4M027
"G12076600","2015","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",21994,21090,0,151,163,0,99,181,204,0,152,545,271,1694,1087,761,974,2144,3001,4445,2525,1851,611,160,71,0,904,"West Palm Beach city, Florida",2029,1872,217,185,208,217,86,205,198,217,172,421,179,689,478,504,464,842,967,1131,946,689,400,194,119,217,472
"G13001052","2015","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",17966,17126,982,281,362,319,1095,1056,1128,1254,2649,2504,947,1072,1608,674,114,333,694,54,0,0,0,0,0,0,840,"Albany city, Georgia",1672,1588,498,176,317,168,527,535,565,660,943,851,568,544,598,563,186,290,516,88,214,214,214,214,214,214,369
"G13003440","2015","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",28268,27338,516,440,241,453,401,305,822,1414,2671,2961,2142,1568,2028,1454,1296,2200,2101,2216,1320,507,184,98,0,0,930,"Athens-Clarke County unified government (balance), Georgia",1909,1862,369,440,202,357,386,203,426,620,781,944,675,701,788,619,489,763,746,942,728,383,223,93,214,214,653
"G13004000","2015","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",119907,116928,2181,2262,1804,2509,1099,1208,1543,1390,4112,3216,5797,6870,7794,6452,9152,12369,7833,16623,10205,8786,1904,1014,81,724,2979,"Atlanta city, Georgia",4454,4498,706,807,784,964,491,507,606,524,1153,800,1175,1607,1582,1343,1806,1896,1511,2030,1802,1329,600,518,120,381,839
"G13004204","2015","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",31230,30176,237,272,266,1280,839,742,843,2251,1890,3387,2606,2121,3935,1355,2531,2278,1293,1456,525,69,0,0,0,0,1054,"Augusta-Richmond County consolidated government (balance), Georgia",2538,2554,252,286,264,518,494,463,405,889,877,1216,917,939,992,630,946,876,741,563,259,114,214,214,214,214,516
"G13019000","2015","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",39621,38784,294,550,729,828,2159,1453,1061,1264,1798,3050,3207,2561,2345,2219,2554,3391,2443,2436,1624,2151,457,210,0,0,837,"Columbus city, Georgia",2199,2190,183,293,406,430,815,620,456,561,584,957,897,783,796,795,837,1067,1062,755,752,657,393,319,214,214,365
"G13042425","2015","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13049008","2015","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"16000US1349008","Macon-Bibb County, Georgia",27432,25370,538,923,802,1174,549,1265,1018,1295,2525,2262,1465,1601,2890,1777,1870,1450,659,702,252,102,251,0,0,0,2062,"Macon-Bibb County, Georgia",2098,1962,352,395,396,554,337,554,577,476,872,834,504,740,958,729,997,693,476,428,321,114,239,214,214,214,767
"G13067284","2015","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roswell city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13068516","2015","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",21252,20889,0,0,0,90,0,219,0,586,0,87,163,677,771,346,867,3514,2767,6360,2036,1169,738,102,129,268,363,"Sandy Springs city, Georgia",1959,1995,214,214,214,108,214,353,214,586,214,147,266,527,620,263,437,1200,955,1529,692,615,468,87,213,294,266
"G13069000","2015","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",30751,29030,583,419,431,1193,227,302,878,559,983,818,1534,2084,1800,2159,3289,2994,2752,3077,1325,923,283,153,99,165,1721,"Savannah city, Georgia",2168,2204,342,291,324,500,195,195,458,313,550,386,603,701,590,631,858,889,819,770,488,495,248,195,81,174,548
"G13080508","2015","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",14573,14452,271,104,0,0,37,239,251,530,913,1035,1875,975,1186,1684,870,2251,723,356,220,663,269,0,0,0,121,"Warner Robins city, Georgia",1861,1852,299,169,214,214,68,237,202,518,673,553,908,565,668,769,475,856,556,258,282,661,402,214,214,214,149
"G15071550","2015","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",71935,68137,348,272,376,778,485,500,929,475,625,1149,306,1409,949,1351,1781,3785,4294,12481,10323,12834,6096,2844,2771,976,3798,"Urban Honolulu CDP, Hawaii",3039,2967,229,191,303,372,331,364,441,338,350,503,263,611,506,505,703,1069,931,1530,1549,1759,1182,774,812,323,937
"G16008830","2015","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",33983,32284,208,109,91,540,209,543,416,654,726,953,1917,3091,4020,2961,2882,3997,3632,3205,1490,515,0,0,125,0,1699,"Boise City city, Idaho",2862,2702,345,162,116,368,201,510,428,436,478,542,766,903,1238,924,909,1185,1289,1198,979,303,193,193,109,193,753
"G16052120","2015","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G16056260","2015","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nampa city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17002154","2015","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington Heights village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17003012","2015","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aurora city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17006613","2015","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",13098,13012,29,0,383,137,133,316,429,822,1268,592,958,1100,1301,873,509,1678,989,623,126,262,91,0,82,311,86,"Bloomington city, Illinois",1323,1311,47,182,336,142,166,283,257,618,516,331,516,804,647,425,337,531,580,317,159,199,154,182,133,321,109
"G17007133","2015","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17012385","2015","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",19223,19148,167,115,135,81,195,0,248,228,649,571,1526,1739,1217,1070,1792,1528,1605,3721,957,962,402,240,0,0,75,"Champaign city, Illinois",1765,1746,155,143,157,136,245,182,280,208,422,322,649,744,503,546,713,620,586,1126,524,448,387,223,182,182,102
"G17014000","2015","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",591742,575622,7580,5828,13435,10627,5781,7544,5682,11173,9399,20273,17743,29786,32314,35332,30129,70666,50143,76274,44853,54955,21190,8320,4279,2316,16120,"Chicago city, Illinois",8497,8454,1328,1038,1686,1645,1191,1694,1265,1842,1462,2412,2233,2968,2490,2893,2818,4395,3609,4438,3239,3919,2465,1642,1042,1240,2316
"G17014351","2015","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17018823","2015","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",12369,11945,510,465,513,834,306,203,656,1059,1262,1258,1412,763,492,758,256,485,151,399,0,0,0,163,0,0,424,"Decatur city, Illinois",1334,1333,317,293,464,533,200,169,262,470,448,582,622,394,393,447,205,255,143,315,182,182,182,248,182,182,278
"G17023074","2015","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elgin city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17024582","2015","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",13918,13546,0,0,254,40,0,91,72,0,0,206,47,330,159,163,317,841,1588,3587,1887,2515,746,312,391,0,372,"Evanston city, Illinois",1549,1524,182,182,199,65,182,150,117,182,182,198,78,262,166,265,220,402,711,922,652,720,372,274,335,182,295
"G17038570","2015","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",14990,13775,388,82,731,139,255,0,370,44,76,608,487,903,1166,911,1248,2144,1086,1831,547,590,169,0,0,0,1215,"Joliet city, Illinois",1448,1340,316,100,439,172,154,182,249,55,123,292,352,417,518,416,425,728,518,629,368,400,281,182,182,182,578
"G17051622","2015","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17057225","2015","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palatine village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17059000","2015","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",20802,19908,228,353,414,506,391,604,445,623,1548,1430,1816,2351,1848,392,1355,1514,1562,1190,283,493,395,167,0,0,894,"Peoria city, Illinois",1787,1735,191,288,270,346,321,421,223,310,764,650,664,883,874,276,593,633,855,570,257,481,225,183,182,182,386
"G17065000","2015","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",25437,23803,633,278,844,188,278,695,672,2356,1849,2583,3009,2024,2050,474,638,2319,598,1621,82,487,83,42,0,0,1634,"Rockford city, Illinois",1972,1927,386,184,378,134,185,439,378,647,741,750,891,616,625,276,351,815,288,669,98,424,85,69,182,182,609
"G17068003","2015","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17070122","2015","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17072000","2015","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",20564,19589,938,195,373,781,337,104,923,1669,1357,1517,1646,2196,2241,1255,748,633,868,849,565,227,167,0,0,0,975,"Springfield city, Illinois",1656,1639,589,166,310,416,264,107,440,734,611,576,582,764,819,532,394,345,428,519,299,177,129,182,182,182,458
"G17079293","2015","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",16155,15858,219,331,242,306,132,177,43,89,270,413,615,1117,1522,2158,1076,2862,1198,2008,593,386,101,0,0,0,297,"Waukegan city, Illinois",1574,1639,321,382,166,340,120,169,71,102,256,365,317,594,594,853,531,925,575,798,302,278,169,182,182,182,233
"G18005860","2015","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",19689,19411,238,154,31,144,56,298,197,534,1232,995,1087,2146,1470,1705,1369,1314,1400,1911,1489,584,581,136,192,148,278,"Bloomington city, Indiana",1857,1833,199,134,58,223,92,308,176,401,587,554,458,732,555,627,609,523,610,885,724,365,387,173,292,230,218
"G18010342","2015","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18022000","2015","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",21395,20436,666,399,104,744,761,508,1143,1820,2239,2901,2275,1564,1518,593,1339,722,515,361,148,60,26,0,30,0,959,"Evansville city, Indiana",1712,1624,364,246,149,332,441,392,462,643,773,775,676,629,613,322,743,371,289,370,156,99,41,189,51,189,554
"G18023278","2015","IN",,,"Indiana","18",,,"Fishers town","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers town, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fishers town, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18025000","2015","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",40599,39256,536,353,413,918,662,791,2644,2929,3725,4841,4730,3967,3492,1835,2139,2057,1185,1186,155,302,303,42,0,51,1343,"Fort Wayne city, Indiana",2175,2177,434,330,258,391,416,330,675,862,938,1089,1003,972,973,567,774,722,553,540,153,312,183,69,189,88,481
"G18027000","2015","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",17645,15749,1141,379,418,404,239,324,500,516,854,1261,1528,2803,2193,1357,874,585,234,0,0,139,0,0,0,0,1896,"Gary city, Indiana",1953,1755,548,340,371,268,229,267,356,411,726,445,654,871,933,553,481,427,244,189,189,217,189,189,189,189,695
"G18031000","2015","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",10814,10515,82,150,245,111,36,196,82,716,257,727,997,797,944,783,732,2052,772,754,41,41,0,0,0,0,299,"Hammond city, Indiana",1259,1260,133,184,237,67,62,244,96,438,214,425,530,489,477,383,410,617,446,421,67,66,189,189,189,189,236
"G18036003","2015","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",158200,153991,729,709,1645,2097,1366,3770,2470,7566,9364,17821,16630,14122,13052,14189,11589,14042,7006,9661,2598,2119,873,143,81,349,4209,"Indianapolis city (balance), Indiana",4768,4661,424,405,701,750,576,1047,885,1336,1798,2265,2218,2103,1763,2180,2172,1647,1277,1704,858,775,492,127,135,261,943
"G18040788","2015","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",17880,17160,308,55,169,83,560,126,456,780,542,2296,1885,2874,2043,1662,1625,1032,578,86,0,0,0,0,0,0,720,"Lafayette city, Indiana",1626,1643,340,90,147,99,479,110,357,608,399,967,806,944,744,843,805,547,384,126,189,189,189,189,189,189,541
"G18051876","2015","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",13233,12290,66,501,112,398,238,517,913,982,672,1999,1533,860,400,718,911,438,201,231,142,276,182,0,0,0,943,"Muncie city, Indiana",1329,1277,85,331,139,240,235,303,530,505,300,705,628,386,241,454,519,347,207,264,178,347,201,189,189,189,448
"G18071000","2015","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",15106,14101,378,149,171,632,1076,792,233,579,1199,1330,1447,1255,1047,1497,616,953,413,291,43,0,0,0,0,0,1005,"South Bend city, Indiana",1372,1341,253,176,144,395,487,391,144,298,498,576,546,484,428,604,324,356,351,246,74,189,189,189,189,189,342
"G19001855","2015","IA",,,"Iowa","19",,,"Ames city","01855",,,,,,,,,,,,,,,,"16000US1901855","Ames city, Iowa",15150,14404,0,0,0,131,75,214,420,336,754,191,353,1566,1196,1110,1899,2551,677,1239,1249,211,146,86,0,0,746,"Ames city, Iowa",1431,1543,155,155,155,126,89,184,290,217,469,135,195,623,573,573,760,981,475,696,792,263,190,76,155,155,693
"G19012000","2015","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",18550,17908,467,0,0,337,464,207,1118,3294,951,1052,1698,1351,1596,952,1313,1446,461,805,0,145,161,0,90,0,642,"Cedar Rapids city, Iowa",1888,1815,511,155,155,145,266,188,473,1022,378,544,668,617,661,344,670,858,380,533,155,151,208,155,78,155,367
"G19019000","2015","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",16946,16422,165,389,52,167,285,55,352,1207,864,1428,1147,2077,2820,1206,911,853,997,354,196,456,142,0,0,299,524,"Davenport city, Iowa",1351,1336,267,468,99,168,243,55,278,478,465,734,575,845,849,649,465,359,552,232,272,281,141,155,155,271,343
"G19021000","2015","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",34259,32934,183,227,116,632,501,356,361,536,2124,2329,3593,3649,3228,4414,2187,4103,1128,2085,688,155,250,0,0,89,1325,"Des Moines city, Iowa",2535,2539,228,371,148,446,388,246,315,339,881,954,1129,959,880,1126,753,1008,462,652,317,141,249,155,155,77,587
"G19038595","2015","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",14882,14574,436,0,0,24,0,213,177,192,208,565,915,1753,1087,1861,761,1575,578,1198,409,1784,547,212,79,0,308,"Iowa City city, Iowa",1507,1398,383,155,155,40,155,216,150,186,204,376,520,651,487,670,373,632,525,483,271,722,477,147,128,155,369
"G19073335","2015","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",11989,11626,48,0,102,682,351,1152,567,722,457,1201,1442,703,1311,930,290,795,216,285,0,146,0,0,226,0,363,"Sioux City city, Iowa",1379,1361,88,155,106,516,335,586,351,498,295,558,601,393,551,540,328,441,222,228,155,195,155,155,268,155,247
"G19082425","2015","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",10621,10295,100,0,0,184,388,323,259,651,1506,1429,875,1723,561,313,304,618,436,132,38,246,209,0,0,0,326,"Waterloo city, Iowa",1168,1195,117,155,155,160,224,216,194,348,588,543,416,595,413,220,191,366,444,143,64,176,169,155,155,155,279
"G20036000","2015","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",23794,22879,614,463,120,679,464,686,591,969,1240,2736,2219,3142,2169,1920,975,1827,852,948,178,42,0,0,0,45,915,"Kansas City city, Kansas",1597,1602,346,330,117,297,329,406,332,374,507,742,550,789,647,714,389,599,385,403,134,76,168,168,168,75,466
"G20038900","2015","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",18111,17642,104,137,299,806,207,583,92,1142,723,729,1647,1047,1599,1367,1117,2765,1321,1293,414,147,0,0,0,103,469,"Lawrence city, Kansas",1471,1439,173,167,351,636,231,549,165,757,369,421,669,437,678,618,714,1024,620,728,358,195,168,168,168,167,398
"G20052575","2015","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",13501,13370,229,0,380,171,0,105,216,115,527,513,984,1035,807,1284,2000,1277,854,1495,721,517,66,74,0,0,131,"Olathe city, Kansas",1297,1306,280,168,240,178,168,121,277,136,367,275,443,417,377,627,696,606,519,493,325,428,111,84,168,168,128
"G20053775","2015","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",25593,25089,85,105,374,86,85,187,122,294,254,451,835,1832,1549,1400,2424,3854,2091,5318,1763,1666,174,48,92,0,504,"Overland Park city, Kansas",1879,1890,105,124,329,142,144,245,146,352,356,510,515,683,664,563,858,861,591,1258,768,613,145,82,74,168,269
"G20064500","2015","KS",,,"Kansas","20",,,"Shawnee city","64500",,,,,,,,,,,,,,,,"16000US2064500","Shawnee city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shawnee city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20071000","2015","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",23926,23315,297,189,73,937,698,1671,1700,1043,1924,2300,2023,2094,1161,1143,1586,1145,856,1021,454,84,681,0,56,179,611,"Topeka city, Kansas",2105,2145,334,184,89,623,567,680,759,430,609,889,674,675,438,623,718,514,430,471,367,107,520,168,91,182,382
"G20079000","2015","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",62061,59868,164,158,944,1150,1571,2535,5052,5862,5329,4990,6383,5773,4808,3559,1943,3177,1889,2596,554,373,420,0,519,119,2193,"Wichita city, Kansas",3368,3408,168,133,559,451,531,822,1013,1335,998,1082,1340,1387,1219,960,693,772,732,891,279,329,268,168,406,105,769
"G21046027","2015","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",62549,60206,692,493,871,987,715,1760,1469,2530,3661,5262,4412,5663,5072,3446,3609,5448,4401,5377,1517,1931,530,167,0,193,2343,"Lexington-Fayette urban county, Kentucky",2444,2439,385,390,503,451,353,641,573,811,999,1100,965,1180,1276,1038,1010,1269,1200,1251,555,759,301,223,187,201,710
"G21048006","2015","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",100284,96348,1757,1787,2767,2502,917,2273,2528,4111,5502,9763,10091,8783,7203,6718,4309,9290,5237,5521,1824,1483,1258,579,102,43,3936,"Louisville/Jefferson County metro government (balance), Kentucky",3678,3698,647,759,745,864,516,867,656,1081,1343,2085,1751,1461,1387,1415,1268,1637,1222,1220,725,653,807,464,162,74,976
"G22005000","2015","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",44028,41589,449,344,864,1222,618,634,1632,1929,2534,3989,3047,2248,2833,2061,2790,4056,2080,4416,819,2146,683,195,0,0,2439,"Baton Rouge city, Louisiana",3191,3222,416,274,367,688,373,428,723,878,1045,1171,1153,726,946,850,970,1135,820,1210,448,824,446,195,204,204,821
"G22008920","2015","LA",,,"Louisiana","22",,,"Bossier City city","08920",,,,,,,,,,,,,,,,"16000US2208920","Bossier City city, Louisiana",13533,12793,283,34,579,443,239,112,296,178,669,828,946,997,695,1096,722,1127,864,1647,597,336,105,0,0,0,740,"Bossier City city, Louisiana",1635,1698,254,59,307,354,167,133,341,222,469,571,700,609,596,713,518,595,514,736,426,274,112,204,204,204,599
"G22039475","2015","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",11836,11107,263,102,0,222,0,549,69,73,25,297,234,546,566,1673,1108,2973,751,722,720,0,39,175,0,0,729,"Kenner city, Louisiana",1455,1494,252,173,204,215,204,439,86,87,41,271,146,382,351,805,697,1030,388,430,455,204,65,212,204,204,456
"G22040735","2015","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",23156,21520,267,445,215,924,355,126,743,671,850,2130,1126,1879,1490,1436,1189,2541,875,2548,817,695,198,0,0,0,1636,"Lafayette city, Louisiana",2169,2214,315,408,270,475,331,111,514,428,539,740,615,789,666,642,603,939,469,706,418,423,224,204,204,204,770
