GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,PF8E001,PF8E002,PF8E003,PF8E004,PF8E005,PF8E006,PF8E007,PF8E008,PF8E009,PF8E010,PF8E011,PF8E012,PF8E013,PF8E014,PF8E015,PF8E016,PF8E017,PF8E018,PF8E019,PF8E020,PF8E021,PF8E022,PF8E023,PF8E024,NAME_M,PF8M001,PF8M002,PF8M003,PF8M004,PF8M005,PF8M006,PF8M007,PF8M008,PF8M009,PF8M010,PF8M011,PF8M012,PF8M013,PF8M014,PF8M015,PF8M016,PF8M017,PF8M018,PF8M019,PF8M020,PF8M021,PF8M022,PF8M023,PF8M024
"G06033000","2012","CA",,,"California","06",,,"Hayward city","33000",,,,,,,,,,,,,,,,"16000US0633000","Hayward city, California",21607,21511,197,89,147,409,92,280,108,118,140,185,187,241,38,558,440,544,2368,6885,3954,2805,1726,96,"Hayward city, California",1714,1712,196,149,242,344,111,179,86,192,173,152,183,228,63,483,320,305,637,1147,1013,843,717,71
"G06033182","2012","CA",,,"California","06",,,"Hemet city","33182",,,,,,,,,,,,,,,,"16000US0633182","Hemet city, California",13098,12457,118,76,251,305,63,162,318,36,159,322,833,792,1608,838,833,1577,667,1807,1081,423,188,641,"Hemet city, California",1207,1206,193,89,185,200,105,209,350,58,133,215,535,432,634,559,478,721,378,608,584,436,141,430
"G06033434","2012","CA",,,"California","06",,,"Hesperia city","33434",,,,,,,,,,,,,,,,"16000US0633434","Hesperia city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Hesperia city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06036000","2012","CA",,,"California","06",,,"Huntington Beach city","36000",,,,,,,,,,,,,,,,"16000US0636000","Huntington Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Huntington Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06036448","2012","CA",,,"California","06",,,"Indio city","36448",,,,,,,,,,,,,,,,"16000US0636448","Indio city, California",8924,8804,236,139,181,197,0,70,26,93,337,550,224,372,412,930,777,1083,709,788,515,1131,34,120,"Indio city, California",1092,1092,279,167,247,179,197,116,41,112,354,379,269,292,366,441,434,474,397,418,266,521,56,85
"G06036546","2012","CA",,,"California","06",,,"Inglewood city","36546",,,,,,,,,,,,,,,,"16000US0636546","Inglewood city, California",24765,24187,90,130,41,0,206,48,189,102,23,222,549,199,1075,783,1298,3950,3458,5884,3944,1576,420,578,"Inglewood city, California",1708,1774,116,152,67,197,187,81,154,121,38,197,332,173,483,386,640,991,959,1062,904,586,269,352
"G06036770","2012","CA",,,"California","06",,,"Irvine city","36770",,,,,,,,,,,,,,,,"16000US0636770","Irvine city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Irvine city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06037692","2012","CA",,,"California","06",,,"Jurupa Valley city","37692",,,,,,,,,,,,,,,,"16000US0637692","Jurupa Valley city, California",9026,8658,0,0,101,0,0,140,21,212,257,332,204,337,277,670,192,1594,993,1474,1082,772,0,368,"Jurupa Valley city, California",1131,1068,197,197,166,197,197,148,34,264,318,230,167,217,179,308,153,635,362,530,470,502,197,247
"G06039496","2012","CA",,,"California","06",,,"Lake Forest city","39496",,,,,,,,,,,,,,,,"16000US0639496","Lake Forest city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Lake Forest city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06039892","2012","CA",,,"California","06",,,"Lakewood city","39892",,,,,,,,,,,,,,,,"16000US0639892","Lakewood city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Lakewood city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06040130","2012","CA",,,"California","06",,,"Lancaster city","40130",,,,,,,,,,,,,,,,"16000US0640130","Lancaster city, California",18486,18251,147,0,251,124,219,236,93,520,299,930,548,567,796,1368,2021,2592,1917,3113,1559,776,175,235,"Lancaster city, California",1823,1825,188,197,266,119,245,244,110,422,272,496,380,255,437,665,783,658,818,844,569,315,203,184
"G06041992","2012","CA",,,"California","06",,,"Livermore city","41992",,,,,,,,,,,,,,,,"16000US0641992","Livermore city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Livermore city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06043000","2012","CA",,,"California","06",,,"Long Beach city","43000",,,,,,,,,,,,,,,,"16000US0643000","Long Beach city, California",99509,98296,458,437,538,1291,490,941,728,590,1213,1710,737,2207,4056,4331,4992,12837,12514,22179,9888,11378,4781,1213,"Long Beach city, California",3836,3779,249,275,377,390,294,367,408,363,468,670,355,721,1126,1062,891,1622,1958,2363,1601,1624,1259,375
"G06044000","2012","CA",,,"California","06",,,"Los Angeles city","44000",,,,,,,,,,,,,,,,"16000US0644000","Los Angeles city, California",842793,825252,5220,2134,6477,14749,4503,7546,5349,8678,7524,15946,13939,23082,25421,34779,34935,83081,86758,165340,95618,110870,73303,17541,"Los Angeles city, California",9781,9824,1233,623,1382,1430,933,1202,964,1310,1192,1733,1507,2219,2181,2711,2778,4279,4762,6380,4052,5135,4500,1970
"G06044574","2012","CA",,,"California","06",,,"Lynwood city","44574",,,,,,,,,,,,,,,,"16000US0644574","Lynwood city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Lynwood city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06045484","2012","CA",,,"California","06",,,"Manteca city","45484",,,,,,,,,,,,,,,,"16000US0645484","Manteca city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Manteca city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06046842","2012","CA",,,"California","06",,,"Menifee city","46842",,,,,,,,,,,,,,,,"16000US0646842","Menifee city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Menifee city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06046898","2012","CA",,,"California","06",,,"Merced city","46898",,,,,,,,,,,,,,,,"16000US0646898","Merced city, California",13372,12897,73,142,61,105,30,310,545,214,836,404,828,981,1526,1264,1029,1551,1926,699,149,65,159,475,"Merced city, California",1292,1247,122,172,74,139,51,314,402,149,403,264,475,532,547,596,452,537,857,471,137,109,208,358
"G06047766","2012","CA",,,"California","06",,,"Milpitas city","47766",,,,,,,,,,,,,,,,"16000US0647766","Milpitas city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Milpitas city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06048256","2012","CA",,,"California","06",,,"Mission Viejo city","48256",,,,,,,,,,,,,,,,"16000US0648256","Mission Viejo city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Mission Viejo city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06048354","2012","CA",,,"California","06",,,"Modesto city","48354",,,,,,,,,,,,,,,,"16000US0648354","Modesto city, California",32978,32269,76,129,298,510,480,564,478,630,576,810,1482,1693,2352,1710,2937,6579,2602,5585,1363,708,707,709,"Modesto city, California",2381,2379,93,174,260,298,274,391,446,443,332,513,619,613,881,638,952,1206,1050,1203,607,403,497,420
"G06049270","2012","CA",,,"California","06",,,"Moreno Valley city","49270",,,,,,,,,,,,,,,,"16000US0649270","Moreno Valley city, California",23111,22407,0,68,99,22,72,255,309,0,187,164,146,330,797,939,828,2663,2893,5231,4210,2402,792,704,"Moreno Valley city, California",1659,1638,197,110,162,37,120,302,282,197,222,191,146,267,366,520,382,707,930,1105,1152,868,783,324
"G06049670","2012","CA",,,"California","06",,,"Mountain View city","49670",,,,,,,,,,,,,,,,"16000US0649670","Mountain View city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Mountain View city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06050076","2012","CA",,,"California","06",,,"Murrieta city","50076",,,,,,,,,,,,,,,,"16000US0650076","Murrieta city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Murrieta city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06050258","2012","CA",,,"California","06",,,"Napa city","50258",,,,,,,,,,,,,,,,"16000US0650258","Napa city, California",12646,12336,168,0,68,262,131,166,277,293,50,123,192,73,0,188,152,903,1450,2559,2078,2034,1169,310,"Napa city, California",1293,1274,194,197,89,261,135,175,261,191,87,120,284,90,197,191,130,378,553,770,650,602,386,193
"G06051182","2012","CA",,,"California","06",,,"Newport Beach city","51182",,,,,,,,,,,,,,,,"16000US0651182","Newport Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Newport Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06052526","2012","CA",,,"California","06",,,"Norwalk city","52526",,,,,,,,,,,,,,,,"16000US0652526","Norwalk city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Norwalk city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06053000","2012","CA",,,"California","06",,,"Oakland city","53000",,,,,,,,,,,,,,,,"16000US0653000","Oakland city, California",95002,93005,1113,431,789,3538,1373,1375,1078,2070,1062,1922,1201,2111,2485,4477,4261,9024,8662,19445,11418,10589,4581,1997,"Oakland city, California",3246,3205,509,266,297,674,515,532,419,675,433,657,436,595,732,1019,995,1341,1383,2199,1519,1409,1102,744
"G06053322","2012","CA",,,"California","06",,,"Oceanside city","53322",,,,,,,,,,,,,,,,"16000US0653322","Oceanside city, California",22739,22332,53,48,80,366,179,39,0,0,0,111,314,328,89,687,74,1481,1247,5538,4087,4601,3010,407,"Oceanside city, California",2053,2035,87,79,97,346,117,64,197,197,197,134,290,333,104,492,88,569,605,1291,983,969,849,295
"G06053896","2012","CA",,,"California","06",,,"Ontario city","53896",,,,,,,,,,,,,,,,"16000US0653896","Ontario city, California",20899,20705,0,0,41,337,98,266,36,159,232,295,290,280,84,629,1055,2179,2221,5709,3985,2553,256,194,"Ontario city, California",1883,1870,197,197,68,317,164,217,60,162,207,208,264,193,98,269,616,698,613,1043,916,701,198,212
"G06053980","2012","CA",,,"California","06",,,"Orange city","53980",,,,,,,,,,,,,,,,"16000US0653980","Orange city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Orange city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06054652","2012","CA",,,"California","06",,,"Oxnard city","54652",,,,,,,,,,,,,,,,"16000US0654652","Oxnard city, California",22445,21726,360,37,297,81,113,40,227,187,146,124,230,127,234,233,799,1812,1771,5152,2675,4674,2407,719,"Oxnard city, California",1724,1634,305,59,263,94,110,64,163,171,158,119,224,155,219,187,408,611,550,1012,782,863,901,400
"G06055156","2012","CA",,,"California","06",,,"Palmdale city","55156",,,,,,,,,,,,,,,,"16000US0655156","Palmdale city, California",16578,16438,41,0,162,0,87,82,151,196,0,415,181,645,1044,1407,1123,1881,1108,2770,2644,2139,362,140,"Palmdale city, California",1387,1387,69,197,205,197,100,120,194,208,197,280,189,330,413,592,485,664,536,824,860,659,217,146
"G06055282","2012","CA",,,"California","06",,,"Palo Alto city","55282",,,,,,,,,,,,,,,,"16000US0655282","Palo Alto city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Palo Alto city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06056000","2012","CA",,,"California","06",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US0656000","Pasadena city, California",32865,32394,68,0,368,613,159,0,245,564,315,229,38,254,407,153,608,1932,3796,7981,5107,5875,3682,471,"Pasadena city, California",2021,2048,80,197,348,365,134,197,164,338,187,180,64,131,314,108,392,730,940,1336,1231,1126,919,274
"G06056700","2012","CA",,,"California","06",,,"Perris city","56700",,,,,,,,,,,,,,,,"16000US0656700","Perris city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Perris city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06057456","2012","CA",,,"California","06",,,"Pittsburg city","57456",,,,,,,,,,,,,,,,"16000US0657456","Pittsburg city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Pittsburg city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06057792","2012","CA",,,"California","06",,,"Pleasanton city","57792",,,,,,,,,,,,,,,,"16000US0657792","Pleasanton city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Pleasanton city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06058072","2012","CA",,,"California","06",,,"Pomona city","58072",,,,,,,,,,,,,,,,"16000US0658072","Pomona city, California",17320,16869,79,0,129,281,0,281,265,111,235,222,25,107,765,1060,1482,2108,2438,3121,1901,1626,633,451,"Pomona city, California",1529,1440,132,197,127,198,197,255,205,105,253,186,41,127,333,437,498,643,685,693,697,600,366,407
"G06059444","2012","CA",,,"California","06",,,"Rancho Cordova city","59444",,,,,,,,,,,,,,,,"16000US0659444","Rancho Cordova city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Rancho Cordova city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06059451","2012","CA",,,"California","06",,,"Rancho Cucamonga city","59451",,,,,,,,,,,,,,,,"16000US0659451","Rancho Cucamonga city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Rancho Cucamonga city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06059920","2012","CA",,,"California","06",,,"Redding city","59920",,,,,,,,,,,,,,,,"16000US0659920","Redding city, California",16923,16216,0,47,181,218,133,77,275,329,867,978,894,1981,923,200,974,2053,1344,2364,1214,755,409,707,"Redding city, California",1554,1515,197,77,151,170,130,90,248,342,431,438,354,842,459,178,584,847,533,810,598,421,308,511
"G06059962","2012","CA",,,"California","06",,,"Redlands city","59962",,,,,,,,,,,,,,,,"16000US0659962","Redlands city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Redlands city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06060018","2012","CA",,,"California","06",,,"Redondo Beach city","60018",,,,,,,,,,,,,,,,"16000US0660018","Redondo Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Redondo Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06060102","2012","CA",,,"California","06",,,"Redwood City city","60102",,,,,,,,,,,,,,,,"16000US0660102","Redwood City city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Redwood City city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06060466","2012","CA",,,"California","06",,,"Rialto city","60466",,,,,,,,,,,,,,,,"16000US0660466","Rialto city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Rialto city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06060620","2012","CA",,,"California","06",,,"Richmond city","60620",,,,,,,,,,,,,,,,"16000US0660620","Richmond city, California",20372,18977,273,376,295,812,172,54,280,0,0,177,478,86,114,81,358,2393,3313,4631,2597,1955,532,1395,"Richmond city, California",1554,1585,274,306,258,501,165,92,262,197,197,181,398,78,141,127,209,724,1000,1071,889,817,422,650
"G06062000","2012","CA",,,"California","06",,,"Riverside city","62000",,,,,,,,,,,,,,,,"16000US0662000","Riverside city, California",41214,40163,0,134,132,257,222,69,80,452,315,687,859,1891,1699,2310,3701,4970,4980,8271,4738,3526,870,1051,"Riverside city, California",2863,2753,197,113,132,212,157,83,95,280,208,392,544,850,709,872,939,828,1174,1445,1061,932,565,683
"G06062938","2012","CA",,,"California","06",,,"Roseville city","62938",,,,,,,,,,,,,,,,"16000US0662938","Roseville city, California",16910,16582,31,40,66,0,26,142,0,71,0,121,86,540,162,720,516,2660,1992,2625,2958,2558,1268,328,"Roseville city, California",1417,1403,56,67,110,197,44,117,197,119,197,137,107,292,169,404,269,853,753,750,712,756,743,251
"G06064000","2012","CA",,,"California","06",,,"Sacramento city","64000",,,,,,,,,,,,,,,,"16000US0664000","Sacramento city, California",92857,90763,977,409,1356,1101,505,1255,1179,1978,1134,2896,4339,4894,3548,6524,5604,12603,9328,14999,10119,4555,1460,2094,"Sacramento city, California",3655,3569,327,239,588,447,272,644,658,750,420,805,1172,1227,853,1191,1038,1600,1777,1840,1932,1215,593,631
"G06064224","2012","CA",,,"California","06",,,"Salinas city","64224",,,,,,,,,,,,,,,,"16000US0664224","Salinas city, California",23357,23033,93,261,77,63,87,239,189,395,233,65,240,397,455,1228,929,2837,3261,5606,2622,3158,598,324,"Salinas city, California",1725,1697,152,318,92,76,83,262,194,312,242,80,195,307,285,574,421,642,955,1127,775,800,453,225
"G06065000","2012","CA",,,"California","06",,,"San Bernardino city","65000",,,,,,,,,,,,,,,,"16000US0665000","San Bernardino city, California",28518,27540,305,178,707,340,295,489,616,236,335,792,1672,2295,2063,1661,2914,3106,1950,5158,1424,967,37,978,"San Bernardino city, California",2139,2176,271,103,417,201,177,360,369,173,298,390,593,767,657,540,817,853,715,1099,577,493,64,390
"G06065042","2012","CA",,,"California","06",,,"San Buenaventura (Ventura) city","65042",,,,,,,,,,,,,,,,"16000US0665042","San Buenaventura (Ventura) city, California",18622,18174,43,0,44,128,363,25,127,22,66,285,77,319,375,0,411,1206,1950,3922,3649,3487,1675,448,"San Buenaventura (Ventura) city, California",1585,1547,72,197,74,117,443,40,145,37,55,367,89,305,332,197,303,532,771,995,988,1023,626,284
"G06066000","2012","CA",,,"California","06",,,"San Diego city","66000",,,,,,,,,,,,,,,,"16000US0666000","San Diego city, California",252589,246990,1030,301,278,3690,1047,1508,1211,2011,1079,2001,1552,3501,3473,7014,9496,19242,22466,46497,35991,55065,28537,5599,"San Diego city, California",5383,5410,524,223,251,943,469,699,502,637,518,694,633,882,919,1423,1404,2201,2700,3177,2349,3808,2754,1125
"G06067000","2012","CA",,,"California","06",,,"San Francisco city","67000",,,,,,,,,,,,,,,,"16000US0667000","San Francisco city, California",222103,217105,2273,1182,1561,6293,3283,2697,2753,3854,3333,5001,3479,4049,2542,5018,1839,7544,6901,25755,22913,47257,57578,4998,"San Francisco city, California",4887,4777,979,673,609,1301,816,944,860,1093,1051,1195,985,1061,980,1417,719,1385,1109,2590,2874,3834,3661,1366
"G06068000","2012","CA",,,"California","06",,,"San Jose city","68000",,,,,,,,,,,,,,,,"16000US0668000","San Jose city, California",135910,133241,647,1103,1140,2667,1267,804,1370,1421,807,1211,1509,1215,656,1183,1984,5439,7051,21075,24278,32679,23735,2669,"San Jose city, California",4393,4293,273,582,501,805,554,468,541,546,520,568,578,426,370,538,626,999,1490,2165,2641,2606,2289,804
"G06068084","2012","CA",,,"California","06",,,"San Leandro city","68084",,,,,,,,,,,,,,,,"16000US0668084","San Leandro city, California",,,,,,,,,,,,,,,,,,,,,,,,,"San Leandro city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06068196","2012","CA",,,"California","06",,,"San Marcos city","68196",,,,,,,,,,,,,,,,"16000US0668196","San Marcos city, California",,,,,,,,,,,,,,,,,,,,,,,,,"San Marcos city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06068252","2012","CA",,,"California","06",,,"San Mateo city","68252",,,,,,,,,,,,,,,,"16000US0668252","San Mateo city, California",,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06068378","2012","CA",,,"California","06",,,"San Ramon city","68378",,,,,,,,,,,,,,,,"16000US0668378","San Ramon city, California",,,,,,,,,,,,,,,,,,,,,,,,,"San Ramon city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06069000","2012","CA",,,"California","06",,,"Santa Ana city","69000",,,,,,,,,,,,,,,,"16000US0669000","Santa Ana city, California",39511,38878,63,169,143,672,295,402,0,197,278,225,37,0,241,407,853,3926,5467,8583,7534,6769,2617,633,"Santa Ana city, California",2047,2052,103,197,162,351,266,348,197,198,224,187,61,197,191,297,475,744,1091,1202,1035,1261,600,310
"G06069070","2012","CA",,,"California","06",,,"Santa Barbara city","69070",,,,,,,,,,,,,,,,"16000US0669070","Santa Barbara city, California",20554,20297,299,0,125,232,44,0,46,323,308,313,314,179,61,462,353,296,1104,3092,2688,6312,3746,257,"Santa Barbara city, California",1609,1599,388,197,146,193,75,197,78,280,168,334,308,156,101,304,245,393,624,943,820,1217,907,196
"G06069084","2012","CA",,,"California","06",,,"Santa Clara city","69084",,,,,,,,,,,,,,,,"16000US0669084","Santa Clara city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06069088","2012","CA",,,"California","06",,,"Santa Clarita city","69088",,,,,,,,,,,,,,,,"16000US0669088","Santa Clarita city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clarita city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06069196","2012","CA",,,"California","06",,,"Santa Maria city","69196",,,,,,,,,,,,,,,,"16000US0669196","Santa Maria city, California",13639,13139,42,239,158,166,0,175,36,161,404,95,231,406,65,720,431,932,1913,3008,2466,1377,114,500,"Santa Maria city, California",1349,1308,67,230,267,201,197,178,62,192,454,115,205,236,105,436,321,412,643,848,700,537,109,258
"G06070000","2012","CA",,,"California","06",,,"Santa Monica city","70000",,,,,,,,,,,,,,,,"16000US0670000","Santa Monica city, California",30735,30051,63,0,219,576,114,265,157,341,209,36,315,682,287,955,883,1021,1349,3726,3069,7309,8475,684,"Santa Monica city, California",2195,2183,103,197,226,504,136,369,143,328,202,58,368,297,217,486,445,372,695,973,758,1384,1554,437
"G06070098","2012","CA",,,"California","06",,,"Santa Rosa city","70098",,,,,,,,,,,,,,,,"16000US0670098","Santa Rosa city, California",29249,28515,67,0,80,371,240,68,289,107,39,199,219,337,265,486,755,2647,4335,7630,4235,4846,1300,734,"Santa Rosa city, California",2221,2204,83,197,93,262,336,122,256,136,64,165,211,248,234,360,403,691,1085,1533,1053,1185,578,492
"G06072016","2012","CA",,,"California","06",,,"Simi Valley city","72016",,,,,,,,,,,,,,,,"16000US0672016","Simi Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Simi Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06073080","2012","CA",,,"California","06",,,"South Gate city","73080",,,,,,,,,,,,,,,,"16000US0673080","South Gate city, California",11950,11814,0,0,0,328,45,0,0,61,0,112,341,529,379,557,723,2841,1825,2369,622,776,306,136,"South Gate city, California",1125,1105,197,197,197,234,73,197,197,74,197,99,317,248,230,260,310,856,578,573,331,350,257,133
"G06073262","2012","CA",,,"California","06",,,"South San Francisco city","73262",,,,,,,,,,,,,,,,"16000US0673262","South San Francisco city, California",,,,,,,,,,,,,,,,,,,,,,,,,"South San Francisco city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06075000","2012","CA",,,"California","06",,,"Stockton city","75000",,,,,,,,,,,,,,,,"16000US0675000","Stockton city, California",46169,44475,505,183,252,827,443,310,421,1196,1400,2078,3204,2845,3755,2471,3565,5835,2990,6823,3275,1984,113,1694,"Stockton city, California",2067,2125,294,185,122,365,301,203,258,481,571,747,878,714,897,614,1047,992,790,1329,944,730,90,588
"G06077000","2012","CA",,,"California","06",,,"Sunnyvale city","77000",,,,,,,,,,,,,,,,"16000US0677000","Sunnyvale city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Sunnyvale city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06078120","2012","CA",,,"California","06",,,"Temecula city","78120",,,,,,,,,,,,,,,,"16000US0678120","Temecula city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Temecula city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06078582","2012","CA",,,"California","06",,,"Thousand Oaks city","78582",,,,,,,,,,,,,,,,"16000US0678582","Thousand Oaks city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Thousand Oaks city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06080000","2012","CA",,,"California","06",,,"Torrance city","80000",,,,,,,,,,,,,,,,"16000US0680000","Torrance city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Torrance city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06080238","2012","CA",,,"California","06",,,"Tracy city","80238",,,,,,,,,,,,,,,,"16000US0680238","Tracy city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Tracy city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06080812","2012","CA",,,"California","06",,,"Turlock city","80812",,,,,,,,,,,,,,,,"16000US0680812","Turlock city, California",11385,11106,0,0,105,88,211,270,34,155,244,402,666,504,1069,638,1211,1496,640,1201,1794,349,29,279,"Turlock city, California",1263,1182,197,197,170,103,190,225,58,128,227,366,439,300,486,427,666,590,418,538,989,276,50,208
"G06080854","2012","CA",,,"California","06",,,"Tustin city","80854",,,,,,,,,,,,,,,,"16000US0680854","Tustin city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Tustin city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06081204","2012","CA",,,"California","06",,,"Union City city","81204",,,,,,,,,,,,,,,,"16000US0681204","Union City city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Union City city, California",,,,,,,,,,,,,,,,,,,,,,,,
