GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AGWME001,AGWME002,AGWME003,AGWME004,AGWME005,AGWME006,AGWME007,AGWME008,AGWME009,AGWME010,AGWME011,AGWME012,AGWME013,AGWME014,AGWME015,AGWME016,AGWME017,AGWME018,AGWME019,AGWME020,AGWME021,AGWME022,AGWME023,AGWME024,AGWME025,AGWME026,AGWME027,AGWME028,AGWME029,AGWME030,AGWME031,AGWME032,AGWME033,AGWME034,AGWME035,AGWME036,AGWME037,AGWME038,AGWME039,AGWME040,AGWME041,AGWME042,AGWME043,AGWME044,AGWME045,AGWME046,AGWME047,AGWME048,AGWME049,NAME_M,AGWMM001,AGWMM002,AGWMM003,AGWMM004,AGWMM005,AGWMM006,AGWMM007,AGWMM008,AGWMM009,AGWMM010,AGWMM011,AGWMM012,AGWMM013,AGWMM014,AGWMM015,AGWMM016,AGWMM017,AGWMM018,AGWMM019,AGWMM020,AGWMM021,AGWMM022,AGWMM023,AGWMM024,AGWMM025,AGWMM026,AGWMM027,AGWMM028,AGWMM029,AGWMM030,AGWMM031,AGWMM032,AGWMM033,AGWMM034,AGWMM035,AGWMM036,AGWMM037,AGWMM038,AGWMM039,AGWMM040,AGWMM041,AGWMM042,AGWMM043,AGWMM044,AGWMM045,AGWMM046,AGWMM047,AGWMM048,AGWMM049
"G2100470","2017","KY",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,"05000US21047","Christian County, Kentucky",70416,37969,4273,2904,2178,1035,1437,1322,1653,3272,3857,2228,2140,1592,1589,1549,2237,503,660,216,857,1020,930,271,246,32447,2495,2197,2718,1320,369,577,676,2209,2571,2001,2130,1735,1567,1678,1489,876,933,296,1143,1449,856,676,486,"Christian County, Kentucky",0,695,411,643,765,328,617,742,712,974,687,368,555,485,302,212,507,285,298,174,341,353,341,177,228,695,361,737,645,333,324,349,324,510,425,310,587,554,316,2,460,349,428,190,376,392,269,234,253
"G2100590","2017","KY",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,,"05000US21059","Daviess County, Kentucky",100374,48548,2998,2867,4322,2158,1097,618,661,1888,3393,2768,2775,2896,3349,3276,3005,1297,2039,881,1740,1781,1230,809,700,51826,3344,2765,4174,1860,1189,492,985,1454,3279,3134,2926,3271,3146,3406,3622,1270,2046,1561,1923,1602,2030,1195,1152,"Daviess County, Kentucky",0,730,205,667,746,337,134,384,438,478,392,147,585,626,307,302,555,430,535,291,463,457,354,359,264,730,401,696,672,279,236,302,633,465,255,345,642,724,338,366,622,387,542,413,509,408,530,387,444
"G2100670","2017","KY",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,"05000US21067","Fayette County, Kentucky",321959,158325,10868,10034,9060,5269,6325,3798,2099,9989,13813,12063,10190,11533,9720,8696,9625,3453,4008,2805,4864,3831,2738,1927,1617,163634,8964,9665,8940,5085,6431,4432,3269,8528,13109,11509,12487,8237,9522,9799,11266,3106,5684,3415,4679,5282,4284,2722,3219,"Fayette County, Kentucky",0,690,457,1101,1096,330,734,1027,748,1342,402,399,1234,1316,533,227,931,655,795,577,731,628,503,445,430,690,338,1084,1151,242,819,1407,864,1297,487,107,1120,1113,421,464,931,780,818,816,773,838,708,731,722
"G2100930","2017","KY",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,"05000US21093","Hardin County, Kentucky",108071,53451,3497,3817,4050,2148,1476,1059,539,2316,3750,3221,4176,3267,3590,3595,3983,1327,1176,1306,1267,1597,1216,727,351,54620,3802,3582,3916,1992,729,285,486,1915,3924,4072,4226,2564,3409,3608,5398,1408,1294,1267,1434,1728,1538,876,1167,"Hardin County, Kentucky",0,700,599,727,666,387,351,645,374,684,358,465,761,860,726,218,665,480,533,459,428,429,406,296,260,700,551,875,926,307,392,317,380,728,252,837,683,628,449,223,893,688,628,525,471,610,392,341,464
"G2101110","2017","KY",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,"05000US21111","Jefferson County, Kentucky",771158,373431,25050,25493,22665,14839,8723,4412,5337,15161,29538,27104,24982,21933,23378,24118,26378,9074,13701,8915,10266,13387,8778,5319,4880,397727,23854,21815,24618,13564,8861,3549,6515,13659,30788,26706,25734,23666,24272,25505,28339,10848,15716,10519,13069,15292,10787,9267,10784,"Jefferson County, Kentucky",0,428,91,2117,2119,377,309,1057,1261,1486,104,315,1952,1975,225,289,1955,1306,1455,1241,1255,1199,907,853,882,428,59,1885,1874,380,389,794,1308,1323,242,4,1859,1947,476,51,1713,1436,1385,1213,1267,1136,1264,1221,1128
"G2101170","2017","KY",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,"05000US21117","Kenton County, Kentucky",165399,82333,6025,5268,6377,3177,1729,1701,1453,1643,7041,6202,5865,4591,5047,5386,5820,2277,2490,1450,2645,2540,1721,864,1021,83066,5192,6010,4462,2895,1523,553,875,3232,6432,5990,5681,5165,5035,5653,6075,2287,2854,1790,2455,3507,2396,1510,1494,"Kenton County, Kentucky",0,974,407,956,944,230,231,743,668,690,419,574,833,809,314,241,834,776,629,491,670,589,425,349,360,974,349,730,819,236,145,277,404,582,367,389,953,1012,294,258,848,559,756,483,482,634,462,490,471
"G2101450","2017","KY",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,"05000US21145","McCracken County, Kentucky",65385,31705,2401,1336,2890,1132,941,154,191,664,1964,1702,1501,2322,2460,2272,2085,1025,1547,768,1074,1171,930,658,517,33680,1654,2245,1749,1179,946,798,82,834,2208,1888,1587,2063,2345,1972,2694,1124,1153,1055,1022,1908,1242,872,1060,"McCracken County, Kentucky",0,316,494,558,686,135,350,172,206,359,308,118,585,592,411,506,555,451,585,424,399,399,354,323,282,316,249,549,560,263,462,550,117,382,439,227,507,536,465,168,644,488,502,444,478,528,413,426,448
"G2101510","2017","KY",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,"05000US21151","Madison County, Kentucky",91226,44475,2640,3151,2144,1575,2130,1555,1172,2653,3300,2740,2893,3029,2620,2529,2595,705,1655,503,799,2190,838,424,635,46751,2880,2402,2546,1727,2556,2099,1298,2805,2821,2442,2947,2787,2747,2662,2144,1451,1531,1023,1335,1821,883,986,858,"Madison County, Kentucky",0,655,263,762,649,189,236,571,555,848,420,416,643,828,97,109,591,405,483,337,303,378,294,274,277,655,488,503,520,319,781,788,875,1166,167,81,539,590,98,140,528,502,507,514,452,473,296,358,355
"G2101850","2017","KY",,,"Kentucky","21","Oldham County","185",,,,,,,,,,,,,,,,,,"05000US21185","Oldham County, Kentucky",66415,34094,1559,2200,3507,1672,846,259,504,1193,1900,1838,2357,2591,2951,2617,2276,790,1136,691,1056,952,918,109,172,32321,2107,2245,2822,1949,1192,624,427,637,1367,1472,1991,2296,2674,2295,2392,718,839,589,982,1175,996,221,311,"Oldham County, Kentucky",0,500,118,511,529,152,126,181,290,318,229,173,499,494,341,144,377,333,285,273,279,267,158,103,151,500,439,553,668,423,379,372,250,402,256,53,503,535,209,139,375,293,308,236,342,331,251,182,190
"G2102270","2017","KY",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,"05000US21227","Warren County, Kentucky",128845,62152,4615,4355,2950,1961,3325,484,1224,5129,5409,3939,2897,4680,3328,4047,3245,909,2593,717,1794,1821,1630,996,104,66693,4209,4172,4402,2660,4502,1950,1290,2984,4893,3769,3974,3143,3778,4601,3682,1680,1950,553,2088,2535,1260,1050,1568,"Warren County, Kentucky",0,971,608,1072,921,183,1267,383,649,1235,666,471,840,849,367,458,715,496,852,392,498,484,523,425,92,971,604,819,988,468,1122,662,618,897,427,460,794,760,438,594,630,581,630,291,549,623,561,559,571
"G2200050","2017","LA",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,,"05000US22005","Ascension Parish, Louisiana",122948,59493,3519,4790,5316,2251,2007,235,411,2765,3706,4708,4563,4334,3441,4494,4011,2119,707,1143,2392,718,1122,513,228,63455,4580,5414,3926,3283,2152,817,349,1974,3598,4972,4532,5231,3807,4128,4076,969,2108,1031,1260,2134,1478,648,988,"Ascension Parish, Louisiana",0,1043,396,1435,1212,480,1005,384,400,1141,652,937,1152,991,286,764,877,836,448,706,686,433,325,441,199,1043,899,1114,1027,710,902,573,402,879,463,1175,1185,1151,514,670,899,525,859,557,499,574,532,338,529
"G2200150","2017","LA",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,,"05000US22015","Bossier Parish, Louisiana",127634,62912,4925,3950,5488,2679,1886,799,1219,2776,4265,4162,5243,3994,3775,3233,3839,633,2593,888,1492,1613,1956,683,821,64722,4087,5038,4020,2297,1561,840,590,2875,4448,5551,5145,3589,3400,4047,4090,848,2653,1851,1031,2483,1872,1408,998,"Bossier Parish, Louisiana",0,734,380,1113,1151,428,658,494,525,829,613,513,1254,1249,377,387,1015,400,890,408,568,505,515,398,357,734,251,964,991,436,667,469,409,926,643,510,1104,813,480,337,839,408,794,676,570,715,607,492,469
"G2200170","2017","LA",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,,"05000US22017","Caddo Parish, Louisiana",246581,117342,9531,8014,7724,4819,2660,2299,912,4521,8926,8219,8195,5574,6534,7012,7769,3136,3962,2070,4006,4714,2523,2393,1829,129239,8584,7922,7870,4695,2669,2287,1512,3695,9384,8800,8300,7198,7477,7934,7904,4510,4928,3825,3319,5930,3550,3203,3743,"Caddo Parish, Louisiana",0,737,695,1402,1496,231,214,710,591,749,481,425,1352,1277,324,172,1193,902,897,593,730,882,606,677,616,737,521,1275,1228,86,214,679,883,960,407,348,1404,1390,213,437,1115,1025,1057,940,726,1096,779,728,794
"G2200190","2017","LA",,,"Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,,,,,"05000US22019","Calcasieu Parish, Louisiana",202445,98110,7300,6395,7652,4219,1955,464,2004,4391,7787,7533,6692,5277,5859,5796,6676,2402,2954,2309,2995,2644,2402,1540,864,104335,7218,8425,5475,3719,3251,1196,1336,3822,7369,7297,5705,6712,5878,6375,7575,2832,3654,3322,2939,3046,3058,1570,2561,"Calcasieu Parish, Louisiana",0,702,349,1094,1089,523,837,309,980,1018,300,507,1071,1013,233,145,846,632,728,621,682,685,627,637,376,702,427,1073,1078,493,820,600,645,943,857,424,1144,1087,87,310,1024,815,929,776,759,786,737,498,778
"G2200330","2017","LA",,,"Louisiana","22","East Baton Rouge Parish","033",,,,,,,,,,,,,,,,,,"05000US22033","East Baton Rouge Parish, Louisiana",446268,214721,15035,13444,15194,8516,7987,4226,5874,12420,17817,15288,11917,12727,12195,11839,13339,5301,6422,4912,6590,6098,4099,1893,1588,231547,13673,13356,14285,7993,8061,6432,3752,13894,17130,15509,14752,12760,12869,13273,14622,5525,8272,4128,7211,9422,5752,3761,5115,"East Baton Rouge Parish, Louisiana",0,1009,663,1650,1656,467,664,1483,1793,1916,474,723,1649,1765,1065,552,1392,1167,1358,1135,1077,1110,727,742,543,1009,848,1870,1895,300,557,1671,938,1899,730,535,1862,1858,420,311,1746,1373,1500,942,1096,1147,1050,904,790
"G2200450","2017","LA",,,"Louisiana","22","Iberia Parish","045",,,,,,,,,,,,,,,,,,"05000US22045","Iberia Parish, Louisiana",72176,34272,2171,3942,1710,1063,1270,185,1027,1053,1997,2699,1408,2378,2161,2024,2287,1068,1368,561,838,1398,456,797,411,37904,2994,2486,3181,1707,1200,780,171,879,2815,2589,2825,1123,1656,2923,2375,1181,1311,857,1034,1294,1189,668,666,"Iberia Parish, Louisiana",0,964,553,883,763,548,744,221,685,290,524,686,636,990,513,331,627,437,624,329,373,405,255,342,261,964,559,629,678,613,400,681,194,487,519,889,757,575,362,907,628,516,542,402,435,572,419,384,343
"G2200510","2017","LA",,,"Louisiana","22","Jefferson Parish","051",,,,,,,,,,,,,,,,,,"05000US22051","Jefferson Parish, Louisiana",439036,212697,14642,13312,13122,8041,4385,3366,2820,7414,15245,16081,15331,11571,13105,14084,14764,6446,7604,4556,7046,8334,6297,2531,2600,226339,13866,12816,13112,7241,4239,2348,2749,7859,16354,16358,14162,13429,13450,15284,15229,7315,9293,5161,7653,10255,7504,5400,5262,"Jefferson Parish, Louisiana",0,463,73,1683,1683,379,227,958,904,1143,258,282,1749,1742,140,4,1277,1140,1040,891,1136,1133,820,661,755,463,197,1616,1721,258,602,744,782,1026,389,474,1323,1306,2,286,1476,1431,1139,880,1179,1138,1013,1033,961
"G2200550","2017","LA",,,"Louisiana","22","Lafayette Parish","055",,,,,,,,,,,,,,,,,,"05000US22055","Lafayette Parish, Louisiana",242485,119132,9025,8864,7945,4587,4172,1727,1645,3752,9920,9419,10941,5337,7608,6791,6882,3867,3613,2010,3133,3139,2040,1796,919,123353,7950,8315,6860,4712,3631,2027,1308,4908,10136,9790,8382,7456,7437,7275,7573,3078,5263,3094,3646,3217,2543,1581,3171,"Lafayette Parish, Louisiana",0,1082,674,1230,1223,266,913,739,764,1114,340,498,1583,1488,625,408,1045,1080,886,710,909,630,702,621,578,1082,427,1781,1649,291,796,887,811,1188,194,612,1329,1405,315,214,1348,1220,1098,1044,904,750,765,554,738
"G2200570","2017","LA",,,"Louisiana","22","Lafourche Parish","057",,,,,,,,,,,,,,,,,,"05000US22057","Lafourche Parish, Louisiana",98426,48833,3544,3950,2779,2311,1623,685,452,1660,3611,3274,2878,2920,2824,3634,3180,1020,2081,886,783,2361,860,1076,441,49593,2904,2534,3168,1829,1482,746,529,1890,3708,3219,3248,2404,3417,3649,3295,1834,1669,882,1389,1931,1829,1195,842,"Lafourche Parish, Louisiana",0,792,431,787,717,558,642,387,309,711,474,516,808,607,296,557,686,376,601,408,406,564,292,280,214,792,428,722,861,437,368,317,347,540,481,403,684,628,628,516,593,596,489,364,420,436,428,379,359
"G2200630","2017","LA",,,"Louisiana","22","Livingston Parish","063",,,,,,,,,,,,,,,,,,"05000US22063","Livingston Parish, Louisiana",138228,67779,5093,6221,4678,3028,1293,601,530,2996,5127,4636,4908,4130,4807,4139,3617,2566,1357,1736,1447,1928,1799,750,392,70449,4646,3620,5240,3273,2171,1051,857,1577,4977,5231,5508,4111,4657,5013,4586,2278,1405,1149,2088,2962,2035,1078,936,"Livingston Parish, Louisiana",0,1271,813,1208,1067,382,656,617,513,719,682,516,1226,986,633,160,836,853,617,837,671,806,443,461,268,1271,642,911,899,702,595,542,515,669,553,508,1136,931,418,819,811,922,667,552,839,989,796,646,637
"G2200710","2017","LA",,,"Louisiana","22","Orleans Parish","071",,,,,,,,,,,,,,,,,,"05000US22071","Orleans Parish, Louisiana",393292,186954,12510,12030,9655,6063,4310,2382,2539,7959,16128,17064,13790,11746,11044,11574,11996,5610,7058,4030,5333,5966,3568,2337,2262,206338,11160,11103,10819,5753,5136,2428,2728,8088,18749,19159,14859,12156,12165,12896,13755,5596,7992,4228,7641,6558,5679,3495,4195,"Orleans Parish, Louisiana",0,433,331,1054,1048,224,429,699,764,945,202,38,1515,1448,361,445,1291,1053,1045,800,856,893,636,568,474,433,366,1332,1329,165,878,677,654,934,242,3,1363,1383,324,265,1237,1009,1234,772,987,860,854,783,805
"G2200730","2017","LA",,,"Louisiana","22","Ouachita Parish","073",,,,,,,,,,,,,,,,,,"05000US22073","Ouachita Parish, Louisiana",155874,74655,5380,5681,5284,3430,2087,919,1400,3401,5660,4980,5311,3661,4778,4288,4050,1745,3304,1492,1828,2677,1268,872,1159,81219,5205,5433,5315,3184,2223,965,1265,3578,6099,5426,4595,5406,4848,4869,5888,1578,2599,1664,2517,2915,1992,2028,1627,"Ouachita Parish, Louisiana",0,283,108,1031,1027,69,523,480,593,768,103,251,708,721,291,93,852,638,814,471,527,602,465,429,429,283,173,963,973,54,164,600,546,837,219,234,949,999,115,93,810,565,720,501,525,619,607,559,509
"G2200790","2017","LA",,,"Louisiana","22","Rapides Parish","079",,,,,,,,,,,,,,,,,,"05000US22079","Rapides Parish, Louisiana",131648,63860,4273,5016,5078,2885,2187,988,994,2237,4152,3928,4550,3157,3555,4021,4216,1726,2050,1557,1760,2122,1230,913,1265,67788,4750,3523,4735,2681,1805,422,613,2592,4483,4144,4310,3796,4346,4836,4467,1472,2864,1718,1706,3339,2235,1459,1492,"Rapides Parish, Louisiana",0,589,98,841,868,245,539,542,503,859,81,100,824,1003,505,249,650,594,587,560,532,575,410,459,543,589,381,920,919,55,552,334,395,630,271,133,800,953,388,352,755,588,668,483,545,571,599,533,508
"G2200970","2017","LA",,,"Louisiana","22","St. Landry Parish","097",,,,,,,,,,,,,,,,,,"05000US22097","St. Landry Parish, Louisiana",83497,41733,2794,3499,5023,1886,1514,360,569,1060,2599,2162,2547,2083,2636,2223,1913,1226,2037,683,1632,1341,784,700,462,41764,1532,3086,3055,1874,1471,839,226,858,2830,2607,2753,2012,2456,2883,3054,959,1684,696,1227,2163,1470,801,1228,"St. Landry Parish, Louisiana",0,678,517,856,922,2,317,211,405,451,214,783,884,680,355,416,515,456,665,302,535,467,297,323,278,678,613,739,795,160,700,665,240,521,214,65,677,674,54,123,569,457,515,401,450,558,383,363,406
"G2201030","2017","LA",,,"Louisiana","22","St. Tammany Parish","103",,,,,,,,,,,,,,,,,,"05000US22103","St. Tammany Parish, Louisiana",256327,123949,7178,8548,9370,5943,3693,1258,1390,3812,7147,7048,9263,6923,7367,9213,9101,3353,4630,2608,3880,5741,3423,1748,1312,132378,8299,8952,8937,4637,3773,854,1548,4093,6695,7743,7061,9772,8713,9532,8511,4514,5952,3822,3563,6576,3486,3175,2170,"St. Tammany Parish, Louisiana",0,1043,592,1201,1189,375,772,726,848,875,793,756,1389,1331,501,862,1248,947,903,697,818,959,806,531,492,1043,630,1344,1407,332,910,654,827,806,631,496,1599,1621,826,615,1286,1097,1046,949,928,1000,658,665,589
"G2201050","2017","LA",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,,"05000US22105","Tangipahoa Parish, Louisiana",132497,64759,5078,3562,5830,2682,1947,1753,603,2391,4622,4823,3631,4585,3324,3939,3419,1847,2502,2390,901,2301,1287,955,387,67738,4690,3061,5288,2458,2258,706,645,3407,5466,4313,5927,2971,3835,4188,4084,1726,2658,1319,2132,2930,2222,923,531,"Tangipahoa Parish, Louisiana",0,1296,1140,1071,1002,623,948,835,546,720,723,605,1026,1061,576,781,760,706,734,782,445,582,517,413,275,1296,1195,1092,1025,569,532,336,472,761,265,729,1045,1001,144,248,909,676,869,583,699,754,704,590,382
"G2201090","2017","LA",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,,"05000US22109","Terrebonne Parish, Louisiana",112086,54992,3278,3183,4705,3362,1536,568,279,2616,4507,3025,4310,2853,3596,3436,4049,1308,1098,988,1416,2374,814,707,984,57094,4251,2806,4422,2717,1443,456,305,3131,4222,3426,4149,2711,3689,3637,3748,1882,1608,1086,1871,1809,1344,994,1387,"Terrebonne Parish, Louisiana",0,1784,745,954,1318,1119,706,439,297,881,914,373,1201,1119,886,610,918,586,465,536,647,773,393,368,499,1784,1107,973,1210,1026,844,421,284,1171,821,600,1123,866,601,539,723,738,597,435,659,568,368,433,396
"G2300010","2017","ME",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,,"05000US23001","Androscoggin County, Maine",107651,52970,3407,3701,2851,2056,1410,803,538,2199,3154,3152,3532,2689,3569,3868,4496,1216,1921,1087,1634,2607,1097,979,1004,54681,3339,2540,3744,1779,1350,677,993,1560,3286,3235,3497,3159,3461,3954,3755,1704,2436,1427,1705,2603,1783,1105,1589,"Androscoggin County, Maine",0,698,303,652,637,214,177,393,351,539,167,200,611,637,157,138,835,467,743,472,579,582,456,484,522,698,202,712,688,124,208,396,521,499,161,95,641,593,99,98,726,596,563,530,515,543,574,484,570
"G2300030","2017","ME",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,,"05000US23003","Aroostook County, Maine",67653,33647,1703,2015,1617,1216,771,243,264,1396,1742,1837,1863,1549,2111,2492,3174,1090,1347,738,1396,2321,1046,533,1183,34006,1668,1571,1642,1192,630,664,410,643,1643,1625,2100,1400,2079,2521,3439,1046,1208,1273,1482,1745,1625,1095,1305,"Aroostook County, Maine",0,318,94,456,490,137,31,223,150,255,237,276,404,413,76,68,511,344,414,324,343,325,334,254,367,318,210,397,374,159,14,345,252,267,129,124,371,369,57,73,366,334,318,390,363,389,348,358,352
"G2300050","2017","ME",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,,"05000US23005","Cumberland County, Maine",292500,141779,7157,7313,8919,5182,3611,2282,2120,5075,9962,10183,8908,8246,9373,10276,11481,3882,4621,3845,4543,6594,3062,2482,2662,150721,6830,6821,8422,4799,3766,1603,1768,4971,10423,10231,10294,7743,10275,10868,11674,3918,6850,3874,6335,6467,4527,3144,5118,"Cumberland County, Maine",0,858,424,1165,1312,408,167,804,668,993,462,567,1218,1100,309,309,1174,1028,873,700,898,872,644,690,777,858,512,1243,1131,362,380,655,684,943,546,588,986,951,405,370,1094,781,1097,790,760,885,859,846,845
"G2300110","2017","ME",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,,"05000US23011","Kennebec County, Maine",121821,59151,3333,2915,3359,2279,1714,562,645,2354,3639,3404,3110,3327,3903,4466,5145,1705,2726,1901,1804,2854,1602,1082,1322,62670,2827,3159,3430,2416,1658,652,1122,2031,3365,3634,3564,3495,4074,4620,4841,2026,3091,1871,2033,3120,1866,1750,2025,"Kennebec County, Maine",0,533,207,566,575,219,279,332,332,438,243,201,661,619,109,215,877,627,841,626,565,564,449,438,402,533,142,664,602,364,257,420,543,810,108,311,727,670,118,134,749,726,759,527,481,579,558,577,547
"G2300190","2017","ME",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,,"05000US23019","Penobscot County, Maine",151957,75389,3682,4000,3895,2864,2945,817,1091,3637,6034,4726,4235,3905,4679,5311,5486,2042,3324,2236,2466,3234,2052,1449,1279,76568,3231,3980,3485,2352,3296,1229,945,1968,5419,4483,4032,4702,5314,5605,5132,3555,3228,2937,2092,3102,2441,2455,1585,"Penobscot County, Maine",0,493,289,716,717,359,187,314,458,591,382,209,746,777,172,202,705,524,593,580,639,678,516,447,431,493,141,733,688,146,732,499,459,518,337,336,754,841,412,199,804,874,748,651,543,613,647,640,481
"G2300310","2017","ME",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,,"05000US23031","York County, Maine",204191,100183,4579,5315,6305,3622,1976,1053,1175,3941,5747,6183,5890,6094,6922,7664,8004,3199,4491,2464,4079,4802,3282,1518,1878,104008,4559,6072,4571,3357,2302,894,1594,2870,5800,5857,5107,6966,6904,7746,9355,4148,3591,3241,3473,5959,3792,2530,3320,"York County, Maine",0,713,91,1173,1342,201,175,524,632,878,244,451,925,977,430,370,1099,802,926,592,686,767,621,577,638,713,262,774,748,170,197,495,948,862,290,308,797,830,243,141,1209,1060,756,787,641,855,755,705,699
"G2400010","2017","MD",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,,"05000US24001","Allegany County, Maryland",71615,37503,1651,1770,1812,1412,1408,610,365,2139,2440,2779,2285,2583,2648,2315,2624,1257,1196,746,1218,1667,823,897,858,34112,1695,1533,1874,966,1154,568,1344,1265,1712,1612,2442,1036,2092,2175,2410,1390,977,639,1304,2070,1302,985,1567,"Allegany County, Maryland",0,621,217,381,471,383,250,440,231,456,260,500,567,484,333,126,568,424,409,341,333,375,313,320,358,621,510,391,461,20,494,402,829,297,86,62,396,364,198,123,443,442,317,322,329,374,356,300,366
"G2400030","2017","MD",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,"05000US24003","Anne Arundel County, Maryland",573235,284088,17774,17757,18761,10288,5878,4134,5149,13266,20288,20665,18248,19447,19605,19714,18700,6195,11648,5812,6183,11086,6198,3833,3459,289147,17050,17216,17883,10734,5946,2194,1680,12142,19666,20832,17574,19890,19963,21598,21590,6277,12031,5463,8580,12341,8686,4936,4875,"Anne Arundel County, Maryland",0,767,2,1641,1617,479,662,1071,1582,1916,567,187,1805,1833,505,511,1595,1028,1323,1173,1096,1241,817,823,757,767,2,1621,1530,479,721,847,838,1213,593,117,1445,1428,163,99,1639,975,1406,1134,1214,1317,1149,998,1048
"G2400050","2017","MD",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,"05000US24005","Baltimore County, Maryland",832468,395061,25158,23553,27238,15879,10771,5121,6386,14202,28263,27228,25079,22884,25267,26195,26044,12106,15542,8148,11297,15334,10460,6719,6187,437407,24064,23124,26209,14800,11211,4187,5337,16692,29790,29737,27925,24916,27694,29813,30893,13380,16901,11380,13234,18046,13671,10516,13887,"Baltimore County, Maryland",0,287,163,2072,2068,116,355,1067,1100,1390,95,98,1965,1980,509,503,1916,1449,1669,1137,1191,1438,1187,1227,1005,287,70,1759,1767,101,602,821,1078,1317,102,167,1789,1764,488,502,1597,1777,1506,1259,1511,1631,1537,1392,1583
